Auec priuilege du Roy.	Avec privilège du Roi.
cuſſentuments.	cussentuments.
Ce m'eſt un heau riual, à vous vn digne amantt:	Ce m'est un heau rival, à vous un digne amant:
LVCRECE.	LUCRECE.
Quoy, vous me ſoupçonhei ucltntatartuigence?	Quoi, vous me soupçonhei ucltntatartuigence?
ALEXIS.	ALEXIS.
Vausmedetromperez en aydant ma vengeance, Et ferez voir la part qui me reſte en vos vœux, Repiamant on aſtont qui noux touint tous deux.	Vausmedetromperez en aidant ma vengeance, Et ferez voir la part qui me reste en vos vœux, Répiamant on astont qui noux touint tous deux.
LVCRECE.	LUCRECE.
Ouy dea ne douteZ point que ie ne vous ſeconde, Et que ie ne l’affronte aux yeux de tout le monde;	Oui dea ne doutez point que ieans vous seconde, Et que tu ne l'affronte aux yeux de tout le monde;
Suiuez vostre courroux, propoſeZ ſeulement, le ne me deſens point d'eneſin vinfirument, Pour faire contenir ces langues inſolentes.	Suivez votre courroux, proposez seulement, le ne me dess point d'enesin vinfirument, Pour faire contenir ces langues insolentes.
CYNTHIE.	CYNTHIE.
Voyez comme l’amour rend ces femmes vaillantes.	Voyez comme l'amour rend ces femmes vaillantes.
ALEXIS.	ALEXIS.
Puiſque vous prenez, part en mon iuſte courroux, Enuoyez,-le prier de ſe rendre chez vous;	Puisque vous prenez, part en mon juste courroux, Envoyez,-le prier de se rendre chez vous;
Et là, comme la feinte eſt familiere aux femmes, Feignez, adroitement de reſpondre à ſes flames;	Et là, comme la feinte est familière aux femmes, Feignez, adroitement de répondre à ses flammes;
Picquez-le de merite, engagez-le d’amour, Et l’amuſez ainſi iuſqu'à la fin du jour.	Piquez-le de mérite, engagez-le d'amour, Et l'amusez ainsi jusqu'à la fin du jour.
Durant cet entretien, mandeZ Rinoceronte, Et le pi cquant außi de cholere & de honte, Faites qu’il le rencontre au ſortir de ce lieu, Et qu’il l’en congedie auec vn triſte adieu;	Durant cet entretien, mandez Rinocéronte, Et le pi cquant aussi de colère et de honte, Faites qu'il le rencontre au sortir de ce lieu, Et qu'il l'en congédie avec un triste adieu;
Nous verrons la valeur traitter mal la doctrine, Et faire au Medecin beſoin de medecine;	Nous verrons la valeur traiter mal la doctrine, Et faire au Médecin besoin de médecine;
Et nous aurons ſujet de rire à leurs deſpens.	Et nous aurons sujet de rire à leurs dépens.
I iij	I Jijà
LVCRECE.	LUCRECE.
Ie vous en faits, ce ſoir auoir le puſſe temps, Mais à condition.	Je vous en faits, ce soir avoir le pusse temps, Mais à condition.
ALEXIS.	ALEXIS.
luy baiſant la main.	Les baisant la main.
D’ostor de ma penſée, p ne fatonfeterreur sinſmstementgliſſée, De reprendre pour vous mes premiers ſentimens, Et d'effacer la foy, des plus fermes amants.	D'ôtor de ma pensée, p ne atonféterreur sinsmstementglissée, De reprendre pour vous mes premiers sentiments, Et d'effacer la foi, des plus fermes amants.
LVCRECE.	LUCRECE.
L’eſpreuue en fera foy	L'épreuve en fera foi
LEONSE à Cynthie.	LENSE à Cynthie.
Ce changement m’eſtonne.	Ce changement m'étonne.
CYNTHIE.	CYNTHIE.
Le foudre ne chet pas toutes les fois qu’il tonne.	Le foudre ne chet pas toutes les fois qu'il tonne.
ALEXIS.	ALEXIS.
Ie vay iuſqu’au Palais, & ie reuien ce ſoir,	Je vais jusqu'au Palais, et notre revien ce soir,
LVCRECE.	LUCRECE.
de diſpoſeray tout, adieu.	de disposerai tout, adieu.
ALEXIS.	ALEXIS.
Iuſqu’au reuoir.	Jusqu'au revoir.
SCENE IX.	SCÈNE IX.
LVGRECE, CTNTHIE.	LUGRECE, CTNTHIE.
LVCRECE.	LUCRECE.
En, pren mon party, Qyuiui, o me confeſſe;	En, pren mon parti, Qiui, ô me confesse;
2 Que taforte deſprit vaut moins que ma foibleſſe, Et que l'on peut faillir auectrop de conſeil:	2 Que taforte des vaut moins que ma faiblesse, Et que l'on peut faillir auectrop de conseil:
CYNTHIE.	CYNTHIE.
Qui veid iamais miracle à celuy-cy pareil?	Qui vit jamais miracle à celui-cy pareil?
Qui vous fuyoit tantoſt, maintenant vous reclume;	Qui vous fuyait tantôt, maintenant vous réclume;
Ge matin tout de glace, à preſent tout de flame, Enmeſme heure Alexis ſe plaint & ſe repent,  Gertes les jeux d’amour, ſont bien des jeux d’enfant.	Ge matin tout de glace, à présent tout de flamme, Enmesme heure Alexis se plaint et se repent, Gertes les jeux d'amour, sont bien des jeux d'enfant.
LVCRECE.	LUCRECE.
Voicy ce grand demon, de ſang & de carnage, Nous en auons beſoin, picquons le de courage.	Voici ce grand démon, de sang et de carnage, Nous en avons besoin, piquons le de courage.
RINOCERONTE.	RINOCERONTE.
LEONIN.	LÉONIN.
RINOCERONTE.	RINOCERONTE.
& bruſle d’employer on vn plus grand deſſein.	et brûle d'employer on un plus grand dessein.
L’incomparable ardeur qui m'embraZe le ſein:	L'incomparable ardeur qui m'embrase le sein:
Cognois-tu point quelqu’vn des parents de Lucrece, Dont quelque grand exploict aitſignalé l’adreſſe;	Connais-tu point quelqu'autre des parents de Lucrece, Dont quelque grand exploit aitsignalé l'adresse;
Queiqu un uotet tc vouruige au ſait le nom fameux, Vn Rolands vn Hercule, vn Diable ſi tu veux.	Queiqu un uotet tour vouruige au sait le nom fameux, Un Rolands un Hercule, un Diable si tu veux.
Mvuale umeue;	Muvale umève;
Puiſſe auiourd’huy donner à baire à mon eſpéc.	Puisse aujourd'hui donner à baire à mon espéc.
LEONIN.	LÉONIN.
Aboire à ſon eſpée.	Aboire à son épée.
t ô le plaiſant diſcours:	 tô le plaisant discours:
RINOCERONTE.	RINOCERONTE.
On n’a iamais raiſon auecces eſprits lourds;	On n'a jamais raison auecces esprits lourds;
Es-tu ſopeu verſé dans le meſtier des armes, Imes, (Mes jeux, mes paſſe-temps, mes plaiſirs, & mes charMon meſtier, en vn mot,) que tu ne ſçaches pas, Que la boiſſon d’vne arme, est le ſang des ſoldats,	Es-tu sopeu versé dans le métier des armes, Imes, (Mes jeux, mes passetemps, mes plaisirs, et mes charMon métier, en un mot,) que tu ne saches pas, Que la boisson d'une arme, est le sang des soldats,
COMEDIE.	COMÉDIE.
Et que chaque combat, chaque aſſaut que ie liure, Eſt vn repas exquis, ou la mienne s’enyure?	Et que chaque combat, chaque assaut que personne livre, Est un repas exquis, ou la mienne s'enivre?
LEONIN.	LÉONIN.
Et quel eſt leur manger?	Et quel est leur manger?
RINOCERONTE.	RINOCERONTE.
Les mets les moins friands Dont la mienne ſe paiſt, ſont des cœurs de Rolands.	Les mets les moins friands Dont la mienne se paît, sont des cœurs de Rolands.
LEONIN.	LÉONIN.
Bons Dieux:	Bons Dieux:
le plaiſant fou!	le plaisant fou!
de laca a ult a lalus D’autres moins ſignalées.	de laça a ult a lalus D'autres moins signalées.
Viuent de bras coupez, de tambes aualées, D'vne eſpaule, d’vn pied, d’vn iarret, d’vne main.	Vivent de bras coupés, de tambes avalées, D'une épaule, d'un pied, d' Harret, d'une main.
LEONIN feignant de tirer ſon eſpée.	LÉONIN feignant de tirer son épée.
Bon, la mienne ſans doute eſt doncmorte de faim:	Bon, la mienne sans doute est doncmorte de faim:
Car c’eſt le ieuſne meſme, & la meſme abſtinence, Et ie ſuis aſſeuré que de ma ſouuenance, Ellen'a pas encor, ny goutte, ny morceau, Si ce n'eſt qu'elle mange on peu ut fonfouttéau.	Car c'est le jeune même, et la même abstinence, Et je suis assuré que de ma souvenance, Ellen'a pas encor, ni goutte, ni morceau, Si ce n'est qu'elle mange on peu ut fonfouttéau.
RINOCERONTE.	RINOCERONTE.
Seconde mafureur, voicy cette ame vaine, Pren ton air d’Eſcuyer, & moy de Capitaine.	Seconde mafureur, voici cette âme vaine, Pren ton air d'Écuyer, et moi de Capitaine.
K	
CYNTHIE.	CYNTHIE.
O qu'il est furieux, vous n'en obtiendreZ rien.	Ô qu'il est furieux, vous n'en obtiendrez rien.
LVGRECE.	LUGRECE.
Ne dy mot ſeulement, nous l’appaiſerons bien.	Ne dis mot seulement, nous l'apaiserons bien.
Elle continuë.	Elle continue.
Vous vous abbaiſſez, trop, Seigneur, voſtre excellẽce Daigne-telle auſouru nuy paſerut ſa preſence?	Vous vous abaissez, trop, Seigneur, votre excellience Daigne-telle ausouru nui paserut sa au?
Ay-je bien merité cét inſigne bon-heur?	Ai-je bien mérité cet insigne bon-heur?
Ge valet ſuffiſoit.	Ge valet suffisait.
LEONIN.	LÉONIN.
Farte S auet honneur?	Farte S et honneur?
RINOCERONTE.	RINOCERONTE.
La preſence d'vn fol n'eſt pas fort neceſſaire.	La présence d'un fol n'est pas fort nécessaire.
LVCRECE.	LUCRECE.
I'appelle vn ſage, vn fol, quand ie ſuis en cholere, Quand au lieu des deuoirs qu’exige mon amour, Deſſus vnmot d’eſcrt, on m'enuoye vn bõn-jour.	J'appelle un sage, un fol, quand je suis en colère, Quand au lieu des devoirs qu'exige mon amour, Dessus vnmot d'écrt, on m'envoie un bõn-jour.
Ie veux beaucoup d’ardeur quau tu mitnnt eſtextrêEt quicõque ayme biẽ s’explique par ſo'y-même.	Je veux beaucoup d'ardeur quau tu mitnt estextrêEt quicõque aime bien s'explique par sov'y-même.
[me, Qui croit vn meſſager, eſt capable d’erreur, Il n'appartient qu'aux Roys d'aymer par procureur.	[me, Qui croit un messager, est capable d'erreur, Il n'appartient qu'aux Rois d'aimer par procureur.
I	I
RINOCERONTE.	RINOCERONTE.
Par le ſecret effort d’vn inuincible charme, Ma fureur s’alentit, ce diſcours me deſarme, Et ie ſents ma bonté preſte à luy pardonner.	Par le secret effort d'un invincible charme, Ma fureur s'alentit, ce discours me désarme, Et deux sents ma bonté prête à lui pardonner.
LEONIN.	LÉONIN.
Eſt-ce là ce deſſein de tout exterminer?	Est-ce là ce dessein de tout exterminer?
RINOCERONTE.	RINOCERONTE.
Ma pitié me fait tort, elle m’est importune, Mais i’ay cette foibleſſe, auec les Dieux, commune, De ne, pouuoir tenir contre le repentir, Ny garder de fureur, qu’il ne puiſſe amortir.	Ma pitié me fait tort, elle m'est importune, Mais j'ai cette faiblesse, avec les Dieux, commune, De ne, pouvoir tenir contre le repentir, Ny garder de fureur, qu'il ne puisse amortir.
Madame, en peu de mots, mon amour trritée, Meditoit voſtre perte, & l’auoit arreſtée;	Madame, en peu de mots, mon amour trritée, Méditait votre perte, et l'avait arrêtée;
Avais, vomme ie juis von, cet ectatraſement, En destruit le deſſein, auec ſon fondement.	Avais, vomme ici juis von, cet ectatrasement, En détruit le dessein, avec son fondement.
Ie croy, non ſans raiſon, voſtre amour aſſez forte.	Je crois, non sans raison, votre amour assez forte.
Pour vous aüoirportée à parler de la ſorte.	Pour vous aüoirportée à parler de la sorte.
LVCRECE.	LUCRECE.
Il vous faut aduoüer contre l’inſigne ennuy, De ne vous auoir veu, ny parlé d’aujourd’huy, Qui m'eſt vne ſenſible, & cruelle diſgrace, Limportun entretien de ce fold Hippocraſſe.	Il vous faut avouer contre l'insigne ennui, De ne vous avoir vu, ni parlé d'aujourd'hui, Qui m'est une sensible, et cruelle disgrâce, Limportun entretien de ce fold Hipocrasse.
Qui pretend auec moy traitter de ſeruiteur, M’auoit miſe pour l’heure en fort mauuaiſe humeur:	Qui prétend avec moi traiter de serviteur, M'avait mise pour l'heure en fort mauvaise humeur:
L’affront nous eſt commun, & cette hardieſſe, Touche Rinoceronte, außi bien que Lucrece, Moy, ſouffrir ſonamour;	L'affront nous est commun, et cette hardiesse, Touche Rinocéronte, aussi bien que Lucrece, Moi, souffrir sonamour;
vous ſa riualité!	vous sa rivalité!
Moy ſes pretentions!	Moi ses prétentions!
& vous ſà vanité!	et vous sà vanité!
Hat ſi ma gloire eſt voſtre, & ſi la voſtre eſt mienne, Teuueieucy voſtre amourine vegeant de la ſienne;	Hat si ma gloire est vôtre, et si la vôtre est mienne, Tévueieuci votre amourine végeant de la sienne;
Etfaites moy raiſon du plus ſenſible affront, Qui pouuoit de tous deux faire rougir le front.	Etfaites -moi raison du plus sensible affront, Qui pouvait de tous deux faire rougir le front.
RINOCERONTE.	RINOCERONTE.
Quoy, quand il vous a veuë, il vouloit autre choſe, Que vous guerirdes maux que mõ amour vous cauCe fol, ce vieux cracheur de flegme, & de Latin, Lſe, Vous viſite en Amant, non pas en Medecin?	Quoi, quand il vous a vue, il voulait autre chose, Que vous guérirdes maux que mon amour vous cauffe fol, ce vieux cracheur de flegme, et de Latin, Latin, Vous visite en Amant, non pas en Médecin?
Et ſur ce que t’adore oſe porter la veuë!	Et sur ce que t'adore ose porter la vue!
Ha mon bras eſtropie, écarte, briſe, tuë, Et venuoje expnant, ſroiſe detontes parts, Faire au cinquieſme Ciel la reuerence à Mars:	Ha mon bras estropie, écarte, brise, tuue, Et venuie expnant, sroise détontes parts, Faire au cinquième Ciel la révérence à Mars:
LEONIN.	LÉONIN.
Voylà pour on vieillard vn aſſez beau voyage.	Voilà pour on vieillard un assez beau voyage.
LVCRECE.	LUCRECE.
Ill faut faire vn peu moins, en faueur de ſon û Mais vingt coups de baſton appliqués à propos.	Ill faut faire un peu moins, en faveur de son û Mais vingt coups de bâton appliqués à propos.
LEONIN.	LÉONIN.
Pauure Atlas, quel fardeau l'on deſtine à tondos:	Pauvre Atlas, quel fardeau l'on destine à tondos:
RINOCERONTE.	RINOCERONTE.
Et quand deſirez-vous, vous endonner la veüe.	Et quand désirez-vous, vous endonner la vue.
LVCRECE.	LUCRECE.
Il doit venir ct pei.	Il doit venir ct pey.
,rinui beuuans la ruë, Et lors que vers la nuit il partira d’icy, Traittez-le d’importance.	Çinui buant la rue, Et lors que vers la nuit il partira d'ici, Traités-le d'importance.
CYNTHIE.	CYNTHIE.
Et ſon valet außt.	Et son valet ausst.
LEONIN.	LÉONIN.
Comment a t'il deſſein deſſus rien qui me touche?	Comment a t'-il dessein dessus rien qui me touche?
CYNTHIE.	CYNTHIE.
Quand tu m’as ce matin trouué vun peu farouche;	Quand tu m'as ce matin trouvé vun peu farouche;
Pehhots in pas tuger	Pehothots pas in tuger
LEONIN.	LÉONIN.
Quoy?	Quoi?
que cét effronté, Marchoit ſur mabriſée & t’en auoit conté?	que cet effronté, Marchait sur mabrisée et t'en avait compté?
CYNTHIE.	CYNTHIE.
Ie ne te diray rien, depeur de jalouſie.	Je ne te dirai rien, dépeur de jalousie.
LEONIN.	LÉONIN.
C’eſt aſſez, ce martel me tient en fantaiſie, Et tu verras l’effet de mon juste courroux, Ie porte à ce coſté le chaſtiment des tous.	C'est assez, ce martel me tient en fantaisie, Et tu verras l'effet de mon juste courroux, Je porte à ce côté le châtiment des tous.
Ace ſoir donc.	Ace soir donc.
LVCRECE.	LUCRECE.
tenive culerce m Sans faute.	tenive culerce m Ans faute.
LEONIN.	LÉONIN.
Adieu belle Cynthie:	Adieu belle Cynthie:
SCENE XI.	SCÈNE XI.
*RINO CERONTE.	*RINO CERONTE.
LEONIN.	LÉONIN.
LEONIN.	LÉONIN.
Ous auons en amour beaucoup de ſimpathie;	Ous avons en amour beaucoup de sympathie;
TMais ce pardon ſi prompteſtoit-il de ſaiſon?	TMais ce pardon si promptestait-il de saison?
RINOCERONTE.	RINOCERONTE.
1 L.	1 L.
1ei.	1éi.
On'ne fait point trop toſt ce qu’on fait parraiſon;	On ne fait point trop tôt ce qu'on fait parraison;
Puiſque par ma valeur qui n’a point de ſeconde, Ie faits profeßion de vaincre tout le monde, Pour m’immortaliſer d’vn renom plus parfait, Que jamais les Rolands, ny les Ceſars m'ont fait, Et mettre mon eſtime, à ſon degré ſupreme Il eſtoit à propos de me vaincre moy-meſme Et de retraindre vn peu cette boüillante ardeur, Qui joindroit quelque blame à tant de honne odeur;	Puisque par ma valeur qui n'a point de seconde, Je faits profession de vaincre tout le monde, Pour m'immortaliser d' renom plus parfait, Que jamais les Rolands, ni les Césars m'ont fait, Et mettre mon estime, à son degré suprême Il était à propos de me vaincre moi-même Et de retraindre un peu cette boüillante ardeur, Qui joindrait quelque blâme à tant de honne odeur;
Outre que mon amour.	Outre que mon amour.
LEONIN.	LÉONIN.
La mienne eſt ſans pareille;	La mienne est sans pareille;
Nous ſouffrons bien tous deux & ce ſerà merueille, S’il n’eſt bien-toſt beſoing qu’vn Caualier volant, Nous r'apporte le ſens, comme il fit à Roland.	Nous souffrons bien tous deux et ce serà merveille, S'il n'est bientôt besoin qu'un Cavalier volant, Nous rapporte le sens, comme il fit à Roland.
CATSTEI -- M v SCENE I.	CATSTEI -- M . SCÈNE I.
LVCRECE.	LUCRECE.
CYNTHIE.	CYNTHIE.
EVERECE vent d’un corte.	EUERCE vent d'un corte.
RE bien?	RE bien?
que t'a t’il dit?	que t'a -t-il dit?
CYNTHIE de l’autre.	CYNTHIE de l'autre.
BBon ſuccez, bon voyage;	BBon succès, bon voyage;
I'ay trouué ce vieux fol, en ſuperbe equipage, Ptain a vueurs, de parfums, ue mouſches, d'aſſaßins, Sortant d’vne maiſon où pendoient deux baßins.	J'ai trouvé ce vieux fol, en superbe équipage, Ptain a vueurs, de parfums, ue mouches, d'assassins, Sortant d'une maison où pendaient deux bassins.
LVCRECE.	LUCRECE.
L’ajuſtement ſied bien aux galands de ſon âge.	L'ajustement sied bien aux galants de son âge.
CYNTHIE.	CYNTHIE.
Il s’eſt fait de vingt ans r’ajeunir le viſage;	Il s'est fait de vingt ans rajeunir le visage;
Ie l’ay donc abordé, mais luy tournant les yeux, Que veux tu (m'a-t’ildit, d’vn accent ſerieux Ie ne ſuis plus l’objet des meſpris de Lucrete, Mais vn heureux amant aymé d'vne maistreſſe, Dont les charmans appas ne doiuent rien aux ſiens, Et qui ſage me rend l’eſtime où ie la tiens.	Je l'ai donc abordé, mais ainsi tournant les yeux, Que veux tu (m'a-t-ildit, d'un accent sérieux Je ne suis plus l'objet des mépris de Lucrète, Mais un heureux amant aimé d'une maîtresse, Dont les charmands appas ne doivent rien aux siens, Et qui sage me rend l'estime où ie la tiens.
LVCRECE.	LUCRECE.
Dieux!	Dieux!
& quel eſt le nom de ceste infortunée?	et quel est le nom de cette infortunée?
CYNTHIE.	CYNTHIE.
Il ne me l’a point dit;	Il ne me l'a point dit;
moy i’ay fait l’eſtonnée, Accuſe ſa tiedeur, blaſmé ſon changement, Et comme quand ie veux i’en vſe adroitement, I'ay ſi bien manié ceſte folle ceruelle, Que vous n’euſtes jamais vnamant plus fidelle, Ny plus perſuadé d’auoir en voſtre cœur, La place d'un ſuperbe & ſouuerain vainqueur.	moi j'ai fait l'étonnée, Accuse sa tiédeur, blâmé son changement, Et comme quand beau veux j'en use adroitement, J'ai si bien manié cette folle cervelle, Que vous n'eûtes jamais unamant plus fidèle, Ni plus persuadé d'avoir en votre cœur, La place d'un superbe et souverain vainqueur.
LVCRECE.	LUCRECE.
Enfin il vient ce ſoir?	Enfin il vient ce soir?
CYNTHIE.	CYNTHIE.
Il nè vient pas, il vole, Mais il s’en va deuant degager ſa parole, Pour vous rendre vn cœur pur & ſans diuiſion.	Il ne tte pas, il vole, Mais il s'en va devant dégager sa parole, Pour vous rendre un cœur pur et sans division.
Fol digne de pitié, LVCRECE.	Fol digne de pitié, LUCRECE.
CYNTHIE.	CYNTHIE.
Mais de deriſiòn.	Mais de derisiòn.
SCENE II.	SCÈNE II.
HORACE.	HORACE.
HORTENSE.	HORTENSE.
HORACE.	HORACE.
7 Rayment le procedé ſeroit bien ridiculet V Et moy bien abuſé?	7 Raiment le procédé serait bien ridiculet V Et moi bien abusé?
HORTENSE.	HORTENSE.
Dites bien incredule.	Dites bien incrédule.
ele de ds auas Qu'à ſon âge & ſi preſt d’accomplir ce deſſeïn;	éle de ds avas Qu'à son âge et si prêt d'accomplir ce dessein;
Vne autre affection eust prix place en ſon ſeint	Une autre affection eût prix place en son seint
HORTENSÉ.	HORTENS.
Sest Fentretien public.	Sest Fentretien public.
HORACE.	HORACE.
L’affaire eſt d’importana .	L'affaire est d'importana .
.	.
Et ſans plus differer merite qu'on y penſe;	Et sans plus différer mérite qu'on y pense;
Alexis d’autrepart a des conditions, Dignes de faire entendre à ſes pretentions, S’il a (comme tu dis) ce deſſein pour Clarice.	Alexis d'autrepart a des conditions, Dignes de faire entendre à ses prétentions, S'il a (comme tu dis) ce dessein pour Clarice.
Mais ma parole tenfin.	Mais ma parole tenfin.
14.	14.
HORTENSE.	HORTENSE.
S’il veut qu’on l’accompliſſe, ey vm ppuncS micumque ino y comme.	S'il veut qu'on l'accomplisse, Ei vm puncS micumque ino y comme.
ilen doit uſer;	ilen doit user;
Il n’en a pas deſſein s’il veut temporiſer.	Il n'en a pas dessein s'il veut temporiser.
Voyons-le.	Voyons-le.
HORACE.	HORACE.
Tu dis hien;	Tu dis hien;
voyons, frappe à la porte.	voyons, frappe à la porte.
Qu'il fuſt perfide au point d’en vſer de la ſorte:	Qu'il fût perfide au point d'en user de la sorte:
Quel ſi credule eſprit le pourroit conceuoir?	Quel si crédule esprit le pourrait concevoir?
O le penible ſoing qu’vne fille à pouruoirs Frappe plus fort, appelle.	Ô le pénible soing qu'une fille à pourvoirs Frappe plus fort, appelle.
HORTENSE.	HORTENSE.
Ho!	Ho!
Seigneur.	Seigneur.
Hippocraſſe.	Hypocrasse.
HIPPOCRASSE à la feneſtre.	HIPOCRASSE à la fenêtre.
HORACE.	HORACE.
HOR TENSE.	HOR TENSE.
HIPPOCRASSE.	HIPOCRASSE.
T'eſt-ce que voulez-vous?	T'est-ce que voulez-vous?
HORACE.	HORACE.
Seigneur, vn mot degrace!	Seigneur, un mot dégrâce!
Interdit & ſurpris ſi iamais ie le fus, demignore moyrmeqme & ne meuennoisplus:	Interdit et surpris si jamais ie le fus, demignore moyrmeqme et ne meuennaisplus:
HIPPOCRASSE a la porte.	HIPOCRASSE a la porte.
HORACE.	HORACE.
HORTENSE.	HORTENSE.
HIP POCRASSE, auec des Liures, des Papiers, & la plume à la main.	HIP POCRASSE, avec des Livres, des Papiers, et la plume à la main.
T bien qu’eſt-ce?	T bien qu'est-ce?
HORTENSE.	HORTENSE.
PoyeZ que l'amour le conſume!	PoyeZ que l'amour le consume!
HORACE.	HORACE.
Aquoy von te Papiers ces Liutess-teut Plume?	Aquoi von te Papiers ces Liutess-tat Plume?
HIPPOGRASSE.	HIPOGRASSE.
A vous monſtrer au doigt vostre indiſcretion, D’auoir interrompu ma conſultation;	À vous montrer au doigt votre indiscrétion, D'avoir interrompu ma consultation;
Iamats point de nostre art ne me fit tant de peine, Galien là deſſus contredit Auicenne, Fernelle en ce rencontre à tres-mal reüßi, Hippocraſſe s’en taist.	Jamats point de notre art ne me fit tant de peine, Galien là dessus contredit Aussi, Fernelle en ce rencontre à très -mal réussi, Hipocrasse s'en taît.
HORACE TaiſeZ vous en außi, A quoy bon cét employ quand il s’agit d’vn autre?	HORACE Assez vous en aussi, A quoi bon cet emploi quand il s'agit d'un autre?
L’accord de ces autheurs importe-t’il au voſtre?	L'accord de ces auteurs importe-t-il au vôtre?
HIPPQCRASSE.	HIPPPPRASSE.
Iy va de l’honneur, toute la faculté Ne pouuant debroüiller cette dificulté, M’anommé d’vne voix, & pris mon arbitrage Pour conciliateur de ce fameux paſſage.	Ii va de l'honneur, toute la faculté Ne pouvant debroüiller cette dificulté, M'anommé d'une voix, et pris mon arbitrage Pour conciliateur de ce fameux passage.
HORACE.	HORACE.
Vous voulez, donc laiſſer noſtre eſpoir imparfait?	Vous voulez, donc laisser notre espoir imparfait?
L iuj nnme picionut S purem venir à l'effese	 Luj nume picionut S urem venir à l'esses
Quel eſpoir?	Quel espoir?
HIPPOCRASSE.	HIPOCRASSE.
HORACE.	HORACE.
D’accomplir la foy qui vous engage, Et paſſer le tontract de noſtre mariage, Oubliez vous le ſoir les propos du matin?	D'accomplir la foi qui vous engage, Et passer le tontrat de notre mariage, Oubliez -vous le soir les propos du matin?
HIPPOCRASSE.	HIPOCRASSE.
Pour occuper l’eſprit d’vn fameux Medecin, A faut des entretiens d’extréme conſequence.	Pour occuper l'esprit d' fameux Médecin, A faut des entretiens d'extrême conséquence.
HORACE.	HORACE.
Vous ne tenez, donc pas l’affaire d’importance?	Vous ne tenez, donc pas l'affaire d'importance?
MIPPOCRASSE.	MIPOCRASSE.
Le chaud deſtruit l’humide, & naturellement, On voit peu de memoire en vn grand jugement;	Le chaud détruit l'humide, et naturellement, On voit peu de mémoire en un grand jugement;
Outre les accidens & les deffaux de l’âge;	Outre les accidents et les défauts de l'âge;
* Mais où vous ay-ie encor promis ce mariage?	* Mais où vous ai-je encor promis ce mariage?
HORACE.	HORACE.
Dieuxi icy meſme, icy.	Dieuxi ic y, ici.
HORTENSE.	HORTENSE.
Deffet faut nos ſouhaits.	Défet faut nos souhaits.
HIPPOCRASSE Iy doncmeſme, icy ie vous le depromets.	HIPOCRASSE Iy doncmesme, ici ie vous le dépromets.
HORACE.	HORACE.
O le bel argument!	Ô le bel argument!
HIPPOCRASSE:	HIPOCRASSE:
Ouy des lieux aux perſonnes, Et ie prouuerois bien que mes raiſons ſont bonnes;	Oui des lieux aux personnes, Et ie prouverais bien que mes raisons sont bonnes;
Tel que vous me voyez, i’ay depuis ſoixante ans, Dedans la Medecine employé tout mon temps.	Tel que vous me voyez, j'ai depuis soixante ans, Dedans la Médecine employé tout mon temps.
100 Dbu Epoencuoucorente;	100 Dbu Époencuoucorente;
Bruit que de mon merite & que de ma ſcience;	Bruit que de mon mérite et que de ma science;
I'effaçois à quinze ans les plus rares eſprits, comme les-vruut, tommuns vous Tont peüt estre Cappris.	J'effaçais à quinze ans les plus rares esprits, comme les-vruut, tommuns vous Tont put été Cappris.
HORAGE.	HORAGE.
Ien’en iſçaurois douter, l’apprenant de vous-meſme.	Jen'en isçaurois douter, l'apprenant de vous-même.
HIPPOCRASSE.	HIPOCRASSE.
Ayant donc en cét art vne lumiere extréme, Ie voy linterieur des eſtres animez, Et reconnois leurs maux auant qu’ils ſoient formez, Ie ſçay les accidents dont la femme est capable, I'ay du faux & du vray la pierre indubitable;	Ayant donc en cet art une lumière extrême, Je vois linterieur des êtres animés, Et reconnais leurs maux avant qu'ils soient formés, Je sais les accidents dont la femme est capable, J'ai du faux et du vrai la pierre indubitable;
Toute ombre ſe dißipe où ie porte les yeux, Et qui m'auroit trompé pourroit tromper les Cieux.	Toute ombre se dissipe où on porte les yeux, Et qui m'aurait trompé pourrait tromper les Cieux.
HORACE Enfin à quel propos toute cette eloquence?	HORACE Enfin à quel propos toute cette éloquence?
Clarice est fille?	Clarice est fille?
HIPPOCRASSE.	HIPOCRASSE.
HORACE.	HORACE.
Et bien?	Et bien?
AA TOCRASSE.	AA TOCRASSE.
Tirez la conſequence.	Tirez la conséquence.
HORAOE.	HORAOE.
Et quoy?	Et quoi?
qu’elle eſt ſujette à quelque infirmité?	qu'elle est sujette à quelque infirmité?
HIPPOCRASSE.	HIPOCRASSE.
Bon, il paroiſt des-ja que vous m’auez, hanté, Car ce raiſonnement est de Philoſophie, Or en tout cas douteux, le ſage ſe deffie:	Bon, il paraît des-jà que vous m'avez, hanté, Car ce raisonnement est de Philosophie, Or en tout cas douteux, le sage se défie:
Vous	Vous
COMEDIE.	COMÉDIE.
ous feriez, vn beaucoup de m'en embarraſſer, Momnoi, pour temndc noutenue paut fienpreſfer.	ous feriez, un beaucoup de m'en embarrasser, Momnoi, pour témonds noutenue paut fienpresfer.
HORACE.	HORACE.
De quelque infirmité qu’elle fuſt affligée, L’en pourtiezs-vous pas rendre ayſément ſoulagée?	De quelque infirmité qu'elle fût affligée, L'en pourtiez-vous pas rendre aisément soulagée?
HIPPOCRASSE.	HIPOCRASSE.
Ce pourroit eſtre vn mal de telle qualité, Qu’il me ſeroit faſcheux de m’eſtre trop haſté.	Ce pourrait être un mal de telle qualité, Qu'il me serait fâcheux de m'être trop hâté.
Comme quoy?	Comme quoi?
