Auec Priuilege du Roy.	Avec Privilège du Roi.
Pourray-je ſalüer voſtre Illuſtre Princeſſe, Auray-je cet honneur?	Pourrai-je saluer votre Illustre Princesse, Aurai-je cet honneur?
CEPHALIE.	CÉPHALIE.
Vous ne la pouuez voir.	Vous ne la pouvez voir.
l’Ambaſ de CHRESPHONTE.	L'Ambas de CHRÉPHONTE.
Le Roy me l’a pe mis.	Le Roi me l'a pe mis.
CEPHALIE.	CÉPHALIE.
Elle ſçait ſon deuoir, Et vous n’ignorez pas d’où ſa haine peut naiſtre:	Elle sait son devoir, Et vous n'ignorez pas d'où sa haine peut naître:
Elle ne peut ſoufrir ny vous, ny voſtre Maiſtre.	Elle ne peut soufrir ni ainsi, ni vôtre Maître.
l’Ambaſ.	l'Ambas.
de CHRESPHONTE.	de CHRÉPHONTE.
Elle ne peut ſouffrir ny mon maiſtre ny moy.	Elle ne peut souffrir ainsi mon maître ni moi.
Ah c’eſt faire vn affront trop ſenſible à mon Roy, Ie ne prend point de vous de vous ce congé qui le touche, Et ne le receuray que de ſa propre bouche.	Ah c'est faire un affront trop sensible à mon Roi, Je ne prend point de vous de vous ce congé qui le touche, Et ne le recevrai que de sa propre bouche.
Minid li d Mmoul.	Minid li d Mmoul.
Pour rendre ce Tyran certain de mes refus, C’eſt moy qui vous le donne:	Pour rendre ce Tyran certain de mes refus, C'est moi qui vous le donne:
anez n'en doutez plus.	anez n'en doutez plus.
l’Ambaſ.	l'Ambas.
de CHRESPHONTE.	de CHRÉPHONTE.
Madame!	Madame!
MEROPE.	MEROPE.
114 C’eſt aſſez ie ne puis vous entendre	114 C'est assez rien ne puis vous entendre
LAmbal.	LAmbal.
de CARESPIONTE, Eſt-ce ainſi qu’on reçoitle fidelle Scamandre?	de CARÉPIONTE, Est-ce ainsi qu'on reçoitle fidèle Scamandre?
MEROPE.	MEROPE.
Scamandre?	Scamandre?
qu’ay je ouy?	qu'ai je oui?
l’Ambaſ.	l'Ambas.
de CHRESPHONTE, C’eſt luy.	de CHRÉPHONTE, C'est lui.
MEROPE.	MEROPE.
Qe toy je, o Dieux;	Que toi je, ô Dieux;
Ah Seigneur, eſt-ce vous qui venez dans ces lieux?	Ah Seigneur, est-ce vous qui venez dans ces lieux?
l’Ambaſ.	l'Ambas.
de CRESPHONTE.	de CRÉPHONTE.
C’eſt moy méme, c’eſt moy ma diuine Princeſſe?	C'est moi -même, c'est moi ma divine Princesse?
C’eſt Scamandre qui vient accomplir ſa promeſſe.	C'est Samandre qui vient accomplir sa promesse.
MEROPE.	MEROPE.
Laiſſez de ce tranſport reuenir mes eſprits, En vous traictant ſi mal, mes yeux s’eſtoient meſpris, B iij Accuſez leur erreur, ah ie vous en conjure!	Laissez de ce transport revenir mes esprits, En vous traitant si mal, mes yeux s'étaient mépris, B ij Usez leur erreur, ah ie vous en conjure!
C’eſt à vos ennemis que i’ay fait cette injure.	C'est à vos ennemis que j'ai fait cette injure.
L’Ambaſſ de CHRESPHONTE.	L'Ambass de CHRÉPHONTE.
Cet honorable affront fait par voſtre beauté, Me témoigne ſon zele & ſa fidelité, Ie prends de cette jniure vn trop grand auantage;	Cet honorable affront fait par votre beauté, Me témoigne son zèle et sa fidélité, Je prends de cette jeture un trop grand avantage;
Ie n’ay pas merité ce glorieux outrage, Que feront vos faueurs ſi méme en m’outragent, Vos orgueilleux mépris n’ont rien que d’obligeant?	Je n'ai pas mérité ce glorieux outrage, Que feront vos faveurs si même en m'outragent, Vos orgueilleux mépris n'ont rien que d'obligeant?
I’ay quittay malgré moy ſi long-temps ce riuage.	J'ai quittai malgré moi si longtemps ce rivage.
MEROPE.	MEROPE.
Huit ans ont bien changé l’air de voſtre viſage.	Huit ans ont bien changé l'air de votre visage.
l’Ambaſſ.	L'Ambass.
de CHRESPHONTE Comment ne changerois-je abſent de vos beautez, Qui font toute ma joye & mes felicitez?	de CHRÉPHONTE Comment ne changerais-je absent de vos beautés, Qui font toute ma joie et mes félicités?
Si ce grand changement qui me vient de ma flame, Ne paroſſoit au corps, il paroiſtroit en l’ame:	Si ce grand changement qui me vient de ma flamme, Ne parossait au corps, il paraîtrait en l'âme:
Mais ie puis bien iurer à vos charmans appas, Si le viſage l’eſt, que le cœur ne l’eſt pas, Ce changement viſible eſtoit bien necellaire, Pour vous deſabuſer & pour tromper vn Pere, Sans luy dans ce Palais, i’eſtois peu ſeurement, Où ie viens vous parler pour vn nouuel Amant.	Mais personne puis bien jurer à vos charmants appas, Si le visage l'est, que le cœur ne l'est pas, Ce changement visible était bien nécellaire, Pour vous désabuser et pour tromper un Père, Sans avait dans ce Palais, j'étais peu sûrement, Où ie viens vous parler pour un nouvel Amant.
HEROPE.	HÉROPE.
Pour vn nouuel Amant que voulez vous me dire?	Pour un nouvel Amant que voulez -vous me dire?
tAinbai.	tAinbai.
de CHRESPHONTE.	de CHRÉPHONTE.
Ce qui me fait fremir viuant ſous voſtre Empire.	Ce qui me fait frémir vivant sous votre Empire.
Ie vous viens demander vne grace à genoux.	Je vous viens demander une grâce à genoux.
MEROPE.	MEROPE.
Si vous auez mon cœur que me demandez-vous.	Si vous avez mon cœur que me demandez-vous.
L’Ambaſſ de CRESPHONTE Ie viens pour vous prier de la part de Chreſphonte, De vouloir adoucir l’ennuy qui le ſurmonte.	L'Ambass de CRÉPHONTE Je viens pour vous prier de la part de Chréphonte, De vouloir adoucir l'ennui qui le surmonte.
MEROPE.	MEROPE.
Parlez-vous tout de bon?	Parlez-vous tout de bon?
L’Ambaſſ.	L'Ambass.
de CHRESPHONTE.	de CHRÉPHONTE.
Ie vous parle du cœur, Eſtant ſon confident & ſon Ambaſſadeur, Ie vous conjure enlln de le vouioir entendre, Et de mettre en oubly le mal-heureux Scamandre.	Je vous parle du cœur, Étant son confident et son Ambassadeur, Je vous conjure enlln de le vouioir entendre, Et de mettre en oubli le malheureux Scamandre.
MEROPE.	MEROPE.
Dieux!	Dieux!
que viens-ie d’ouïr, & que vois-ie auiourd’huy, Scamandre qui m’aymoit, me parle contre luy?	que viens-je d'ouïr, et que vois-je aujourd'hui, Scamandre qui m'aimait, me parle contre mieux?
Ouy ie viens de l’ouïr, & ie ne le puis croire, Quoy voudroit il trahir ſa Maiſtreſſe & ſa gloire;	Oui votre viens de l'ouïr, et ie ne le puis croire, Quoi voudrait -il trahir sa Maîtresse et sa gloire;
Vn Amant d’vn Riual fauoriſer l’ardeur, Vn grand Heros d’vn monſtre eſtre l’Ambaſſadeur.	Un Amant d'un Rival favoriser l'ardeur, Un grand Héros d'un montre être l'Ambassadeur.
De ce nom odieux n’auez vous point de honte?	De ce nom odieux n'avez -vous point de honte?
Dilioun de RUrHONTE.	Dilioun de RUrHONTE.
Ah, ie ſuis encor pis.	Ah, Seigneur suis encor pis.
L’Ambaſſ.	L'Ambass.
de CHRESPHONTE.	de CHRÉPHONTE.
Chreſphonte.	Chresphonte.
MEROPE.	MEROPE.
Chreſphonte ce Tyran qui deſtruit nos eſtats.	Chresphonte ce Tyran qui détruit nos états.
vous entes il change qu’on ne vous comnouit pas	vous entes il change qu'on ne vous comnouit pas
L’Ambaſſ.	L'Ambass.
de CHRESPHONTE.	de CHRÉPHONTE.
Madame!	Madame!
MEROPE.	MEROPE.
Expliquez vous.	Expliquez -vous.
L’Ambaſſ.	L'Ambass.
de CHRESPHONTE.	de CHRÉPHONTE.
Ie me vay faire entendre, Scamandre, c’eſt Chreſphonte, & Chreſphonte eſt Scamandre.	Je me vais faire entendre, Scamandre, c'est Chréphonte, et Chréphonte est Scamandre.
11 D La fortune & l’amour font ce déguiſement, Et ious deux noms diuers vous n’auez qu’vn Amant.	11 D La fortune et l'amour font ce déguisement, Et jous deux noms divers vous n'avez qu'Homme Amant.
MEROPE!	MEROPE!
Ah, me dites-vous tlaj;	Ah, me dites-vous tlaj;
quoy feller-tous Chreſphonte?	quoi fêler-tous Chresphonte?
CHRESPHONTE.	CHRÉPHONTE.
Ouy i’oſe l’auoüer, & n’en ay point de honte, Sous le nom de Scamandre ayant offert mon cœur, Chreſphonte vous le donne, & Chreſphonte vainqueur :	Oui j'ose l'avouer, et n'en ai point de honte, Sous le nom de Scamandre ayant offert mon cœur, Chresphonte vous le donne, et Chréphonte vainqueur :
Mais vn tel changement ne vous doit pas déplaire, Et ſous ce dernier nom plus de ſplendeur m’éclaire, Ie feignois que Pelops eſtoit de mes ayeus, Mais de mon noble ſang la ſource eſt dans les Cieux.	Mais un tel changement ne vous doit pas déplaire, Et sous ce dernier nom plus de splendeur m'éclaire, Je feignais que Pelops était de mes aieus, Mais de mon noble sang la source est dans les Cieux.
Hercule eſt mon ayeul qui plus craint qu’vn tonnerre.	Hercule est mon aïeul qui plus craint qu'un tonnerre.
A d’injuſtes Tyrans purgé toute la terre;	À d'injustes Tyrans purgé toute la terre;
Par leur ſang que mon bras à deſia répandu Ie monſtre à l’vniuers que i’en ſuis décendu.	Par leur sang que mon bras à déjà répandu Je montre à l'Hivers que j'en suis décendu.
Allcée injuſtement, Pontille, & Tyſamene Vſurpent ſur ma Race, Argos, Sparte, & Miſſene.	Allcée injustement, Pontille, et Tysamène Vsurpent sur ma Race, Argos, Sparte, et Missène.
Et la premiere fois que ie viens dans ces lieux Pour remonter au Throſne où regnoient mes ayeuls, Ie feignis que i’eſtois le fils du Roy d’Aſie.	Et la première fois que je viens dans ces lieux Pour remonter au Thrône où régnaient mes aïeuls, Je feignis que j'étais le fils du Roi d'Asie.
Ce ſang ne pouuant pas leur donner jalouſie Ie leur cachois mon nom & mon reſſentiment, Pour pouuoir faire vn iour triompher voſtre Amant.	Ce sang ne pouvant pas leur donner jalousie Je leur cachais mon nom et mon ressentiment, Pour pouvoir faire un jour triompher votre Amant.
Pour le fameux deſſein que i’allois entreprendre, Dans le Peloponeſe on me nommoit Scamandre.	Pour le fameux dessein que j'allais entreprendre, Dans le Peloponese on me nommait Scamandre.
Ainſi ſans nul ſoupçon i’arriuay ſur ces bords, Ainſi ie reconnus leurs villes & leurs ports:	Ainsi sans nul soupçon j'arrivai sur ces bords, Ainsi apprendre reconnus leurs villes et leurs ports:
Mais dans ces jeux fameux où s’aſſemblela Grece, I'eſprouuay voſtre force en cherchant leur foibleſſe;	Mais dans ces jeux fameux où s'assemblela Grèce, J'éprouvai votre force en cherchant leur faiblesse;
Ie venois pour les vaincre à la faueur de Mars, Et l’amour me vainquit d’vn ſeul de vos regards.	Je venais pour les vaincre à la faveur de Mars, Et l'amour me vainquit d'amour de vos regards.
A ton ruperbe enar il attacna chreipnonte, Et me dit que Merope en effaçoit la honte.	À ton ruperbe enar il attacna chreipnonte, Et me dit que Mérope en effaçait la honte.
MEROPE.	MEROPE.
Vous meſme l’effacez par vos fameux exploicts:	Vous -même l'effacés par vos fameux exploits:
Vous venez, vous vainquez, tout fléchit ſous vos loix, Voſtre rare valeur que la prudence guide, A paſſé dans ces lieux comme vn fleuue rapide;	Vous venez, vous vainquez, tout fléchit sous vos lois, Votre rare valeur que la prudence guide, A passé dans ces lieux comme un fleuve rapide;
Quand vous eſtiez au rang des iuſtes Conquerans, Mon erreur vous mettoit au nombre des Tyrans, Ie deſirois me perdre en perdant ce que i’aime, Et ie faiſois des vœux pour vous, contre vous meſme:	Quand vous étiez au rang des justes Conquérants, Mon erreur vous mettait au nombre des Tyrans, Je désirais me perdre en perdant ce que j'aime, Et avoir faisais des vœux pour vous, contre vous -même:
Ie vous ay mille fois ſouhaitté le treſpas, Et le Ciel m’exauçoit en ne m’exauçant pas.	Je vous ai mille fois souhaité le trépas, Et le Ciel m'exauçoit en ne m'exauçant pas.
CHESPHONTE.	CHÉPHONTE.
Quand pour vous conquerir ma Triõphante armée Eut au camp de trois Rois l’épouuante ſemée, Le long de voſtre Empire entre ſes bataillons, Le Laboureur ſans crainte a tiré ſes ſillons;	Quand pour vous conquérir ma Triomphante armée Eut au camp de trois Rois l'épouvante semée, Le long de votre Empire entre ses bataillons, Le Laboureur sans crainte a tiré ses sillons;
I’eſpargnois voſtre peuple en luy faiſant la guerre Le tang de vos ouicts na point rougy la terre.	J'épargnais votre peuple en Seigneur faisant la guerre Le tang de vos ouicts na point rougi la terre.
Ils ont veu Mars chez eux ſans en ſentir les traits, Et quand i’ay tout vaincu, i’ay demandé la paix:	Ils ont vu Mars chez eux sans en sentir les traits, Et quand j'ai tout vaincu, j'ai demandé la paix:
Montrant à des vaincus vne douceur extréme, I’enſeigne à mon vainqueur à me traiter de méme.	Montrant à des vaincus une douceur extrême, J'enseigne à mon vainqueur à me traiter de même.
MEROPE.	MEROPE.
Mais, ſi i’oſe tout dire, & ſi tout m’eſt permis, Pourquoy compter mon Pere, entre vos ennemis?	Mais, si j'ose tout dire, et si tout m'est permis, Pourquoi compter mon Père, entre vos ennemis?
Il n’a point vſurpé ce fameux heritage, Que vos diuins ayeuls vous laiſſent en partage;	Il n'a point usurpé ce fameux héritage, Que vos divins aïeuls vous laissent en partage;
Sans declarer la guerre à qui ie dois le jour, Vous pouuiez par l’Hymen ſatisfaire à l’amour.	Sans déclarer la guerre à qui ie dois le jour, Vous pouviez par l'Hymen satisfaire à l'amour.
CHRESPHONTE.	CHRÉPHONTE.
le n'ay peu ſuy aioitiermon ſerpeet & mon zele, Sans trahir mon deuoir, & vous eſtre infidelle.	le n'ai peu suivi aioitiermon serpeet et mon zèle, Sans trahir mon devoir, et vous être infidèle.
MEROPE.	MEROPE.
Le Roy mon Pere eſt-il vn obſtacle à vos feux?	Le Roi mon Père est-il un obstacle à vos feux?
CHRESPHONTE.	CHRÉPHONTE.
Ouy de ce doux lien il veut rompre les nœuds, Et violer ſa foy ſi ſaintement donnée.	Oui de ce doux lien il veut rompre les nœuds, Et violer sa foi si sainte donnée.
MEROFE.	MEROFE.
Non, il veut accomplir cet heureux Hymenée, Il vous attend, Seigneur!	Non, il veut accomplir cet heureux Hyménée, Il vous attend, Seigneur!
il le dit tons les iours.	il le dit tons les jours.
CHRESPHONTE Parce qu’il me croit mort, il vous tient ce diſcours.	CHRÉPHONTE Parce qu'il me croit mort, il vous tient ce discours.
MEROPE.	MEROPE.
Qui fait ce thangement nans ſon ame Royale?	Qui fait ce trangement nans son âme Royale?
CHRESPHONTE.	CHRÉPHONTE.
Vne prediction à mon amour fatale, Qui dit qu’auec ſa fille il perdra ſes Eſtats,	Une prédiction à mon amour fatale, Qui dit qu'avec sa fille il perdra ses États,
MEROPE.	MEROPE.
Qui vous la découuert?	Qui vous la découvert?
CMREOTMONIE.	CMREOTMONIE.
Le fils du grand Calchas, Ayant pris ce deuin, lors que ie pris Miſſene, Il me dît ce ſecret qui met ſon ame en peine, Il croid que ſa Couronne enfin depend de vous.	Le fils du grand Calchas, Ayant pris ce devin, lors que tu pris Missène, Il me dît ce secret qui met son âme en peine, Il croid que sa Couronne enfin dépend de vous.
MEROPE.	MEROPE.
Vous ne pouuez, Seigneur!	Vous ne pouvez, Seigneur!
eſtre donc mon Eſpoux, Auant que d’accomplir vn ſi ſacré miſtere, Arvous laut actorder les deitins & mon Pere.	être donc mon Époux, Avant que d'accomplir un si sacré mystère, Arvous laut actorder les décitins et mon Père.
CRESPHONTE.	CRÉPHONTE.
I’accorderay l’Hymen, voſtre Pere, & le ſort.	J'accorderai l'Hymen, votre Père, et le sort.
MEROPE.	MEROPE.
mamd dumliene pourhen tous rexempter de la mort, Et malgré le deſtin aſſeurer ſa Couronne?	mamd dumliene pourhen tous rexempter de la mort, Et malgré le destin assurer sa Couronne?
CHRESPHONTE.	CHRÉPHONTE.
Celuy qui la conquiſe il faut qu’il la redonne.	Celui qui la conquise il faut qu'il la redonne.
Ie la rendray Madame, & ce cœur & ce bras, Sans poſſeder le ſien, auront aſſez d’Eſtats.	Je la rendrai Madame, et ce cœur et ce bras, Sans posséder le sien, auront assez d'États.
Auant que l’éclaircir & le tirer de peine, Ie veux encor combattre & vaincre Tyſamene, Pour la troiſiéme fois eſtre victorieux, I’attends que ſon armée approche de ces lieux, Tandis la liberté de vous voir m’eſt donnée.	Avant que l'éclaircir et le tirer de peine, Je veux encor combattre et vaincre Tysamène, Pour la troisième fois être victorieux, J'attends que son armée approche de ces lieux, Tandis la liberté de vous voir m'est donnée.
na lopuio de mon damp vemdano mamtmnée, Si vous le permettez auſſi bien que le Roy.	na lopvio de mon damp vemdano mamtmnée, Si vous le permettez aussi bien que le Roi.
MEROPE.	MEROPE.
Auec tant de vertus, eſperez tout de moy.	Avec tant de vertus, espérez tout de moi.
CHRESPHONTE, s’en va Retire toy d’icy, laiſſe moy Cephalie!	CHRÉPHONTE, s'en va Retire toi d'ici, laisse moi Céphalie!
Car mon eſprit ſe plaiſt dans la melancolie, Iuſqu’à l’heureux retour de mon fidelle Amant, Que perſonne ne vienne en mon appartement:	Car mon esprit se plaît dans la mélancolie, Jusqu'à l'heureux retour de mon fidèle Amant, Que personne ne vienne en mon appartement:
Car ie veux repaſſer ſans ceſſe en ma memoire Ce qu’il a fait pour moy, ſes vertus & ſa gloire.	Car ie veux repasser sans cesse en ma mémoire Ce qu'il a fait pour moi, ses vertus et sa gloire.
Mais qui vient m’interrompre, & troubler mon repos?	Mais qui vient m'interrompre, et troubler mon repos?
Il prend bien mal ſon temps apres ce grand Heros.	Il prend bien mal son temps après ce grand Héros.
CEPHALIE.	CÉPHALIE.
C’eſt vn Ambaſſadeur.	C'est un Ambassadeur.
2 *	2 *
MEROPE.	MEROPE.
De qui ?	De qui ?
De Tyſamene?	De Tysamène?
CEPHALIE.	CÉPHALIE.
MEROPE.	MEROPE.
Ce Riual de Chreſphonte eſt l’objet de ma haine:	Ce Rival de Chresphonte est l'objet de ma haine:
S’il la cherche, ie vais accomplir ſon ſouhait, s’il ayme les mépris, il ſera ſatisfait.	S'il la cherche, votre vais accomplir son souhait, s'il aime les mépris, il sera satisfait.
SCENE III.	SCÈNE III.
4 L’Ambaſſadeur de IYSAMENE, MEROPE.	4 L'Ambassadeur de IYSAMENE, MEROPE.
F L’Ambaſſ.	F L'Ambass.
de TYSAMENE.	de TYSAMENE.
2 Ville d’vn grand Monarque!	2 Ville d'un grand Monarque!
adorable Princeſſe Dont les charmans attraits arment toute la Grece;	adorable Princesse Dont les charmants attraits arment toute la Grèce;
Et de qui le bel œil eſt le fatal flambeau, Qui met depuis huit ans, tous ſes Rois au Tombeau!	Et de qui le bel œil est le fatal flambeau, Qui met depuis huit ans, tous ses Rois au Tombeau!
Mais ils ſont trop heureux, d'auoir perdu lavie A leur ſort glorieux mon Prince porte enuie, Et ſon bras animé par vos charmans appas Chaſſera le Tyran qui deſtruit vos eſtats;	Mais ils sont trop heureux, d'avoir perdu lavie À leur sort glorieux mon Prince porte envie, Et son bras animé par vos charmants appas Chassera le Tyran qui détruit vos états;
Et qui veut outrager vne beauté ſi rare:	Et qui veut outrager une beauté si rare:
MEROPE.	MEROPE.
Il n’eſt pas ſi cruel, il n'eſt pas I barbare.	Il n'est pas si cruel, il n'est pas I barbare.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Et vous & voſtre eſtat, ſont vous deux en danger, Les armes à la main mon Roy vient vous vanger, Al neit lien que pour rous, lon granu tœur ne ſurmonte.	Et vous et votre état, sont vous deux en danger, Les armes à la main mon Roi vient vous venger, Al neit lien que pour rous, lon granu tœur ne surmonte.
MEROPE.	MEROPE.
Il n’entreprẽd pas peu s’il veut vaincre Chreſphonte,	Il n'entreprend pas peu s'il veut vaincre Chréphonte,
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Vous le verrez bien-toſt ſoûmis à ſa valeur.	Vous le verrez bientôt soumis à sa valeur.
MRROPE.	MROPE.
Il en aura beaucoup s’il égale vn vainqueur,	Il en aura beaucoup s'il égale un vainqueur,
E ninban de IIOAMENE.	E ninban de IIOAMENE.
Quoy, des off es qu’il fait tient-on ſi peu de conte, Prenez vous contre luy le party de Chreſphonte?	Quoi, des off es qu'il fait tient-on si peu de conte, Prenez vous contre mis le parti de Chréphonte?
MEROIE.	MEROIE.
Non, ſans qu’en ſa faueur ie m’explique auiourd’huy.	Non, sans qu'en sa faveur tu m'explique aujourd'hui.
Sue grumuun anp mmuts parlene unez pour luy.	Sue grumun anp mémuts parlène unez pour lui.
L’Ambaſſ de TYSAMENE.	L'Ambass de TYSAMENE.
Iyraiſiene iur ſuy Temporrant la vicroire, Auecque plus de bruit fera parler ſa gloire.	Jyraisiene jur suis Temporrant la vicroire, Avec plus de bruit fera parler sa gloire.
MEROPE.	MEROPE.
Ils ne ſeront qu’égaux quand il aura vaincu.	Ils ne seront qu'égaux quand il aura vaincu.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Si vouo lo miuiphes, monfimeca trop veſcu;	Si vouo lo miviphes, monfimeca trop vécu;
Mais luy reprochez vous ſa legere deffaire, Ou de lon Iler Riual la vittoſre imparfaſte;	Mais quelque reprochez -vous sa légère défaire, Ou de lon Iler Rival la vittosre imparfaste;
Ne luy laiſſe que trop de forces & de cœur, Pour pouuoir d’vn vaincu deuenir ſon vainqueur.	Ne lui laisse que trop de forces et de cœur, Pour pouvoir d'un vaincu devenir son vainqueur.
MEROPE.	MEROPE.
Il peut auoir encor la foriune contraire.	Il peut avoir encor la foriune contraire.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Qui ceſſe d’eſtre heureux, ceſſe-t’il de vous plaire?	Qui cesse d'être heureux, cesse-t-il de vous plaire?
L’inconſtante qui fait & qui défait les Rois, C iij Toute aueugle qu’elle eſt, fait-elle voſtre choix?	L'inconstante qui fait et qui défait les Rois, Ç ij Toute aveugle qu'elle est, fait-elle votre choix?
MEROPE.	MEROPE.
Non, ie ſçay de tous deux faire la difference.	Non, Seigneur sais de tous deux faire la différence.
D'hMoum dO PIOHMENE.	D'hMoum dO PIOHMENE.
A voſtre deffenſeur donnez la preference.	À votre défenseur donnez la préférence.
MEROPE.	MEROPE.
Mon ſexe n’oſe pas former aucun deſir, Et touſiours la pudeur luy deffend de choiſir.	Mon sexe n'ose pas former aucun désir, Et toujours la pudeur homme défend de choisir.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Si le Roy voſtre Pere approuue l’alliance, Ce choix peut s’accorder auec la bien-ſeance;	Si le Roi votre Père approuve l'alliance, Ce choix peut s'accorder avec la bienséance;
Mais de n’irolus diicours temoignent vil lerus.	Mais de n'irolus diicours témoignent vil lerus.
MEROPE.	MEROPE.
Puis que vous m’entendez ie n’en diray pas plus.	Puis que vous m'entendez ici n'en dirai pas plus.
L’Ambaſſ.	L'Ambass.
de TYSAMENE, Seul.	de TYSAMENE, Seul.
Traiter d’indifference vn Prince qui l’adore, Apres tous ſes reſpects le dédaigner encore, Meſpriſer ſon ſecours, ſon amour & ſa foy!	Traiter d'indifférence un Prince qui l'adore, Après tous ses respects le dédaigner encore, Mespriser son secours, son amour et sa foi!
De cét excése orgaeir, le tais me plaindre au Roy.	De cet excése orgaeir, le tais me plaindre au Roi.
ACTE III.	ACTE III.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
LE ROY, MEROPE.	LE ROY, MEROPE.
LE ROY.	LE ROY.
N ſon Ambaſſadeur, outrager Tyſamene, Et payer ſon amour d’vne viſible haine!	N son Ambassadeur, outrager Tysamène, Et payer son amour d'une visible haine!
Qu’auez-vous fait ma fille?	Qu'avez-vous fait ma fille?
enfin répondez-moy.	enfin répondez-moi.
MEROPE.	MEROPE.
Ce que vouloit l’honneur, la pieté, la foy.	Ce que voulait l'honneur, la piété, la foi.
LE ROY.	LE ROY.
Tous trois vous obligeoient à ſonger à me plaire A bien traicter vn Roy qui deffend voſtre Pere, Vous me deſobligez en le deſobligeant, Vous mettez en peril ma vie en l’outrageant:	Tous trois vous obligeaient à songer à me plaire À bien traicter un Roi qui défend votre Père, Vous me désobligez en le désobligeant, Vous mettez en péril ma vie en l'outrageant:
Si ce Prince offencé penſe à vanger ſa honte, Qui me garantira des fureurs de Chreſphonte?	Si ce Prince offensé pense à venger sa honte, Qui me garantira des fureurs de Chréphonte?
Tyſamene luy ſeul me pouuoit ſecourir, Et voſtre orgueil l’oblige à me laiſſer perir.	Tysamène m seul me pouuoit secourir, Et votre orgueil l'oblige à me laisser périr.
C iiij	Ç Cijà
MEROPE.	MEROPE.
I’ay monſtré des f'oideurs & de l’indifference;	J'ai montré des s'oideurs et de l'indifférence;
Mais ma froideur s’accorde auec la bien-ſeance, Mon ſexe eſt obligé d’auoir de la pudeur, Ma vertu n’a point deub choquer l’Ambaſſadeur.	Mais ma froideur s'accorde avec la bienséance, Mon sexe est obligé d'avoir de la pudeur, Ma vertu n'a point déb choquer l'Ambassadeur.
D’vn traictement plus doux i’aurois rougy de honte, Et l’ay bien mieux traicté que celuy de Chreſphonte.	D'un traitement plus doux j'aurais rougi de honte, Et l'ai bien mieux traité que celui de Chréphonte.
LE ROY.	LE ROY.
Il n’en dit rier pourtant.	Il n'en dit rier pourtant.
MEROPE.	MEROPE.
Ceit qu'ir eſt plus diſcret, Pour l’honneur de ſon Maiſtre, il tient l’affront lecret.	Ceit qu'ir est plus discret, Pour l'honneur de son Maître, il tient l'affront lecret.
20	20
LE ROY.	LE ROY.
A-t’il receu de vous quelque ſenſible offence?	A-t-il reçu de vous quelque sensible offense?
daule lus Ouy ie n’ay pas voulu luy donner audiance, Et i’ay traicté ſon Roy, comme on fait les Tyrans.	daule lus Oui votre n'ai pas voulu lui donner audience, Et j'ai traité son Roi, comme on fait les Tyrans.
LE ROY.	LE ROY.
Ah Dieux!	Ah Dieux!
ah Iuſtes Dieux!	ah Justes Dieux!
ah qu’eſt ce que i’a1 prends, Quand vous auez braué le vainqueur d’Arcadie, pous auez frapatde ma couromte, d ma vie.	ah qu'est ce que j'a1 prends, Quand vous avez bravé le vainqueur d'Arcadie, pous auez frappde ma couromte, d ma vie.
Outrager vn vainqueur, ah vous m’auez perdu, Vous me deſeſperez!	Outrager un vainqueur, ah vous m'avez perdu, Vous me désespérez!
Mais qu’a-t’il répondu?	Mais qu'a-t-il répondu?
MEROPE.	MEROPE.
Plus ie luy fais d’injure, & plus il me reſpecte.	Plus ie luy fais d'injure, et plus il me respecte.
LE ROY.	LE ROY.
Cette ciuilité me doit eſtre ſuſpecte.	Cette civilité me doit être suspecte.
Il eſt bon Courtiſan, il diſſimule bien, Et ſon ſexe offencé doit tout louffrir du tien.	Il est bon Courtisan, il dissimule bien, Et son sexe offensé doit tout louffrir du tien.
Mais Chreſphonte embraſé d'vne iuſte colere:	Mais Chréphonte embrasé d'une juste colère:
Vengera tes mépris ſur ton mal-heureux Pere.	Vengera tes mépris sur ton malheureux Père.
Ie ſerois ſans raiſon, ſi i’eſtois ſans effroy, Et la prediction s’accomplit contre moy:	Je serais sans raison, si j'étais sans effroi, Et la prédiction s'accomplit contre moi:
Ma fille imprudemment trauaille à ma ruine:	Ma fille imprudemment travaille à ma ruine:
Ie voy dans la beaute, l’Aitre qui me domine.	Je vois dans la beauté, l'Aitre qui me domine.
C’eſt elle qui me perd.	C'est elle qui me perd.
MEROPE.	MEROPE.
Elle veut vous ſauuer, Et de ce parricide elle ſe va lauer, Cette prediction à vos iours eſt fatale:	Elle veut vous sauver, Et de ce parricide elle se va laver, Cette prédiction à vos jours est fatale:
C'eit pourquey le deteite vne amour conjugalle, Ne pouuant accorder leur Hymen & le ſort, Ie fais mourir l’Amour qui vous donnoit la mort.	C'éit pourquei le déteite un amour conjugale, Ne pouvant accorder leur Hymen et le sort, Je fais mourir l'Amour qui vous donnait la mort.
LE ROY.	LE ROY.
Ah!	Ah!
c’eſt trop, & trop peu.	c'est trop, et trop peu.
MEROPE.	MEROPE.
