A PARIS.	À PARIS.
ALBERT.	ALBERT.
O!	Ô!
Dieu, quelle mépriſe!	Dieu, quelle méprise!
& qu’eſt-ce qu’il m’aprend?	et qu'est-ce qu'il m'apprend?
Je rentie ley d un tinunie emuirudtre auſſi grand:	Je rentie le dis un tinunie emuirudtre aussi grand:
Dans ces divers tranſports je ne ſçay que répondre, Et, n je dis dil inot, j ay peur de me comondre.	Dans ces divers transports je ne sais que répondre, Et, n je dis dil inot, j' ai peur de me comondre.
OLIDORE.	OLIDORE.
A quoy penſez vous là, Seigneur Albert?	À quoi pensez -vous là, Seigneur Albert?
ALBERT.	ALBERT.
A rien:	À rien:
Remettons, je vous prie, à tantoſt l’entretien:	Remettons, je vous prie, à tantôt l'entretien:
on ſar iuoit me plend qui veut que je vous laiſſe.	on sar juait me plend qui veut que je vous laisse.
SCENE V.	SCÈNE V.
POLIDORE.	POLIDORE.
’E lis dedans ſon ame, & voy ce qui le preſſe.	’E lis dedans son ame, & voy ce qui le presse.
A quoy que ſa raiſon l’euſt déja diſpoſe, Son déplaiſir n’eſt pas encor tout apaiſé.	À quoi que sa raison l'eût déjà dispose, Son déplaisir n'est pas encor tout apaisé.
L’image de l’affront luy revient, & ſa fuite Taſche a me déguiſer le trouble qui l’agite.	L'image de l'affront venir revient, et sa fuite Tâche à me déguiser le trouble qui l'agite.
Je prens part à ſa honte, & ſon deuil m’attendrit.	Je prends part à sa honte, et son deuil m'attendrit.
Il faut qu’un peu de temps remette ſon eſprit:	Il faut qu'un peu de temps remette son esprit:
La douleur trop contrainte aiſément ſe redouble.	La douleur trop contrainte aisément se redouble.
Voicy mon jeune foû d’où nous vient tout ce trouble.	Voici mon jeune toujours d'où nous vient tout ce trouble.
SCENE VI.	SCÈNE VI.
POLIDORE, VALERE.	POLIDORE, VALÈRE.
POLIDORE.	POLIDORE.
ENfin, le beau mignon, vos bons déportemens Troubleront les vieux jours d’un pere à tous momens :	ENfin, le beau mignon, vos bons déportements Troubleront les vieux jours d'un père à tous moments :
Tous les jours vous ferez de nouvelles merveilles;	Tous les jours vous ferez de nouvelles merveilles;
Et nous n’aurons jamais autre choſe aux oreilles.	Et nous n'aurons jamais autre chose aux oreilles.
VALERE.	VALÈRE.
Que fais- je tous les jours qui ſoit ſi criminel?	Que fais- je tous les jours qui soit si criminel?
En quoy meriter tant le courroux paternel?	En quoi mériter tant le courroux paternel?
POLIDORE.	POLIDORE.
Je ſuis un eſtrange homme, & d’une humeur terrible, D’accuſer un enfant ſi ſage & ſi paiſible.	Je suis un étrange homme, et d'une humeur terrible, D'accuser un enfant si sage et si paisible.
Las!	Las!
il vit comme un ſaint, & dedans la maiſon Du matin juſqu’au ſoir il eſt en oraiſon.	il vit comme un saint, et dedans la maison Du matin jusqu'au soir il est en oraison.
Dire qu’il pervertit l’ordre de la nature, Et fait du jour la nuit, ô!	Dire qu'il pervertit l'ordre de la nature, Et fait du jour la nuit, ô!
la grande impoſture!	la grande imposture!
Qu’il n’a conſideré pere, ny parenté En vingt occaſions, horrible fauſſeté !	Qu'il n'a considéré père, ni parenté En vingt occasions, horrible fausseté !
Que, de fraiche memoire, un furtif hymenée A la fille d’Albert a joint ſa deſtinée, Sans craindre de la ſuite un deſordre puiſſant, On le prend pour un autre, & le pauvre innocent Ne ſçait pas ſeulement ce que je luy veux dire !	Que, de fraîche mémoire, un furtif hyménée A la fille d'Albert a joint sa destinée, Sans craindre de la suite un désordre puissant, On le prend pour un autre, et le pauvre innocent Ne sait pas seulement ce que je lui veux dire !
Ha!	Ha!
chien, que j’ay receu du ciel pour mon martire, Te croiras tu toûjours?	chien, que j'ai reçu du ciel pour mon martyre, Te croirasût toujours?
& ne pourray je pas, Te voir eſtre une fois ſage avant mon trepas.	et ne pourrai -je pas, Te voir être une fois sage avant mon trépas.
VALERE ſeul.	VALÈRE seul.
D’où peut venir ce coup?	D'où peut venir ce coup?
mon ame embaraſſée Ne voit que Maſcarille où jetter ſa penſée:	mon âme embarrassée Ne voit que Mascarille où jeter sa pensée:
Il ne ſera pas homme à m’en faire un aveu, Il faut uſer d’adreſſe, & me contraindre un peu Dans ce juſte courroux.	Il ne sera pas homme à m'en faire un aveu, Il faut user d'adresse, et me contraindre un peu Dans ce juste courroux.
SCE.	SCE.
CENE VII.	CÈNE VII.
MASCARILLE, VALERE.	MASCARILLE, VALÈRE.
VALERE.	VALÈRE.
M Aſcarille, mon Pere, Que je viens de trouver, ſçait toute noſtre affaire.	M Mécarille, mon Père, Que je viens de trouver, sais toute notre affaire.
Il la ſçait?	Il la sait?
AASORAILLE.	AASORAILLE.
VALERE.	VALÈRE.
Ouy.	Oui.
MASCARILLE.	MASCARILLE.
D’où, diantre, a-t-il pû la ſçavoir?	D'où, diantre, a-t-il pu la savoir?
VALERE.	VALÈRE.
Je ne ſçay point ſur qui ma conjecture aſſeoir;	Je ne sais point sur qui ma conjecture asseoir;
Mais enfin d’un ſuccez cette affaire eſt ſuivie Dont j’ay tous les ſujets d’avoir l’ame ravie.	Mais enfin d'un succès cette affaire est suivie Dont j'ai tous les sujets d'avoir l'âme ravie.
Il ne m’en a pas dit un mot qui fuſt faſcheux;	Il ne m'en a pas dit un mot qui fût fâcheux;
Il excuſe ma faute, il approuve mes feux, Et je voudrois ſçavoir qui peut eſtre capable D’avoir pû rendre ainſi ſon eſprit ſi traitable.	Il excuse ma faute, il approuve mes feux, Et je voudrais avoir qui peut être capable D'avoir pu rendre ainsi son esprit si traitable.
je ne pularcapimnerrane quejenleyy.	je ne pularcapimnerrane quejenlei.
MASCARILLE.	MASCARILLE.
Et que me diriez-vous, Monſieur, ſi c’eſtoit moy, Qui vous euſt procuré cette heureuſe fottune?	Et que me diriez-vous, Monsieur, si c'était moi, Qui vous eût procuré cette heureuse fottune?
ALERE.	ALÈRE.
Bon, bon, tu voudrois bien icy m’en donner d’une.	Bon, bon, tu voudrais bien ici m'en donner d'une.
a Aa e n Rin ni.	à Aa eu n Rin ni.
C’eſt moy, vous dy-je, moy, dont le patron le ſçait, Et qui vous ay produit ce favorable effet.	C'est moi, vous dis-je, moi, dont le patron le sçait, Et qui vous ai produit ce favorable effet.
VALERE.	VALÈRE.
Mais, là, ſans te railler?	Mais, là, sans te railler?
MASCARILLE.	MASCARILLE.
Que le diable m’emporte, Si je fais raillerie, & s’il n'eſt de la ſorte.	Que le diable m'emporte, Si je fais raillerie, et s'il n'est de la sorte.
VALERE.	VALÈRE.
Et qu’il m’entraine, moy, ſi tout preſentement	Et qu'il m'entraine, moi, si tout présentement
Tu nmmemtue locevamle juite payement.	Tu nammemtue locevamle juite paiement.
MASCARILLE.	MASCARILLE.
Aa:	Aa:
monneur, qu'elt ecey:	monneur, qu'ellet écei:
je denenus la ſurpriſe.	je denus la surprise.
ALERE.	ALÈRE.
C’eſt la fidelité que tu m’avois promiſe?	C'est la fidélité que tu m'avais promise?
Sans ma feinte jamais tu n’euſſes avoüé Le trait que j’ay bien creu que tu m’avois joüé, Traiſtre, de qui la langue à cauſer trop habile D’un pere contre moy vient d’eſchaufer la bile, Qui ine pels tout à Tait, il faut lans diicoulir Que tu meures.	Sans ma feinte jamais tu n'eusses avoué Le trait que j'ai bien cru que tu m'avais joué, Traître, de qui la langue à causer trop habile D'un père contre moi vient d'échauffer la bile, Qui ine els tout à Tait, il faut lans diicoulir Que tu meures.
MASCARILLE.	MASCARILLE.
Tout beau;	Tout beau;
mon ame, pour mouris, N’eſt pas en bon eſtat.	mon âme, pour mouris, N'est pas en bon état.
Daignez, je vous conjure, Attendre le ſuccez qu’aura cette avanture.	Daignez, je vous conjure, Attendre le succès qu'aura cette aventure.
J’ay de fortes raiſons qui m’ont fait réveler Un hymen que vous même aviez peine à celer;	J'ai de fortes raisons qui m'ont fait réveler Un hymen que vous même aviez peine à celer;
C’eſtoit un coup d’eſtat, & vous verrez l’iſſuë Condamner la fureur que vous avez conceuë.	C'était un coup d'état, et vous verrez l'issue Condamner la fureur que vous avez conçue.
Dequoy vous faſchez vous?	Dequoy vous fâchez -vous?
pourveu que vos ſouhaits Se trouvent par mes ſoins pleinement ſatisfaits, Et voyent mettre à fin la contrainte où vous eſtes?	pourvu que vos souhaits Se trouvent par mes soins pleinement satisfaits, Et voient mettre à fin la contrainte où vous êtes?
VALERE.	VALÈRE.
Et ſi tous ces diſcours ne ſont que des ſornetes?	Et si tous ces discours ne sont que des sornetes?
MASCARILLE.	MASCARILLE.
Toûjours ſerez-vous lors à temps pour me tuer.	Toujours serez-vous lors à temps pour me tuer.
Mais enfin mes projets pourront s’effectuer.	Mais enfin mes projets pourront s'effectuer.
Dieu ſera pour les ſiens, & content dans la ſuite Vous me remercirez de ma rare conduite.	Dieu sera pour les siens, et content dans la suite Vous me remercirez de ma rare conduite.
VALERE.	VALÈRE.
Nous verrons.	Nous verrons.
Mais, Lucile.	Mais, Lucile.
MASCARILLE.	MASCARILLE.
Alte;	Alte;
ſon pere ſort.	son père sort.
SCENE VIII.	SCÈNE VIII.
VALERE, ALBERT, MASCARILLE.	VALÈRE, ALBERT, MASCARILLE.
ALBERT.	ALBERT.
Lus je reviens du trouble où j’ay donné d’abord, Plus je me ſens piqué de ce diſcours eſtrange, Sur qui ma peur prenoit un ſi dangereux change?	Lus je reviens du trouble où j'ai donné d'abord, Plus je me sens piqué de ce discours étrange, Sur qui ma peur prenait un si dangereux change?
Car Lucile ſoutient que c’eſt une chanſon, Et m’a parlé d’un air à m’oſter tout ſoupçon.	Car Lucile soutient que c'est une chanson, Et m'a parlé d'un air à m'ôter tout soupçon.
Hla !	Hla !
’Monſieur, eſt-ce vous, de qui l’audace inſigne Met en jeu mon honneur, & fait ce conte indigne?	Monsieur, est-ce vous, de qui l'audace insigne Met en jeu mon honneur, et fait ce conte indigne?
MASCARILLE.	MASCARILLE.
Seigneur Albert, prenez un ton un peu plus doux, Et contre voſtre gendre ayez moins de courroux.	Seigneur Albert, prenez un ton un peu plus doux, Et contre votre gendre ayez moins de courroux.
ALBERT.	ALBERT.
Comment gendre, coquin?	Comment gendre, coquin?
tu portés bien la mine De pouſſer les reſſorts d’une telle machine, Et d’en avoir eſté le premier inventeur.	tu portez bien la mine De pousser les ressorts d'une telle machine, Et d'en avoir été le premier inventeur.
MASCARILLE.	MASCARILLE.
je ne voiioy memuronomeure en fureur.	je ne voiiais mémuronomeure en fureur.
ALBERT.	ALBERT.
Trouve tu beau, dy moy, de difalnel'inafille?	Trouve tu beau, dis -moi, de dialnelafille?
Et faire un tel ſcandale a toute une famille?	Et faire un tel scandale a toute une famille?
MASCARILLE.	MASCARILLE.
Te voilà preſt de faire en tout vos volontez.	Te voilà prêt de faire en tout vos volontés.
ALBERT.	ALBERT.
Que voudrois-je, ſinon qu’il dit des veritez?	Que voudrais-je, sinon qu'il dit des vérités?
Si quelque intention le preſſoit pour Lucile, La recherche en pouvon eſtie nonneſte & civile, Il falloit l’attaquer du coſté du devoir, Il falloit de ſon pere implorer le pouvoir, Et non pas recourir à cette laſche feinte, Qui porte à la pudeur une ſenſible atteinte.	Si quelque intention le pressait pour Lucile, La recherche en pouvon est nonneste et civile, Il fallait l'attaquer du côté du devoir, Il fallait de son père implorer le pouvoir, Et non pas recourir à cette lâche feinte, Qui porte à la pudeur une sensible atteinte.
MASCARILLE.	MASCARILLE.
Quoy!	Quoi!
Lucile, n’eſt pas ſous des liens ſecrets A mon maiſtre !	Lucile, n'est pas sous des liens secrets À mon maître !
A L	À L
ALBERT.	ALBERT.
Non, mantie, & il y lela jamais.	Non, mantie, et il y lela jamais.
MASCARILLE.	MASCARILLE.
Tout doux:	Tout doux:
&, s’il eſt vray que ce ſoit choſe faite.	et, s'il est vrai que ce soit chose faite.
Voulez-vous l’aprouver cette chaine ſecrette?	Voulez-vous l'approuver cette chaine secrète?
ALBERT.	ALBERT.
ney dien conncaneytoy, que celu ne ſoit pas, Veux tu te voir caſſer les jambes & les bras?	ney dien conncaneytoy, que celu ne soit pas, Veux tu te voir casser les jambes et les bras?
ALERE.	ALÈRE.
Monnleur, n’ert alle de vous faife paroiſtie Qu’il dit vray.	Monnleur, n'ert allé de vous faife paroistie Qu'il dit vrai.
ALBERT.	ALBERT.
Bon, voilà l’autre encor digne maiſtre Daniemdiadle rulen o leo menould hardis!	Bon, voilà l'autre encor digne maître Daniemdiadle rulen ô leo menoul hardis!
MASCARILLE.	MASCARILLE.
D'homine d’honneul, Il’eit aii que je le dis.	D'homine d'honnul, Il'éit aii que je le dis.
ALERE.	ALÈRE.
Quel ſeroit noſtre but de vous en faire acroire?	Quel serait notre but de vous en faire acroire?
ALBERT.	ALBERT.
Ils s’entendent tous doun comme fairons en foire.	Ils s'entendent tous doun comme fairons en foire.
MASCARILLE.	MASCARILLE.
Mais venons a la preuve, & lans nous quereller :	Mais venons à la preuve, et lans nous quereller :
Faites ſortir Lucile & la laiſſez parler.	Faites sortir Lucile et la laissez parler.
ALBERT.	ALBERT.
Et ſi le dementy par elle vous en reſte?	Et si le démenti par elle vous en reste?
MASCARILLE.	MASCARILLE.
Elle n’en fera rien, Monſieur, je vous proteſte.	Elle n'en fera rien, Monsieur, je vous proteste.
Promettez à leurs vœux voſtre conſentement, Et je veux hi expoier au plus durchaſtiment, Si de ſa propre bouche elle ne vous confeſſe, Et la foy qui l’engage, & l’ardeur qui la preſſe.	Promettez à leurs vœux votre consentement, Et je veux hi expoyer au plus durchâtiment, Si de sa propre bouche elle ne vous confesse, Et la foi qui l'engage, et l'ardeur qui la presse.
ALBERT.	ALBERT.
Il faut voir cette affaire.	Il faut voir cette affaire.
MASCARILLE.	MASCARILLE.
Allez;	Allez;
tout ira bien.	tout ira bien.
ALBERT.	ALBERT.
Hola, Lucile un mot.	Holà, Lucile un mot.
VALERE Jeciains.	VALÈRE Jéciains.
MASCARILLE.	MASCARILLE.
Ne erdignen fien.	Ne erdignen sien.
CENE IX.	CÈNE IX.
VALERE, ALBERT, MASCARILLE, LUCILE.	VALÈRE, ALBERT, MASCARILLE, LUCILE.
MASCARILLE.	MASCARILLE.
Eigneur Albert, au moins, ſilence.	Eigneur Albert, au moins, silence.
Enfin, Madame, Toute choſe conſpire au bon-heur de voſtre ame, Et Monſieur voſtre pere averti de vos feux v ous faine romtt upoux, & confirme vos vœux;	Enfin, Madame, Toute chose conspire au bonheur de votre âme, Et Monsieur vôtre père averti de vos feux ous faine romtt upoux, et confirme vos vœux;
Pourveu que banniſſant toutes craintes frivoles, Deux mots de vontle aveu coniment nos paroles.	Pourvu que bannissant toutes craintes frivoles, Deux mots de vontle aveu coniment nos paroles.
LUCILE.	LUCILE.
Que me vient donc conter ce coquin aſſuré?	Que me vient donc conter ce coquin assuré?
MASCARILLE.	MASCARILLE.
Bon, me voilà déja d’un beau titre honoré.	Bon, me voilà déjà d'un beau titre honoré.
LUCILE.	LUCILE.
Sçachons un peu, Monſieur, quelle belle ſaillie rait te conte galant qu’aujourd’huy l’on publie.	Sachons un peu, Monsieur, quelle belle saillie rait te conte galant qu'aujourd'hui l'on publie.
VALERE.	VALÈRE.
Fardon, charmant objet, un valet a parſé, Et j’ay veu malgré moy noſtre hymen revelé.	Fardon, charmant objet, un valet a parsé, Et j'ai vu malgré moi notre hymen revelé.
Noſtre hymen?	Notre hymen?
LuCILE.	LuCILE.
1 n i n i ni On ſçait tout, adorable Lucile, Et vouloir déguiſer eſt un ſoin inutile.	1 n' y n ' y On sais tout, adorable Lucile, Et vouloir déguiser est un soin inutile.
LUGILE.	LUGILE.
Quoy!	Quoi!
l’ardeur de mes feux vous a fait mon Epoux?	l'ardeur de mes feux vous a fait mon Époux?
VALERE.	VALÈRE.
C’eſt un bien qui me doit faire mille jaloux;	C'est un bien qui me doit faire mille jaloux;
Mais j’impute bien moins ce bon-heur de ma flame A l’ardeur de vos feux, qu’aux bontez de voſtre ame.	Mais j'impute bien moins ce bonheur de ma flamme A l'ardeur de vos feux, qu'aux bontés de votre âme.
Je ſçay que vous avez ſujet de vous fâcher;	Je sais que vous avez sujet de vous fâcher;
Que Que c’eſtoit un ſecret que vous vouliez cacher, Et j’ay de mes tranſports forcé la violence, A ne point violer voſtre expreſſe deſſence?	Que Que c'était un secret que vous vouliez cacher, Et j'ai de mes transports forcé la violence, À ne point violer votre expresse dessence?
Mais.	Mais.
MASCARILLE.	MASCARILLE.
Et bien, ouy, c’eſt moy;	Et bien, oui, c'est moi;
le grand mal que voilà!	le grand mal que voilà!
LUCILE.	LUCILE.
Eſt-il une impoſture égale à celle-là?	Est-il une imposture égale à celle-là?
Vous l’oſez ſoutenir en ma preſence même, Et penſez m’obtenir par ce beau ſtratageme.	Vous l'osez soutenir en ma présence même, Et pensez m'obtenir par ce beau stratagème.
O!	Ô!
le plaiſant amant!	le plaisant amant!
dont la galante ardeur Veut bleſſer mon honneur au defaut de mon cœur, Et que mon pere émû de l’éclat d’un ſot conte, Paye avec mon hymen qui me couvre de honte.	dont la galante ardeur Veut blesser mon honneur au défaut de mon cœur, Et que mon père ému de l'éclat d'un sot compte, Paie avec mon hymen qui me couvre de honte.
Mon pere, les deſtins, mon inclination, On me verroit combattre en ma juſte colere Mon inclination, les deſtins, & mon pere;	Mon père, les destins, mon inclination, On me verrait combattre en ma juste colère Mon inclination, les destins, et mon père;
Perdre même le jour avant que de m’unir il qui par te moyen auroit creu m’obtenir.	Perdre même le jour avant que de m'unir il qui par te moyen aurait cru m'obtenir.
Allez;	Allez;
& ſi mon ſexe, avecque bienſeance, oe pouvoltempolter a quelque volence, Je vous apprendrois bien à me traiter ainſi.	et si mon sexe, avec bienséance, oue pouvoltempolter à quelque volence, Je vous apprendrais bien à me traiter ainsi.
VALERE.	VALÈRE.
C’en eſt fait, ſon couroux ne peut-eſtre adouci.	C'en est fait, son courroux ne peut-être adouci.
MASCARILLE.	MASCARILLE.
Laiſſez-moy luy parler.	Laissez-moi mieux parler.
Eh!	Eh!
Madame, de grace, A quoy bon maintenant toute cette grimace?	Madame, de grâce, A quoi bon maintenant toute cette grimace?
Quelle eſt voſtre penſée?	Quelle est votre pensée?
& quel bouru tranſport Contre vos propres vœux vous fait roidir ſi fort?	et quel bourv transport Contre vos propres vœux vous fait roidir si fort?
Si Monſieur voſtre pere eſtoit homme farouche, Paſſe:	Si Monsieur votre père était homme farouche, Passe:
mais il permet que la raiſon le touche, Et luy-même m’a dit qu’une confeſſion Vous va tout obtenir de ſon affection.	mais il permet que la raison le touche, Et Seigneur-même m'a dit qu'une confession Vous va tout obtenir de son affection.
Vous ſentez, je croy bien, quelque petite honte A faire un libre aveu de l’amour qui vous dompte:	Vous sentez, je crois bien, quelque petite honte À faire un libre aveu de l'amour qui vous dompte:
Mais s’il vous a fait perdre un peu de liberté,	Mais s'il vous a fait perdre un peu de liberté,
Par	Par
Par un bon mariage on voit tout rajuſté;	Par un bon mariage on voit tout rajusté;
Et, quoy que l’on reproche au feu qui vous conſomme, Le mal n’eſt pas ſi grand que de tuer un homme.	Et, quoi que l'on reproche au feu qui vous consomme, Le mal n'est pas si grand que de tuer un homme.
On ſçait que la chair eſt fragile quelquefois, Et qu’une fille enfin n’eſt ny caillou ny bois.	On sais que la chair est fragile quelquefois, Et qu'une fille enfin n'est ni caillou est bois.
Vous n’avez pas eſté ſans doute la preiere;	Vous n'avez pas été sans doute la preiere;
Et vous ne ſerez pas, que je croy, la derniere.	Et vous ne serez pas, que je crois, la dernière.
LUCILE.	LUCILE.
Quoy:	Quoi:
vous pouvez ouir ces dilcours effrontez!	vous pouvez ouïr ces dilcours effrontés!
Et vous ne dites mot à ces indignitez!	Et vous ne dites mot à ces indignités!
ALBERT.	ALBERT.
Que veux-tu que je die?	Que veux-tu que je die?
une telle avanture Me met tout hors de moy.	une telle aventure Me met tout hors de moi.
MASOARILLE.	MASOARILLE.
Madame, je vous jure, Que deja vous devnez avoir tout confelle.	Madame, je vous jure, Que déjà vous devnez avoir tout confelle.
LUCILE.	LUCILE.
Et quoy donc confeſſer?	Et quoi donc confesser?
MASCARILLE.	MASCARILLE.
Quoy?	Quoi?
ce qui s’eſt paſſé Ehle mon maide & vous;	ce qui s'est passé Ehle mon maide et vous;
la bene famene;	la bene famène;
LUCILE.	LUCILE.
Et que s’eſt-il paſſé, monſtre d’effronterie, Entre ton maiſtre & moy?	Et que s'est-il passé, montre d'effronterie, Entre ton maître et moi?
MASCARILLE.	MASCARILLE.
Vous devez, que je croy, En ſçavoir un peu plus de nouvelles que moy, Et pour vous cette nuit fut trop douce, pour croire Que vous puiſſiez ſi viſte en perdre la memoire.	Vous devez, que je crois, En savoir un peu plus de nouvelles que moi, Et pour vous cette nuit fut trop douce, pour croire Que vous puissiez si vite en perdre la mémoire.
LUCILE.	LUCILE.
C’eſt trop ſouffrir, mon pere, un impudent valet.	C'est trop souffrir, mon père, un impudent valet.
SCENE X.	SCÈNE X.
VALERE, MASCARILLE, ALBERT.	VALÈRE, MASCARILLE, ALBERT.
A LBERT.	À LBERT.
Va, coquin ſcelerat, ſa main vient ſur ta jouë De falle dhe action dont ion pere la loue.	Va, coquin scélérat, sa main vient sur ta joue De salle dhe action dont ion père la loue.
MASCARILLE.	MASCARILLE.
Et, non-obſtant cela, qu’un diable en cet inſtant M’emporte, ſi j’ay dit rien que de tres conſtant.	Et, non-obstant cela, qu'un diable en cet instant M'emporte, si j'ai dit rien que de très constant.
ALBERT.	ALBERT.
Duiom ouitant cela qu'on me coupe une oreille, Si tu portes fort loin une audace pareille.	Duiom ouitant cela qu'on me coupe une oreille, Si tu portes fort loin une audace pareille.
MASCARILLE.	MASCARILLE.
Voulez vous deux temoins qui me juſtifiront?	Voulez -vous deux témoins qui me justifiront?
ALBERT.	ALBERT.
Veux-tu deux de mes gens qui te baſtonneront.	Veux-tu deux de mes gens qui te bâtonneront.
MASCARILLE.	MASCARILLE.
Deur ſappoit doit au mien domer toute creance.	Deur sapoit doit au mien domer toute créance.
ALBERT.	ALBERT.
Leurs bras peuvent du mien reparer l’impuiſſance.	Leurs bras peuvent du mien réparer l'impuissance.
MASCARILLE.	MASCARILLE.
Je vous dis que Lucile agit par honte ainſi.	Je vous dis que Lucile agit par honte ainsi.
ALBERT.	ALBERT.
Je te dis que j’auray raiſon de tout cecy.	Je te dis que j'aurai raison de tout ceci.
MASCARILLE.	MASCARILLE.
Connoiſſez vous Ormin ce gros Notaire habile?	Connaissez vous Ormin ce gros Notaire habile?
ALRERT.	ÀLRERT.
Connois-tu bien Grimpant le bourreau de la ville?	Connais-tu bien Grimpant le bourreau de la ville?
MASCARILLE.	MASCARILLE.
Et Simon le Tailleur jadis ſi recherché?	Et Simon le Tailleur jadis si recherché?
ALBERT.	ALBERT.
Es lapetence Mle ad Mmmieudamaitne.	Es lapétence Mle ad Mmieudamaitne.
MASCARILLE.	MASCARILLE.
Vous verrez confirmer par eux cet hymenée.	Vous verrez confirmer par eux cet hyménée.
ALBERT.	ALBERT.
Tu verras achever par eux ta deſtinée.	Tu verras achever par eux ta destinée.
MASCARI LLE.	MASCARI LLE.
Ce ſont eux qu’ils ont pris pour témoins de leur foy.	Ce sont eux qu'ils ont pris pour témoins de leur foi.
ALBERT.	ALBERT.
Ce ſont eux qui dans peu me vangeront de toy.	Ce sont eux qui dans peu me vengeront de toi.
M A	M À
MASCARILLE.	MASCARILLE.
meces jeun ſes ont veus entreuonner parole.	meces jeun ses ont vus entrevonner parole.
ALBERT.	ALBERT.
Er ces yeux te verront faire la capriole.	Er ces yeux te verront faire la capriole.
MASCARILLE.	MASCARILLE.
Et, pour ſigne, Lucile avoit un voile noir.	Et, pour signe, Lucile avait un voile noir.
ALBERT.	ALBERT.
Et, pour ſigne, ton front nous le fait aſſez voir.	Et, pour signe, ton front nous le fait assez voir.
MASCARILLE.	MASCARILLE.
O!	Ô!
l’obſtiné vieillard !	l'obstiné vieillard !
ALBERT.	ALBERT.
O!	Ô!
le fourbe damnable!	le fourbe damnable!
Va, rend grace à mes ans qui me font incapable De punir ſur le champ l’affront que tu me fais;	Va, rend grâce à mes ans qui me font incapable De punir sur le champ l'affront que tu me fais;
Tu n’en pers que l’attente, & je te le promets.	Tu n'en pers que l'attente, et je te le promets.
L HAHUR AEAS VALERE, MASCARILLE.	 LAHAHUR AEAS VALÈRE, MASCARILLE.
ALERE.	ALÈRE.
HE' bien!	HÉ bien!
ce beau ſuccez que tu devois produire.	ce beau succès que tu devais produire.
MASCARILLE.	MASCARILLE.
J’entens à demy mot ce que vous voulez dire;	J'entends à demi mot ce que vous voulez dire;
Tout s’arme contre moy, pour moy de tous coſtez Je voy coups de baſton, & gibets appreſtez:	Tout s'arme contre moi, pour moi de tous côtés Je vois coups de bâton, et gibets apprêtez:
Auſſi, pour eſtre en paix dans ce deſordre extréme, Je me vais d’un rocher precipiter moy-même, Si, dans le deſeſpoir dont mon cœur eſt outré, Je puis en rencontrer d’aſſez haut a mon gre.	Aussi, pour être en paix dans ce désordre extrême, Je me vais d'un rocher précipiter moi-même, Si, dans le désespoir dont mon cœur est outré, Je puis en rencontrer d'assez haut a mon gré.
Adieu, Monſieur.	Adieu, Monsieur.
VALERE.	VALÈRE.
Non, non;	Non, non;
ta fuite eſt ſuperfluë Si tu meurs, je pretends que ce ſoit à ma veuë.	ta fuite est superflue Si tu meurs, je prétends que ce soit à ma vue.
MASCARILLE.	MASCARILLE.
Je ne ſçaurois mourir quand je ſuis regardé, Et mon treſpas ainſi ſe verroit retardé.	Je ne saurais mourir quand je suis regardé, Et mon trépas ainsi se verrait retardé.
V A	V A
VALERE.	VALÈRE.
Suy-moy, traitre, ſuy moy;	Sui-moi, traître, suis -moi;
mon amour en furie Te lela von Te eſt matlere à raifleſe.	mon amour en furie Te lela von Te est matre à raifflese.
MASCARILLE.	MASCARILLE.
Mal-heureux Maſcarille!	Malheureux Mascarille!
à quels maux aujourd’huy Te vois-tu condamne pour le peché d’autruy !	à quels maux aujourd'hui Te vois-tu condamne pour le péché d'autrui !
Fin du troiſiéme Acte.	Fin du troisième Acte.
ACTE IV.	ACTE IV.
SCENE I.	SCÈNE I.
ASCAGNE, FROSINE.	ASCAGNE, FROSINE.
ASCAGNE.	ÀSCAGNE.
Ah!	Ah!
ma chere Froſine, Le ſort abſolument a conclu ma ruïne:	ma chère Frosine, Le sort absolument a conclu ma ruine:
Cette affaire venuë au point où la voilà N’eſt pas aſſeurément pour en demeurer là;	Cette affaire venue au point où la voilà N'est pas assurément pour en demeurer là;
Il faut qu’elle paſſe outre;	Il faut qu'elle passe outre;
& Lucile, & Valere, Surpris des nouveautez d’un ſemblable miſtere Voudront chercher un jour dans ces obſcuritez, Par qui tous mes projets ſe verront avortez.	et Lucile, et Valère, Surpris des nouveautés d'un semblable mystère Voudront chercher un jour dans ces obscurités, Par qui tous mes projets se verront avortez.
Car, enfin, ſoit qu’Albert ait part au ſtratageme, Ou qu’avec tout le monde on l’ait trompé luy-même;	Car, enfin, soit qu'Albert ait part au stratagème, Ou qu'avec tout le monde on l'ait trompé une-même;
S’il arrive une fois que mon ſort éclairci Mette ailleurs tout le bien dont le ſien a groſſi, Jugez s’il aura lieu de ſouffrir ma preſence:	S'il arrive une fois que mon sort éclairci Mette ailleurs tout le bien dont le sien a grossi, Jugez s'il aura lieu de souffrir ma présence:
Son intereſt détruit me laiſſe à ma naiſſance;	Son intérêt détruit me laisse à ma naissance;
C’eſt fait de ſa tendreſſe, &, quelque ſentiment Où pour ma fourbe alors peut eſtre mon amant, Voudra-t-il avoüer pour eſpouſe une fille Qu’il verra ſans appuy de biens & de famille?	C'est fait de sa tendresse, et, quelque sentiment Où pour ma fourbe alors peut -être mon amant, Voudra-t-il avouer pour épouse une fille Qu'il verra sans appui de biens et de famille?
FROSINE.	FROSINE.
