ACTE V Le Vieillard, la Vieille, Gaudichon, le Docteur Fanfreiueut, & le Diable.	ACTE V Le Vieillard, la Vieille, Gaudichon, le Docteur Fanfreiveut, et le Diable.
hrin	hrin
Le Vieillard.	Le Vieillard.
Ourquoy à l’on tenté le plaiſir delectable Qui nous vient aſſieger d’vne mort ef20 froyable.	Ourquoy à l'on tenté le plaisir délectable Qui nous vient assiéger d'une mort ef20 froyable.
Contemplez noſtre cœur plein de douleur amere, Pour voir pleurer icy ma femme & moitié chere, Et voir bleſmir le feu qui ſouloit m’eſclairer, Le voyant tout à coup au dangereux rocher.	Contemplez notre cœur plein de douleur âme, Pour voir pleurer ici ma femme et moitié chère, Et voir blêmir le feu qui soûlait m'éclairer, Le voyant tout à coup au dangereux rocher.
Helas!	Hélas!
quelle pitié, quel murmurant orage, D’admirer, ſeparer vn ſi beau mariage Las!	quelle pitié, quel murmurant orage, D'admirer, séparer un si beau mariage Las!
il grince les dents, & contrefaict la mine, Augure prediſant ſa prochaine ruyne.	il grince les dents, et contrefait la mine, Augure prédisant sa prochaine ruine.
Comment mon cher amy qui vous cauſe ce mals Quel eſt le meurtrier ou le bourreau fatal Qui vous a abbaru ainſi à l’aduanture!	Comment mon cher ami qui vous cause ce mals Quel est le meurtrier ou le bourreau fatal Qui vous a abaru ainsi à l'aventure!
Ie vous recognoiſſois de ſi bonne nature.	Je vous reconnaissais de si bonne nature.
Larmoyez donc mes yeux de vos ſources humides?	Larmoyez donc mes yeux de vos sources humides?
Et ne ſoyez iamais pour ce malheur arides.	Et ne soyez jamais pour ce malheur arides.
La Vieille.	La Vieille.
Pon Dieu que gaignez vous ainſi de l’armoyes Vous augmentez ſon mal ainſi de vous faſcher.	Pon Dieu que gagniez -vous ainsi de l'armoies Vous augmentez son mal ainsi de vous fâcher.
Si ſon temps eſt venu il ne faut plus le pleindre, Car on ne puit l’arreſt de la mort fiere enfraindre, Puiſque c’eſt le plaiſir de la diuinité Il ſera plus heureux qu’en ce monde habité, Il nous faut tous paſſer par ce meſme paſſage, N’eſtant icy venus que pour faire vn voyage, Non point pour ſejourner n’y faire le demeure, Mais pour paſſer ſoudain plus promptemẽt qu’vne te Doctebr.	Si son temps est venu il ne faut plus le pleindre, Car on ne puit l'arrêt de la mort fière enfraindre, Puisque c'est le plaisir de la divinité Il sera plus heureux qu'en ce monde habité, Il nous faut tous passer par ce même passage, N'étant ici venus que pour faire un voyage, Non point pour séjourner n'y faire le demeure, Mais pour passer soudain plus promptement qu'une te Dotebr.
heure.	heure.
Il ſemble à vous voir tous qu’il ſoit ja au treſpas.	Il semble à vous voir tous qu'il soit ja au trépas.
Fanfreluche.	Fanfreluche.
Paiit toctoribus, & omnes amici.	Paiit toctoribus, et omnes amici.
de Docieur.	de Docieur.
Tenez, il parle encore.	Tenez, il parle encore.
Gaudichon.	Gaudichon.
O propos excellens vous me faictes mourir.	Ô propos excellents vous me faites mourir.
le Docteur.	le Docteur.
Laiſſez-le repoſer, il pourra reuenir.	Laissez-le reposer, il pourra revenir.
te rlellura.	te rèllura.
Helas!	Hélas!
c’eſt faict de luy, penſés-vous qu’il releue,	c'est fait de belle, pensez-vous qu'il relève,
le Docteur.	le Docteur.
l'eut-eſtre que ce n’eſt qu’vne petite fieure.	l'eût-être que ce n'est qu'une petite fièvre.
Biſtory vallet.	Bistori vallet.
Helas!	Hélas!
mon maiſtre exquis, ie ſçay ce qui te tient, Faut-il finir tes iours, tu me monſtrois ſi bien.	mon maître exquis, ie sais ce qui te tient, Faut-il finir tes jours, tu me montrerais si bien.
le Docteur.	le Docteur.
Prie Dieu pour luy.	Prie Dieu pour venir.
Biſtory.	Bistori.
Hel que diray-je, la paſſion.	Hel que dirai-je, la passion.
L 1 ista game le Disterr.	L 1 ista game le Disterr.
Tragi-comedie	Tragi-comédie
La Pieille.	La Pieille.
Ne faiſons autre obiect que prier Dieu pour luy.	Ne faisons autre objet que prier Dieu pour lui.
Ie croy que puis deux fours hunement n’a dormy	Je crois que puis deux fours hunément n'a dormi
Gaudichon.	Gaudichon.
Huict iours ſont ja paſſez que l’entends rauaſſer, Son eſprit eſt troublé & ne puit repoſer:	Huit jours sont ja passez que l'entends ravasser, Son esprit est troublé et ne puit reposer:
de voy ion pauure ſang s’eſpancher à toute heure, Et ſes veines ſeicher, parquoy ſon cœur demeure.	de vo ion ouvre sang s'épancher à toute heure, Et ses veines séjcher, parquoi son cœur demeure.
Le Vieiltard- Allons ie vous ſupplie.	Le Vieiltard- Allons je vous supplie.
Le Diable.	Le Diable.
Ton temps eſt ja paſſé, ta mort eſt aſſeurée Puiſque tu as iouy de la ioye paſsée, Toy ſeul as pourchaſsé ta delectation, Et par ainſi ton mal & sa perdition:	Ton temps est ja passé, ta mort est assurée Puisque tu as joui de la joie passée, Toi seul as pourchassé ta délectation, Et par ainsi ton mal et sa perdition:
Penſois-tu viure heureux durant l’eternité, Eſtois-tu ennuye de viure en ieurete De ton Seigneur viuant qui t’auoit par ſa grace Toi me au moulle ſainct de ſa diuine face?	Pensais-tu vivre heureux durant l'éternité, Étais-tu ennuie de vivre en jure De ton Seigneur vivant qui t'avait par sa grâce Toi me au moulle saint de sa divine face?
Fanfreluche.	Fanfreluche.
I’eſtois yure meſchant, alors que te promis I'ai tes branuicemens de mes cheueux exquis.	J'étais ivre méchant, alors que te promis J'ai tes branuicements de mes cheveux exquis.
Le Diable.	Le Diable.
C’eſt toy qui t a ſedult pourchaiant i’auarice, I’eſtant donné à moy en te faiſant ſeruice.	C'est toi qui toi a sédult pourchayant j'avarice, J'étant donné à moi en te faisant service.
Ha!	Ha!
tu m’as abuſé.	tu m'as abusé.
Fanfreluche	Fanfreluche
Le Diable.	Le Diable.
Tu voudrois retenir le propos prononcé, Il eſt vn peu trop tard, tu es trop aduancé:	Tu voudrais retenir le propos prononcé, Il est un peu trop tard, tu es trop avancé:
Au centre de mes rets, car comme vn infidele, Il te faut endurer vne peine eternelle.	Au centre de mes rets, car comme un infidèle, Il te faut endurer une peine éternelle.
La Mort.	La Mort.
Va au tartare obſcur, vil monſtre eſpouuentable Receuoir les tourmens à iamais perdurables, Et les ſeux preparez au milieu de l’enfer Puiſque tu as voulu ton eſprit engager.	Va au tartare obscur, vil montre espouuentable Revoir les tourments à jamais perdurables, Et les seux préparés au milieu de l'enfer Puisque tu as voulu ton esprit engager.
Fanfreluche.	Fanfreluche.
Helas!	Hélas!
c’eſt faict de moy, ſi ie n’ay du ſecours De toy!	c'est fait de moi, si ici n'ai du secours De toi!
ô grand Seigneur, ie vay finir mes iours.	ô grand Seigneur, ie vouai finir mes jours.
Puiſque m’as enuoyé ceſte Megere affreuſe Qui m’a donné le coup de ſa faux dangereuſe:	Puisque m'as envoyé cette Mégère affreuse Qui m'a donné le coup de sa faux dangereuse:
Ie ſuis frappé au vif!	Je suis frappé au vif!
ô quelle cruauté De voir ainſi mon corps plein de calamité, Et languir dans le feu pour la punition De mon aueuglement & mon ambition.	ô quelle cruauté De voir ainsi mon corps plein de calamité, Et languir dans le feu pour la punition De mon aveuglement et mon ambition.
Failloit-il!	Faillait-il!
ô trompeur, te monſtrer deuant moy Martyrant ſous ton ioug, & ſous ta fauſſe loy:	ô trompeur, te montrer devant moi Martyrant sous ton joug, et sous ta fausse loi:
Seigneur enduras-tu ce meſchant frequenter Auec vn innocent qui n’oſoit ce venger?	Seigneur enduras-tu ce méchant fréquenter Avec un innocent qui n'osait ce venger?
M’eſtois-je retiré pour fuyr le malheur, Ce demon enragé eſtoit touſiours vainqueur:	M'étais-je retiré pour fuir le malheur, Ce démon enragé était toujours vainqueur:
Reprends ton noir chemin, laiſſe en repos mon ame Dans le feu du Seigneur ſe purgeant par la flame:	Reprends ton noir chemin, laisse en repos mon âme Dans le feu du Seigneur se purgeant par la flamme:
Pourquoy me detiens-tu malgré ma volonté, Diſant, que ie me ſuis mis à ta liberté, Ce n’eſt qu’abuſement & vne tromperie Pour me tirer à roy & martyrer ma vie.	Pourquoi me détiens-tu malgré ma volonté, Disant, que je me suis mis à ta liberté, Ce n'est qu'abusement et une tromperie Pour me tirer à roi et martyrer ma vie.
O dure cruauté!	Ô dure cruauté!
ô heuu desennenis, Faut-il las que ie ſois entre tant de perils Giſſant ſous le tombeau maudiſſant ma facture, Et le iour que fus né ſur le ſein de Tellure:	ô heu desennenis, Faut-il las que deux sois entre tant de périls Gissant sous le tombeau maudissant ma facture, Et le jour que fus né sur le sein de Tellure:
le Diable.	le Diable.
Auançons, auançons, allons, il faut partir.	Avançons, avançons, allons, il faut partir.
Fanfreluche.	Fanfreluche.
Adieu pauure vieillard, adieu ma Gaudichon Car vous ne verrez plus iamais Fanfreluchon.	Adieu pauvre vieillard, adieu ma Gaudichon Car vous ne verrez plus jamais Fanfreluchon.
Fin de la preſente Hiſtoire.	Fin de la présente Histoire.
