A PARIS.	À PARIS.
De tous ces intereſts ie vous feray le maiſtre, Et ie ſuis trop content ſi vous le pouuez eſtre.	De tous ces intérêts après vous ferai le maître, Et grands suis trop content si vous le pouvez être.
ALBERT.	ALBERT.
Hal quel homme de Dieu!	Hal quel homme de Dieu!
quel excez de douceur!	quel excès de douceur!
POLIDORE.	POLIDORE.
e douceur, vous meſme, apres vn tel mal-heur!	Je douceur, vous -même, après un tel malheur!
ALBERT.	ALBERT.
eiſſiez vous auoir toutes choſes proſperes.	épissiez -vous avoir toutes choses prospères.
POLIDORE.	POLIDORE.
Le bon Dieu vous maintienne.	Le bon Dieu vous maintienne.
ALBERT.	ALBERT.
Ehibranuns nous en freres.	Ehibranuns nous en frères.
POLIDORE.	POLIDORE.
I'y conſens de grand cœur, & me réjoüis fort Que tout ſoit terminé par vn heureux accord.	J'y consens de grand cœur, et me réjouis fort Que tout soit terminé par un heureux accord.
ALBERT.	ALBERT.
I’en rends graces au Ciel.	J'en rends grâces au Ciel.
POLIDORE.	POLIDORE.
Il ne vous faut rien feindre, voue renentinient me doſnoit lleu de craindre;	Il ne vous faut rien feindre, voue renentinient me dosnoit lu de craindre;
Et Lucile tombée en faute auec mon fils, Comme on vous voit puiſſant, & de biens, & d’amis.	Et Lucile tombée en faute avec mon fils, Comme on vous voit puissant, et de biens, et d'amis.
ALBERT.	ALBERT.
Heu?	Heu?
que parlez vous là de faute, & de Lucile?	que parlez -vous là de faute, et de Lucile?
POLIDORE.	POLIDORE.
Soit;	Soit;
ne commençons point vn diſcours inutile:	ne commençons point un discours inutile:
Ie veux bien que mon fils y trem pe grandement, Meſme, ſi cela fait à voſtre allegement.	Je veux bien que mon fils y trem pe grandement, Même, si cela fait à votre allégement.
I’auoüeray qu’à luy ſeul en eſt toute la faute;	J'auoüeray qu'à avait seul en est toute la faute;
Que voſtre fille auoit vne vertu trop haute, Pour auoir iamais fait ce pas contre l’honneur.	Que votre fille avait une vertu trop haute, Pour avoir jamais fait ce pas contre l'honneur.
Sans l’incitation d’vn méchant ſuborneur;	Sans l'incitation d'autre méchant suborneur;
Que le traiſtre a ſeduit ſa pudeur innocente, Et de vôtre conduite ainſi deſtruit l’attente;	Que le traître a séduit sa pudeur innocente, Et de votre conduite ainsi détruit l'attente;
Puis que la choſe eſt faite, & que ſelon mes veux, Vn eſprit de douceur nons met d’accord tous deux, Ne ramenteuons rien, & reparons l’offence Par la ſolemnité d’vne heureuſe aliance.	Puis que la chose est faite, et que selon mes veux, Un esprit de douceur nons met d'accord tous deux, Ne ramenteuons rien, et réparons l'offense Par la solennité d'une heureuse aliance.
ALBERT.	ALBERT.
Ol Dieu, quelle mépriſe!	Ol Dieu, quelle méprise!
& qu’eſt-ce qu’il m’aprend?	et qu'est-ce qu'il m'apprend?
Ie rentre icy d’vn trouble en vn autre auſſi grand:	Je rentre ici d'un trouble en un autre aussi grand:
Dais ces diners tranſports ie ne ſçay que répondre, Et, ſi ie dis vn mot, i’ay peur de me confondre.	Dais ces dîners transports Seigneur ne sais que répondre, Et, si ie dis un mot, j'ai peur de me confondre.
TOLESORE.	TOLESORE.
A quoy penſez-vous là, Seigneur Albert?	À quoi pensez-vous là, Seigneur Albert?
ALBERT.	ALBERT.
A rien:	À rien:
Remettons, ie vous prie, à tantoſt l’entretien:	Remettons, Madame vous prie, à tantôt l'entretien:
Vn mal ſubit me prend qui veut que ie vous laiſſe,	Un mal subit me prend qui veut que je vous laisse,
SCENE 4 TOEIDORL.	SCÈNE 4 TOIDORL.
E lis dedans ſon ame, & voy ce qui le preſſe.	E lis dedans son âme, et vois ce qui le presse.
YA quoy que ſa raiſon l’euſt deſia diſpoſé, Son déplaiſir n’eſt pas encor tout apaiſé.	YA quoi que sa raison l'eût déjà disposé, Son déplaisir n'est pas encor tout apaisé.
L’image de l’affront luy reuient, & ſa fuite Taſche à me déguiſer le trouble qui l’agite.	L'image de l'affront venir revient, et sa fuite Tâche à me déguiser le trouble qui l'agite.
Ie prens part à ſa honte, & ſon deüil m’attendrit.	Je prends part à sa honte, et son deuil m'attendrit.
Il faut qu’vn peu de temps remette ſon eſprit:	Il faut qu'un peu de temps remette son esprit:
La douleur trop contrainte ayſement ſe redouble.	La douleur trop contrainte aisément se redouble.
Voicy mon ieune foû d’où nous vient tout ce trouble.	Voici mon jeune toujours d'où nous vient tout ce trouble.
SCENE VI.	SCÈNE VI.
SOEEVE 2 POLIDORE, VALERE.	SOEUE 2 POLIDORE, VALÈRE.
POLIDORE.	POLIDORE.
Nfin, le beau mignon, vos bons déportemens Etroublerout les vieux iours d’vn pere à tous momens :	Nfin, le beau mignon, vos bons déportements Etroublerout les vieux jours d'un père à tous moments :
Tous les iours vous ferez de nouuelles merueilles;	Tous les jours vous ferez de nouvelles merveilles;
Et nous n’aurons iamais autre choſe aux oreilles.	Et nous n'aurons jamais autre chose aux oreilles.
VALERE.	VALÈRE.
Que fais-ie tous les iours qui ſoit ſi criminel?	Que fais-je tous les jours qui soit si criminel?
Enquoy meriter tant le courroux paternel?	Enquoi mériter tant le courroux paternel?
POLIDORE.	POLIDORE.
Ie ſuis vn eſtrange homme, & d’vne humeurterrible, D’accuſer vn enfant ſi ſage & ſi paiſible.	Je suis un étrange homme, et d'une humeurterrible, D'accuser un enfant si sage et si paisible.
Las!	Las!
il vit comme vn ſaint, & dedans la maiſon Du matin iuſqu’au ſoir il eſt en oraiſon.	il vit comme un saint, et dedans la maison Du matin jusqu'au soir il est en oraison.
Dire qu’il peruertit l’ordre de la nature, Et fait du iour la nuit, ô!	Dire qu'il pervertit l'ordre de la nature, Et fait du jour la nuit, ô!
la grande impoſture!	la grande imposture!
Qu’il n’a conſideré pere, ny parenté En vingt occaſions, horrible fauſſeté!	Qu'il n'a considéré père, ni parenté En vingt occasions, horrible fausseté!
Que, de fraiche memoire, vn furtif hymenée A la fille d’Albert a ioint ſa deſtinée, Sans craindre de la ſuite vn deſordre puiſſant On le prend pour vn autre, & le pauure innocent Ne ſçait pas ſeulement ce que ie luy veux dire!	Que, de fraîche mémoire, un furtif hyménée A la fille d'Albert a joint sa destinée, Sans craindre de la suite était désordre puissant On le prend pour un autre, et le pauvre innocent Ne sait pas seulement ce que ie Un veux dire!
Ha!	Ha!
chien, que i’ay receu du ciel pour mon martire.	chien, que j'ai reçu du ciel pour mon martyre.
Te croiras tu toûjours?	Te croiras -tu toujours?
& ne pourray-ie pas Te von citre vne lois lage auant montrepas.	et ne pourrai-je pas Te von citre une lois lage avant montrepas.
VALERE ſeul.	VALÈRE seul.
D’ou peut venir ce coup?	D'ou peut venir ce coup?
mon ame embaraſſée Ne voit que Maſcarille ou ietter ſa penſée:	mon âme embarrassée Ne voit que Mascarille ou jeter sa pensée:
fnle fera pus homme à m’enfaire vn aueu;	fnle fera pus homme à m'enfaire un aveu;
Il faut vſer d’adreſſe, & me contraindre vn peu Dans ce iuſte courroux.	Il faut user d'adresse, et me contraindre un peu Dans ce juste courroux.
DCERD VTE MASCARILLE, VALERE.	DCERD VTE MASCARILLE, VALÈRE.
VALERE.	VALÈRE.
MAſcarille;	MAscarille;
mon pere Que ie viens de trouuer ſçait toute noſtre affaire.	mon père Que Seigneur viens de trouver sais toute notre affaire.
Il la ſçait?	Il la sait?
MASCARILLE.	MASCARILLE.
VALERE.	VALÈRE.
Ouy.	Oui.
MASCARILEE.	MASCARILE.
D’où, diantre, à-t'-il pû la ſçauoir?	D'où, diantre, à-t'-il pu la savoir?
VALERE.	VALÈRE.
Ie ne ſçay point ſur qui ma conioncture aſſeoir;	Je ne sais point sur qui ma conioncture asseoir;
Mais enfin d’vn ſuccez cette affaire eſt ſuiuie Dont i’ay tous les ſuiets d’auoir l’ame rauie.	Mais enfin d'un succès cette affaire est suivie Dont j'ai tous les sujets d'avoir l'âme ravie.
Il ne m’en a pas dit vn mot qui fuſt facheux;	Il ne m'en a pas dit un mot qui fût fâcheux;
Il excuſe ma faute, il approuue mes feux, Et ie voudrois ſçauoir qui peut eſtre capable D’auoir pû rendre ainſi ſon eſprit ſi traitable.	Il excuse ma faute, il approuve mes feux, Et tu voudrais savoir qui peut être capable D'avoir pu rendre ainsi son esprit si traitable.
le ne puis t’exprimer l’aiſe que i’en reçoy:	le ne puis t'exprimer l'aie que j'en reçois:
N	N
MASCARILLE.	MASCARILLE.
Et que me diriez-vous, monſieur, ſi c’eſtoit me Qui vous euſt procuré cette heureuſe fortune?	Et que me diriez-vous, monsieur, si c'était me Qui vous eût procuré cette heureuse fortune?
VALERE, von, bon, tu voudrois olen icy m'en donner d’vne.	VALÈRE, von, bon, tu voudrais olen ici m'en donner d'une.
MASCARILLE.	MASCARILLE.
C’eſt moy, vous dy-ie, moy, dont le patron le ſçait, & qui vous ay produit ce fauorable effet.	C'est moi, vous dis-je, moi, dont le patron le sais, et qui vous ai produit ce favorable effet.
VALERE.	VALÈRE.
Mais, là, ſans te railler?	Mais, là, sans te railler?
MASCARILLE.	MASCARILLE.
Que le diable m’emporte, Si ie fais raillerie, & s’il n’eſt de la ſorte.	Que le diable m'emporte, Si ici fais raillerie, et s'il n'est de la sorte.
VALERE.	VALÈRE.
Et qu’il m’entraine, moy, ſi tout preſentement Tu n’en vas receuoir le iuſte payement.	Et qu'il m'entraine, moi, si tout présentement Tu n'en vas recevoir le juste paiement.
MASCARILLE.	MASCARILLE.
Ha!	Ha!
monſieur, qu’eſt-ce cy?	monsieur, qu'est-ce cy?
ie deffends la ſurpriſe.	Elle défends la surprise.
VALERE.	VALÈRE.
C’eſt la fidelité que tu m’auois promiſe?	C'est la fidélité que tu m'avais promise?
Sans ma feinte iamais tu n’euſſes auoüé Le trait que i’ay bien creu que tu m’auois ioüé, Traiſtre, de qui la langue à cauſer trop habile D’vn pere contre moy vient d’eſchaufer la bile, Qui me pers tout à fait, il faut ſans diſcourir Que tu meures.	Sans ma feinte jamais tu n'eusses auoüé Le trait que j'ai bien cru que tu m'avais joué, Traître, de qui la langue à causer trop habile D'un père contre moi vient d'échauffer la bile, Qui me pers tout à fait, il faut sans discourir Que tu meures.
MASCARILLE.	MASCARILLE.
Tout beau;	Tout beau;
mon ame, pour mourir, N’eſt pas enbon état.	mon âme, pour mourir, N'est pas enbon état.
Daignez, ie vous coniure, Attendre le ſuccez qu’aura cette auanture.	Daignez, Madame vous conjure, Attendre le succès qu'aura cette aventure.
I’ay de fortes raiſons qui m’ont fait réueler Vn hymen que vous meſme auiez peine à celer;	J'ai de fortes raisons qui m'ont fait réueler Un hymen que vous rendre aviez peine à celer;
C’eſtoit vn coup d’état, & vous verrez l’iſſuë Condamner la fureur que vous auez conceuë.	C'était un coup d'état, et vous verrez l'issue Condamner la fureur que vous avez conçue.
Dequoy vousfâchez-vous?	Dequoy vousfâchez-vous?
pourueu que vos ſouhaits Se trouuent par mes ſoins plainement ſatisfaits, De no fene mettre amia contramte on vous eſtes?	pourvu que vos souhaits Se trouvent par mes soins plainement satisfaits, De nô fène mettre amia contramte on vous êtes?
̀	
VALERE.	VALÈRE.
Et ſi tous ces diſcours ne ſont que des ſornetes?	Et si tous ces discours ne sont que des sornetes?
MASCARILLE.	MASCARILLE.
Toûjours ſerez-vous lors à temps pour me tuer.	Toujours serez-vous lors à temps pour me tuer.
Mais enfin mes projets pourront s’effectuer.	Mais enfin mes projets pourront s'effectuer.
Dieu fera pour les fens, & content dans la ſuite Vous me remercirez de ma rare conduite.	Dieu fera pour les sens, et content dans la suite Vous me remercirez de ma rare conduite.
VALERE.	VALÈRE.
Nous verrons.	Nous verrons.
Mais, Lucile.	Mais, Lucile.
MASCARILLE.	MASCARILLE.
Alte;	Alte;
ſon pere ſort.	son père sort.
SOLRE VNT.	SOLRE VNT.
Dmnrm yAEDERAS MAOGARILLE,	Dennrm yADERAS MAGARILLE,
ALBERT.	ALBERT.
JLus ie reuiens du trouble ou i’ay donné d’abord, I Plus ie me ſens piqué de ce diſcours eſtrange, Sur qui ma peur prenoit vn ſi dangereux change;	JLus était reviens du trouble ou j'ai donné d'abord, I Lus apprendre me sens piqué de ce discours étrange, Sur qui ma peur prenait un si dangereux change;
Car Lucile ſoutient que c’eſt vne chançon, Et m’a patle d’vn air à m’oſter tout ſoupçon.	Car Lucile soutient que c'est une chançon, Et m'a patle d'H air à m'ôter tout soupçon.
Ha!	Ha!
monſieur, eſt-ce vous, de qui l’audace inſigne Met en ieu mon honneur, & fait ce conte indigne?	monsieur, est-ce vous, de qui l'audace insigne Met en jeu mon honneur, et fait ce conte indigne?
Al2MEIRLesS Seigneur Albert, prenez vn ton vn peu plus doux, Et contre vôtre gendre ayez moins de courroux.	Al2MEIRLesS Seigneur Albert, prenez un ton un peu plus doux, Et contre votre gendre ayez moins de courroux.
ALBERT.	ALBERT.
Comment gendre, coquin?	Comment gendre, coquin?
tu portes bien la mine De pouſſer les reſſorts d’vne telle machine, diauauen eneleplemermuenteur.	tu portes bien la mine De pousser les ressorts d'une telle machine, diauauen enléplemermuenteur.
MASCARILLE.	MASCARILLE.
Ie ne vois icy rien à vous mettre en fureur.	Je ne vois ici rien à vous mettre en fureur.
ALDARIT Trouue tu beau, dy-moy, de diffamer ma fille?	ÀLDARIT Trouve tu beau, dis-moi, de diffamer ma fille?
Et faire vn tel ſcandale à toute vne famille?	Et faire un tel scandale à toute une famille?
MASCARILLE.	MASCARILLE.
Le voila preſt de faire en tout vos volontez.	Le voilà prêt de faire en tout vos volontés.
ALBERT.	ALBERT.
Que voudrois-ie, ſinon qu’il dit des veritez?	Que voudrais-je, sinon qu'il dit des vérités?
Si quelque intention le preſſoit pour Lucile, La recherche en pouuoit eſtre honneſte & ciuile.	Si quelque intention le pressait pour Lucile, La recherche en pouuoit être honnête et civile.
Il falloit l’attaquer du coſté du deuoir, Il falloit de ſon pere implorer le pouuoir, Et non pas recourir à cette lâche feinte, Qui porte à la pudeur vne ſenſible atteinte.	Il fallait l'attaquer du côté du devoir, Il fallait de son père implorer le pouvoir, Et non pas recourir à cette lâche feinte, Qui porte à la pudeur une sensible atteinte.
MASCARILLE.	MASCARILLE.
Quoy!	Quoi!
Lucile, n’eſt pas ſous des liens ſecrets A mon maiſtre?	Lucile, n'est pas sous des liens secrets À mon maître?
dlaearl.	dlaéarl.
Non, traiſtre, & n’y ſera iamais.	Non, traître, et n'y sera jamais.
MASCARILLE.	MASCARILLE.
Tout doux:	Tout doux:
&, s’il eſt vray que ce ſoit choſe faite, Voulez-vous l’aprouuer cetre chaiſne ſecrette?	et, s'il est vrai que ce soit chose faite, Voulez-vous l'approuver cet chaîne secrète?
ALBERT.	ALBERT.
Et, s’il eſt conſtant, toy, que cela ne ſoit pas, Veux-tu te voir caſſer les iambes & les bras?	Et, s'il est constant, toi, que cela ne soit pas, Veux-tu te voir casser les jambes et les bras?
ALBERT.	ALBERT.
Monſieur, il eſt aiſé de vous faire paroiſtre Qu’il dit vray.	Monsieur, il est aisé de vous faire paraître Qu'il dit vrai.
ALBERT.	ALBERT.
Bon, voila l’autre encor digne maiſtre D micblable valet.	Bon, voilà l'autre encor digne maître D micblable valet.
O.	Ô.
les menteurs hardis!	les menteurs hardis!
MASCARILLE.	MASCARILLE.
1 D’homme d’honneur, il eſt ainſi que ie le dis.	1 D'homme d'honneur, il est ainsi que ie . dis.
VALERE.	VALÈRE.
Quel ſeroit nôtre but de vous en faire acroire?	Quel serait notre but de vous en faire acroire?
ALBERT.	ALBERT.
Ils s’entendent tous deux comme larrons en foire.	Ils s'entendent tous deux comme larrons en foire.
MASCARIILE.	MASCARILE.
Mais venons à la preuue, & ſans nous quereller:	Mais venons à la preuve, et sans nous quereller:
Faites ſortir Lucile & la laiſſez parler.	Faites sortir Lucile et la laissez parler.
ALBERT.	ALBERT.
Et ſi le dementy par elle vous en reſte?	Et si le démenti par elle vous en reste?
MASCARADEE.	MASCARADE.
Elle n’en fera rien, monſieur, ie vous proteſte.	Elle n'en fera rien, monsieur, je vous proteste.
Prom ( Promettez à leurs veux vôtre conſentement, Et ie veux m’expoſer au plus dur châtiment, Si de ſa propre bouche elle ne vous confeſſe, Et la foy qui l’engage, & l’ardeur qui la preſſe.	Prom ( Promettez à leurs veux vôtre consentement, Et votre veux m'exposer au plus dur châtiment, Si de sa propre bouche elle ne vous confesse, Et la foi qui l'engage, et l'ardeur qui la presse.
ALBERT.	ALBERT.
Il faut voir cette affaire.	Il faut voir cette affaire.
MASCARILLE.	MASCARILLE.
Allez;	Allez;
tout ira bien.	tout ira bien.
ALBERT.	ALBERT.
Hola, Lucile, vn mot.	Holà, Lucile, un mot.
VALERE, Ie crains.	VALÈRE, Je crains.
MASCARIILE.	MASCARILE.
Ne craignez rien.	Ne craignez rien.
SCENE IX.	SCÈNE IX.
VALERE, ALBERT, MASCARILLE LNCILE.	VALÈRE, ALBERT, MASCARILLE LNCILE.
MASCARILLE.	MASCARILLE.
C Eigneur Albert, au moins, ſilence.	Ç Eigneur Albert, au moins, silence.
Enfin, Madame, Toute choſe conſpire au bon-heur de vôtre ame Et monſieur vôſtre pere averty de vos feux Vous laiſſe vôtre Epoux, & confirme vos veux;	Enfin, Madame, Toute chose conspire au bonheur de votre âme Et monsieur vôstre père averti de vos feux Vous laisse votre Époux, et confirme vos veux;
Pourueu que banniſſant toutes craintes friuoles, Deux mots de vôtre aueu confirment nos paroles.	Pourvu que bannissant toutes craintes frivoles, Deux mots de votre aveu confirment nos paroles.
LVCILE.	LUCILE.
Que me vient donc conter ce coquin aſſuré?	Que me vient donc conter ce coquin assuré?
MASCARILLE.	MASCARILLE.
Bon, me voila déja d’vn beau titre honore.	Bon, me voilà déjà d'un beau titre honore.
EVOTER.	EUOTER.
Sçachons vn peu, Monſieur, quelle belle ſaillie Fait ce conte galand qu’auiourd’huy l’on publie.	Sachons un peu, Monsieur, quelle belle saillie Fait ce conte galant qu'aujourd'hui l'on publie.
VALERE.	VALÈRE.
Pardon, charmant objet, vn valet a parlé, Et i’ay veu malgré moy nôrre hymen reuelé.	Pardon, charmant objet, un valet a parlé, Et j'ai vu malgré moi nôrre hymen revelé.
Noſtre hymen?	Notre hymen?
LVCILE.	LUCILE.
VALERE.	VALÈRE.
On ſçait tout, adorable Lucile, Et vouion deguner ent in ton matile.	On sais tout, adorable Lucile, Et vouion déguner ent in ton matile.
LVCILE.	LUCILE.
Quoy!	Quoi!
l’ardeur de mes feux vous a fait mon Epoux?	l'ardeur de mes feux vous a fait mon Époux?
VALERE.	VALÈRE.
C’eſt vn bien qui me doitfaire mille ialoux;	C'est un bien qui me doitfaire mille jaloux;
Mais i’impute bien meins ce bon-heur de ma flame A l’ardeur de vos feux, qu’aux bontez de vôtre ame.	Mais j'impute bien meins ce bonheur de ma flamme A l'ardeur de vos feux, qu'aux bontés de votre âme.
Ie ſçay que vous auez ſujet de vous fâcher;	Je sais que vous avez sujet de vous fâcher;
Quee eſtoit vn ſecret que vous vouliez cacher, Et i’ay de mes tranſports forcé la violence.	Quee était un secret que vous vouliez cacher, Et j'ai de mes transports forcé la violence.
A ne point violer voſtre expreſſe deffence:	À ne point violer votre expresse défense:
Mais.	Mais.
MASCARILLE.	MASCARILLE.
Et bien, ouy, c’eſt moy;	Et bien, oui, c'est moi;
le grand mal que voila!	le grand mal que voilà!
LVCILE.	LUCILE.
Eſt-il vne impoſture égale à celle-la?	Est-il donc imposture égale à celle-la?
Vous l’oſez ſoutenir en ma preſence meſme Et penſez m’obtenir par ce beau ſtratageme.	Vous l'osez soutenir en ma présence même Et pensez m'obtenir par ce beau stratagème.
O!	Ô!
le plaiſant amant!	le plaisant amant!
dont la galante ardeur Veut bleſſer mon honneur au défaut de mon cœur, Et que mon pere ému de l’éclat d’vnſot conte, Paye auec mon hymen qui me couure de honte.	dont la galante ardeur Veut blesser mon honneur au défaut de mon cœur, Et que mon père ému de l'éclat d'unsot compte, Paie avec mon hymen qui me couvre de honte.
Quand tout contribueroit à vôtre paſſion, Mon pere, les deſtins, mon inclination, On me verroit combattre en ma iuſte colere Mon inclination, les deſtins, & mon pere;	Quand tout contribuerait à votre passion, Mon père, les destins, mon inclination, On me verrait combattre en ma juste colère Mon inclination, les destins, et mon père;
Perdre meſme le iour auant que de m’vnir A qui par ce moyen auroit creu m’obtenir.	Perdre même le jour avant que de m'unir À qui par ce moyen aurait cru m'obtenir.
Allez;	Allez;
& ſi mon ſexe, auecque bien-ſeance, Se pouuoit emporter à quelque violence, Ie vous apprendrois bien à me traiter ainſi.	et si mon sexe, auecque bienséance, Se pouvait emporter à quelque violence, Je vous apprendrais bien à me traiter ainsi.
VALERE.	VALÈRE.
C’en eſt fait ſon courroux ne peut eſtre adoucy.	C'en est fait son courroux ne peut être adouci.
MASCARILLE.	MASCARILLE.
Laiſſez-moy luy parler.	Laissez-moi mieux parler.
Eh!	Eh!
Madame, de grace, A quoy bon maintenant toute cette grimace?	Madame, de grâce, A quoi bon maintenant toute cette grimace?
Quelle eſt voſtre penſée?	Quelle est votre pensée?
& quel bouru tranſport Contre vos propres veux vous fait roidir ſi fort?	et quel bouru transport Contre vos propres veux vous fait roidir si fort?
Si monſieur voſtre pere eſtoit homme farouche, Paſſe:	Si monsieur votre père était homme farouche, Passe:
mais il permet que la raiſon le touche, Et luy meſme m’a dit qu’vne confeſſion Vous va tout obtenir de ſon affection.	mais il permet que la raison le touche, Et lui mesme m'a dit qu'une confession Vous va tout obtenir de son affection.
Vous ſentez, ie croy bien, quelque petite honte Affaire vn libre aueu de l’amour qui vous dompte:	Vous sentez, Madame crois bien, quelque petite honte Affaire un libre aveu de l'amour qui vous dompte:
Mais s’il vous a fait perdre vn peu de liberté, Par vn bon mariage on voit tout raiuſté;	Mais s'il vous a fait perdre un peu de liberté, Par un bon mariage on voit tout raiusté;
Et, quoy que l’on reproche au feu qui vous conſom me, Le mal n’eſt pas ſi grand que de tuer vn homme.	Et, quoi que l'on reproche au feu qui vous consom me, Le mal n'est pas si grand que de tuer un homme.
Onſçait que la chair eſt fragile quelque-fois, Et qu’vne fille enfin n’eſt ny caillou ny bois.	Onsçait que la chair est fragile quelque-fois, Et qu'une fille enfin n'est apprendre caillourés bois.
Vous n’auez pas eſté ſans donte la premiere, Et vous ne ſerez pas, que ie croy, la derniere.	Vous n'avez pas été sans donte la première, Et vous ne serez pas, que je crois, la dernière.
LVCILE.	LUCILE.
Quoy!	Quoi!
vous pouuez ouir ces diſcours effrontez!	vous pouvez ouïr ces discours effrontés!
Et vous ne dites mot à ces indignitez!	Et vous ne dites mot à ces indignités!
ALBERT.	ALBERT.
Que veux-tu que ie die?	Que veux-tu que personne die?
vne telle auanrure Memettout nors de Moy.	Hé telle avanrure Mémettout nors de Moi.
MASCARILLE.	MASCARILLE.
Madame, ie vous iure, Que deſia vous deuriez auoir tout confeſſé.	Madame, Seigneur vous jure, Que déjà vous devriez avoir tout confessé.
LVCIEE.	LUCIE.
Et quoy donc confeſſer?	Et quoi donc confesser?
MASCARILLE.	MASCARILLE.
Quoy?	Quoi?
ce qui s’eſtpaſſé Entre mon maiſtre & vous;	ce qui s'estpassé En mon maître et vous;
la belle raillerie!	la belle raillerie!
EVCILE.	EUCILE.
Et que s’eſt-il paſſé, monſtre d’effronterie, Entre ton maiſtre & moy?	Et que s'est-il passé, montre d'effronterie, Entre ton maître et moi?
MASCARILLE.	MASCARILLE.
veus dener, que le cioy, En ſçauoir vn peu plus de nouuelles que moy, Et pour vous cette nuit fut trop douce, pour croire Que vous puiſſiez ſi viſte en perdre la memoire.	veux dener, que le cioi, En savoir un peu plus de nouvelles que moi, Et pour vous cette nuit fut trop douce, pour croire Que vous puissiez si vite en perdre la mémoire.
LVCILE.	LUCILE.
C’eſt trop ſouffrir, mon pere, vn impudent valet.	C'est trop souffrir, mon père, un impudent valet.
SCENE A.	SCÈNE A.
VALERE, MASCARILLE, ALBERT.	VALÈRE, MASCARILLE, ALBERT.
MASCARILLE.	MASCARILLE.
E croy qu’elle me vient de donner vn ſoufflet.	E crois qu'elle me vient de donner un soufflet.
ALBERT.	ALBERT.
Va, coquin, Icelerar, la main vient ſur ta iouë De faire vne action dont ſon pere la louë.	Va, coquin, Icélérar, la main vient sur ta joue De faire une action dont son père la loue.
MASCARILLE.	MASCARILLE.
Et, nonobſtant cela, qu’vn diable en cét inſtant M’emporte, ſi i’ay dit rien que de tres-conſtant.	Et, nonobstant cela, qu'un diable en cet instant M'emporte, si j'ai dit rien que de très -constant.
ALBERT.	ALBERT.
Et nonobſtant cela qu’on me coupe vne oreille, Si tu porte, fort loin vne audace pareille.	Et nonobstant cela qu'on me coupe une oreille, Si tu porte, fort loin une audace pareille.
MASCARILLE.	MASCARILLE.
Voulez-vous deux témoins qui me iuſtifieront?	Voulez-vous deux témoins qui me justifieront?
ALBERT.	ALBERT.
Veux-tu deux de mes gens qui te baſtonneront.	Veux-tu deux de mes gens qui te bâtonneront.
MASCARILLE.	MASCARILLE.
Leur rapport doit au mien donner toute creance.	Leur rapport doit au mien donner toute créance.
ALBERT.	ALBERT.
Leurs bras peuuent du meen ſeparer l’impuiſſance.	Leurs bras peuvent du meen séparer l'impuissance.
MASCARILLE.	MASCARILLE.
Ie vous dis que Lucile agit par honte ainſi	Je vous dis que Lucile agit par honte ainsi
ALBERT.	ALBERT.
Ie te dis que i’auray raiſon de tout cecy.	Je te dis que j'aurai raison de tout ceci.
MASCARILLE.	MASCARILLE.
Connoiſſez-vous Ormin ce gros Notaire habile?	Connaissez-vous Ormin ce gros Notaire habile?
ALDERT.	ÀLDERT.
Connois-tu bbien Grimpant le bourreau de la ville?	Connais-tu bien Grimpant le bourreau de la ville?
MASCARILLE.	MASCARILLE.
Ee omnoni Yaiſleur ladisn Iecherchez	Ee omnoni Yaisleur ladisn Jecherchez
ALBERT.	ALBERT.
Et la potence miſe au milieu du marché.	Et la potence mise au milieu du marché.
MASCARILLE.	MASCARILLE.
Vous verrez confirmer par eux cet hymenée.	Vous verrez confirmer par eux cet hyménée.
.	.
ALBERT.	ALBERT.
Tu verras acheuer par eux ta deſtinée.	Tu verras achever par eux ta destinée.
MASCARILLE.	MASCARILLE.
Do nomucuifous one prlepour cemtoms de leur foy,	Do nomucuifous one prépour cemtoms de leur foi,
ALBERT.	ALBERT.
Ce ſont eux qui dans peu me vangeront de toy.	Ce sont eux qui dans peu me vengeront de toi.
MASCARILLE.	MASCARILLE.
Et ces yeux les ont veu s’entredonner parole.	Et ces yeux les ont vu s'entredonner parole.
ALBERT.	ALBERT.
Et ces yeux te verront faire la capriole.	Et ces yeux te verront faire la capriole.
MASCARILLE.	MASCARILLE.
Et, pour ſigne, Lucile auoit vn voile noir.	Et, pour signe, Lucile avait un voile noir.
ALBERT.	ALBERT.
Et, pour ſigne, ton front nous le fait aſſez voir.	Et, pour signe, ton front nous le fait assez voir.
MASCARILLE.	MASCARILLE.
O!	Ô!
l'obſtiné vieillard!	l'obstiné vieillard!
A LBERT.	À LBERT.
O!	Ô!
le fourbe damnable!	le fourbe damnable!
Va, rend grace à mes ans qui me font incapable De punir ſur le champ l’affront que tu me fais;	Va, rend grâce à mes ans qui me font incapable De punir sur le champ l'affront que tu me fais;
Tu n’en pers que l’attente, & ie te le promets.	Tu n'en pers que l'attente, et et ma le promets.
OCLIVE XXI VALENE, MASCANELE,	OCLIVE XXI VALENE, MASCANELE,
VALERE.	VALÈRE.
E bien!	E bien!
ce beau ſuccez que tu deuois produiTY re.	ce beau succès que tu devais produiTY re.
MASCARILLE.	MASCARILLE.
I’entens à demy mot ce que vous voulez dire;	J'entends à demi mot ce que vous voulez dire;
Tout s’arme contre moy;	Tout s'arme contre moi;
pour moy de tous coſtez Ie voy coups de baſton, & gibets appreſtez:	pour moi de tous côtés Je vois coups de bâton, et gibets apprêtez:
