Auec Priuilege du Roy.	Avec Privilège du Roi.
LE CAR.	LE CAR.
NIre, ce deuil eſt vain, d’une creance vaine:	NIre, ce deuil est vain, d'une créance vaine:
SVous ſcaures bien pluſtoſt que ce grand capitaine Lauriers, deſſus l’auriers, aura domté l’effort De l’ESpagnol vaincu triomphant de la mort.	SUous saures bien plutôt que ce grand capitaine Lauriers, dessus l'auriers, aura dompté l'effort De l'ESpagnol vaincu triomphant de la mort.
LE.	LE.
ROY.	ROY.
La mort ne la raui, que pour rẽdre ĩmortelle La gloire de ſon nom, & mon angoiſſe, telle Quelle ne peut finir.	La mort ne la ravi, que pour rẽdre immortelle La gloire de son nom, et mon angoisse, telle Quelle ne peut finir.
LE CAR.	LE CAR.
Tels ſeroiẽt vos diſcours Si vous ſçauiez au vray qu’il eut fini ſes iours.	Tels seraient vos discours Si vous saviez au vrai qu'il eut fini ses jours.
LE ROY.	LE ROY.
Ie l’ay veu tout ſanglant, ie le vy, c’eſt luy meſme, Qui me vint dire Adieu:	Je l'ai vu tout sanglant, Seigneur le vis, c'est lui deux, Qui me vint dire Adieu:
ſa face morne, & bleſme Eſtoit l’Hector d’Aenée, & bien autre qu’alors Que Breſſe fut tout ſang, & tout ionché de morts.	sa face morne, et blême Était l'Hector d'Aenée, et bien autre qu'alors Que Bresse fut tout sang, et tout ionché de morts.
LE.	LE.
CAR.	CAR.
Il vous aparut tel:	Il vous apparut tel:
les Demõns ont leurs charmes (les armes Pour faſciner nos yeux.	les Demns ont leurs charmes (les armes Pour fasciner nos yeux.
LE.	LE.
R.	R.
Nous qui portons	Nous qui portons
* Rendons leurs charmes vains:	* Rendons leurs charmes vains:
bien que leur corpſoit d’air, Le fer les va trenchãt, comme on voit que le clait * Fent, & trenche la nue:	bien que leur corpsait d'air, Le fer les va trenchant, comme on voit que le clait * Fent, et trenche la nue:
außy, ce n’eſt point fable Car i’ay veu mon nepueu, ma veuë eſt veritable.	aussi, ce n'est point fable Car j'ai vue mon nepueu, ma vue est véritable.
L.	L.
CA.	CA.
Vous pouuez l’auoir veu, ilpeut eſtre ſanglît Non comme eſtant occis, mais comme bataillant.	Vous pouvez l'avoir vu, ilput être sanglît Non comme étant occis, mais comme bataillant.
L.	L.
R.	R.
Et comme bataillant, & comme eſtant ſans vie Car deſia par la mort ſon ame eſtoit rauie.	Et comme bataillant, et comme étant sans vie Car déjà par la mort son âme était ravie.
LE CA.	LE CA.
Heureus rauiſſement ſi ce n’eſt qu’ẽ ſongeĩt.	Heureus ravissement si ce n'est qu'en songeint.
LE R.	LE R.
Mais pluſtot malheureux, puis qu’il me vi plongeant Au comble de mon dueil.	Mais plutôt malheureux, puis qu'il me vi plongeant Au comble de mon deuil.
LE CA.	LE CA.
Les nouuelles premieres Calmeront vos penſers, ſecheront vos paupieres.	Les nouuelles amères Calmeront vos pensers, sécheront vos paupières.
LE R.	LE R.
Calmer il ne ſe peut:	Calmer il ne se peut:
mais ces torrens de pleurs, * Peuuent pluſtot ſecher que finir mes douleurs:	mais ces torrents de pleurs, * Peuvent plutôt sécher que finir mes douleurs:
I’ay tant, & tantpleuré, qu’il n’y a plus de larmes, Mon ſang me ſert de pleur, i’en arrouſe les armes, Pour eſtre tributaire à la loy du deſtin.	J'ai tant, et tantpleuré, qu'il n'y a plus de larmes, Mon sang me sert de pleur, j'en arrouse les armes, Pour être tributaire à la loi du destin.
La mort deuroit rougir d’auoir oſé cruelle Rauir en trahiſon ceste fleur immortelle De palmes, & d’honneur, de lauriers deſſechez, Dont ſes vaillantes mains auoient ſi bien ionchez Les champs Auſoniens, que noſtre eſtoit la gloire Pour iamais, à iamais, ſi gagnant la victoire, Il ne ſe fut perdu, moins de fataliié, "* Que par les feux de l'age, & la temerité, Qui m'ont priué chetif de la grande Hesperie, Des lors que ſa belle ame en ce combat perie, 57 Fit voir qu’un ſeul Guaſton la pouuoit conqueſter, La conſeruer c'onquiſe, & mes liz limiter.	La mort devrait rougir d'avoir osé cruelle Ravir en trahison cette fleur immortelle De palmes, et d'honneur, de lauriers desséchez, Dont ses vaillantes mains avaient si bien ionchés Les champs Ausoniens, que notre seule Pour gloire à jamais, à jamais, si gagnant la victoire, Il ne se fut perdu, moins de fataliié, "* Que par les feux de l'age, et la témérité, Qui m'ont privé chétif de la grande Hespérie, Des lors que sa belle âme en ce combat périe, 57 Fit voir qu'un seul Guaston notre pendant conquester, La conserver c'onquise, La cons liz limiter.
CHOEVR.	CHOEUR.
JLeurs de ſang que ne roullez vous I Sur les os d’un grand Capitaine?	ILeurs de sang que ne roullez -vous I Sur les os d'un grand Capitaine?
Puis que mourant il nous perd tous, Et que la victoire certaine obtenue au prix de ſon ſang.	Puis que mourant il nous perd tous, Et que la victoire certaine obtenue au prix de son sang.
Semble vaincue emmy le champ Laiſſer l’armée plus en peine, Que ſi ce grand Guaſton viuant L’ennemy l’aloit pourſuiuant.	Semble vaincue emmy le champ Laisser l'armée plus en peine, Que si ce grand Guâton vivant L'ennemi l'alait poursuivant.
Guaſton, tes iours ſi toſt finis Suiuent l’inconſtance du monde:	Guâton, tes jours si tôt finis Suivent l'inconstance du monde:
Tes yeux vifs par la mort ternis, Pareils au beau Xante que l’onde, Et l’humeur premiere ont quité:	Tes yeux vifs par la mort ternis, Pareils au beau Xllante que l'onde, Et l'humeur première ont quité:
Pareils au Soleilannuité, Flotent ſous la vague profonde Et du chaos & du deſtin, Où tout ce qui naiſt, prent ſa fin.	Pareils au Soleilannuité, Flotent sous la vague profonde Et du chaos et du destin, Où tout ce qui naît, prent sa fin.
Tout ce qu'i n'aiſt va periſſant Dez le premier iour qu’il prent vie:	Tout ce qu'y n'ait va périssant Dez le premier jour qu'il prend vie:
* L’Empire le plus floriſſant, *:	* L'Empire le plus florissant, *:
preſſé du ſort, & de l’enuie.	pressé du sort, et de l'envie.
Nos vies, nos flames d’amour, * Nos lauriers, des leur premier iour, 6 Deplorent leur gloire rauie De ce malheureux Occident, Où la Parque nous va guidant.	Nos vies, nos flammes d'amour, * Nos lauriers, des leur premier jour, 6 Déplorent leur gloire ravie De ce malheureux Occident, Où la Parque nous va guidant.
Des trois ſœurs filles du deſtin, 6e L’une commence filandiere:	Des trois sœurs filles du destin, 6e L'une commence filandière:
te La ſeconde ne voit la fin * De la trame de la premiere, * Qu’on ne ſoit des-l’heure trop ſeur te Du ciſeau mortel de ſa ſœur, * Impiteuſe comme meurtriere:	te La seconde ne voit la fin * De la trame de la première, * Qu'on ne soit dé-l’heure trop sûr te Du ciseau mortel de sa sœur, * Impiteuse comme meurtrière:
* Du premier iour qu’on vient naiſſant,  Le ſoleil nous voit periſſant.	* Du premier jour qu'on vient naissant, Le soleil nous voit périssant.
Noſtre vie a le cours pareil Aux flotz de l’Eufrate, & du Gange:	Notre vie a le cours pareil Aux flotz de l'Euphrate, et du Gange:
** Elle court au dernier ſommeil, * De quart d’heure, en quart d’heure change « D’humeur, de qualité, de ſort, te Deſia victime de la mort:	** Elle court au dernier sommeil, * De quart d'heure, en quart d'heure change " D'humeur, de qualité, de sort, te Déjà victime de la mort:
* comme ce flot court au meſlange * Des abiſmes de l’vniuers 2 eAußi vague qu’il eſt diuers.	* comme ce flot court au mélange * Des abîmes de l'Univers 2 eAussi vague qu'il est divers.
Mais ce n’eſtrien d’auoir eſté, Si les noires eaus d’oubliance ti.	Mais ce n'étrien d'avoir été, Si les noires eaus d'oubliance ty.
Enuient l'immortalité, * D’un cœur laſche, que l’impuiſſance Fait tomber deus fois au tombeau Sans iouir d’un renom ſi beau, u’en iouit l’honneur, la vaillance De Guaſton qui mourant vainqueur, Sent reuiure immortel ſon cœur.	Envient l'immortalité, * D'un cœur lâche, que l'impuissance Fait tomber dus fois au tombeau Sans jouir d'un renom si beau, u'en jouit l'honneur, la vaillance De Guaston qui mourant vainqueur, Sent reuiure immortel son cœur.
FIN.	FIN.
A MONSEIGNEVR LE DVC DE ROHAN, PAIR DE FRANCE, PRINCE DE LEON.	À MONSEIGNEUR LE DUC DE ROHAN, PAIR DE FRANCE, PRINCE DE LEN.
ONSEIGNEVR, eſont des fruicts de mon verger, mais bien du mont de Parnaſſe que vous offrent mes Muſes:	ONSEIGNEUR, éont des fruits de mon verger, mais bien du mont de Parnasse que vous offrent mes Muses:
à vous qui porteZ l’Ame fleurie du riche émail d’honneur, & de vertu, ancien luſtre des princes de Rohan, qui ne ſe ſont moins fait redouter par leurs armes victorieuſes, qu'eſtimer des Muſes leurs fidelles compagnes:	à vous qui portez l'Âme fleurie du riche émail d'honneur, et de vertu, ancien lustre des princes de Rohan, qui ne se sont moins fait redouter par leurs armes victorieuses, qu'estimer des Muses leurs fidèles compagnes:
& puis-ie dire auec verité, vos parentes les plus proches, puis que Madame & meſdamoiſelles vos mere & ſœurs y tiennẽt le premier rang.	et puis-je dire auec imité, vos parentes les plus proches, puis que Madame et mesdamoiselles vos mère et sœurs y tiennent le premier rang.
C’eſt eſtre vraiement Prince, Monſeigneur, & non moins de l'eſprit que d'extraction:	C'est être vraiment Prince, Monseigneur, et non moins de l'esprit que d'extraction:
c’eſt ſe rendre digne du MONSEIGNEVR Voſtre tres-hum ble & plus aſſectionné ſeruiteur Courgenay.	c'est se rendre digne du MONSEIGNEUR Votre très-hum blé et plus assectionné serviteur Courgenay.
nom que vous porteZ, & du rang que voi tenez, qui ne m'a plus attiré à vous ſeruir, que vos merites infinis.	nom que vous portez, et du rang que voi tenez, qui ne m'a plus attiré à vous servir, que vos mérites infinis.
Auſſi prendray-ie tout iours à beaucoup de gloire de me dire,	Aussi prendrai-je tout jours à beaucoup de gloire de me dire,
ARGVMENT DE LA Eiisme,	ARGUMENT DE LA Ejisme,
Es enfans de ce grand Clouis Roy de France, aiants du tout Ldegeneré de la pieté, & des vertus d’vn Prince ſi genereus, Chilperic ſecond de ce nom, ne voulut pas mieus faire que les autres.	Es enfants de ce grand Clouis Roi de France, ayant du tout Ldegeneré de la piété, et des vertus d'un Prince si généreus, Chilpéric second de ce nom, ne voulut pas mieus faire que les autres.
Tranſporté des impudiques amours de Fredegonde, ſimple damoiſelle de Court, il abandonna ſa conſcience, & la crainte de Dieu, pour rechercher les moiens de paruenir à ſon intention, & trouuer quelque couuerture de l’eſpouſer.	Transporté des impudiques amours de Fredegonde, simple damoiselle de Court, il abandonna sa conscience, et la crainte de Dieu, pour rechercher les moyens de parvenir à son intention, et trouver quelque couverture de l'épouser.
Si bien que preſlé de ſon mauuais Ange, & ſollicité de ceſte ruſee Circe, il étrangla de nuit ſa femme Galſonde.	Si bien que preslé de son mauvais Ange, et sollicité de cette ruse Circe, il étrangla de nuit sa femme Galsonde.
Princeſſe d’honneur, & de vertu, dans le meſme lict où tant de fois l’amour l’auoit honoré des plus douces faueurs de ce ſaint Hymenée:	Princesse d'honneur, et de vertu, dans le même lit où tant de fois l'amour l'avait honoré des plus douces faveurs de ce saint Hyménée:
lit qui lui deuoit ſeruir de ſeur Aſyle en ſes afflictions les plus violentes, & non eſtre arrouſé de ce chaſte ſang, par les parricides mains de celui qui portoit, bien qu’indigne, le nom de ſon mary.	lit qui lui devait servir de sûr Asile en ses afflictions les plus violentes, et non être arrosé de ce chaste sang, par les parricides mains de celui qui portait, bien qu'indigne, le nom de son mari.
Non content d’vn ſi meſchant acte, il eſpouſeà mefme inſtant ceſte effrontée Fredegonde, & par ſon artifice fait aſſaſiner ſon frere Sigiſbert Roy de Mets.	Non content d'un si méchant acte, il espouseà -même instant cette effrontée Fredegonde, et par son artifice fait assasiner son frère Sigisbert Roi de Mets.
Peu de temps apres comme les vices & les meffaits s’enchainent l’vn l’autre:	Peu de temps après comme les vices et les méfaits s'enchaînent l'un l'autre:
irrité contre ſon fils Merouée braue ieune Prince, qui pouſſé des bouillons de l’age, & de l’indiſcretiõ, ſans ſon ſceu, auoit eſpouſé Brunechilde vefue de Sigiſbert il le plõge dans vn cloitre, d’où s’eſtãt ſauué ſur les ailes de l’amour, il ne peut eſtre receu des Auſtraſiens, apprehendans les armes de ſon pere:	irrité contre son fils Merouée brave jeune Prince, qui poussé des bouillons de l'age, et de l'indiscrétions, sans son su, avait épousé Brunechilde vefue de Sigisbert il le plège dans un cloitre, d'où s'étant sauvé sur les ailes de l'amour, il ne peut être reçu des Autrasiens, apprehendans les armes de son père:
ny ſe voir éclairé des yeux de ſa maitreſſe qu’il aymoit éperdument.	ni se voir éclairé des yeux de sa maîtresse qu'il aimait éperdument.
Si bien que le pauure Prince errant, miſerable, chaſſé de tout le monde, ſuiui de ſon malheur, eſt en fin maſſacré par l’expres commandement du Roy ſon pere, animé des perſuaſions de ſon impudique femme, qui ne demandoit qu’à eſtablir la couronne en ſa maiſon.	Si bien que le pauvre Prince errant, misérable, chassé de tout le monde, suivi de son malheur, est en fin massacré par l'exprès commandement du Roi son père, animé des persuasions de son impudique femme, qui ne demandait qu'à établir la couronne en sa maison.
Voila quelle fut la cataſtrophe de ce ieune Prince, trop vertueux,pour pouuoir parer aux coups de la fortune, & de l’enuie, ennemies iurées de	Voilà quelle fut la catastrophe de ce jeune Prince, trop vertueux,pour pouvoir parer aux coups de la fortune, et de l'envie, ennemies jurées de
LE MEROVEE	LE MEROUE
ACTE PREMIE C.	ACTE PREMIE Ç.
TYSIPHONE pafles Ombres, Et de l’air enſoufré des abiſmes plus ſombres, Où les geiſnes, les feux, les eternelles nuicts, Font deſſus le Cocyte vn Ocean d’ennuis, Ie viens empoiſonner, execrable furie, D’horreur, de deſeſpoir, & deforcenerie, Ces François redoutez, ces reſtes impiteux Du grand Clouis errant ſur l’Acheron nuiteux.	TYSIPHONE pâles Ombres, Et de l'air ensoufré des abîmes plus sombres, Où les géisnes, les feux, les éternelles nuits, Font dessus le Cocyte un Ocean d'ennuis, Je viens empoisonner, exécrable furie, D'horreur, de désespoir, et déforcenerie, Ces Français redoutez, ces restes impiteux Du un Clouis errant sur l'Acheron nuiteux.
Auortons nais de ſang, & nourris du carnage, Il faut bien que vos cœurs, que voſtre Empire nage Dans vn nouueau deluge ondoiant par les champs, Sous l’effroiable horreur de vos glaiues trenchans.	Auortons nais de sang, et nourris du carnage, Il faut bien que vos cœurs, que votre Empire nage Dans un nouveau déluge ondoyant par les champs, Sous l'effroyable horreur de vos glaives trenchants.
Que l’effroy, la terreur, & la Parque ſanglante Que les feux animez dans vne ame tremblante, Et mille cruautez de ces barbares cœurs, Accablent les vaincus, ébranlent les vainqueurs.	Que l'effroi, la terreur, et la Parque sanglante Que les feux animés dans une âme tremblante, Et mille cruautés de ces barbares cœurs, Accablent les vaincus, ébranlent les vainqueurs.
Ranime tes fureurs, cruelle Tyſiphone, Reueille les effrois, tizons de Perſephone Remetz ſur vn theatre aux yeux de ces mortels, Les temples embrazez, le bris de leurs autels, Lamentables effects de leurs mains effroiables:	Ranime tes fureurs, cruelle Tysiphone, Reille les effrois, tizons de Persephone Remetz sur un théâtre aux yeux de ces mortels, Les temples embrasés, le bris de leurs autels, Lamentables effets de leurs mains effroyables:
Les inhumanitez, les meurtres incroiables, La vengance, l’inceſte, & les ceps & les fers Que prendroient à tourment les tormens des Enfen S’il eſt rien de cruel ez Schytes plus barbares, Ez bords de l’Occident, ez plus ſanglans Tartares, Aux Tygres, aux dragons:	Les inhumanités, les meurtres incroyables, La vengance, l'inceste, et les ceps et les fers Que prendraient à tourment les torments des Enfen S'il est rien de cruel Schytes plus barbares, Ez bords de l'Occident, Z plus sanglants Tartares, Aux Tigres, aux dragons:
& ſi deſſus les flos Du meſlange embrouillé de l’antique Chaos Se voit rien de ſauuage, inhumain, deteſtable, De ſanglant, d’impiteux, d’horreur, d’eſpouuantabli, Ca ça, qu’il ſe preſente & s’auance ſoudain Pour redoubler ma rage, & croiſtre mon deſdain.	et si dessus les flos Du mélange embrouillé de l'antique Chaos Se voit rien de sauvage, inhumain, détestable, De sanglant, d'impiteux, d'horreur, d'espouuantabli, Ca ça, qu'il se présente et s'avance soudain Pour redoubler ma rage, et croître mon dédain.
Ce n’eſt que ieu d’enfans des cruautez premierti, Faire deuant ſes yeux annuiter les lumieres Des neueus palliſſans, & parricides mains, Dans leur gorge beante atremper inhumains, Ces glaiues rebouchez en pointes fremiſſantes Du barbare aſſaſin des ames innocentes.	Ce n'est que jeu d'enfant des cruautés premierti, Faire devant ses yeux annuiter les lumières Des neus pallissans, et parricides mains, Dans leur gorge béante atremper inhumains, Ces glaiues rebouchés en pointes frémissantes Du barbare assassin des âmes innocentes.
Ie veux que les ſerpens de mes cheueux retors, Gliſſent dedans leurs cœurs, raniment les diſcors, Renflament les deſdains, redoublent la furie, Comme ces feux d’Eſté ſur la grande Hesperie Qu'on voit brillans flambans, éclatans dedans l’air, Ez campagnes de Rome en ondes exhaler:	Je veux que les serpens de mes cheveux retors, Glissent dedans leurs cœurs, raniment les discors, Renflament les dédains, redoublent la furie, Comme ces feux d'Été sur la grande Hesperie Qu'on voit brillants flambans, éclatants dedans l'air, Ez campagnes de Rome en ondes exhaler:
Comme ces grans nuaux de ſoulfres, & de flames, Naiſſans du mont-gibel, où respirent les ames Des Geans ſerpenpiez, qui vinrent despiter L’inuincible pouuoir de ce grand Iupiter.	Comme ces grans nuaux de soulères, et de flammes, Naissants du mont-gel, où respirent les âmes Des Géants serpenpiez, qui vinrent dépiter L'invincible pouvoir de ce grand Jupiter.
Que les feux de vengeance entrans en vos poitrines Comme ventz animez, y pouſſent les ruines De la deſunion, que les cœurs deſunis, Se changent en glaçons, & de glace ternis Ces males nourriſſons du grand Dieu de la Thrace, Hument en respirant, & le ſang, & l’audace.	Que les feux de vengeance entrants en vos poitrines Comme vents animés, y poussent les ruines De la désunion, que les cœurs désunis, Se changent en glaçons, et de glace ternis Ces mâles nourrissons du grand Dieu de la Thrace, Hument en respirant, et le sang, et l'audace.
Les guerres, les malheurs, les maux, les cruautez, Des ſoldats de Carthage au combat redoutez, Ceux d’un Sille meurtrier pouſſé de la vengance, Ceux du triomuirat deſarme de clemence, Ceux du Cilicien ſur la mer des Romains, Ceux du grand Roy de Pont, les actes inhumains D’un pariure Hannibal enuieilly ſur ſes armes, En doiuent de retour à mes fieres alarmes, A ces élancemens que fertile en fureur, Ie ſoufle reſpirant cent Aquilons d’horreur.	Les guerres, les malheurs, les maux, les cruautés, Des soldats de Carthage au combat redoutez, Ceux d'un Sille meurtrier poussé de la vengance, Ceux du triomuirat désarme de clémence, Ceux du Cilicien sur la mer des Romains, Ceux du grand Roi de Pont, les actes inhumains D'un parjure Hannibal enuieilly sur ses armes, En doivent de retour à mes fières alarmes, A ces élancements que fertile en fureur, Je souffle respirant cent Aquilons d'humains.
C’eſtoient les coups-d’eſſay de mon aprentiſſage:	C'étaient les coups-d'essai de mon aprentissage:
Ie vole bien plus haut, ſur le deſauantage De ces foibles humains, qui plantent leurs lauriers Non que ſur la vengãce, & leurs deſſeins meurtriers.	Je vole bien plus haut, sur le désavantage De ces faibles humains, qui plantent leurs lauriers Non que sur la vengance, et leurs desseins meurtriers.
Sus valeureux François, ſus, ſus, race Hectoride, Germes aduentureux de la gent Heraclide, Armes, armes de bon:	Sus valeureux Français, sus, sus, race Hectoride, Germes aventureux de la gent Héraclide, Armes, armes de bon:
que vos bras foudroyans, Q'eſcumeus deſſous uous les courſiers poudroians,	que vos bras foudroyants, Q aucumeus dessous -vous les coursiers poudroyants,
Que mil & mil’éclairs de vos armes ſanglantes Nouueaus ſoleils en l’air, cometes plus brillantes, Qui preſagent le ſang, & la mort des humains, Et que le fertrenchanten vos ſanglantes mains Face trembler, fremir, les plus grans Capitaines, Ou percés de vos coups, ou preſſez de vos chaines.	Que mil et m'éclairs de vos armes sanglantes Nouveaus soleils en l'air, comètes plus brillantes, Qui présagent le sang, et la mort des humains, Et que le fertrenchanten vos sanglantes mains Face trembler, frémir, les plus grans Capitaines, Ou percés de vos coups, ou pressez de vos chez.
Ca ça que l’Italie & le Rhein fluctueux, Que les Gotz bazanés, les Huns impetueux, Regaignent éperdus, & priuez de leur gloire, Les antres plus hideux de ceſte foreſt noire, Où le cheual fayé d’un Paladin François, Doit vn-iour ſe loger nouuel hoſte des boys.	Ca ça que l'Italie et le Rhin fluctueux, Que les Gots basanés, les Huns impétueux, Regaignent éperdus, et privez de leur gloire, Les antres plus hideux de cette forêt noire, Où le cheval faisé d'un Paladin Français, Doit un-jour se loger nouvel hôte des bois.
Trop de tems a duré le bonheur de la France, Son Demon enuielly, le quite à la vaillance D’un plus braue Demon, qui ieune, & chaleureux, Rendit par mon moien Chilperis amoureux:	Trop de temps a duré le bonheur de la France, Son Démon envier, le quite à la vaillance D'un plus brave Démon, qui jeune, et chaleureux, Rendit par mon moyen Chilpéris amoureux:
Amant, & non aymé des yeux de Fredegonde, Serré de mille nœuds, ſous ceste treſſe blonde, Sous ces traitres apaſts d’un bel œil inconſtant:	Amant, et non aimé des yeux de Fredegonde, Serré de mille nœuds, sous cette tresse blonde, Sous ces traîtres apâts d'un bel œil inconstant:
Belœil qui n’apeu viure enſes deſirs contant, Sans contraindre le Roy, d’oſter l’ame, & la vic A ſa chaſte moitié preſſée de l’enuie, Miſerable mary de meurtrir à grand-tort, Ce qu’il deuſt par ſa vie exempter de la mort.	Bélœil qui n'apeu vivre enses désirs contant, Sans contraindre le Roi, d'ôter l'âme, et la vic A sa chaste moitié pressée de l'envie, Misérable mari de meurtrir à grand-tort, Ce qu'il dût par sa vie exempter de la mort.
Ne verray-ie iamais vos Ames atizées Du venim de mes ſœurs?	Ne verrai-je jamais vos Âmes atizées Du venim de mes sœurs?
vos enſeignes friſées Sous les ailes du vent floter en mile pars, Forçer les baſtions, loger ſur les rampars	vos enseignes frisées Sous les ailes du vent floter en mile pars, Forçer les bâtions, loger sur les rampars
Des ſuperbes citez d’une Gaule conquiſe, Tant de braues ſoldas que ma main fauoriſe?	Des superbes cités d'une Gaule conquise, Tant de braves soldas que ma main favorise?
Ne verray-ie iamais les ſillons les plus vers, De deus camps ennemis d’hęure en heure couuers, Etles fronts oppoſez de ces fortes armées, Se charger, s’enfoncer ſur les plaines ſemées De cent piles de corps, les regiments preſſés Des autres regiments, ainſi que flots dreſſez L’vn ſur l’autre à l’enuy, s’immoler de ſoy-meſme Surces champs de l’hõneur, & ſous la Parque bléme?	Ne verrai-je jamais les sillons les plus vers, De deus camps ennemis d'heure en heure couverts, Etles fronts opposés de ces fortes armées, Se charger, s'enfoncer sur les plaines semées De cent piles de corps, les régiments pressés Des autres régiments, ainsi que flots dressez L'un sur l'autre à l'enfui, s'immoler de soi-même Surces champs de l'honneur, et sous la Parque blême?
Et ne verray-ie point bruler par mon moien Des plus viues fureurs de l’enfant Cyprien Ce braue MEROVEE, honorant ſa proëſſe Des plus brulans attraits d’vne blonde ieuneſſe?	Et ne verrai-je point brûler par mon moyen Des plus vives fureurs de l'enfant Cyprien Ce brave MEROUE, honorant sa proësse Des plus brûlants attraits d'une blonde jeunesse?
Des yeux de Brunehaut moins vaincu, que vainqueur:	Des yeux de Brunehaut moins vaincu, que vainqueur:
Comme Aſtre de ſes yeux, & cõme yeux de ſon cœur, Comme neige au Soleil, ſe fondre par l’abſence, Et baigner de ſon ſang l’impiteuſe vengeance, Les parricides mains d’vn pere ſe perdant Sous le charme trompeur des beautez d’Occident.	Comme Astre de ses yeux, et cõme yeux de son cœur, Comme neige au Soleil, se fondre par l'absence, Et baigner de son sang l'impiteuse vengeance, Les parricides mains d'un père se perdant Sous le charme trompeur des beautés d'Occident.
Il eſt dit, il eſt fait, & ie veux qu’il arriue, Auant que retourner à l’infernalle riue E Laiſſant d’autres enfers ſombrement enfermez Es ſens de Chilperic vainement conſumez Des impudiques feuxde ceſte ame adultaire, Qui n'ayme que Landry, qui ſe plaiſt volontaire Enſes folles amours, ſi le Prince offensé Par ſon meſme riual n'eſt bien toſt deuancé.	Il est dit, il est fait, et ainsi veux qu'il arrive, Avant que retourner à l'infernalle rive E Laissant d'autres enfers sombrement enfermez Es sens de Chilpéric vainement consumez Des impudiques feux cette âme adultaire, Qui n'aime que Landry, qui se plaît volontaire Enses follestaire, si le Prince offensé Par son même rival n'est bien tôt devancé.
Il le faut, ie le veux, & mon honneur m'y porte Agitée des feux de ma fureur plus forte.	Il le faut, Seigneur le veux, et mon honneur m'y porte Agitée des feux de ma fureur plus forte.
Ce ieune fils de Roy, que les Dieux eternels Auoient par tant de fois d’vne main ſecourable Garenty des malheurs d’vn ſiecle deſplorable.	Ce jeune fils de Roi, que les Dieux éternels Avaient par tant de fois d'une main secourable Garenti des malheurs d'un siècle déplorable.
I’ay deſia fait broncher entrouuert par le flanc Ce vaillant Sigisbert trempé dedans ſon ſang Et tomber de ſon long, alors que moins conſtante La fortune ſembloit bien-heurer ſon attente:	J'ai déjà fait broncher entrouvert par le flanc Ce vaillant Sigisbert trempé dedans son sang Et tomber de son long, alors que moins constante La fortune semblait bienheurer son attente:
Comme vn cheſne ombrageus, qui des foreſts le ro Auplus beau de ſes iours voit fondre deſſus ſoy L’impiteux bucheron quand d’vne main trenchante Il fait bouleuerſer ſa perruque penchante.	Comme un chaîne ombrageus, qui des forêts le ro Auplus beau de ses jours voit fondre dessus soi L'impiteux bûcheron quand d'une main trenchante Il fait bouleuerser sa perruque penchante.
I’ay deſia mis le ſoufre, & le tiſon fatal Au cœur de Fredegonde, animé ce riual Du peu-caut Chilperic, & perdu MEROVEE Sous la ieune beauté dont ſon ame priuee Ne vitplus qu’en ſa mort, & ne meurtqu’en viuant C’eſt aßés pour vn coup, ſon Demon pourſuiuant L’a deſia inueſty de la Parque cruelle, Qu’il ne peut eſuiter ſous la main paternelle.	J'ai déjà mis le souffre, et le tison fatal Au cœur de Fredegonde, animé ce rival Du peu-caut Chilpéric, et perdu MEROUE Sous la jeune beauté dont son âme privée Ne vitplus qu'en sa mort, et ne meurtqu'en vivant C'est assez pour un coup, son Démon poursuivant L'a desya inveti de la Parque cruelle, Qu'il ne peut éviter sous la main paternelle.
Courage, m'y voila, i’ayce que ie pretends, Moy qui braue le ſort, & les Cieux inconſtans:	Courage, m'y voilà, j'aice que ici prétends, Moi qui brave le sort, et les Cieux inconstants:
Ca Dyres, auancez, ça race Acherontide, Voſtre Empire eſt fonde des loix du parricide.	Ca Dyres, avancés, ça race Acherontide, Votre Empire est fonde des lois du parricide.
CHOEVR.	CHOEUR.
IErons-nous touſiours inhumains?	JÉrons-nous toujours inhumains?
O Seront à iamais en nos mains?	Ô Seront à jamais en nos mains?
Cesfieres & meurtrieres lames, Qui ſanglantes de cruauté, Semblent enſanglanter nos ames Sous des tœurs d'infidelité.	Cesfidères et meurtrières lames, Qui sanglantes de cruauté, Semblent ensanglanter nos âmes Sous des tœurs d'infidélité.
Arabes, & nonplus François, Getes, & Tartares, ainçois Monſtres de l'Egypte feconde, Degenerez de ce grand Roy, Qui ne voitrien qui le ſeconde, Regeneré par noſtre loy.	Arabes, et nonplus Français, Gètes, et Tartares, ainois Monstres de l'Égypte féconde, Dégénérez de ce grand Roi, Qui ne voitrien qui le seconde, Regénéré par notre loi.
Qu’ont auancé tous ces Autels?	Qu'ont avancé tous ces Autels?
Ces temples des Dieux immortels, Fondez d’vne dextre ſi ſainte, Puis que c’eſt en ces meſmes lieus, Que la vie nous eſt eſteinte Et qu’on enſanglante les Dieus.	Ces temples des Dieux immortels, Fondez d'une dextre si sainte, Puis que c'est en ces mêmes lieus, Que la vie nous est éteinte Et qu'on ensanglante les Dieus.
10 ce furent les Dyres d’enfer, Celles qui forgerent le fer En firent l’étofe des armes:	10 ce furent les Dyres d'enfer, Celles qui forgèrent le fer En firent l'étofe des armes:
Vn ſi pernicieux metal, N’eſt que pour le ſang, les alarmes, La renaiſſance de tout mal.	Un si pernicieux métal, N'est que pour le sang, les alarmes, La renaissance de tout mal.
