PREFACE.	PRÉFACE.
Marchons, & dans ſon ſein rejettons cette guerre Que ſa fureur enuoye aux deux bouts de la Terre.	Marchons, et dans son sein rejettons cette guerre Que sa fureur envoie aux deux bouts de la Terre.
Attaquons dans leurs murs ces Conquerans ſi fiers.	Attaquons dans leurs murs ces Conquérants si fiers.
Qu’ils tremblẽt à leur tour pour leurs propres foyers.	Qu'ils tremblement à leur tour pour leurs propres foyers.
Annibal l’a prédit, croyons en ce grand Homme, Iamais on ne vaincra les Romains que dans Rome.	Hannibal l'a prédit, croyons en ce grand Homme, Jamais on ne vaincra les Romains que dans Rome.
Noyons la dans ſon ſang juſtement répandu.	Noyons la dans son sang justement répandu.
Brûlons ce Capitole, où j’eſtois attendu.	Brûlons ce Capitole, où j'étais attendu.
Détruiſons ſes honneurs, & faiſons diſparaiſtre La honte de cent Rois, & la mienne peut-eſtre;	Détruisons ses honneurs, et faisons disparaître La honte de cent Rois, et la mienne peut-être;
Et la flamme à la main effaçons tous ces Noms Que Rome y conſacroit à d’eternels affrons.	Et la flamme à la main effaçons tous ces Noms Que Rome y consacrait à d'éternels affrons.
Voilà l’ambition dont mon ame eſt ſaiſie.	Voilà l'ambition dont mon âme est saisie.
Ne croyez point pourtant qu’éloigné de l’Aſie, I’en laiſſe les Romains tranquilles poſſeſſeurs.	Ne croyez point pourtant qu'éloigné de l'Asie, J'en laisse les Romains tranquilles possesseurs.
Ie ſçais où je luy dois trouuer des Défenſeurs.	Je sais où je ç rois trouver des Défenseurs.
Ie veux que d’ennemis par tout enueloppée Rome rappelle en vain le ſecours de Pompée.	Je veux que d'ennemis par tout enveloppée Rome rappelle en vain le secours de Pompée.
Le Parthe, des Romains comme moy la terreur:	Le Parthe, des Romains comme moi la terreur:
Conſent de ſucceder à ma juſte fureur.	Consent de succéder à ma juste fureur.
Preſt d’vnir auec moy ſa haine & ſa famille, Il me demande vn Fils pour Eſpoux à ſa Fille.	Prêt d'unir auecours sa haine et sa famille, Il me demande un Fils pour Époux à sa Fille.
Cet honneur vous regarde, & j’ay fait choix de vous, Pharnace.	Cet honneur vous regarde, et j'ai fait choix de vous, Pharnace.
Allez, ſoyez ce bien-heureux Eſpoux.	Allez, soyez ce bienheureux Époux.
Demain, ſans differer, je prétens que l’Aurore Découure mes Vaiſſeaux déja loin du Boſphore.	Demain, sans différer, je prétends que l'Aurore Découvre mes Vaisseaux déjà loin du Bosphore.
Vous que rien n’y retient, partez dés ce moment, 'Et meritez mon choix par voſtre empreſſement.	Vous que rien n'y retient, partez dès ce moment, ' Ait mérités mon choix par votre empressement.
Acheuen cer nymen.	Achever ni nymen.
Et repaſſant l’Euphrate Faites voir à l’Aſie vn autre Mithridate.	Et repassant l'Euphrate Faites voir à l'Asie un autre Mithridate.
Que nos Tyrans communs en pâliſſent d’effroy, Et que le bruit à Rome en vienne juſqu’à moy.	Que nos Tyrans communs en pâlissent d'effroi, Et que le bruit à Rome en vienne jusqu'à moi.
PHARNACE Seigneur, je ne vous puis déguiſer ma ſurpriſe:	PHARNACE Seigneur, je ne vous puis déguiser ma surprise:
’écoute auec tranſport cette grande entrepriſe.	’écoute auec transport cette grande entreprise.
e l’admire.	Je l'admire.
Et jamais vn plus hardy deſſein Ne mit à des vaincus les armes à la main.	Et jamais un plus hardi dessein Ne mit à des vaincus les armes à la main.
Sur tout j’admire en vous ce cœur infatigable Qui ſemble s’affermir ſous le faix qui l’accable.	Sur tout j'admire en vous ce cœur infatigable Qui semble s'affermir sous le faix qui l'accable.
Mais ſi j’oſe parler auec ſincerité, En eſtes-vous reduit à cette extrémité?	Mais si j'ose parler avec sincérité, En êtes-vous réduit à cette extrémité?
Pourquoy tenter ſi loin des courſes inutiles Quand vos Eſtats encor vous offrent tant d’aziles.	Pourquoi tenter si loin des courses inutiles Quand vos États encor vous offrent tant d'asiles.
Et vouloir affronter des trauaux infinis, Dignes plûtoſt d’vn Chef de malheureux Bannis, Que d’vn Roy, qui n’aguere, auec quelque apparance De l’Aurore au Couchant portoit ſon eſperance, Fondoit ſur trente Eſtats ſon Regne floriſſant, Dont le débris eſt meſme vn Empire puiſſant?	Et vouloir affronter des travaux infinis, Dignes plutôt d'un Chef de malheureux Bannis, Que d'un Roi, qui n'aguère, avec quelque apparance De l'Aurore au Couchant portait son espérance, Fondait sur trente Estats son Regne florissant, Dont le débris est même Empire puissant?
Vous ſeul, Seigneur, vous ſeul, apres quarante années Pouuez encor lutter contre les deſtinées.	Vous seul, Seigneur, vous seul, après quarante années Pouvez encor luter contre les destinées.
Implacable ennemy de Rome, & du repos, Contez-vous vos ſoldats pour autant de Heros?	Implacable ennemi de Rome, et du repos, Comptez-vous vos soldats pour autant de Héros?
Penſez-vous que ces cœurs tremblãs de leur défaite, Fatiguez d’vne longue & pénible retraite, Cherchent auidement ſous vn Ciel étranger La mort, & le trauail pire que le danger?	Pensez-vous que ces cœurs tremblants de leur défaite, Fatiguez d'une longue et pénible retraite, Cherchent avidement sous un Ciel étranger La mort, et le travail pire que le danger?
Vaincus plus d’vne fois aux yeux de la Patrie, Soûtiendront-ils ailleurs vn Vainqueur en furie?	Vaincus plus d'une fois aux yeux de la Patrie, Soutiendront-ils ailleurs un Vainqueur en furie?
Sera-t’il moins terrible, Et le vaincront-ils mieux Dans le ſein de ſa Ville, à l’aſpect de ſes Dieux?	Sera-t-il moins terrible, Et le vaincront-ils mieux Dans le sein de sa Ville, à l'aspect de ses Dieux?
[dre.	[dre.
Le Parthe vous recherche, & vous demãde vn GenMais ce Parthe, Seigneur, ardent à nous défendre Lors que tout l’Vniuers ſembloit nous proteger, D’vn Gendre ſans appuy voudra-t’il ſe charger?	Le Parthe vous recherche, et vous demande un GenMais ce Parthe, Seigneur, ardent à nous défendre Lors que tout l'Univers semblait nous protéger, D'être Gendre sans appui voudra-t-il se charger?
M’en iray-je moy ſeul, rebut de la Fortune, Eſſuyer l’inconſtance au Parthe ſi commune, Et peut-eſtre pour fruit d’vn temeraire amour Expoſer voſtre nom aux mépris de ſa Cour?	M'en irai-je moi seul, rebut de la Fortune, Essuyer l'inconstance au Parthe si commune, Et peut-être pour fruit d'un téméraire amour Exposer votre nom aux mépris de sa Cour?
Du moins s’il faut ceder, ſi contre noſtre vſage Il faut d’vn Suppliant emprunter le viſage, Sans m’enuoyer du Parthe embraſſer les genoux, Sãs vous-même implorer des Rois moindres que vous, Ne pourrions-nous pas prendre vne plus ſeure voye, Et courir dans des bras qu’on nous tend auec joye?	Du moins s'il faut céder, si contre notre usage Il faut d'un Suppliant emprunter le visage, Sans m'envoyer du Parthe embrasser les genoux, Sans vous-même implorer des Rois moindres que vous, Ne pourrions-nous pas prendre une plus sûre voie, Et courir dans des bras qu'on nous tend toujours joie?
Roinc entoltie laueul faenc as appallel.	Roinc entoltie laveul faenc as appallel.
e.	e.
XIPHARES.	XIPHARES.
Rome, mon Frere!	Rome, mon Frère!
ô Ciel!	ô Ciel!
Qu’oſez-vous propoſer?	Qu'osez-vous proposer?
Vous voulez que le Roy s’abaiſſe & s’humilie?	Vous voulez que le Roi s'abaisse et s'humilie?
Qu’il démente en vn jour tout le cours de ſa vie?	Qu'il démente en un jour tout le cours de sa vie?
Qu’il ſe fie aux Romains, & ſubiſſe des lois Dont il a quarante ans défendu tous les Rois?	Qu'il se fie aux Romains, et subisse des lois Dont il a quarante ans défendu tous les Rois?
Continuez, Seigneur.	Continuez, Seigneur.
Tout vaincu que vous eſtes.	Tout vaincu que vous êtes.
La guerre, les perils ſont vos ſeules retraites.	La guerre, les périls sont vos seules retraites.
Rome pourſuit en vous vn Eunemy fatal, Plus conjuré contre elle, & plus craint qu’Annibal.	Rome poursuit en vous un Eunéi fatal, Plus conjuré contre elle, et plus craint qu'Hannibal.
Tout couuert de ſon sãg, quoy quevous puiſſiez faire, N’en attendez jamais qu’vne paix ſanguinaire, Telle qu’en un ſeul jour vn ordre de vos mains La donna dans l’Aſie à cent mille Romains.	Tout couvert de son sans, quoi quevous puissiez faire, N'en attendez jamais qu'une paix sanguinaire, Telle qu'en un seul jour un ordre de vos mains La donna dans l'Asie à cent mille Romains.
Toutefois épargnez voſtre teſte ſacrée.	Toutefois épargnez votre tête sacrée.
Vous meſme n’allez point de contrée en contrée.	Vous -même n'allez point de contrée en contrée.
Monſtrer aux Nations Mithridate détruit, Et de voſtre grand nom diminuer le bruit.	Montrer aux Nations Mithridate détruit, Et de votre grand nom diminuer le bruit.
Voſtre vangeance eſt juſte, il la faut entreprendre.	Votre vengeance est juste, il la faut entreprendre.
Brûlez le Capitole, & mettez Rome en cendre.	Brûlés le Capitole, et mettez Rome en cendre.
Mais c’eſt aſſez pour vous d’en ouurir les chemins.	Mais c'est assez pour vous d'en ouvrir les chemins.
Faites porter ce feu par de plus jeunes mains.	Faites porter ce feu par de plus jeunes mains.
Et tandis que l’Aſie occupera Pharnace, De cette autre entrepriſe honnorez mon audace.	Et tandis que l'Asie occupera Pharnace, De cette autre entreprise honorez mon audace.
Commandez.	Commandez.
Laiſſez-nous de voſtre nom ſuiuis Iuſtifier par tout que nous ſommes vos Fils.	Laissez-nous de votre nom suivis Justifier par tout que nous sommes vos Fils.
Embrazez par nos mains le Couchant & l’Aurore, Rempliſſez l’Vniuers, ſans ſortir du Boſphore.	Embrasez par nos mains le Couchant et l'Aurore, Remplissez l'Univers, sans sortir du Bosphore.
Que les Romains preſſez de l’vn à l’autre bout Doutent où vous ſerez, & vous trouuent par tout.	Que les Romains pressez de l'autre à l'autre bout Doutent où vous serez, et vous trouvent par partout.
Dés ce meſme moment ordonnez que je parte, Icy tout vous retient.	Dès ce même moment ordonnez que je parte, Ici tout vous retient.
Et moy tout m’en écarte, Et ſi ce grand Deſſein ſurpaſſe ma valeur, Du moins ce deſeſpoir conuient à mon malheur.	Et moi tout m'en écarte, Et si ce grand Dessein surpasse ma valeur, Du moins ce désespoir convient à mon malheur.
Trop heureux d’auancer la fin de ma miſere, I’iray.	Trop heureux d'avancer la fin de ma misère, J'irai.
j’effaceray le crime de ma Mere, Seigneur.	j'effacerai le crime de ma Mère, Seigneur.
Vous m’en voyez rougir à vos genoux.	Vous m'en voyez rougir à vos genoux.
I’ay honte de me voir ſi peu digne de vous.	J'ai honte de me voir si peu digne de vous.
Tout mon ſang doit lauer vne taſche ſi noire.	Tout mon sang doit lauer une tâche si noire.
Mais je cherche vn trépas vtile à voſtre gloire, Et Rome vnique objet d’vn deſeſpoir ſi beau, Du Fils de Mithridate eſt le digne Tombeau.	Mais je cherche un trépas utile à votre gloire, Et Rome unique objet d'un désespoir si beau, Du Fils de Mithridate est le digne Tombeau.
MITHRIDATE ſe leuant.	MITHRIDATE se levant.
Mon Fils, ne parlons plus d’vne Mere infidelle.	Mon Fils, ne parlons plus d'une Mère infidèle.
Voſtre Pere eſt content, il connoiſt voſtre zele, Et ne vous verra point affronter de danger Qu’auec vous ſon amour ne veüille partager.	Votre Père est content, il connaît votre zèle, Et ne vous verra point affronter de danger Qu'avec vous son amour ne veuille partager.
Vous me ſuiurez, je veux que rien ne nous ſepare.	Vous me suivrez, je veux que rien ne nous sépare.
Et vous, à m’obeïr, Prince, qu’on ſe prépare.	Et vous, à m'obéir, Prince, qu'on se prépare.
Les Vaiſſeaux ſont tout preſts.	Les Vaisseaux sont tout prêts.
I’ay moy-meſme ordonné La Suite, & l’Appareil qui vous eſt deſtiné.	J'ai moi-même ordonné La Suite, et l'Appareil qui vous est destiné.
Arbate à cet fymen enarge de vous conduire De voſtre obeïſſance aura ſoin de m’inſtruire.	Arbate à cet fimen enarge de vous conduire De votre obéissance aura soin de m'instruire.
Aines.	Aines.
Et ioûtenant l’honneur de vos Ayeux, Dahs cet embraſſement receuez mes Adieux,	Et joutenant l'honneur de vos Aïeux, Dahs cet embrassement recevez mes Adieux,
Seigneur.	Seigneur.
PHARNACE.	PHARNACE.
MITHRIDATE.	MITHRIDATE.
Ma volonté, Prince, vous doit ſuffire, Obeïſſez.	Ma volonté, Prince, vous doit suffire, Obéissez.
C’eſt trop vous le faire redire.	C'est trop vous le faire redire.
PHARNACE.	PHARNACE.
Seigneur, ſi pour vous plaire il ne faut que perir, Plus ardant qu’aucun autre on m’y verra courir.	Seigneur, si pour vous plaire il ne faut que périr, Plus ardant qu'aucun autre on m'y verra courir.
Combattant à vos yeux pemmettez que je meure.	Combattant à vos yeux pemmettez que je meure.
MITHRIDATE.	MITHRIDATE.
Ie vous ay commandé de partir tout à l’heure.	Je vous ai commandé de partir tout à l'heure.
Mais apres ce moment.	Mais après ce moment.
Prince, vous m’entendez, Et vous eſtes perdu ſi vous me répondez.	Prince, vous m'entendez, Et vous êtes perdu si vous me répondez.
PHARNACE.	PHARNACE.
Seigneur, duſt-on offrir mille morts à ma veuë, Ie ne ſçaurois chercher vne Fille inconnuë.	Seigneur, dût-on offrir mille morts à ma vue, Je ne saurais chercher une Fille inconnue.
Ma vie eſt en vos mains.	Ma vie est en vos mains.
MITHRIDATE.	MITHRIDATE.
Ah!	Ah!
c’eſt où je t’attens.	c'est où je t'attends.
Tu ne ſçaurois partir, Perfide, & je t’entens.	Tu ne saurais partir, Perfide, et je t'entends.
Ie ſçay pourquoy tu fuis l’Hymen où je t’enuoye.	Je sais pourquoi tu fuis l'Hymen où je t'envoie.
Il te faſche en ces lieux d’abandonner ta proye.	Il te fâche en ces lieux d'abandonner ta proie.
Monime te retient.	Monime te retient.
Ton amour criminel Prétendoit l’arracher à l’Hymen paternel.	Ton amour criminel Prétendait l'arracher à l'Hymen paternel.
Ny l’ardeur dont tu ſçais que je l’ay recherchée, Ny déja ſur ſon front ma Couronne attachée, Ny cet azile meſme où je la fais garder, Ny mon juſte courroux n’ont pû t’intimider.	Ni l'ardeur dont tu sais que je l'ai recherchée, Ni déjà sur son front ma Couronne attachée, Ni cet asile même où je la fais garder, Ni mon juste courroux n'ont pu t'intimider.
Traiſtre, pour les Romains tes laſches complaiſances N’eſtoient pas à mes yeux d’aſſez noires offenſes.	Traître, pour les Romains tes lâches complaisances N'étaient pas à mes yeux d'assez noires offenses.
Il te manquoit encor ces perfides amours Pour eſtre le ſupplice & l’horreur de mes jours.	Il te manquait encor ces perfides amours Pour être le supplice et l'horreur de mes jours.
Loin de t’en repentir, je voy ſur ton viſage Que ta confuſion ne part que de ta rage.	Loin de t'en repentir, je vois sur ton visage Que ta confusion ne part que de ta rage.
Il te tarde déja qu’échappé de mes mains Tu ne coures me perdre, & me vendre aux Romains Mais auant que partir je me feray juſtice.	Il te tarde déjà qu'échappé de mes mains Tu ne coures me perdre, et me vendre aux Romains Mais avant que partir je me ferai justice.
Ie te l’ay dit.	Je te l'ai dit.
SCENE II.	SCÈNE II.
MITHRIDATE, PHARNACE.	MITHRIDATE, PHARNACE.
XIPHARES.	XIPHARES.
Gardes.	Gardes.
MITHRIDATE.	MITHRIDATE.
I TOla, Gardes.	I TOla, Gardes.
Ou on le ſaiſiſſe.	Ou on le saisisse.
Ouy, luy-meſme, Pharnace.	Oui, Seigneur-même, Pharnace.
Allez, & de ce pas Qu’enfermé dans la Tour on ne le quitte pas.	Allez, et de ce pas Qu'enfermé dans la Tour on ne le quitte pas.
PHARNACE.	PHARNACE.
Hé bien!	Hé bien!
Sans me parer d’vne innocence vaine, Il eſt vray mon amour merite voſtre haine.	Sans me parer d'une innocence vaine, Il est vrai mon amour mérite votre haine.
I’aime.	J'aime.
L’on vous a fait vn fidelle recit.	L'on vous a fait un fidèle récit.
Mais Xipharés, Seigneur, ne vous a pas tout dit.	Mais XXpharez, Seigneur, ne vous a pas tout dit.
C’eſt le moindre ſecret qu’il pouuoit vous apprẽdre, Et ce Fils ſi fidelle a dû vous faire entendre, Que des meſmes ardeurs dés long-temps enflammé, Il aime auſſi la Reine, & meſme en eſt aimé.	C'est le moindre secret qu'il pouvait vous apprendre, Et ce Fils si fidèle a dû vous faire entendre, Que des mêmes ardeurs dès longtemps enflammé, Il aime aussi la Reine, et même en est aimé.
SCENE III.	SCÈNE III.
MTTHRIDATE, XIPTIARES.	MTTHRIDATE, XIPTIARES.
XIPHARES.	XIPHARES.
NEigneur, le croirez-vous qu’vn deſſein ſi couS pable.	NEigneur, le croirez-vous qu'un dessein si couS pable.
MITHRIDATE.	MITHRIDATE.
Mon Fils, je ſçay dequoy voſtre Frere eſt capable.	Mon Fils, je sais dequoy votre Frère est capable.
Me preſerue le Ciel de ſoupçonner iamais, Que d’vn prix ſi cruel vous payez mes bien-faits, Qu'vn Fils, qui fut tousjours le bon-heur de ma vie, Ait pu percer ce cœur qu'vn Pere luy conne.	Me preserve le Ciel de soupçonner jamais, Que d'un prix si cruel vous payez mes bienfaits, Qu'un Fils, qui fut toujours le bonheur de ma vie, Ait pu percer ce cœur qu'un Pere lui conne.
Ie ne le croiray point.	Je ne le croirai point.
Allez.	Allez.
Loin d’y ſonger, Ie ne vas deſormais penſer qu’à nous vanger.	Loin d'y songer, Je ne vas désormais penser qu'à nous venger.
SCENE IV.	SCÈNE IV.
MIT HRIDATE.	MIT HRIDATE.
JE ne le croiray point?	JE ne le croirai point?
Vain eſpoir qui me flatte!	Vain espoir qui me flatte!
ITu ne le crois que trop, malheureux Mithridate, Xipharés mon Riual?	ITu ne le crois que trop, malheureux Mithridate, Xipharés mon Rival?
Et d’accord auec luv La Reine auroit oſé me tromper aujourd’huy?	Et d'accord avec luv La Reine aurait osé me tromper aujourd'hui?
Quoy?	Quoi?
De quelque coſté que ie tourne la veuë, La foy de tous les cœurs eſt pour moy diſparuë?	De quelque côté que ici tourne la vue, La foi de tous les cœurs est pour moi disparue?
Tout m’abandonne ailleurs?	Tout m'abandonne ailleurs?
Tout me trahit icy?	Tout me trahit ici?
Pharnace, Amis, Maiſtreſſe?	Pharnace, Amis, Maîtresse?
Et toy, mon Fils, auſſi!	Et toi, mon Fils, aussi!
Toy de qui la vertu conſolant ma diſgrace.	Toi de qui la vertu consolant ma disgrâce.
Mais ne connois-ie pas le perfide Pharnace?	Mais ne connais-je pas le perfide Pharnace?
Quelle foibleſſe à moy d’en croire vn Furieux Qu’arme contre ſon Frere vn deſſein enuieux.	Quelle faiblesse à moi d'en croire un Furieux Qu'arme contre son Frère un dessein envieux.
Ou dont le deſeſpoir me troublanr par des fables Groſſit pour ſe ſauuer le nombre des coupables?	Ou dont le désespoir me troublanr par des fables Grossit pour se sauver le nombre des coupables?
Non, ne l’en croyons point.	Non, ne l'en croyons point.
Et ſans trop nous preſſer, Voyons, examinons.	Et sans trop nous presser, Voyons, examinons.
Mais par où commencer?	Mais par où commencer?
Qui m’enéclaircira?	Qui m'enéclaircira?
Quels témoins?	Quels témoins?
Quel indice?	Quel indice?
Le Ciel en ce moment m’inſpire vn artifice.	Le Ciel en ce moment m'inspire un artifice.
Qu’on appelle la Reine.	Qu'on appelle la Reine.
Ouy, ſans aller plus loin.	Oui, sans aller plus loin.
Ie veux l’oüir.	Je veux l'ouïr.
Mon choix s’arreſte à ce témoinL’amour auidement croit tout ce qui le flatte.	Mon choix s'arrête à ce témoinL'amour avidement croit tout ce qui le flatte.
Qui peut de sõ vainqueur mieux parler que l’Ingrate?	Qui peut de son vainqueur mieux parler que l'Ingrate?
Voyons, qui ſon amour accuſera des deux, S’il n’eſt digne de moy, le piege eſt digne d’eux.	Voyons, qui son amour accusera des deux, S'il n'est digne de moi, le piège est digne d'eux.
Trompons qui nous trahit.	Trompons qui nous trahit.
Et pour connoiſtre vn Traiſtre, Il n’eſt point de moyens.	Et pour connaître un Traître, Il n'est point de moyens.
Mais ie la voy paraiſtre.	Mais ici la vois paraître.
Feignons.	Feignons.
Et de ſon cœur d’vn vain eſpoir flatté Par vn menſonge adroit tirons la verité.	Et de son cœur d'un vain espoir flatté Par un mensonge adroit tirons la vérité.
SCENE V.	SCÈNE V.
MITHRIDAIE, MONIME.	MITHRIDAIE, MONIME.
MITHRIDATE.	MITHRIDATE.
Nfin j’ouure les yeux, & je me fais juſtice.	Nfin j'ouvre les yeux, et je me fais justice.
LC’eſt faire à vos beautez vn triſte ſacrifice, Que de vous preſenter, Madame, auec ma foy Tout l’âge, & le malheur que je traiſne auec moy.	LC'est faire à vos beautés un triste sacrifice, Que de vous présenter, Madame, avec ma foi Tout l'âge, et le malheur que je traîne était moi.
Iuſqu’icy la Fortune, & la Victoire mêmes Cachoient mes cheueux blãcs ſous trente Diadêmes.	Jusqu'ici la Fortune, et la Victoire mêmes Cachaient mes cheveux blants sous trente Diadêmes.
Mais ce temps-là n’eſt plus.	Mais ce temps-là n'est plus.
Ie regnois, & je fuis.	Je régnais, et je fuis.
Mes ans ſe ſont accrus.	Mes ans se sont accrus.
Mes honneurs ſont détruis.	Mes honneurs sont détruis.
Et mon front dépoüillé d’vn ſi noble auantage Du Temps, qui l’a flétri, laiſſe voir tout l’outrage.	Et mon front dépouillé d'être si noble avantage Du Temps, qui l'a flétri, laisse voir tout l'outrage.
D’ailleurs mille deſſeins partagent mes eſprits.	D'ailleurs mille desseins partagent mes esprits.
D’vn Camp preſt à partir vous entendez les cris.	D'un Camp prêt à partir vous entendez les cris.
Sortant de mes Vaiſſeaux, il faut que j’y remonte.	Sortant de mes Vaisseaux, il faut que j'y remonte.
Quel temps pour vn Hymen, qu’vne fuite ſi pronte, Madame !	Quel temps pour un Hymen, qu'une fuite si prompte, Madame !
Et de quel front vous vnir à mon ſort, Quand je ne cherche plus que la guerre & la mort?	Et de quel front vous unir à mon sort, Quand je ne cherche plus que la guerre et la mort?
Ceſſez pourtant, ceſſez de prétendre à Pharnace.	Cessez pourtant, cessez de prétendre à Pharnace.
Quand je me fais juſtice, il faut qu’on ſe la faſſe.	Quand je me fais justice, il faut qu'on se la fasse.
Ie ne ſouffriray point que ce Fils odieux, Que je viens pour jamais de bannir de mes yeux, Poſſedant vne amour, qui me fut déniée, Vous faſſe des Romains deuenir l’Alliée.	Je ne souffrirai point que ce Fils odieux, Que je viens pour jamais de bannir de mes yeux, Possédant une amour, qui me fut déniée, Vous fasse des Romains devenir l'Alliée.
Mon Trône vous eſt dû.	Mon Trône vous est dû.
Loin de m’en repentir, le vous y place meſme, auant que de partir;	Loin de m'en repentir, le vous y place même, avant que de partir;
Pourueû que vous vouliez, qu’vne main qui m’eſt chere, Vn Fils, le digne objet de l’amour de ſon Pere, Xipharés en vn mot deuenant voſtre Eſpoux, me vange de Phamnace, & m’acquitte enuers vous.	Pourvu que vous vouliez, qu'une main qui m'est chère, Un Fils, le digne objet de l'amour de son Père, Xipharez en un mot devenant votre Époux, me venge de Phamnace, et m'acquitte envers vous.
MONIME.	MONIME.
Aipharés!	Aipharez!
Luy, Seigneur?	Lui, Seigneur?
MITHRIDATE.	MITHRIDATE.
Ouy luy-meſme, Madame.	Oui quel-même, Madame.
D’où peut naiſtre à ce nom le trouble de voſtre ame?	D'où peut naître à ce nom le trouble de votre âme?
Contre vn ſi juſte choix qui peut vous reuolter?	Contre un si juste choix qui peut vous révolter?
Eſt-ce quelque mépris qu’on ne puiſſe donter?	Est-ce quelque mépris qu'on ne puisse donter?
Ie le repete encor.	Je le répète encor.
C’eſt vn autre moy-meſme, Vn Fils victorieux, qui me cherit, que j’aime, L’Ennemy des Romains, l’Heritier, & l’appuy DvnEmplle, a d’vn Ivoi qui va renaiitre en luy.	C'est un autre moi-même, Un Fils victorieux, qui me chérit, que j'aime, L'Ennemi des Romains, l'Héritier, et l'appui DEmplle, a d'un Juvoi qui va renaiitre en lui.
Et quoy que voſtre amour ait oſé ſe promettre, Ce n’eſt qu’entre ſes mains que je puis vous remettre,	Et quoi que votre amour ait osé se promettre, Ce n'est qu'entre ses mains que je puis vous remettre,
MONIME.	MONIME.
Que dites-vous?	Que dites-vous?
O Ciel!	Ô Ciel!
Pourriez-vous approuuer.	Pourriez-vous approuver.
Pourquoy, Seigneur, pourquoy voulez-vous m’éprouuer?	Pourquoi, Seigneur, pourquoi voulez-vous m'éprouver?
Ceſſez de tourmenter vne ame infortunée.	Cessez de tourmenter une âme infortunée.
Ie ſçay que c’eſt à vous que je fus deſtinée.	Je sais que c'est à vous que je fus destinée,
Ie ſçay qu’en ce moment pour ce nœud ſolennel La Victime, Seigneur, nous attend à l’Autel.	Je sais qu'en ce moment pour ce nœud solennel La Victime, Seigneur, nous attend à l'Autel.
Venez.	Venez.
MITHRIDATE.	MITHRIDATE.
Ie le voy bien, quelque effort que je faſſe, Madame, vous voulez vous garder à Pharnace.	Je le vois bien, quelque effort que je fasse, Madame, vous voulez vous garder à Pharnace.
Ie reconnoy toûjours vos injuſtes mépris.	Je reconnais toujours vos injustes mépris.
Ils ont meſme paſſé ſur mon malheureux Fils.	Ils ont même passé sur mon malheureux Fils.
Ie le mépriſe!	Je le méprise!
MONIME.	MONIME.
MITHRIDATE.	MITHRIDATE.
Hé bien!	Hé bien!
n’en parlons plus, Madame.	n'en parlons plus, Madame.
Continüez.	Continuer.
Brûlez d’vne honteuſe flamme.	Brûlés d'une honteuse flamme.
Tandis qu’auec mon Fils je vais loin de vos yeux Chercher au bout du monde vn trépas glorieux;	Tandis qu'avec mon Fils je vais loin de vos yeux Chercher au bout du monde un trépas glorieux;
Vous cependant icy ſeruez auec ſon Frere, Et vendez aux Romains le ſang de voſtre Pere.	Vous cependant ici servez avec son Frère, Et vendez aux Romains le sang de votre Père.
Venez.	Venez.
Ie ne ſçaurois mieux punir vos dédains, Qu’envous mettãt moy-meſme en ſes ſeruiles mains.	Je ne saurais mieux punir vos dédains, Qu'envous mettãt moi-même en ses serviles mains.
Et lalis pius me chaiger uu rom de voitre gloire, Ie veux laiſſer de vous juſqu’à voſtre memoire.	Et lalis pius me chaiger u rom de voitre gloire, Je veux laisser de vous jusqu'à votre mémoire.
Allons, Madame, allons.	Allons, Madame, allons.
Ie m’en vais vous vnir.	Je m'en vais vous unir.
MONIME.	MONIME.
Plûtoſt de mille morts duſſiez-vous me punir.	Plutôt de mille morts dussiez-vous me punir.
MITHRIDATE.	MITHRIDATE.
Vous reſiſtez en vain, & j’entens voſtre fuite.	Vous résistez en vain, et j'entends votre fuite.
MONIME.	MONIME.
En quelle extremité, Seigneur, ſuis-je reduite?	En quelle extrémité, Seigneur, suis-je réduite?
Mais enfin je vous crois, & je ne puis penſer Qu’à feindre ſi long-temps vous puiſſiez vous forcer.	Mais enfin je vous crois, et je ne puis penser Qu'à feindre si longtemps vous puissiez vous forcer.
Les Dieux me ſont témoins, qu’à vous plaire bornée, Mon ame à tout ſon ſort s’eſtoit abandonnée.	Les Dieux me sont témoins, qu'à vous plaire bornée, Mon âme à tout son sort s'était abandonnée.
Mais ſi quelque foibleſſe auoit pû m’allarmer, Si de tous ſes efforts mon cœur a dû s’armer;	Mais si quelque faiblesse avait pu m'alarmer, Si de tous ses efforts mon cœur a dû s'armer;
Ne croyez point, Seigneur, qu’auteur de mes allarmes Pharnace m’ait jamais couſté les moindres larmes.	Ne croyez point, Seigneur, qu'auteur de mes alarmes Pharnace m'ait jamais coûté les moindres larmes.
Ce Fils victorieux que vous fauoriſez, Cette viuante image en qui vous vous plaiſez, Cet Ennemy de Rome, & cet autre vous-meſme Ennn ce Xipharés que vous voulez que j’aime.	Ce Fils victorieux que vous favorisez, Cette vivante image en qui vous vous plaisez, Cet Ennemi de Rome, et cet autre vous-même Enn ce Xipharez que vous voulez que j'aime.
MITHRIDATE.	MITHRIDATE.
Vous l’aimez?	Vous l'aimez?
MONIME.	MONIME.
Si le ſort ne m’euſt donnée à vous, Mon bon-heur dépendoit de l’auoir poui Eipoux;	Si le sort ne m'eût donnée à vous, Mon bonheur dépendait de l'avoir pouy Eipoux;
Auant que voſtre amour m’euſt enuoyé ce gage, Nous nous aimiõs.	Avant que votre amour m'eût envoyé ce gage, Nous nous aimiõs.
