PREFACE.	PRÉFACE.
HIDASPE.	HIDASPE.
Le voicy.	Le voici.
SCENE V.	SCÈNE V.
THOAS, PILADE, ANTHENOR, HIDASPE, TAXIS.	THOAS, PILADE, ANTHENOR, HIDASPE, TAXIS.
THOAS.	THOAS.
U'on cherche la Preſtreſſe, & qu’on l’ameine icy.	U'on cherche la Prêtresse, et qu'on l'amène ici.
Appioche.	Apioche.
Ce n’eſt plus ton nom, ny ta naiſſance Dont je veux par ta bouche avoir la counoiſſance.	Ce n'est plus ton nom, ni ta naissance Dont je veux par ta bouche avoir la counaissance.
La Preſtreſſe t’arrache à mon inimitié, Je veux ſauver des jours dont elle prend pitié:	La Prêtresse -t-arrache à mon inimitié, Je veux sauver des jours dont elle prend pitié:
Le Sarmate eſt chargé du ſoin de te conduire;	Le Sarmate est chargé du soin de te conduire;
Tu ſuivras Thomiris juſques dans leur Empire.	Tu suivras Thomiris jusque dans leur Empire.
Dela ſur un vaiſſeau qu’ils doivent te donner, Dans ton païs natal tu pourras retourner:	Déla sur un vaisseau qu'ils doivent te donner, Dans ton pays natal tu pourras retourner:
Mais s’il te reſte encor quelque amour pour la vie, Si de la prolonger tu conſerves l’envie, Prens garde qu’en ces lieux cet Aſtre que tu vois, Ne te retrouve pas une ſeconde fois.	Mais s'il te reste encor quelque amour pour la vie, Si de la prolonger tu conserves l'envie, Prends garde qu'en ces lieux cet Astre que tu vois, Ne te retrouve pas une seconde fois.
Tu peux partir.	Tu peux partir.
PILADE.	PILADE.
Le ſang dont le Ciel m'a fait naiſtre:	Le sang dont le Ciel m'a fait naître:
Dans ce vaſte Univers ne connoiſt point de maîSon ſort indépendant en tout temps, en tous lieus, Ne reçoit ny de loix, ny d’ordres que des Dieux.	Dans ce vaste Univers ne connaît point de maîSon sort indépendant en tout temps, en tous lieus, Ne reçoit ni de lois, ni d'ordres que des Dieux.
Je venois en ces lieux animer par la gloire, J’y devois remporter une illuſtre victoire.	Je venais en ces lieux animer par la gloire, J'y devais remporter une illustre victoire.
Janais Jamais projet ne fut plus dignement formé, Les Cieux armoient mon bras, les Mers l’ont deſarmé.	Janais Jamais projet ne fut plus dignement formé, Les Cieux armaient mon bras, les Mers l'ont désarmé.
De tes indignes mains ſi j’acceptois la vie, Je ne la traînetois qu’avec ignominie;	De tes indignes mains si j'acceptais la vie, Je ne la traînetois qu'avec ignominie;
Supprime tes bontez, & puiſque tes Etats N’ont point vû mon triomphe, ils verront mon trépas.	Supprime tes bontés, et puisque tes États N'ont point vu mon triomphe, ils verront mon trépas.
JA 3 Quel trouble à ce diſcours jette-t-il dans mon ame!	JA 3 Quel trouble à ce discours jette-t-il dans mon âme!
Seroit-ce l’ennemy.	Serait-ce l'ennemi.
SCENE VI.	SCÈNE VI.
THOAS, IPHIGENIE, PILADE:	THOAS, IPHIGENIE, PILADE:
ANTHENOR, HIDASPE, CYANE, la icicPov.	ANTHENOR, HIDASPE, CYANE, la icicPov.
THOAS.	THOAS.
VEnez, venez, Madame.	VEnez, venez, Madame.
Ce malbeureux mortel ſe déclare aujourd’huy, Indigne des bontez que vous avez pour luy:	Ce malbeureux mortel se déclare aujourd'hui, Indigne des bontés que vous avez pour quelque:
Il mourra, rien ne pent tetenir ma vangeance.	Il mourra, rien ne pent tetenir ma vengeance.
IPHIGENIE.	IPHIGENIE.
Diane, par ma voix, t’en a fait la deſfenſe:	Diane, par ma voix, t'en a fait la défense:
Oſes-tu t’oppoſer aux volontez des Cieux ?	Oses-tu t'opposer aux volontés des Cieux ?
HOAS.	HÔOAS.
Non, ne vous en prenez qu’à cet audacieux;	Non, ne vous en prenez qu'à cet audacieux;
Ardent à ſatisfaire au deſir qui veus preſſe, J’ouvrois à cet ingrat le chemin de la Grece.	Ardent à satisfaire au désir qui veux presse, J'ouvrais à cet ingrat le chemin de la Grèce.
Quoy que je m’appreſtaſſe un cruel repentir, Je ne longcois qu’à vous.	Quoi que je m'apprêtasse un cruel repentir, Je ne longcais qu'à vous.
Je le faiſois partir.	Je le faisais partir.
On voit par ſes refus ce qu’il cache en ſon ame, Et quelqu’autre intereſt l’arreſle icy, Madame.	On voit par ses refus ce qu'il cache en son âme, Et quelque autre intérêt l'arrêle ici, Madame.
IPHIGENIE.	IPHIGENIE.
Et quel motif le peut reteuir en des lieux?	Et quel motif le peut retuir en des lieux?
Où ſans ceſſe la mort eſt preſente à ſes yeux.	Où sans cesse la mort est présente à ses yeux.
AS.	AS.
Le volla, je vous laiſſe;	Le volla, je vous laisse;
il pourra vous l’apprendre;	il pourra vous l'apprendre;
our touej mpueerlaj ie paity qu'il doit prendre.	our touj mpueerlaj ie Maiti qu'il doit prendre.
Madame, il eſt encor l’atbitre de ſon ſort.	Madame, il est encor l'atbitre de son sort.
S’il part, j’oubliray tout;	S'il part, j'oublirai tout;
sil demeure, il eſt mort:	sil demeure, il est mort:
Dût Jupiter ſur moy faire tomber la foudre, Je ne vous donne plus qu’une heure à le reſoudre.	Dût Jupiter sur moi faire tomber la foudre, Je ne vous donne plus qu'une heure à le résoudre.
SCENE VII.	SCÈNE VII.
APATGENTE,, PILADE, CYANE.	APPATGENTE, PILADE, CYANE.
IPHIGENIE.	IPHIGENIE.
Alheureux étranger, où vous engagez-vous?	Alheureux étranger, où vous engagez-vous?
Nll Quelle temerité vous retient parmy nous?	Nll Quelle témérité vous retient parmi nous?
D’une ſanglante mott elle ſera ſuivie.	D'une sanglante mott elle sera suivie.
Avez-voustant de haine, & d’horteur pour la vies	Avez-voûtant de haine, et d'horteur pour la vies
PILADE.	PILADE.
Triſte joüet du ſort, abandonné des Dieux, Brûlant d’un vain deſit, le jour m’eſt odieux, Je n’avois qu’un amy.	Triste jet du sort, abandonné des Dieux, Brûlant d'un vain des, le jour m'est odieux, Je n'avais qu'un ami.
La colere celeſte Se plût à le former ſous no Aſtre funeſte.	La colère celeste Se plut à le former sous nô Astre funeste.
Telle fut de ſon ſort l'affreuſe cruauté, Qu’il luy ſit des forfaits une neceſſité.	Telle fut de son sort l'affreuse cruauté, Qu'il sem sit des forfaits une nécessité.
De l'horrible aſcendant qui l’entrainoit au crime, Aprés l’avoir commis, il devint la victime.	De l'horrible ascendant qui l'entraînait au crime, Après l'avoir commis, il devint la victime.
Quoy que juſte, il n’en cût pour fruit que le remords:	Quoi que juste, il n'en cût pour fruit que le remords:
Tourmenté, déchiré de furieux tranſports;	Tourmenté, déchiré de furieux transports;
Il venoit en Tauride expier ſon offenſe, Il y devoit trouve:	Il venait en Tauride expier son offense, Il y devait trouve:
, le repos, l'innocence.	, le repos, l'innocence.
L’Oracle l’aſſuroit, j’accompagnois ſes pas.	L'Oracle l'assurait, j'accompagnais ses pas.
N’eſtoit-ce, malheureux, que pour voir ſon trépas J'ay perdu mon amy:	N'était-ce, malheureux, que pour voir son trépas J'ai perdu mon ami:
témoin de ſon nauftage, Il ne me reſte plus ſur ce triſte rivage, Privé de lſembraſſer, & de l'enſevelir, Que d’appaiſer ſes Dieux, le p’euter, & moutir.	témoin de son naufthage, Il ne me reste plus sur ce triste rivage, Privé de lsembrasser, et de l'ensevelir, Que d'apaiser ses Dieux, le p'euter, et moutir.
BLIITGERIE.	BLIITGERIE.
D'un ſi pieux devoit nul ne peut vous reprendre:	D'un si pieux devait nul ne peut vous surprendre:
Mais n’en avez-vous point encor quelqu’autre à rendre?	Mais n'en avez-vous point encor quelque autre à rendre?
Et ne peut-on de vous eſperer un ſecours, Pour prix de tous les ſoins qu’on a pris de vos jours.	Et ne peut-on de vous espérer un secours, Pour prix de tous les soins qu'on a pris de vos jours.
TLADE De ces jours malheureux que pouvez-vous pretendre?	TLADE De ces jours malheureux que pouvez-vous prétendre?
Madame, & quel ſecours en devez-vous attendret Cependant cet eſpoir dont vous m’oſez flater, Au jour que je fuyois peut encor m’arreſter.	Madame, et quel secours en devez-vous attendret Cependant cet espoir dont vous m'osez flatter, Au jour que je fuyais peut encor m'arrêter.
Commandez, je ſuis preſt.	Commandez, je suis prêt.
Pour vous que puis-je faire?	Pour vous que puis-je faire?
IPHIGENIE.	IPHIGENIE.
Pluſque vous ne croyez vous m’eſtes neceſſaire.	Plusque vous ne croyez -vous m'êtes nécessaire.
Née au ſein de la Grece, où brillent mes a yeux, Je me vois, comme vous Etrangere en ces lieux:	Née au sein de la Grèce, où brillent mes a yeux, Je me vois, comme vous Etrangère en ces lieux:
ij Un Tytan m’y retient.	ij Un Tytan m'y retient.
Miniſtre de ſes crimes, Je rougis nos Autels d’innocentes victimes.	Ministre de ses crimes, Je rougis nos Autels d'innocentes victimes.
Que die je nnurepoureen pont là fureur, Dé ivrez-moy d’un joug barbare & plein d’horreur.	Que die je nurepoureen pont là fureur, Dé ivrez-moi d'un joug barbare et plein d'horreur.
Vous pouvez de ces lieux m’applanir la ſortie.	Vous pouvez de ces lieux m'applanir la sortie.
ILADE.	ILADE.
Armez mon bras, Madame, & vous ſerez ſervie.	Armez mon bras, Madame, et vous serez servie.
Redevable à vos loins de mes mallieureux jours, Heureux en vous ſervant d’en ſignaler le cours, Auimé par vous-même.	Redevable à vos loins de mes mallieureux jours, Heureux en vous servant d'en signaler le cours, Avimé par vous-même.
& pour voſtre deffenſe.	et pour votre défense.
D'un zele plus ardent que la reconnoiſſauce, J’iray porter le fer dans le ſein de Thoas.	D'un zèle plus ardent que la reconnaissauce, J'irai porter le fer dans le sein de Thoas.
IPHIGENIE.	IPHIGENIE.
Non, ce ſeroit vous perdre, & ne me ſauver pas.	Non, ce serait vous perdre, et ne me sauver pas.
Sans ex poſer vos jours, vous pouvez m’eſtre utile, Le Tyran vous en ouvre un chemin plus facile;	Sans ex poser vos jours, vous pouvez m'être utile, Le Tyran vous en ouvre un chemin plus facile;
Puiſqu'n vous le pemet preſez votre depart i Portez dans voſtre Gtece un écrit de ma part:	Puisqu'n vous le pemet presez votre départ y Portez dans votre Grèce un écrit de ma part:
Contez mon infortune à ceux qui m’ont fait nalIls me viendront chercher, & ſe feront connoiſtre, Suivis de plus de Rois, de Chefs, & de ſoldats, Qu’Helene n’en a fair armer par Menelas.	Comptez mon infortune à ceux qui m'ont fait nalIls me viendront chercher, et se feront connaître, Suivis de plus de Rois, de Chefs, et de soldats, Qu'Hélène n'en a fair armer par Ménélas.
PILA DE.	PILA DE.
Contre voſtre Tyran prompt à tout entreprendre, Avec mes ſeuls Vaiſſeaux je viendrois vous reprendre:	Contre votre Tyran prompt à tout entreprendre, Avec mes seuls Vaisseaux je viendrais vous reprendre:
Dans ce monde où mon nom ſans tache eſt parvenu, Je ne ſuit point entré, Madame, en inconnu.	Dans ce monde où mon nom sans tache est parvenu, Je ne suit point entré, Madame, en inconnu.
Ma naiſſance eſt d’un rang reſpecté dans la Grecez.	Ma naissance est d'un rang respecté dans la Grécès.
Mais ſi je pars, quel eſt l’état où je vous laiſſe!	Mais si je pars, quel est l'état où je vous laisse!
Un Tyran odieux.	Un Tyran odieux.
Je fremis d’y penſer,.	Je frémis d'y penser,.
A recevoir ſa main oſera vous forcer.	À recevoir sa main osera vous forcer.
O Ciel!	Ô Ciel!
je pourrois voir au pouvoir d’un barbare Ce que jamais les Dieux ont formé de plus rare, Pour qui d’un feu ſecret je me ſens dévorer.	je pourrais voir au pouvoir d'un barbare Ce que jamais les Dieux ont formé de plus rare, Pour qui d'un feu secret je me sens dévorer.
Que fais-Je?	Que fais-Je?
Ou na falton va teelle s’égarer:	Ou na fallon va teelle s'égarer:
Mes diſcours, mes regards, & mon trouble, Madame, Trahiſſent, malgré moy, le ſecret de mon ame.	Mes discours, mes regards, et mon trouble, Madame, Trahissent, malgré moi, le secret de mon âme.
IPHIGENIE.	IPHIGENIE.
Qu’entens-je ?	Qu'entends-je ?
Ma pitie daignoit vous ſecourir;	Ma pitié daignait vous secourir;
Je voulois vous ſauver, mais vous voulez mourir:	Je voulais vous sauver, mais vous voulez mourir:
Vous ajoûtez l’audace au ſort qui vous opprime.	Vous ajoutez l'audace au sort qui vous opprime.
Ciel!	Ciel!
Ciane à l’Autel remenez la victime.	Ciane à l'Autel remenez la victime.
PILADE.	PILADE.
Vous ne m’étonnez point, j'ay prévû vôtre Arreſt.	Vous ne m'étonnez point, j'ai prévu votre Arrêt.
Quay jeuitante da jourmemon teu tous déplaiſt?	Quais jeuitante da jourmemon tu tous déplaît?
Rla rigdeur du coup que votſe bras m’appreſte, Soûmis, ſans murmurer, je vais porter ma teſte.	Rla rigdeur du coup que votse bras m'apprête, Soumis, sans murmurer, je vais porter ma tête.
Trop heureux:	Trop heureux:
que ma mort rempliſſe vos defirs, Et plus heureux encor, que mes dernieis ſoûpit:	que ma mort remplisse vos désirs, Et plus heureux encor, que mes dernie soupit:
Vous rediſent cent fois, par un aveu ſincere, Tont ce que le reſpect me force de vcu taire.	Vous redisent cent fois, par un aveu sincère, Tont ce que le respect me force de vcu taire.
SCENE VIII.	SCÈNE VIII.
IPHIGENIE ſeule.	IPHIGENIE seule.
Ue dit-il?	Que dit-il?
je l'entends?	je l'entends?
je le laiſſe parlet, Je ſens à ſes diſcours mon devoir chanceler:	je le laisse parlet, Je sens à ses discours mon devoir chanceler:
Qui ſuis-je?	Qui suis-je?
Iphigenie aurois-tu la foibleſſe.	Iphigénie aurais-tu la faiblesse.
Que veux-je penetrer?	Que veux-je pénètre?
Dans quel trouble.	Dans quel trouble.
Oꝰ Deeſſe !	Ô Déesse !
G-iij.	Gij.
Je connois ta vangeance au malheur qui meſuit.	Je connais ta vengeance au malheur qui mesuit.
De ma lâche pitié voila quel eſt le fruir:	De ma lâche pitié voilà quel est le fruir:
Tu me punis d’avoir épargné ta victime, Ne porte pas plus loin la peinc de ton crime.	Tu me punis d'avoir épargné ta victime, Ne porte pas plus loin la peinc de ton crime.
Tu n’auras pas long-temps à me le reprocher.	Tu n'auras pas longtemps à me le reprocher.
Je vais percer ſon cœur.	Je vais percer son cœur.
Je vais ſur le bucher Eteindre dans ſon ſang ſon ardeur orgueilleuſe.	Je vais sur le bûcher Éteindre dans son sang son ardeur orgueilleuse.
Où vas-tu?	Où vas-tu?
Qu’oſes-tu promettre, malheureuſe!	Qu'oses-tu promettre, malheureuse!
Quelque loy que t’impoſe un fier devoit, helas!	Quelque loi que t'impose un fier devait, hélas!
Eſclave de ton cœur, répons-tu de ton bras?	Esclave de ton cœur, réponds-tu de ton bras?
J’entens quelqu’un, cachons le trouble de mon.	J'entends quelqu'un, cachons le trouble de mon.
amo,	amo,
SCENE IX.	SCÈNE IX.
IPHIGENIE, HIDASPE.	IPHIGENIE, HIDASPE.
HIDASPE.	HIDASPE.
N autre Grec ſe livre entre nos mains, 7 Madame.	N autre Grec se livre entre nos mains, 7 Madame.
Malgré tous ſes efforts, en ces lieux arrivez.	Malgré tous ses efforts, en ces lieux arrivés.
IPHIGENIE.	IPHIGENIE.
Comment?	Comment?
en quel état, où l’avez-vous trouvé?	en quel état, où l'avez-vous trouvé?
HIDASPE.	HIDASPE.
On alloit ramaſſer les débris d’un naufrage, Lors qu’entre les écueils qui bordent le rivage, Qu'un mortel ſans frayeur n’oſeroit approcher.	On allait ramasser les débris d'un naufrage, Lors qu'entre les écueils qui bordent le rivage, Qu'un mortel sans frayeur n'oserait approcher.
On en voit un, Madame, à l'abry d’un rocher.	On en voit un, Madame, à l'abri d'un rocher.
Sa veuë eſt égarée, & bien loin de ſe rendre, Contre un peuple ſans nombre, il oſe ſe défendre Il rompt, il perce, il frappe, il combat fierement.	Sa vue est égarée, et bien loin de se rendre, Contre un peuple sans nombre, il ose se défendre Il rompt, il perce, il frappe, il combat fièrement.
L’on dit même, & ce bruit n’eſt pas ſans fondement:	L'on dit même, et ce bruit n'est pas sans fondement:
Qu'on a vû devant luy les fieres Eumenides, Promener leurs flambeaux, vangeurs des homicides, L'inciter au carnage:	Qu'on a vu devant lui les fières Eumenides, Promener leurs flambeaux, vengeurs des homicides, L'inciter au carnage:
& pour comble d’horreur,.	et pour comble d'horreur,.
Luy ſoufler le venin de leur noire fureur.	Lui souffler le venin de leur noire fureur.
Cependant de cent cris les Echos retentiſſent.	Cependant de cent cris les Échos retentissent.
On court de toutes parts:	On court de toutes parts:
ſes forces s’affoibliſe.	ses forces s'affaiblise.
ſent.	sent.
J’arrive, je le vois privé de ſentiment:	J'arrive, je le vois privé de sentiment:
On vient de l’apporter dans cet appartement.	On vient de l'apporter dans cet appartement.
voila de quoy le Roy par moy vous fait inſtruire.	voilà de quoi le Roi par moi vous fait instruire.
PHIGENIE.	PHIGENIE.
Je feray mon devoir.	Je ferai mon devoir.
Hidaſpe, allez luy dire, Que j’attens la victime, & vais tour préparer.	Hidaspe, allez venir dire, Que j'attends la victime, et vais tour préparer.
SCENE X.	SCÈNE X.
IPHIGENIE ſeule.	IPHIGENIE seule.
E Ciel a fait mon crime, il va le reparer;	E Ciel a fait mon crime, il va le réparer;
Il Dans le ſang de ce Grec expions ma foibleſſe:	Il Dans le sang de ce Grec expions ma faiblesse:
Allons par ſon trépas appaiſer la Deeſſe.	Allons par son trépas apaiser la Déesse.
Tâchons d’engager l’autre à quelque repentir:	Tâchons d'engager l'autre à quelque repentir:
Sauvons ce malheureux, & le faiſons partir.	Sauvons ce malheureux, et le faisons partir.
Fin di ſecond Acte,	Fin di second Acte,
ACTE III.	ACTE III.
SCENE FREMIERE.	SCÈNE FREMIÈRE.
THOMIRIS, ERINE.	THOMIRIS, ÉRINE.
ERINE.	ÉRINE.
ADAME, quel deſſein em ces lieux vous rapelle?	ADAME, quel dessein em ces lieux vous rappelle?
Qui vous porte à revoir encore uninfidelle?	Qui vous porte à revoir encore uninfidèle?
Une ſeconde fois par d'inutiles eris, Venez-vous-eſſuyer ſes ſuperbes mépris?	Une seconde fois par d'inutiles eris, Venez-vous-essuyer ses superbes mépris?
THOMIRIS.	THOMIRIS.
Fluique tous mes mameurs, je ucteſte ſa veuë:	Fluique tous mes mameurs, je usteste sa vue:
Mais, Erine, aujourd’huy ma vangeance eſt:	Mais, Erine, aujourd'hui ma vengeance est:
perduë;	perdue;
Cet Etranger qui vient d'arriver ſur nos bords,.	Cet Étranger qui vient d'arriver sur nos bords,.
De mes ſecrets deſſeins renverſe les efforts.	De mes secrets desseins renverse les efforts.
ERINE.	ÉRINE.
Qu'à de commun ſon ſort, Madame,avec le vô* tre?	Qu'à de commun son sort, Madame,avec le vô* tre?
THOMIRIS.	THOMIRIS.
Son abord m'eſt funeſte.	Son abord m'est funeste.
Il nous perd l'un & l'aure Thoas va l’expoſer à la rigueur des loix.	Il nous perd l'un et l'aure Thoas va l'exposer à la rigueur des lois.
La Preſtreſſe y conſent, elle a donné ſa voix;	La Prêtresse y consent, elle a donné sa voix;
Sa main va l'immoler, & dés ce moment même Elle épouſe Thoas, & prend le Diadême:	Sa main va l'immoler, et dès ce moment même Elle pouze Thoas, et prend le Diadme:
Si ce fatal hymen s’acheve avant la nuit, De ma vangeance, ô Ciel:	Si ce fatal hymen s'achève avant la nuit, De ma vengeance, ô Ciel:
le projet eſt détruit, Le peuple qui redoute & cherit la Preſtreſſe, s'il la voit ſur le Trône,oubliant ſa Princeſſe, De la Religion ſe faiſant une loy, Reſpectueux pour elle, oſera moins pour moy.	le projet est détruit, Le peuple qui redoute et chérit la Prêtresse, s'il la voit sur le Trône,oubliant sa Princesse, De la Religion se faisant une loi, Respectueux pour elle, osera moins pour moi.
De l’hymen du Tyran troublons le ſactifice.	De l'hymen du Tyran troublons le sactifice.
Avant que l’Etranger ſoit conduit au ſupplice, Par l’ordte de Thoas on va faire un effort, Pour applenure ſon non, ia naiſſance, ſon ſort, Je viens, par mes avis, l’exhorter à ſe taire.	Avant que l'Étranger soit conduit au supplice, Par l'ordte de Thoas on va faire un effort, Pour applenure son non, ja naissance, son sort, Je viens, par mes avis, l'exhorter à se taire.
, S’il obtient que par là ſa peine ſe differe, Si juſques à demain il peut gagner du temps, Mon entrepriſe eſt ſeure, & mes deſirs contens,,	, S'il obtient que par là sa peine se diffère, Si jusques à demain il peut gagner du temps, Mon entreprise est sûre, et mes désirs contents,
SCENE II.	SCÈNE II.
THOMIRIS, ANTHENOR ERINE.	THOMIRIS, ANTHENOR ÉRINE.
THOMIRIS.	THOMIRIS.
J'Erray-je l’Etranger Anthenor?	J'Erai-je l'Étranger Anthénor?
ANTHENOR.	ANTHENOR.
Ouy, Madame:	Oui, Madame:
Mais toujonrs agité des troubles de ſon ame, Je viens de le laiſſer paſle & ſans mouvement;	Mais toujonrs agité des troubles de son âme, Je viens de le laisser pas et sans mouvement;
Attendez pour le voir dans cet appartement, Que rappellant ſes ſens, & ſa raiſon captive, Il preſte à vos diſcours une oreille attentive.	Attendez pour le voir dans cet appartement, Que rappelant ses sens, et sa raison captive, Il prête à vos discours une oreille attentive.
Nul ne peut en ces lieux traverſer vos ſouhaits:	Nul ne peut en ces lieux traverser vos souhaits:
On garde ſeulement les dehors du Palais.	On garde seulement les dehors du Palais.
THOMIRIS.	THOMIRIS.
C'eſt aſſez.	C'est assez.
Pour ſa vie, ô Ciel!	Pour sa vie, ô Ciel!
fay qu’il m'écoûte.	fais qu'il m'écoute.
Mais avec le Tyran prenons une autre route.	Mais avec le Tyran prenons une autre route.
Allez, pour l’abuſer, luy faire concevoir, Que ſur ſes volontez je regle mon devoir.	Allez, pour l'abuser, lui faire concevoir, Que sur ses volontés je règle mon devoir.
Mais juſqu’à mon départ, de l’hymen qu’il apprête, Anthenor, dites-luy qu’il ſuſpende la feſte.	Mais jusqu'à mon départ, de l'hymen qu'il apprête, Anthenor, dites-lui qu'il suspende la fête.
ANTHENOR.	ANTHENOR.
Je vais vous obéïr;	Je vais vous obéir;
mais je n’obtiendray rien;	mais je n'obtiendrai rien;
N’eſperez pas fléchir un cœur comme le ſien.	N'espérez pas fléchir un cœur comme le sien.
Il eſt pour cet hymen trop plein d’impatience, Une pareille ardeur anime ſa vangeance.	Il est pour cet hymen trop plein d'impatience, Une pareille ardeur anime sa vengeance.
Il croit que l’Etranger que l’on vient d’arreſter, Eſt celuy dont l'Oracle a ſçû l'épouvanter.	Il croit que l'Étranger que l'on vient d'arrêter, Est celui dont l'Oracle a su l'épouvanter.
Penſez-vous l’engager à la moindre contrainte, Qui ſuſpende ſa joye, & prolonge ſa crainte?	Pensez-vous l'engager à la moindre contrainte, Qui suspende sa joie, et prolonge sa crainte?
Déja par mes diſcours que n’ay-je point tenté:	Déjà par mes discours que n'ai-je point tenté:
L’ingrat n’écoûte plus que ſon iniquité.	L'ingrat n'écoute plus que son iniquité.
De ſes plus chers amis il s’attire la haine:	De ses plus chers amis il s'attire la haine:
Madame, c’eſt à nous d’avancer nos projets, Pour pouvoir de ſa rage empeſcher les effets.	Madame, c'est à nous d'avancer nos projets, Pour pouvoir de sa rage empêcher les effets.
Obligez l’Etranger à garder le ſilence, Quand on viendra ſçavoir ſon nom & ſa naiſſance, Et que Thoas par là differant ſon arreſt.	Obligez l'Étranger à garder le silence, Quand on viendra savoir son nom et sa naissance, Et que Thoas par là différant son arrêt.
THOMIRIS.	THOMIRIS.
Il ſuffit.	Il suffit.
Anthenor faites:	Anthénor faites:
que tout ſoit preſt.	que tout soit prêt.
Voyez Thoas, vous dis-je, & luy faîtes connoiſtre, Que je pars cette nuit.	Voyez Thoas, vous dis-je, et lui faîtes connaître, Que je par cette nuit.
Que demain il eſt maiſtre:	Que demain il est maître:
Le delay n’eſt pas long.	Le délai n'est pas long.
Allez.	Allez.
SCEND III.	SCEND III.
THOMIRIS, ERINE.	THOMIRIS, ÉRINE.
ERINE.	ÉRINE.
QU'ay-je entendu:	QU'ai-je entendu:
Quoy!	Quoi!
vous renoncez donc au rang qui vons eſt En faveur de Thoas, voſtre haine affoiblie.	vous renoncez donc au rang qui vons est En faveur de Thoas, votre haine affaiblie.
THOMIRIS.	THOMIRIS.
Non, non, je ne ſuis pas Erine encor partie.	Non, non, je ne suis pas Erine encor partie.
Si je feins du Tyran d’approuver le deſſein, C’eſt pour mieux luy plonger un poignard dans le ſein.	Si je feins du Tyran d'approuver le dessein, C'est pour mieux même plonger un poignard dans le sein.
Au piege qu’il me tend j’oppoſe l’artifice.	Au piège qu'il me tend j'oppose l'artifice.
Des voiles les plus noirs couvrant ſon injuſtice, Il a pris cette nuit pour çacher mon départ;	Des voiles les plus noirs couvrant son injustice, Il a pris cette nuit pour çacher mon départ;
De cette même nuit me faiſant un rempart, Peuple, Sarmate, amis animez d’un beau zele, A l’ennemy commun la rendront éternelle.	De cette même nuit me faisant un rempart, Peuple, Sarmate, amis animés d'un beau zèle, À l'ennemi commun la rendront éternelle.
Tous ont juré ſa mort, m’en ont donné leur foy:	Tous ont juré sa mort, m'en ont donné leur foi:
Le reſte de ce jour eſt à craindre pour moy.	Le reste de ce jour est à craindre pour moi.
Tâchons donc à ce Grec d’impoſer le:	Tâchons donc à ce Grec d'imposer le:
ſilence.	silence.
Que juſques à demain.	Que jusques à demain.
Je l’entens.	Je l'entends.
Il s’avancce Ses regards ſont encor égarez, furieux.	Il s'avancée Ses regards sont encor égarés, furieux.
Le trouble de ſes ſens nous dérobe à ſes yeux.	Le trouble de ses sens nous dérobe à ses yeux.
Diſſipe, juſte Cielu le voile qui les couvre.	Dissipe, juste Cielu le voile qui les couvre.
SOSNETVC ORESTE, THOMIRIS, ERINE.	SOSNETUC ORÉTE, THOMIRIS, ÉRINE.
ORESTE.	ORÊTE.
NOus mes pas chancelans quel abîme s’entr’onvre!	NOus mes pas chancelants quel abîme s'entr'onvre!
De tenebres, de feux je ſuis envelopé;	De ténèbres, de feux je suis enveloppé;
De troubles, de terreurs.	De troubles, de terreurs.
mon eſprit eſt frapé:	mon esprit est frappé:
Noires filles du Styx, implacables Deeſſes, Souffriray-je toujours vos fureurs vangereſſes?	Noires filles du Styx, implacables Déesses, Souffrirai-je toujours vos fureurs vengeresses?
Ne vous laſſez-vous point, ô deſtins ennemis!	Ne vous lassez-vous point, ô destins ennemis!
De punir ldes forfait que vous avez permis?	De punir lèdes forfait que vous avez permis?
Grace ad Cierje reſpne, & je vois la lumiere:	Grâce ad Cierje respne, et je vois la lumière:
Où ſuis-je?	Où suis-je?
Quel Palais!	Quel Palais!
quelle pompe étranS'offre de toutes parts à mes regards ſurpris:	quelle pompe étranS' offre de toutes parts à mes regards surpris:
Quę vois-je?	Quel vois-je?
quel objet vient fraper mes eſprits!	quel objet vient frapper mes esprits!
Ce portmajenuede, cerdagunte ciſage, D’une Divinité me preſente l’image.	Ce portmajenuède, cerdagunte cisage, D'une Divinité me présente l'image.
THOMIRIS.	THOMIRIS.
Etranger, rends le calme à tes ſens agitez.	Etranger, rends le calme à tes sens agités.
Remetsdans leur repoz tes eſprits irritez.	Remetsdans leur repoz tes esprits irrités.
Le malheur qui te livre aux Deeſſes terribles, Dans ces funeſtes lieux trouve des cœurs ſenſibles,	Le malheur qui te livre aux Déesses terribles, Dans ces funestes lieux trouve des cœurs sensibles,
ORESTE.	ORÊTE.
En eſt-il qui pour moy ſe laiſſent attendrir?	En est-il qui pour moi se laissent attendrir?
O vous!	Ô vous!
dont la pitié daigne me ſecourir, Qui jettez ſur mes jours un regatd favorable, Achevez d’adoucir le ſort d’un miſerable.	dont la pitié daigne me secourir, Qui jetés sur mes jours un régat favorable, Achevez d'adoucir le sort d'un misérable.
Où ſuis-je?	Où suis-je?
ſous quel Ciel me vois-je par venu?	sous quel Ciel me vois-je par venu?
Cominent, & par quel ordre y ſuis-je retenu?	Cominent, et par quel ordre y suis-je retenu?
THOMIRIS.	THOMIRIS.
Quel Aſtre t’a conduit dans ce climat baibare?	Quel Astre t'a conduit dans ce climat baibare?
Malheureux!	Malheureux!
je fremis du ſort qu’on t’y prépare.	je frémis du sort qu'on t'y prépare.
