A PARIS.	À PARIS.
Mais que je me figure vne eſtrange chimere, Et que je traitte mal Polyeucte & Seuere!	Mais que je me figure une étrange chimère, Et que je traitte mal Polieute et Seute!
Comme ſi la vertu de ces fameux riuaux Ne pouuoit s’affranchir de ces communs defauts.	Comme si la vertu de ces fameux rivaux Ne pouvait s'affranchir de ces communs défauts.
Leurs ames à tous deus d’elles-meſmes maiſtreſſes Sont d’vn ordre trop haut pour de telles baſſeſſes, Ils ſe verront au Temple en hommes genereux, Mais las ils ſe verront, & c’eſt beaucoup pour eux.	Leurs âmes à tous deus 'elles-mêmes maîtresses Sont d'un ordre trop haut pour de telles bassesses, Ils se verront au Temple en hommes généreux, Mais las ils se verront, et c'est beaucoup pour eux.
Que ſert à mon époux d’eſtre dans Melitene Si contre luy Seuere arme l’Aigle Romaine, Si mon pere y commande & craint ce fauory, Et repent deſia du choix de mon mary?	Que sert à mon époux d'être dans Mélitène Si contre tu Seuere me l'Aigle Romaine, Si mon père y commande et craint ce favori, Et repent déjà du choix de mon mari?
Si peu que j’ay d’eſpoir ne luit qu’auec contrainte, En naiſſant il avorte & fait place à la crainte, Ce qui doit l’affermer ſert à le diſſiper, Dieux, faites que ma peur puiſſe en ſin ſe tromper.	Si peu que j'ai d'espoir ne luit qu'avec contrainte, En naissant il avorte et fait place à la crainte, Ce qui doit l'affermer sert à le dissiper, Dieux, faites que ma peur puisse en sin se tromper.
SCENE II.	SCÈNE II.
PAVLINE, STRATONICE.	PAULINE, STRATONICE.
PAVLINE.	PAULINE.
Ais Içachons en Iiſſue.	Ais Içachons en Iissue.
Et bien, ma Stratonice, Comment s’eſt terminé ce pompeux ſacrifice?	Et bien, ma Stratonice, Comment s'est terminé ce pompeux sacrifice?
Ces riuaux genereux au Temple le ſont veus?	Ces rivaux généreux au Temple sont le veux?
ann faulines STRATONICE.	ann faulines STRATONICE.
PAVLINE.	PAULINE.
Mes vœux ont il eſté deceus?	Mes vœux ont il été déçus?
I’en voy ſur ton viſage vne mauvaiſe marque, Se ſont-il querellez?	J'en vois sur ton visage une mauvaise marque, Se sont-il querellez?
STRATONICE.	STRATONICE.
Les Chreſtiens.	Les Chrétiens.
Polyeucte, Nearque,	Polieute, Nearque,
PAV	PAU
PAVLINE.	PAULINE.
Parte dont, les chreſtiens?	Parte dont, les chrétiens?
STRATONICE.	STRATONICE.
Ie ne puis.	Je ne puis.
PAVLINE.	PAULINE.
Iu prepares mon ame à d’eſtranges ennuis.	Ju prépares mon âme à d'étranges ennuis.
OLRe nle nrTo Le Vous n’en ſçautiez auoir vne plus juſte cauſe.	OLRe nèle nrTo Le Vous n'en sautiez avoir plus juste cause.
Pavlini L’ont-il aſſaſſiné?	Pavini L'ont-il assassiné?
STRATONICE.	STRATONICE.
Ce ſeroit peu de choſe, Tout voſtre ſonge & vray, Polyeucte n’eſt plus.	Ce serait peu de chose, Tout vostre songe et vrai, Polieute n'est plus.
Il eſt mort!	Il est mort!
PAVLINE.	PAULINE.
STRATONICE.	STRATONICE.
Non, il vit, mais (ô pleurs ſuperflus) Ce courage ſi grand, cette ame ſi diuine N’eſt plus digne du jour ny digne de Pauline, Ce n’eſt plus cét époux ſi charmant à vos yeux, C’eſt l’ennemy commun de l’eſtat & des Dieux, vArfrſerenanit, varfantutie, vtr reuene;	Non, il vit, mais (ô pleurs superflus) Ce courage si grand, cette âme si divine N'est plus digne du jour ni digne de Pauline, Ce n'est plus cet époux si charmant à vos yeux, C'est l'ennemi commun de l'état et des Dieux, vArserenanit, varfantutie, vôtr revène;
vn perfide, Vn traiſtre, vn ſcelerat, vn lâche, vn parricide, Vne peſte execrable a-tous ſes gens de bien, Vn ſacrilege impie, en vn mot vn Chreſtien.	un perfide, Un traître, un scélérat, un lâche, un parricide, Une peste exécrable a-tous ses gens de bien, Un sacrilège impie, en un mot un Chrétien.
PAVLINE.	PAULINE.
Ce mot auroit ſuffy ſans ce torrent d’injures.	Ce mot aurait suffi sans ce torrent d'injures.
STRATONICE.	STRATONICE.
Ces tiltſes aux emteſciens fonte ce des impoſtures?	Ces -iltses aux emtesciens fonte ce des impostures?
PAVLINE.	PAULINE.
Il eſt ce que tu dis s’il embraſſe leur foy, Mais il eſt mon époux & tu parles à moy.	Il est ce que tu dis s'il embrasse leur foi, Mais il est mon époux et tu parles à moi.
STRATONICE.	STRATONICE.
Ne conſideres plus que le Dieu qu’il adôre.	Ne considères plus que le Dieu qu'il adôre.
PAVLINE.	PAULINE.
Ae Pagilay par deuon, ce deuunl dute encore,	Ae Pagilai par dévon, ce devun te encore,
STRATONICE.	STRATONICE.
Il vous donne à preſent ſuiet de le hayr, Qui trahit bien les Dieux auroit pû vous trahir.	Il vous donne à présent sujet de le haïr, Qui trahit bien les Dieux aurait pu vous trahir.
PAVLINE.	PAULINE.
Ie l’aymetois encor quand il m’auroit trahie, Et ſi de cette amour tu peux eſtre ébahye, Apren que mon deuoir ne dépend point de ſien, Qu’il y manque s’il veut, je dois faire le mien.	Je l'aimetais encor quand il m'aurait trahie, Et si de cette amour tu peux être ébahie, Apren que mon devoir ne dépend point de sien, Qu'il y manque s'il veut, je dois faire le mien.
Quoy, s’il aymoit ailleurs ſerois-ie diſpensée A ſuyure à ſon exemple vne ardeur inſenſée?	Quoi, s'il aimait ailleurs serais-je dispensée A suivre à son exemple une ardeur insensée?
Quelque Chreſtien qu’il ſoit ie n’en ay point  d’horrcur, Ie cheris ſa perſonne & ie hay ſon erreur.	Quelque Chrétien qu'il soit apprêts n'en ai point d'horrcur, Je chéris sa personne et ie et a erreur.
Mais quel reſſentiment en témoigne mon pere?	Mais quel ressentiment en témoigne mon père?
STRATONICE.	STRATONICE.
Vne ſecrette rage, vn excez de colere, Malgré qui toutefois vn reſte d’amitié Monſtre pour Polyeucte encor quelque pitié, Il ne veut point ſur luy faire agir ſa juſtice Que du traiſtre Nearque il n’ait veu le ſupplice.	Une secrète rage, un excès de colère, Malgré qui toutefois un reste d'amitié Montre pour Polyute encor quelque pitié, Il ne veut point sur lui faire agir sa justice Que du traître Narque il n'ait vu le supplice.
PAVLINE.	PAULINE.
Quoy!	Quoi!
Nearque en eſt donc?	Nearque en est donc?
STRATONICE.	STRATONICE.
Nearque l’a ſeduit, De leur vieille amitie c'ert la Indigne iruit, Ce perfide tantoſt en dépit de luy-meſme Dartaenant de vos otas ie frafmit au Bapteſme, Voilà ce grand ſectet & ſi myſterieux Que n’en pouuoit tirer voſtre amour curieux.	Nearque l'a séduit, De leur vieille amitié c'ert la Indigne iruit, Ce perfide tantôt en dépit de Seigneur-même Dartaenant de vos ôtas Seigneur frafmit au Baptême, Voilà ce grand sectet et si mystérieux Que n'en pouvait tirer votre amour curieux.
PAVLINE.	PAULINE.
Tu me blâmois alots d’eſtre trop importune.	Tu me blâmais alots d'être trop importune.
STRATONICE.	STRATONICE.
Ie ne préuoyois pas une telle infortune.	Je ne prévois pas une telle infortune.
PAV	PAU
PAVLINEAuant qu’abandonner mon ame à mes douleurs Il me faut eſſayer la force de mes pleurs.	PAULINEAvant qu'abandonner mon âme à mes douleurs Il me faut essayer la force de mes pleurs.
En qualité de femme ou de fille i’eſpere Qu’ils vaincront vn époux ou fléchiront vn pere, Que ſi ſur l’vn & lautre ils manquent de pouuoir Ie ne prendray conſeil que de mon deſeſpoir.	En qualité de femme ou de fille j'espère Qu'ils vaincront un époux ou fléchiront un père, Que si sur l'un et lautre ils manquent de pouvoir Je ne prendrai conseil que de mon désespoir.
Apren-moy cepẽdant ce qu’ils ont fait au Temple.	Appren-moi cepẽdant ce qu'ils ont fait au Temple.
STRATONICE.	STRATONICE.
C’eſt vne impieté qui n’eut iamais d’exemple.	C'est une impiété qui n'eût jamais d'exemple.
Ie ne puis y penſer ſans fremir à l’inſtant, Et crains de faire vn crime en vous la racontant Apprenez en deux mots leur brutale inſolence.	Je ne puis y penser sans frémir à l'instant, Et crains de faire un crime en vous la racontant Apprenez en deux mots leur brutale insolence.
Le Preſtre auoit à peine obtenu du ſilence, Et deuers l’Orient aſſeuré ſon aſpect, Que l’on s’eſt apperçeu de leur peu de reſpect, A chaque occaſion de la ceremonie A l’enuy l’vn & l’autre eſtaloit ſa manie, Des myſteres ſacrez hautement ſe mocquoit, Et traitoit de mépris les Dieux qu’on inuoquoit.	Le Prêtre avait à peine obtenu du silence, Et devers l'Orient assuré son aspect, Que l'on s'est aperçu de leur peu de respect, A chaque occasion de la cérémonie A l'envi l'un et l'autre étalait sa manie, Des mystères sacrés hautement se moquait, Et traitait de mépris les Dieux qu'on invoquait.
Tout le peuple en murmure & Felix s’en offence, Mais tous deux s’emportans à plus d’irreuerence, Quoy luy dit Polyeucte en éleuant ſa voix, Adorez-vous des Dieux, ou de pierte, ou de bois?	Tout le peuple en murmure et Félix s'en offense, Mais tous deux s'emportants à plus d'irrévérence, Quoi avait dit Polyeute en élevant sa voix, Adorez-vous des Dieux, ou de pierte, ou de bois?
Icy diſpenſez-moy du recit des blaſphemes Qu’ils ont vomy tous deux cõtre Iupiter meſmes, L’adultere & l’inceſte en eſtoient les plus doux.	Ici dispensez-moi du récit des blasphèmes Qu'ils ont vomi tous deux comtre Jupiter mêmes, L'adultère et l'inceste en étaient les plus doux.
Oyez Felix, ſuit-il, oyez peuple, oyez tous, Le Dieu de Polyeucte & celuy de Nearque De la terre & du Ciel eſt l’abſolu Monarque, Seul maiſtre du deſtin, ſeul eſtre independant, Subſtance qui iamais ne reçoir d’accident, C’eſt ce Dieu des Chreſtiens qu’il faut qu’on remercie Des victoires qu’il donne à l’Empereur Decie, Luy ſeul tient en ta man fe nieter des coments, Il le Il le veut éleuer, il le peut mettre bas, Sa bonté, ſon pouuoir, ſa juſtice eſt immenſe, C’eſt luy ſeul qui punit, luy ſeul qui recompenſe, Vous adorez en vain des monſtres impuiſſans.	Oyez Félix, suit-il, oyez peuple, oyez tous, Le Dieu de Polieute et celui de Narque De la terre et du Ciel est l'absolu Monarque, Seul maître du destin, seul être indépendant, Substance qui jamais ne recevoir d'accident, C'est ce Dieu des Chrétiens qu'il faut qu'on remercie Des victoires qu'il donne à l'Empereur Decie, Lui seul tient en ta man se nieter des coments, Il le Ileut mettre élever, il le peut mettre bas, Sa bonté, son pouuoir, sa justice est immense, est a seul mai punit, lui re , Compense, Vous adorez en vain des monstres impuissans,
Se iettant à ces mots ſur le vin & l’encens, Apres en auoir mis les ſaints vaſes par terre Sans crainte de Felix, ſans crainte du tonnerre, D'vne fureur pareille ils courent à l’Autel.	Se jetant à ces mots sur le vin et l'encens, Après en avoir mis les saints vases par terre Sans crainte de Félix, sans crainte du tonnerre, D'une fureur pareille ils courent à l'Autel.
Cieux, a-t’on veu jamais, a-t’on rien veu de tel?	Cieux, a-t-on vu jamais, a-t-on rien vu de tel?
Du plus puiſſant des Dieux nous voyons la ſtatuë Par vne main impie à leurs pieds abbatuë Les myſteres troublez, le temple profané La fuite & les clameurs d’vn peuple mutiné Qui craint d’eſtre accablé ſous le couroux celeſte, Felix.	Du plus puissant des Dieux nous voyons la statue Par un main impie à leurs pieds abattue Les mystères troublés, le temple profané La fuite et les clameurs d'un peuple mutiné Qui craint d'être accablé sous le courroux celeste, Félix.
mais le voicy qui vous dira le reſte.	mais le voici qui vous dira le reste.
PAVLINE.	PAULINE.
Que ſon viſage elt ſombre, & plein d’émotion!	Que son visage ellet sombre, et plein d'émotion!
Qu’il monſtre de triſteſſe & d’indignation!	Qu'il montre de tristesse et d'indignation!
SCENE III.	SCÈNE III.
FELIX, PAVLINE, STRATONICE.	FELIX, PAULINE, STRATONICE.
FELIX.	FELIX.
[ Ne telle inſolence auoir oſé paroiſtre!	[ Ne telle insolence avoir osé paraître!
Enpublic!	Enpublic!
à ma veuë!	à ma vue!
il en mourra le traiſtre.	il en mourra le traître.
PAVLINE.	PAULINE.
Souffrez que voſtre fille embraſſe vos genoux.	Souffrez que votre fille embrasse vos genoux.
FELIX.	FELIX.
Ie parle de Nearque & non de voſtre époux, Quelque indigne qu’il ſoit de ce doux nom de gendre Mon ame luy conſerue vn ſentiment plus tendre, La grandeur de ſon crime & de mon déplaiſir N’a pas eſteint l’amour qui me l’a fait choiſir.	Je parle de Narque et non de votre époux, Quelque indigne qu'il soit de ce doux nom de gendre Mon âme était conserve un sentiment plus tendre, La grandeur de son crime et de mon déplaisir N'a pas éteint l'amour qui me l'a fait choisir.
PAV	PAU
PAVLINE.	PAULINE.
noiamerenudis par imoms de la bonte d’vn pere.	noiamerudis par imoms de la bonté d'un père.
FELIX.	FELIX.
Ie pouuois l’immoler à ma juſte colere.	Je pouvais l'immoler à ma juste colère.
Car vous n’ignorez pas à quel comble d’horreur De ſon audace impie a monté la iuitur;	Car vous n'ignorez pas à quel comble d'horreur De son audace impie a monté la juitur;
Vous l’auez pû ſçavoir du moins de Stratonice.	Vous l'avez pu savoir du moins de Stratonice.
DAVEENES Ie ſçay que de Nearque il doit voir le ſupplice.	DAUENES Je sais que de Narque il doit voir le supplice.
FELIX.	FELIX.
Du conſeil qu’il doit prendre il ſera mieux inſtruit Quand il verra punir celuy qui l’aſeduit.	Du conseil qu'il doit prendre il sera mieux instruit Quand il verra punir celui qui l'aseduit.
Au ſpectacle ſanglant d’vn amy qu’il faut ſuyure, La crainte de mourir & le deſir de viure Reſſaiſiſſent vne ame auec tant de pouuoir Que qui voit le trépas ceſſe de le vouloir.	Au spectacle sanglant d'un ami qu'il faut suivre, La crainte de mourir et le désir de vivre Ressaisissent une âme avec tant de pouvoir Que qui voit le trépas cesse de le vouloir.
L’exemple touche plus que ne fait la menace, Cette indiſcrette ardeur tourne bien toſt en glace, N’en ayez plus l’eſprit ſi fort inquieté, Il ſe repentira de ſon impieté.	L'exemple touche plus que ne fait la menace, Cette indiscrète ardeur tourne bien tôt en glace, N'en ayez plus l'esprit si fort inquiété, Il se repentira de son impiété.
Tiv BINE1.	Tiv BINE1.
Quoy!	Quoi!
vous eſperez donc qu’il change de courage?	vous espérez donc qu'il change de courage?
FEL IX.	FEL IX.
Aux dépens de Nearque il doit ſe tendre ſage.	Aux dépends de Narque il doit se tendre sage.
PAVLINE.	PAULINE.
Il le doit, mais helas, où me renuoyez-vous, Et quels triſtes hazards ne coutt point mon époux Si de ſon inconſtance il faut qu’en fin j’eſpere Le bien que j’eſperois de la bonté d’vn pere?	Il le doit, mais hélas, où me renvoyez-vous, Et quels tristes hasards ne coût point mon époux Si de son inconstance il faut qu'en fin j'espère Le bien que j'espérais de la bonté d'être père?
FELIX.	FELIX.
Ie luy fais trop de grace encor de conſentir Qu’il éuite la mort par vn prompt repentir, La meſme peine eſt deuë à des crimes ſemblebles Et mettant difference entre ces deux coupables, I’ay trahy la juſtice à l’amour paternel, Ie me ſuis fait pour luy moy-meſme criminel, Et j’attendois de vous au milieu de vos craintes.	Je me fais trop de grâce encor de consentir Qu'il éuite la mort par un prompt repentir, La même peine est due à des crimes semblebles Et mettant différence entre ces deux coupables, J'ai trahi la justice à l'amour paternel, Je me suis fait pour lui moi-même criminel, Et j'attendais de vous au milieu de vos craintes.
rlus ue femerentneno ue je n'entends de plaintes.	rus ue femerentneno ue je n'entends de plaintes.
PAVLINE.	PAULINE.
De quoy remercier qui ne me donne rien?	De quoi remercier qui ne me donne rien?
Ie ſçay quelle eſt l’humeur & l’eſprit d’vn Chreſtien, Dauis l'obreination juſqu’au bout il demeure, Vouloir ſon repentir c’eſt ordonner qu’il meure.	Je sais quelle est l'humeur et l'esprit d'un Chrétien, Davis l'obreination jusqu'au bout il demeure, Vouloir son repentir c'est ordonner qu'il meure.
IEEIX.	JEIX.
Sa grace eſt en ſa main, c’eſt à luy d’y reſuer.	Sa grâce est en sa main, c'est à lui d'y rêver.
PAVEINE.	PAUEINE.
Faites-la toute entiere.	Faites-la toute entière.
FELIX.	FELIX.
ni la peut acheuer.	ni la peut achever.
PAVLINE.	PAULINE.
Ne Tabalſdomer pas aux luleurs de iaiecte.	Ne Tabalsdomer pas aux luleurs de iaiecte.
FELIX.	FELIX.
Ie l’abandonne aux loix qu’il faut que je reſpecte.	Je l'abandonne aux lois qu'il faut que je respecte.
PAVLINE.	PAULINE.
Eſt ce ainſi que d’vn gendre vn beau pere eſt l’appuy?	Est -ce ainsi que d'un gendre un beau -père est l'appui?
ALEIAV.	ALEIA.
Qu’il face autant pour ſoy comme je fais pour luy.	Qu'il face autant pour soi comme je fais pour lui.
PAVLINE.	PAULINE.
Mais il eſt aueugle.	Mais il est aveugle.
FELIX.	FELIX.
Mais il ſe plaiſt à l’eſtre, Qui cherit ſon erreur ne la veut pas cognoiſtre.	Mais il se plaît à l'être, Qui chérit son erreur ne la veut pas connaître.
PAVLINE.	PAULINE.
Mon pere, au nom des Dieux.	Mon père, au nom des Dieux.
FELIX.	FELIX.
Ne les reclamez pas Ces Dieux dont l’intereſt demande ſon trépas.	Ne les réclamés pas Ces Dieux dont l'intérêt demande son trépas.
PAVLINE.	PAULINE.
Ils écoutent nos vœux.	Ils écoutent nos vœux.
C4	C4
FE	SE
FELIX.	FELIX.
Et biei, qun leur en faſſe.	Et bye, qun leur en fasse.
PAVLINE.	PAULINE.
nlu lont de l'Empereur dont vous tenez la place.	nlu lont de l'Empereur dont vous tenez la place.
FELIX.	FELIX.
I’ay ſon pouuoir en main, mais s’il me l’a commis C’eſt pour le déployer contre ſes ennemis.	J'ai son pouvoir en main, mais s'il me l'a commis C'est pour le déployer contre ses ennemis.
INEINEO.	JNEINEO.
Polyeucte l’eſt-il?	Polieute l'est-il?
EELIX.	ÉLIX.
Tous Chreſtiens ſont rebelles.	Tous Chrétiens sont rebelles.
PAVLINE.	PAULINE.
N’ecoutez point pour luy ces maximes cruelles, En épouſant Pauline il s’eſt fait voſtre ſañg.	N'écoutez point pour venir ces maximes cruelles, En pousant Pauline il s'est fait votre sañg.
FELIX.	FELIX.
ſegartie la faute d ne voy plus ſon rang.	ségartie la faute d ne vois plus son rang.
Où le crime d’Eſtat ſe meſle au ſacrilege Le ſang ny l’amitie n’ont plus de privilege.	Où le crime d'État se mêle au sacrilège Le sang ni l'amitié n'ont plus de privilège.
PAVLINE.	PAULINE.
Quel excez de rigueur!	Quel excès de rigueur!
FELIX.	FELIX.
Momete que lon Iorfait.	Momète que lon Iorfait.
PAVLINE.	PAULINE.
O.	Ô.
de monfonge affreux trop veritable effet!	de monfonge affreux trop véritable effet!
Voyez qu’auecques luy vous perdez voſtre fille.	Voyez qu'avecques lui vous perdez votre fille.
FELIX.	FELIX.
Les Dieux & l’Empereur ſont plus que ma famille.	Les Dieux et l'Empereur sont plus que ma famille.
PAVLINE.	PAULINE.
La perte de tous deux ne vous peut arreſter !	La perte de tous deux ne vous peut arrêter !
FELIX.	FELIX.
I’ay les Dieux & Decie enſemble à redouter.	J'ai les Dieux et Décie ensemble à redouter.
Mais nous n’auõs encor à craindre rien de triſte, Dans ſon aueuglement penſez vous qu’il perſiſte?	Mais nous n'avons encor à craindre rien de triste, Dans son aveuglement pensez -vous qu'il persiste?
S’il nous ſembloit tantoſt courit à ſon malheur, C’eſt d’un nouueau Chreſtien la premiere chaleur.	S'il nous semblait tantôt courit à son malheur, C'est d'un nouveau Chrétien la première chaleur.
PAV	PAU
PAVLINE.	PAULINE.
Si vous l’aymez encor, quittez cette eſperance Que deux fois en vn iour il change de croyance, Outte que les Chreſtiens ont plus de dureté Vous attendrez de luy trop de legereté.	Si vous l'aimez encor, quittez cette espérance Que deux fois en un jour il change de croyance, Oute que les Chrétiens ont plus de dureté Vous attendrez de lui trop de légèreté.
Ce n’eſt point vne erreur auec le lait ſuccée Que ſans examiner ſon ame ait embraſſée.	Ce n'est point une erreur avec le lait succée Que sans examiner son âme ait embrassée.
Polyeucte eſt Chreſtien parce qu’il l’a voulu, Et vous pourtoit au Temple vn eſprit reſolu.	Polieute est Chrétien parce qu'il l'a voulu, Et vous pourrait au Temple un esprit résolu.
Vous deuez preſumer de luy comme du reſte, Le trépas n’eſt pour eux ny honteux, ny funeſte.	Vous devez présumer de Rome comme du reste, Le trépas n'est pour eux ni honteux, toujours funeste.
Ils cherchent de la gloire à mépriſer les Dieux, Aueugles pour la terre ils aſpitent aux Cieux, Et croyans que la mort leur en ouure la porte, Tourmentez, déchirez, aſſaſſinez, n’importe, Les ſupplices leur ſont ce qu’a nous les plaiſirs, Et les ménent au but où tendent leurs deſirs:	Ils cherchent de la gloire à mépriser les Dieux, Aveugles pour la terre ils aspitent aux Cieux, Et croyant que la mort leur en ouvre la porte, Tourmentez, déchirez, assassinez, n'importe, Les supplices leur sont ce qu'a nous les plaisirs, Et les mènent au but où tendent leurs désirs:
La mort la plus infame ils l’appellent Martyre,	La mort la plus infâme ils l'appellent Martyre,
FELIX.	FELIX.
Et bien donc Polyeucte aura ce qu’il deſire.	Et bien donc Polieute aura ce qu'il désire.
N’en patons pius.	N'en pâtons pius.
PAVLINE.	PAULINE.
Moi pere.	Moi père.
SSENEIV.	SSENEIV.
FELIX, ALBIN, PAVLINE, JINHIONCC.	FELIX, ALBIN, PAULINE, JINHIONCC.
FELIX.	FELIX.
ALbin, en eſt ce fait?	ÀLbin, en est ce fait?
ALBIN.	ÀLBIN.
Ouy, Seigneur, & Nearque a payé ſonforfait.	Oui, Seigneur, et Nearque a payé sonforfait.
FELIX.	FELIX.
Et noſtre Polyeucte a veu trancher ſa vie?	Et notre Polieute a vu trancher sa vie?
AL	AL
ALBIN.	ÀLBIN.
Il l’a veu, mais, helas!	Il l'a vu, mais, hélas!
avec vn œil d’envie, Il brûle de le ſuyvre au lieu de reculer, Et ſon cœur s’affermit au lieu de s’ébranler.	avec un œil d'envie, Il brûle de le suivre au lieu de reculer, Et son cœur s'affermit au lieu de s'ébranler.
PAVLINE.	PAULINE.
Ie vous le diſois bien encor vn coup, mon pere, Si jamais mon feipeet a pu vous fatisiaire, Si vous l’avez priſé, ſi vous l’avez chery.	Je vous le disais bien encor un coup, mon père, Si jamais mon feinte a pu vous fatisiaire, Si vous l'avez prisé, si vous l'avez chéri.
FELIX* Vous aymez trop, Pauline, vn indigne mary.	FELIX* Vous aimez trop, Pauline, un indigne mari.
PAVLINE.	PAULINE.
Ie l’ay de voſtre main, mon amour eſt ſans crime, Il eſt de voſtre choix la glorieuſe eſtime, Et j’ay pour l’accepter eſteint les plus beaux feux Qui d’vne ame bien née ayent merité les vœux.	Je l'ai de votre main, mon amour est sans crime, Il est de votre choix la glorieuse estime, Et j'ai pour l'accepter éteint les plus beaux feux Qui d'une âme bien née aient mérité les vœux.
Au nom de cette aveugle & prompte obeyſſance Que j’ay touſiours rẽduë aux loix de la naiſſance, Si vous avez pû tout ſur moy, ſur mon amour, Que je puiſſe ſur vous quelque choſe à mon tour.	Au nom de cette aveugle et prompte obéissance Que j'ai toujours rẽduë aux lois de la naissance, Si vous avez pu tout sur moi, sur mon amour, Que je puisse sur vous quelque chose à mon tour.
Par ce juſte pouvoir à preſent trop à craindre.	Par ce juste pouvoir à présent trop à craindre.
Par ces beaux ſentimens qu’il m’a fallu contraindte, Ne m’oſtez pas vos dons, ils ſont chers à mes yeux, Et m’ont aſſez couſté pour m’eſtre precieux.	Par ces beaux sentiments qu'il m'a fallu contraindte, Ne m'ôtez pas vos dons, ils sont chers à mes yeux, Et m'ont assez couté pour m'être précieux.
FELIX.	FELIX.
Vous m’importunez trop.	Vous m'importunez trop.
PAVLINE.	PAULINE.
Dieux!	Dieux!
que viens-je d’entendre!	que viens-je d'entendre!
FELIX.	FELIX.
Ie n’ayme la pitié qu’au prix que j’en veux prẽdre, Par tant de rame efforts malgré moy m’en toucher C’eſt perdre avec le temps des pleurs à me fâcher, Vous m’en avez donné, mais je veux bien qu’on ſcache Que Que je la deſavouë alors qu’on me l’arrache, Preparez-vous à voir ce malheureux Chreſtien, Et faites voſtre effort quand j’auray fait le mien, Allez, n’irritez plus vn pere qui vous ayme, Et tâchez d’obtenir voſtre eſpoux de luy-meſme, Tuiitoir juſquez icy je le feray venir, Cependant quitrez nous, je veux l’entretenir.	Je n'aime la pitié qu'au prix que j'en veux prendre, Par tant de rame efforts malgré moi m'en toucher C'est perdre avec le temps des pleurs à me fâcher, Vous m'en avez donné, mais je veux bien qu'on sache Que Que je la désavoue alors qu'on me l'arrache, Prez-vous à voir ce malheureux Chrétien, Et faites votre effort quand j'aurai fait le mien, Allez, n'irritez plus un père qui vous aime, Et tâchez d'obtenir votre époux de lui-même, Tuiitoir jusquez ici je le ferai venir, Cependant quitrez nous, je veux l'entretenir.
FACERRE.	FACERE.
De grace permettez.	De grâce permettez.
FELIX.	FELIX.
Laiſſez-nous ſeuls, vous diſ-je, Voſtre douleur m’oſſence autant qu’elle m’afflige A gaigner Polyeucte appliquez tous vos ſoins, Vous avalicerez plus en m’importunant moins	Laissez-nous seuls, vous dis-je, Votre douleur m'ossence autant qu'elle m'afflige A gagner Polyeute appliquez tous vos soins, Vous avalicerez plus en m'importunant moins
SCENE V.	SCÈNE V.
FELIX, ALBIN.	FELIX, ALBIN.
FELIX.	FELIX.
A Lbin comme eſt-il mort!	À Lbin comme est-il mort!
ALBIN.	ÀLBIN.
En brutal, en impie, En bravant les tourmens, en dédaignant la vie.	En brutal, en impie, En bravant les tourments, en dédaignant la vie.
Sans regret, ſans murmure, & ſans eſtonnement, Dans l’obſtination & l’endurciſſement, Comme vn Chreſtien en fin, le blaſpheme à la bouche.	Sans regret, sans murmure, et sans étonnement, Dans l'obstination et l'endurcissement, Comme un Chrétien en fin, le blâme à la bouche.
Et l'autre?	Et l'autre?
FELIX.	FELIX.
ALBIN.	ÀLBIN.
Ie l’ay dit deſia, rien ne le touche, Loin d’en eſtre abbatu, ſon cœur en eſt plus haut, On l’a violenté pour quitter l’échaffaut, Il eſt dans la priſon où je l’ay veu conduire, Mais vous n’eſtes pas preſt encor de le reduire.	Je l'ai dit déjà, rien ne le touche, Loin d'en être abattu, son cœur en est plus haut, On l'a violenté pour quitter l'échaffaut, Il est dans la prison où je l'ai vu conduire, Mais vous n'êtes pas prêt encor de le réduire.
FELIX.	FELIX.
Que je ſuis malheureux!	Que je suis malheureux!
ALBIN.	ÀLBIN.
Tout le monde vous plaint.	Tout le monde vous plaint.
FELIX.	FELIX.
On ne ſçait pas les maux dont mon cœur eſt atteint.	On ne sais pas les maux dont mon cœur est atteint.
De penſers ſur penſers mon ame eſt agitée, De ſoucis ſur ſoucis elle eſt inquietée, Ie ſens l’amour, la haine, & la crainte & l’eſpoir.	De pensers sur pensers mon âme est agitée, De soucis sur soucis elle est inquiétée, Je sens l'amour, la haine, et la crainte et l'espoir.
La joye & la douleur tour à tour l’émouvoir, I’entre en des ſentimens qui ne ſont pas croyables, I’en ay de violents, i’en ay de pitoyables, I’en ay de genereux qui n’oſeroient agir, I’en ay meſmes de bas & qui me font rougir.	La joie et la douleur tour à tour l'émouvoir, J'entre en des sentiments qui ne sont pas croyables, J'en ai de violents, j'en ai de pitoyables, J'en ai de généreux qui n'oseraient agir, J'en a mesmes de bas et qui me font rougir.
I’ayme ce malheureux que j’ay choiſy pour gendre, Ie hay l’aueugle erreur qui le vient de ſurprendre, Ie deplore ſa perte, & le voulant ſauuer I’ay la gloire des Dieux enſemble à conſeruer, ay reueutx leut louale ce celuy de utcie, Il y va de ma charge, il y va de ma vie, Ainſi tantoſt pour luy ie m’expoſe au trépas, Er taitoit ie le perds pour ne me perdre pas.	J'aime ce malheureux que j'ai choisi pour gendre, Je hais l'aveugle erreur qui le vient de surprendre, Je déplore sa perte, et le voulant sauver J'ai la gloire des Dieux ensemble à conserver, ai revutx lut louale ce celui de utcie, Il y va de ma charge, il y va de ma vie, Ainsi tantôt pour lui ie m'expose au trépas, Er ait avoir le perds pour ne me perdre pas.
ALBIN.	ÀLBIN.
