A PARIS.	À PARIS.
Mais pourquoy peu ſenſible à mes empreſſemens, Vous dérober mon Fils à mes embraſſemens?	Mais pourquoi peu sensible à mes empressements, Vous dérober mon Fils à mes embrassements?
Pourquoy de vos regars priver les yeux d’un Pere?	Pourquoi de vos régars priver les yeux d'un Père?
De vos deſſeins cachez j’ay percé le miſtere.	De vos desseins cachés j'ai percé le mystère.
Vous aimez.	Vous aimez.
Vótre amour vous fait tout oublier, Vous avez trop de cœur pour oſer le nier.	Votre amour vous fait tout oublier, Vous avez trop de cœur pour oser le nier.
Je lis ſur vôtre front une honte craintive;	Je lis sur votre front une honte craintive;
On n’en peut trop avoir d’aimer une Captive.	On n'en peut trop avoir d'aimer une Captive.
On m’offenſe en brûlant d’un amour inſenſé, Mais en me le cachant, on m’a plus offenſé.	On m'offense en brûlant d'un amour insensé, Mais en me le cachant, on m'a plus offensé.
Quoy, par crainte avec moy faloit-il jamais feindre?	Quoi, par crainte avec moi fallait-il jamais feindre?
En ne déguiſant rien vous aviez moins à craindre.	En ne déguisant rien vous aviez moins à craindre.
Ignorez-vous pour vous ma facile bonté?	Ignorez-vous pour vous ma facile bonté?
Que ſçay-je à quel exoes dne mout pomemonté, Si par un aveu libre & plein de confiance, Vous euſſiez de mon cœur tenté la complaiſance?	Que sais-je à quel exoè ne moût pomemonté, Si par un aveu libre et plein de confiance, Vous eussiez de mon cœur tenté la complaisance?
Ma bonté mépriſée armeroit mon courroux, Si je pouvois, mon Fils, m’irriter contre vous,	Ma bonté prisée armerait mon courroux, Si je pouvais, mon Fils, m'irriter contre vous,
ATYS.	ATYS.
Hé, c’eſt plutót, Seigneur, vótre amour que ma crainte, Qui m’a de ce ſilence impoſé la contrainte.	Hé, c'est plut, Seigneur, votre amour que ma crainte, Qui m'a de ce silence imposé la contrainte.
Par de nouveaux ſouhaits devois-je fatiguer Une bonté toûjours preſte à ſe prodiguer?	Par de nouveaux souhaits devais-je fatiguer Une bonté toujours prête à se prodiguer?
Ma timide raiſon à mes vœux opoſée, A voulu ménager votre amour épuiſée, Et ne vous point donner le déplaii lecret De Mr accorder peut-etre une grace à regret.	Ma timide raison à mes vœux oposée, À voulu ménager votre amour épuisée, Et ne vous point donner le déplaii lecret De Mr accorder peut-être une grâce à regret.
CRESVS.	CRESVS.
N’importe.	N'importe.
Ce chagrin m’auroit eſté moins rude Que le fimple ſoupçon de vôtre ingratitude, A quel amour Atys s’eſt-il abandonné?	Ce chagrin m'aurait été moins rude Que le simple soupçon de votre ingratitude, À quel amour Atys s'est-il abandonné?
Eſt-il à vous ce cœur que vous avez donné?	Est-il à vous ce cœur que vous avez donné?
Ma promeſſe l’engage aux charmes d’Erixene.	Ma promesse l'engage aux charmes d'Erixène.
9u quenc en amabie, & de pius qu’elle eſt Reyne.	9u quenc en amabie, et de pius qu'elle est Reine.
Si pour vous engager elle manquoit d’apas, Son Sceptre à ce defaut ne ſupléroit-il pas?	Si pour vous engager elle manquait d'appas, Son Sceptre à ce défaut ne supléroit-il pas?
ATYS.	ATYS.
Hé, croyez-vous qu’un Sceptre ait tant dequoy me plaire, Seigneur?	Hé, croyez-vous qu'un Sceptre ait tant dequoy me plaire, Seigneur?
Puis-je en mãquer, ayant Créſus pour Pere?	Puis-je en manquer, ayant Crésus pour Père?
Vôtre bras redouté des Grecs & des Perſans, A joint à vos Etats tant d’Etats floriſſans.	Votre bras redouté des Grecs et des Persans, À joint à vos États tant d'États florissants.
Mais quand vótre valeur que le Deſtin ſeconde, Me laiſſeroit un jour tous les Trônes du Monde.	Mais quand votre valeur que le Destin seconde, Me laisserait un jour tous les Trônes du Monde.
Helas!	Hélas!
qu’auroit ce rang de ſi charmant en ſoy, Si l’ennuy qui me ſuit y montoit avec moy?	qu'aurait ce rang de si charmant en soi, Si l'ennui qui me suit y montait avec moi?
L’heureux repos n’eſt point un fruit de la Obdronne.	L'heureux repos n'est point un fruit de la Obdronne.
Ce n’eſt point la grandeur, c’eſt le cœur qui le dõne.	Ce n'est point la grandeur, c'est le cœur qui le donne.
Le mien ſeroit rongé de chagrins & de ſoins, D’autãt plus malheureux qu’on me le croiroit moins, Et lors qu’on envieroit ma grandeur importune.	Le mien serait rongé de chagrins et de soins, D'autant plus malheureux qu'on me le croirait moins, Et lors qu'on envierait ma grandeur importune.
Moy méme d’un Sujet j’envierois la fortune.	Moi -même d'un Sujet j'envierais la fortune.
CRESUS.	CRESUS.
Oüy, mon Fils, il eſt vray, les Rois ont leurs ennuis Je l’éprouve ſouvent tout heureux que je ſuis, A de ſoucis cuiſans leur Sceptre les engage, Mais de plus nobles ſoins occupent leur courage.	Oui, mon Fils, il est vrai, les Rois ont leurs ennuis Je l'éprouve souvent tout heureux que je suis, A de soucis cuisants leur Sceptre les engage, Mais de plus nobles soins occupent leur courage.
S’apliquer ſans relâche au bien de ſes Sujets, D’un Ennemy puiſſant confondre les projets, Pour témoin de ſes faits prendre toute une Armée, A ſon mérite ſeul devoir ſa renommée, Etre de l’Univers & l’amour & l’effroy, Voila, mon Fils, voila des ſoins dignes d’un Roy.	S'appliquer sans relâche au bien de ses Sujets, D'un Ennemi puissant confondre les projets, Pour témoin de ses faits prendre toute une Armée, À son mérite seul devoir sa renommée, Etre de l'Univers et l'amour et l'effroi, Voilà, mon Fils, voilà des soins dignes d'un Roi.
Son grand cœur n’admet point de moindre inquiétude, Le reſte eſt un plaiſir, & non pas une étude, Et l’amour, bas employ d’un cœur encor plus bas, Amuſe une grande ame, & ne l’occupe pas.	Son grand cœur n'admet point de moindre inquiétude, Le reste est un plaisir, et non pas une étude, Et l'amour, bas emploi d'un cœur encor plus bas, Amuse une grande âme, et ne l'occupe pas.
ATYS.	ATYS.
Je n’excuſeray point un amour qui vous bleſſe, Mais ſouvent les grands cœurs ont eu cette foibleſſe, Ces lieux jadis témoins d’un feu plus fortuné, Virent aux pieds d’Omphale Hercule proſterné.	Je n'excuserai point un amour qui vous blesse, Mais souvent les grands cœurs ont eu cette faiblesse, Ces lieux jadis témoins d'un feu plus fortuné, Virent aux pieds d'Omphale Hercule prosterné.
CRESUS.	CRESUS.
Je crains que vôtre ardeur ne vous ſoit plus fatale, Que ne luy fut honteux ſon amour pour Omphale.	Je crains que votre ardeur ne vous soit plus fatale, Que ne lui fut honteux son amour pour Omphale.
Un Grec de l’Etrangere eſt peut-étre l’Epoux.	Un Grec de l'Étrangère est peut-être l'Époux.
Juſqu’où vont les fureurs de ce Peuple jaloux?	Jusqu'où vont les fureurs de ce Peuple jaloux?
Helene vit pour elle armer toute la Gréce, Troye éteinte en ſentit la fureur vangereſſe;	Hélène vit pour elle armer toute la Grèce, Troie éteinte en sentit la fureur vengeresse;
Que ſçait-on fi ſes Rois de nouveau conjurez, Ne viendroient point punir vos feux mal aſſurez, Avec mille Vaiſſeaux vous ravir vótre proye, Et faire de Sardis une nouvelle Troye?	Que voit-on fi ses Rois de nouveau conjurés, Ne viendraient point punir vos feux mal assurés, Avec mille Vaisseaux vous ravir votre proie, Et faire de Sardis une nouvelle Troie?
Voulez-vous irriter des Peuples belliqueux, Aujourd’huy que je vay me liguer avec eux?	Voulez-vous irriter des Peuples belliqueux, Aujourd'hui que je vais me liguer avec eux?
Cyrus, Maître déja de toute la Médie, D’un œil ambitieux devore la Lydie;	Cyrus, Maître déjà de toute la Médie, D'un œil ambitieux dévore la Lydie;
Je veux le prévenir.	Je veux le prévenir.
L’Oracle conſulté, M’aſſure du ſuccés dont je me ſuis flaté;	L'Oracle consulté, M'assure du succès dont je me suis flatté;
Et s’il faut qu’à ſa voix l’évenement réponde, Je dois priver Cyrus de l’Empire du Mondé.	Et s'il faut qu'à sa voix l'événement réponde, Je dois priver Cyrus de l'Empire du Mondé.
N’allez donc pas, mon Fils, par d’indignes amours, Des Grecs contre moy ſeul tourner tous les ſecours, Et vous-méme ſervant d’obſtacle à ma victoire, M’arracher à la ſois mon repos & ma gloire.	N'allez donc pas, mon Fils, par d'indignes amours, Des Grecs contre moi seul tourner tous les secours, Et vous-même servant d'obstacle à ma victoire, M'arracher à la sois mon repos et ma gloire.
ATYS.	ATYS.
Ne craignez rien, Seigneur, pour vous, pour vos Etats, L’Etrangere, ny moy, ne les troublerons pas;	Ne craignez rien, Seigneur, pour vous, pour vos États, L'Étrangère, ni moy, ne les troublerons pas;
Elle n’y portera ny le rer liy la fatrie, Et ne fera, Seigneur, la guerſe qu’a mon ame.	Elle n'y portera ici le rer y la fatrie, Et ne fera, Seigneur, la guerse qu'a mon âme.
Verrez-vous ſans pitié ces combats douloureux Où malgré moy m’expoſe un amour malheureux?	Verrez-vous sans pitié ces combats douloureux Où malgré moi m'expose un amour malheureux?
Vous pourriez.	Vous pourriez.
CRESUS.	CRESUS.
Arreſtez, Je crains d’en trop entendre, Je ſens mon cœur pour vous trop facile & trop tendre;	Arrêtez, Je crains d'en trop entendre, Je sens mon cœur pour vous trop facile et trop tendre;
Peut-étre qu’à ma honte il pourroit accorder Tout ce que vos ſoûpirs m’oſeroient demander.	Peut-être qu'à ma honte il pourrait accorder Tout ce que vos soupirs m'oseraient demander.
C 1 Mon Fils, n’abuſez point icy de ma foibleſſe, Songez qu’à ce refus ma gloire s’intéreſſe, Et ne me forcez point d’aprouver un amour Dont ſans doute mon front rougiroit quelque jour.	Ç 1 Mon Fils, n'abusez point ici de ma faiblesse, Songez qu'à ce refus ma gloire s'intéresse, Et ne me forcez point d'approuver un amour Dont sans doute mon front rougirait quelque jour.
Etoufez une ardeur indigne de paraître;	Étoufez une ardeur indigne de paraître;
Maître du Mõde un jour n’ayez point d’autre Maître, Allez, & plus ſoûmis à la raiſon, à moy, Ceſſez d’aimer mon Fils, ou bien aimez en Roy.	Maître du Momme un jour n'ayez point d'autre Maître, Allez, et plus soumis à la raison, à moi, Cessez d'aimer mon Fils, ou bien aimés en Roi.
Fin du Second Acte.	Fin du Second Acte.
RETE III SCENE PREMIERE.	RETE III SCÈNE PREMIÈRE.
ATYS, LYCASTE.	ATYS, LYCASTE.
ATYS.	ATYS.
ON, il ne fut jamais de trahiſon plus noire, Mon cœur ne peut encor ſe réſoudte à te croire, Et de tout l’Univers l’affreux renverſement - Me ſeroit un ſujet d’un moindre étonnement.	ON, il ne fut jamais de trahison plus noire, Mon cœur ne peut encor se résoudte à te croire, Et de tout l'Univers l'affreux renversement - Me seroit un sujet un moindre étonnement.
Adraſte me trahit.	Adraste me trahit.
Apres ſa perfidie, Dieux!	Après sa perfidie, Dieux!
à qui deſormais faut-il que l’on ſe fie?	à qui désormais faut-il que l'on se fie?
Mais de tout par tes yeux t’es-tu bien éclaircy?	Mais de tout par tes yeux t'es-tu bien éclairci?
Tu t’es trompé peut-étre, & me trompes auſſy.	Tu t'es trompé peut-être, et me trompes aussi.
LYCASTE.	LYCASTE.
A en douter pius, j’ay vu cet Amij peu mecre Avec des yeux d’Amant regarder l’Etrangere, Luy parler en ſecret, s’attacher à ſes pas;	À en douter pius, j'ai vu cet Amijà cru peu Avec des yeux d'Amant regarder l'Étrangère, Lui parler en secret, s'attacher à ses pas;
Ses yeux, tout marque un cœur trop plein de ſes apas.	Ses yeux, tout marque un cœur trop plein de ses appâts.
ATYS.	ATYS.
Le Perfide!	Le Perfide!
En ſon ſang il lavera ſon crime, Perdons-le.	En son sang il lavera son crime, Perdons-le.
Amon courroux je dois cette victime.	Amon courroux je dois cette victime.
C iij Que veux-tu faire, Atys?	Ç Cijà Que veux-tu faire, Atys?
Luy-méme qu’a-t-il fait?	Lui-même qu'a-t-il fait?
Il aime l’Etrangere, eſt-ce un ſi grand forfait?	Il aime l'Étrangère, est-ce un si grand forfait?
Quel cœur en la voyant, eſt maiſtre de luy-méme?	Quel cœur en la voyant, est maître de notre-même?
Je la vis, je l’aimay.	Je la vis, je l'aimai.
Ses yeux l’ont veüe, il l’aime, Son cœur vient d’imiter la foibleſſe du mien, Mon amour doit icy juſtifier le ſien.	Ses yeux l'ont vue, il l'aime, Son cœur vient d'imiter la faiblesse du mien, Mon amour doit ici justifier le sien.
Mais quoy, l’Ingrat trahit l’amitié qui nous lie, Mes dons, ſa foy, l’honneur, & je le juſtifie?	Mais quoi, l'Ingrat trahit l'amitié qui nous lie, Mes dons, sa foi, l'honneur, et je le justifie?
Non, je dois à ſon crime un ſuplice eternel;	Non, je dois à son crime un supplice éternel;
Quand il tua ſon Frere, il fut moins criminel.	Quand il tua son Frère, il fut moins criminel.
Allons percer le cœur d’un Rival qui m’outrage, De l’Objet qui le charme arrachons en l’image, Et que ſon châtiment à ma fureur permis, Epouvante à jamais les perfides Amis.	Allons percer le cœur d'un Rival qui m'outrage, De l'Objet qui le charme arrachons en l'image, Et que son châtiment à ma fureur permis, Épouvante à jamais les perfides Amis.
LYCASTE.	LYCASTE.
Où courez-vous?	Où courez-vous?
Calmez ce tranſport de vangeanee Doutez-vous que le Roy, Seigneur, ne s’en offence;	Calmez ce transport de vengeane Doutez-vous que le Roi, Seigneur, ne s'en offense;
Adraſte eſt criminel.	Adraste est criminel.
Vous voulez le punir, Bornez vôtre courroux à le faire bannir.	Vous voulez le punir, Bornez votre courroux à le faire bannir.
ATYS.	ATYS.
Veux-tu par ſon exil que je me deshonore?	Veux-tu par son exil que je me déshonore?
out perfide qu’il eſt, je le chéris encorè.	out perfide qu'il est, je le chéris encor.
Dois-je pour ſatisfaire un tranſport amoureux, nſulter aux douleurs d’un Prince malheureux?	Dois-je pour satisfaire un transport amoureux, nsulter aux douleurs d'un Prince malheureux?
votre amitie paſſée, & la ſongue miſere, a gloire, la pitié, tout retient ma colere, t mon cœur ſe refuſe en cet inſtant fatal, e plaiſir de haïr, & de perdre un Rival.	votre amitié passée, et la songue misère, a gloire, la pitié, tout retient ma colère, t mon cœur se refuse en cet instant fatal, e plaisir de haïr, et de perdre un Rival.
LYCASTE.	LYCASTE.
lé bien, à vôtre amour préferez vôtre gloire, emportez ſur vous-méme une entiere victoire, irdonnez-luy ſon crime, & loin de le haïr.	lé bien, à votre amour préférez votre gloire, emportez sur vous-même une entière victoire, irdonnez-lui son crime, et loin de le haïr.
ATYS.	ATYS.
Moy, juſques à ce point je pourrois me trahir?	Moi, jusques à ce point je pourrais me trahir?
Il m’outrage, & mon cœur promt à luy faire grace;	Il m'outrage, et mon cœur promît à lui faire grâce;
Laiſſeroit à mes yeux triompher ſon audace?	Laisserait à mes yeux triompher son audace?
Non, c’eſt trop écouter la voix de l’amitié, Rien ne me retient plus, ny gloire, ny pitié, Il recevra de moy la peine qu’il merite.	Non, c'est trop écouter la voix de l'amitié, Rien ne me retient plus, notre gloire, ni pitié, Il recevra de moi la peine qu'il mérite.
Lycaſte, il eſt ingrat, il faut que je l’imite;	Lycaste, il est ingrat, il faut que je l'imite;
De ſon exemple affreux ſervons-nous contre luy, Et violons des droits qu’il viole aujourd’huy.	De son exemple affreux servons-nous contre lui, Et violons des droits qu'il viole aujourd'hui.
Mais, dy-moy, penſes-tu qu’à mes pleurs inſenſible, L’Etrangere à ſes vœux lort moms haccemble?	Mais, dis-moi, penses-tu qu'à mes pleurs insensible, L'Étrangère à ses vœux lort moments haccemble?
voncœur t’a-t-iiemole s’entendre avec le ſien?	voncœur t'a-t-iiemole s'entendre avec le sien?
Qu'as-tu vû?	Qu'as-tu vu?
Que crois-tu?	Que crois-tu?
Parle, & ne cache rien.	Parle, et ne cache rien.
LYCASTE.	LYCASTE.
Oüy, s’il vous faut, Seigneur, diie te que je penſe, pay erai apeleevon de leur incenigence, Et lire dans les yeux d’Adraſte ſatisfait, Qu'en s’efforçant de plaire, il plaiſoit en effet.	Oui, s'il vous faut, Seigneur, diie te que je pense, pai erai apeleevon de leur incénigence, Et lire dans les yeux d'Andraste satisfait, Qu'en s'efforçant de plaire, il plaisait en effet.
ATYS.	ATYS.
Ah Ciel!	Ah Ciel!
à ce diſcours je ne ſuis plus le méme, Il aima l’Etrangere, & l’Etrangere l’aime.	à ce discours je ne suis plus le même, Il aima l'Étrangère, et l'Étrangère l'aime.
L’aimer eſt un grand crime ;	L'aimer est un grand crime ;
en étre aimé, grands Dieux, Eſt de tous les forfaits le plus noir à mes yeux.	en être aimé, grands Dieux, Est de tous les forfaits le plus noir à mes yeux.
Ma fureur chancelante en eſt fortifiée, Et quoy qu’elle entreprenne, elle eſt juſtifiée.	Ma fureur chancelante en est fortifiée, Et quoi qu'elle entreprenne, elle est justifiée.
Feignons de n’aimer plus, pour apaiſer le Roy, Beut-eſtre que le temps.	Feignons de n'aimer plus, pour apaiser le Roi, Beut-être que le temps.
Mais il vient, je le voy.	Mais il vient, je le vois.
SCENE II.	SCÈNE II.
CRESVS, ATIS, LYCASIE, ARCAS.	CRESVS, ATIS, LYCASIE, ARCAS.
CRESUS.	CRESUS.
HE' bien, de mes conſeils quel ſuccés dois-je attendre, Mon Fils?	HÉ bien, de mes conseils quel succès dois-je attendre, Mon Fils?
A mes raiſons eſt-on preſt à ſe rendre?	À mes raisons est-on prêt à se rendre?
Voulez-vous me combler ou de joye, ou d’ennuy, Etre de mes vieux jours le ſuplice, ou l’apuy, Et dois-je vous parler indulgent, ou ſevere, Ou comme vôtre Maître, ou comme vôtre Pere?	Voulez-vous me combler ou de joie, ou d'ennui, Être de mes vieux jours le suplice, ou l'appui, Et dois-je vous parler indulgent, ou sévère, Ou comme votre Maître, ou comme votre Père?
Qu’avez-vous réſolu?	Qu'avez-vous résolu?
ATYS.	ATYS.
D’obeïr.	D'obéir.
CRESUS.	CRESUS.
liui, mion Fils, Qu’il m’eſt doux de vous voir ſouſcrire à mes avis, Et que de ſon erreur vótre ame revenuë En de honteux liens ne ſoit plus retenuë!	lui, myon Fils, Qu'il m'est doux de vous voir souscrire à mes avis, Et que de son erreur vótre âme revenue En de honteux liens ne soit plus retenue!
ATYS.	ATYS.
Un Pere a ſur ſon Fils un pouvoir abſolu, Et c’eſt aſſez pour moy que vous l’ayiez voulu?	Un Père a sur son Fils un pouvoir absolu, Et c'est assez pour moi que vous l'ayiez voulu?
CRESUS.	CRESUS.
Et c’eſt trop peu pour moy que cette obeïſſance Qui ſuit ſervilement les loix de la naiſſance.	Et c'est trop peu pour moi que cette obéissance Qui suit servilement les lois de la naissance.
Ce n’eſt point obeït, qu’obeïr par devoir, Je hais ces faux reſpects qu’arrache le pouvoir;	Ce n'est point obéir, qu'obéir par devoir, Je hais ces faux respects qu'arrache le pouvoir;
Un Fils dans tous les ſiens toûjours libre & ſincere.	Un Fils dans tous les siens toujours libre et sincère.
Ne doit point en Eſclave obeïr à ſon Pere, Mais il doit par amour ſe ranger ſous ſes loix, Et ſuivre la raiſon qui parle par ſa voix.	Ne doit point en Esclave obéir à son Père, Mais il doit par amour se ranger sous ses lois, Et suivre la raison qui parle par sa voix.
Je fais pourtant, mon Fils, grace à vôtre foibleſſe, C’eſt l’effet, je le voy, d’un reſte de tendreſſe, Pour aider vótre cœur à vaincre ſon amour, L’Etrangere à jamais ſort demain de la Cour.	Je fais pourtant, mon Fils, grâce à votre faiblesse, C'est l'effet, je le vois, d'un reste de tendresse, Pour aider vótre cœur à vaincre son amour, L'Étrangère à jamais sort demain de la Cour.
ATYS.	ATYS.
Quoy, vous pourriez, Seigneur, luy faire cet outrage?	Quoi, vous pourriez, Seigneur, lui faire cet outrage?
Voulez-vous l’expoſer aux périls d’un voyage?	Voulez-vous l'exposer aux périls d'un voyage?
Son rang & ſa beauté.	Son rang et sa beauté.
CRESUS.	CRESUS.
Mon Fils, ne craignez rien, Mon propre honneur m’engage à ménager le ſien;	Mon Fils, ne craignez rien, Mon propre honneur m'engage à ménager le sien;
J’ay tout préveu Par moy, chargé de ſa conduite, Adraſte aura le ſoin de marcher à ſa ſuite,	J'ai tout prévu Par moi, chargé de sa conduite, Adraste aura le soin de marcher à sa suite,
Adraſtre!	Adrastre!
ATYS.	ATYS.
CRESUS.	CRESUS.
Doutez-vous que pour vous & pour moys Son zele avec plaiſir n’accepte cet employ?	Doutez-vous que pour vous et pour mois Son zèle avec plaisir n'accepte cet emploi?
ATYS.	ATYS.
Seroit-il digne d’elle, & du Roy de Lydie, Qu'on la commît aux ſoins d’un Banny de Phrigie?	Serait-il digne d'elle, et du Roi de Lydie, Qu'on la commît aux soins d'un Banni de Phrigie?
CRESUS.	CRESUS.
Depuis quand contre luy tenez-vous ce diſcours?	Depuis quand contre grands tenez-vous ce discours?
Ne vous ſeroit-il plus ce qu’il vous fut toûjours?	Ne vous serait-il plus ce qu'il vous fut toujours?
N'eſt-il plus cet Amy toûjours ferme & ſolide, Si fidelle.	N'est-il plus cet Ami toujours ferme et solide, Si fidèle.
ATYS.	ATYS.
Il n’en fut jamais de plus perfide.	Il n'en fut jamais de plus perfide.
CRESUS.	CRESUS.
o ciel.	ô ciel.
que dites-vous, & que dois-je penſet?	que dites-vous, et que dois-je penset?
Expliquez-vous?	Expliquez-vous?
Parlez?	Parlez?
ATYS.	ATYS.
Daignez m’en diſpenſer, Mais ſi de quelque égard vótre bonté m’honore, Epargnez-moy l’ennuy de le revoir encore.	Daignez m'en dispenser, Mais si de quelque égard votre bonté m'honore, Épargnez-moi l'ennui de le revoir encore.
CRESUS.	CRESUS.
Dans quel étonnement plongez-vous mes eſprits?	Dans quel étonnement plongez-vous mes esprits?
Sa préſence vous bleſſe!	Sa présence vous blesse!
Eſt-ce haine, ou mépris?	Est-ce haine, ou mépris?
Croiray-je vôtre plainte injuſte, ou légitime?	Croirai-je votre plainte injuste, ou légitime?
Pour vous juſtifier, aprenez-moy ſon crime.	Pour vous justifier, apprenez-moi son crime.
Je le voy, ſes malheurs ont peut-étre aujourd’huy Fatigué les bontez que vous eûtes pour luy.	Je le vois, ses malheurs ont peut-être aujourd'hui Fatigué les bontés que vous eûtes pour toujours.
Fils de Roy, n’ayez pas une ame ſi commune, Il faut des Malheureux reſpecter l’infortune, Et touchez d’un malheur qui peut tomber ſur nous, En eux des Immortels revérer le courroux.	Fils de Roi, n'ayez pas une âme si commune, Il faut des Malheureux respecter l'infortune, Et touchez d'un malheur qui peut tomber sur nous, En eux des Immortels revérer le courroux.
Si vôtre amitié laſſe inſulte à ſa miſere, Rougiſſez d’un diſcours digne de ma colere;	Si votre amitié lasse insulte à sa misère, Rougissez d'un discours digne de ma colère;
Craignez celle des Dieux contre Adraſte irritez, Vous méritez ſes maux quand vous leur inſultez	Craignez celle des Dieux contre Adaste irrités, Vous méritez ses maux quand vous leur insultez
ATYS.	ATYS.
J'oublirois à ce point vôtre exemple, & ma gloire?	J'oublirais à ce point votre exemple, et ma gloire?
Ah, vous vous faites tort, ſi vous pouvez le croire.	Ah, vous vous faites tort, si vous pouvez le croire.
Devez-vous concevoir ces indignes ſoupçons 1 Contre un Fils dés l’abſence inſtruit par vos leçons?	Devez-vous concevoir ces indignes soupçons 1 Contre un Fils dès l'absence instruit par vos leçons?
Fidelle à la vertu que vous m’avez tracée, Mon cœur ne dément point ſa conduite paſſée.	Fidèle à la vertu que vous m'avez tracée, Mon cœur ne dément point sa conduite passée.
D’un trop juſte dépit contre Adraſte animé, J’ay lieu de le haïr autant que je l’aimay Quoy qu’un pareil diſcours vous paroiſſe incroyable, Puis que je vous le tiens, croyez.	D'un trop juste dépit contre Andraste animé, J'ai lieu de le haïr autant que je l'aimai Quoi qu'un pareil discours vous paraisse incroyable, Puis que je vous le tiens, croyez.
le veritable.	le véritable.
Ne me demandez pas des témoins ſuperfſus, La parole d’Atys doit ſuffire à Créſus.	Ne me demandez pas des témoins superfsus, La parole d'Atys doit suffire à Crésus.
CRESUS.	CRESUS.
mhe fumt, Je croy ra peme Iegititne;	mhe fumt, Je crois ra peme Iegititne;
Mais dois-je le punir, ſi j’ignore ſon crime?	Mais dois-je le punir, si j'ignore son crime?
Ma gloire, & non la vôtre, exige un mot de vous;	Ma gloire, et non la vôtre, exige un mot de vous;
Ce mot juſtifira ſa peine, & mon courroux.	Ce mot justifira sa peine, et mon courroux.
Adraſte arrive.	Adraste arrive.
Prince, mon Fils murmure, & ſe plaint qu’on l’ofleſe, Venez-vous l’apaiſer par quelque déference?	Prince, mon Fils murmure, et se plaint qu'on l'oflese, Venez-vous l'apaiser par quelque déférence?
Le courroux des Amis eſt facile à calmer, Il eſt prompt à s’éteindre, & lent à s’alumer;	Le courroux des Amis est facile à calmer, Il est prompt à s'éteindre, et lent à s'alumer;
Reüniſſez vos cœurs par des nœuds plus fidelles, L’amitié renoüée a des forces nouvelles.	Réunissez vos cœurs par des nœuds plus fidèles, L'amitié renoüée a des forces nouvelles.
Je ne veux point géner vos éclairciſſemens;	Je ne veux point géner vos éclaircissements;
Lycaſte, ſois témoin de leurs embraſſemens.	Lycaste, sois témoin de leurs embrassements.
Il ſort.	Il sort.
SCENE III.	SCÈNE III.
ADRASTE, ATYS, LYCASTE.	ADRASTE, ATYS, LYCASTE.
ADRASTE.	ADRASTE.
QUoy, Seigneur, croyez-vous.	QUoi, Seigneur, croyez-vous.
ATYS.	ATYS.
Je croy ce qu’il faut croire.	Je crois ce qu'il faut croire.
Ne vous excuſez point, Prince, pour vôtre gloire;	Ne vous excusez point, Prince, pour votre gloire;
Votre crime eſt moins grãd, ſi vous l’excuſez moins, De vótre ingratitude on a de ſeûrs témoins, Vôtre aſſurance en vain m’oblige à vous répondre, Vous ne méritez pas qu’on daigne vous confondre, Votre exemple odieux nuiroit a ces Etats, Sortez-en.	Votre crime est moins grand, si vous l'excusez moins, De votre ingratitude on a de sûrs témoins, Votre assurance en vain m'oblige à vous répondre, Vous ne méritez pas qu'on daigne vous re, Votre exemple odieux nuirait à ces États, Sortez-en.
C’eſt ainſy qu’on punit les Ingrats.	C'est ainsi qu'on punit les Ingrats.
Atys ſort.	Attys sort.
SCENE IV.	SCÈNE IV.
ADRASTE ſeul.	ADRASTE seul.
QUoy, quand me reprochãt un trop juſte ſilence, je viens de mon amour luy faire confidence, Atys m’apelle ingrat!	QUoi, quand me reprochant un trop juste silence, je viens de mon amour lui faire confidence, Atys m'appelle ingrat!
Dieux, témoins de ma foy, vous ſçavez ſi jamais on le fut moins que moy.	Dieux, témoins de ma foi, vous savez si jamais on le fut moins que moi.
Helas!	Hélas!
parmy les maux dont l’horreur m’environne, Je n’avois pour tout bien que le cœur d’Héſione, Et Et ce bien acheté par de longues douleurs, Eſt la ſource aujourd’huy de mes nouveaux malheurs.	parmi les maux dont l'horreur m'environne, Je n'avais pour tout bien que le cœur d'Hésione, Et Et ce bien acheté par de longues douleurs, Est la source aujourd'hui de mes nouveaux malheurs.
Car enfin je le vois, inſtruit de ma tendreſſe, Atys veut m’éloigner des yeux de ma Princeſſe.	Car enfin je le vois, instruit de ma tendresse, Atys veut m'éloigner des yeux de ma Princesse.
Eſt-ce ainſy que l’on traite un Amy malheureux?	Est-ce ainsi que l'on traite un Ami malheureux?
Ah!	Ah!
Prince, je croyois Atys plus genéreux, Et quoy qu’à ſon amour, quoy qu’à ſa haine en bute, J’expoſerois pour luy ces jours qu’il perſécute.	Prince, je croyais Atys plus généreux, Et quoi qu’à son amour, quoi qu’à sa haine en bute, J'exposerais pour lui ces jours qu'il persécute.
Fuyons.	Fuyons.
Mais pourquoy fuir?	Mais pourquoi fuir?
Dois-je attendre du Sort De vivre encore aſſez pour chercher loin la mort.	Dois-je attendre du Sort De vivre encore assez pour chercher loin la mort.
Ma perte eſt le ſeul but où tend vôtre injuſtice.	Ma perte est le seul but où tend votre injustice.
Atys, que vous importe en quels lieux je périſſe?	Atys, que vous importe en quels lieux je périsse?
Permetez-moy du moins d’expirer en ces lieux:	Permetez-moi du moins d'expirer en ces lieux:
D’un ſpéctacle ſi doux pourquoy priver vos yeux?	D'un spéctacle si doux pourquoi priver vos yeux?
