TNETIROL.	TNETIROL.
Ses deſirs amoureux furent là terminez;	Ses désirs amoureux furent là terminés;
De rage il écumoit, & ſe fronçoit le nez;	De rage il écumait, et se fronçait le nez;
Elles prenoient plaiſir de luy tirer la leure, Et d’arracher le poil de ſa barbe de cheure, Riant de ſa colere, & de ſes vains efforts Dont en ſe debatant il agitoit ſon corps;	Elles prenaient plaisir de lui tirer la lèvre, Et d'arracher le poil de sa barbe de chèvre, Riant de sa colère, et de ses vains efforts Dont en se débattant il agitait son corps;
Diante plus folaſtre, & d’une humeur plus gaye Feignit d’auoir deſſein de luy faire une playe Qui le rendiſt Eunuque & la ſerpette en main, Elle approcha de luy le trenchant inhumain;	Diante plus folâtre, et d'une humeur plus gaie Feignit d'avoir dessein de reste faire une plaie Qui le rendît Eunuque et la serpette en main, Elle approcha de lui le trenchant inhumain;
Il s’écria ſi haut que les Nymphes frémirent, (rẽt;	Il s'écria si haut que les Nymphes frémirent, (rent;
Brue cruinte, & d’horreur dans leurs antres s’enfuiSes longs gemiſſemans durerent toute nuit.	Brue cruinte, et d'horreur dans leurs antres s'enfuières longs gémissemants durèrent toute nuit.
Et ſur le point du jour Pan accourut au bruit De cent faunes ſuiuy qui mirent en riſée, L’accident du Satyre, & ſa flame abusée.	Et sur le point du jour Pan accourut au bruit De cent faunes suivi qui mirent en risée, L'accident du Satyre, et sa flamme abusée.
Cherile	Chérile
HERILE auoit fait connoiſtre Iqu’il étoit à la fin de ſon chant, & Aminte ſe diſpoſoit a declarer victorieux celuy qui à ſon gré auoit le mieux dit quand il s’éleua un murmure parmy les bergers qui reconnoiſſans la tromperie dont Cherile auoit voulu uſer luy demanderent depuis quand il auoit compoſé ce bel ouurage;	HÉRILE avait fait connaître Iqu'il était à la fin de son chant, et Aminte se disposait à déclarer victorieux celui qui à son gré avait le mieux dit quand il s'éleva un murmure parmi les bergers qui reconnaissant la tromperie dont Chérile avait voulu user Seigneur demandèrent depuis quand il avait composé ce bel ouvrage;
il leur répondit que c’étoit ſon dernier trauail, & qu’il l’auoit acheué le jour d’auparauant;	il leur répondit que c'était son dernier travail, et qu'il l'avait achevé le jour d'auparavant;
alors ils l’enuironnerent auecque de grandes riſées, & luy firent auoüer que c’étoit une inuention du paſteur Ornin qui s’étant treuué preſent en cette compagnie aſſura qu’il y auoit plus d’un an que ſes amis l’auoient veuë, & qu’ils pourroient eſtre témoins de cette verité ſi Cherile luy-meſme ne confeſſoit ſon impoſture, & qu’il n’y auoit changé que fort peu de paroles pour déguiſer un peu ce qu’il auoit derobé:	alors ils l'environnèrent auecque de grandes risées, et lui firent auoüer que c'était une invention du pasteur Ornin qui s'étant trouvé présent en cette compagnie assura qu'il y avait plus d'un an que ses amis l'avaient vue, et qu'ils pourraient être témoins de cette vérité si Cherile lui-même ne confessait son imposture, et qu'il n'y avait changé que fort peu de paroles pour déguiser un peu ce qu'il avait derobé:
Amidor emporta le pris de la diſpute, & l’un des bergers qui parmy ſes compagnons n’auoit pas la reputation d’eſtre le plus triſte s’auiſa de faire une couronne de chardons qu’il vint mettre par derriere ſur la teſte de Cherile qui ſe voyant moqué, & ne pouuant plus ſouffrir les éloges que par dériſion on luy donnoit, vomit quelques injures, & prenant ſa courſe entre des buiſſons s’éloigna de la veuë de ceux à qui il n’auoit pu cacher ſon impertinence.	Amidor emporta le pris de la dispute, et l'un des bergers qui parmi ses compagnons n'avait pas la réputation d'être le plus triste s'avisa de faire une couronne de chardons qu'il vint mettre par derrière sur la tête de Chérile qui se voyant moqué, et ne pouvant plus souffrir les éloges que par dérision on avait donnait, vomit quelques injures, et prenant sa course entre des buissons s'éloigna de la vue de ceux à qui il n'avait pu cacher son impertinence.
Cette belle troupe continua ſa promenade, & n’eut pas beaucoup auancé qu’elle apperçeut un berger qui chaſſant deuant luy un jeune toreau couronné de fleurs faiſoit pareſtre à ſa conlu jo je quinauorc aueuui, ce faſis prendre garde à ceux qui venoient deuers luy ſe donnoit entieremant à l’entretien de ſes gayes penſées;	Cette belle troupe continua sa promenade, et n'eût pas beaucoup avancé qu'elle aperçut un berger qui chassant devant avoir un jeune toreau couronné de fleurs faisait paraître à sa conl jo je quinavorc aueuui, ce fasis prendre garde à ceux qui venaient devers lui se donnait entièremant à l'entretien de ses gagnes pensées;
il ſe fuſt éloigné d’eux ſi Ergaſte l’ayant réconnu pour Ardemon ne l’euſt appellé, il vint auſſitoſt a luy, & ſaluant toute l’aſſemblée recita de quelle façon il venoit de vaincre le préſomptueux Armille au jugemant du paſteur Melibée, qui ſ'étoit rendu arbitre de la diſpute qu’ils auoient euë enſemble à qui chanteroit le mieux, & que le toreau étoit le pris de ſa victoire:	il se fût éloigné d'eux si Érgaste l'ayant réconnu pour Ardémon ne l'eût appelé, il vint aussitôt a lui, et salant toute l'assemblée récita de quelle façon il venait de vaincre le présomptueux Armille au jugement du pasteur Melibée, qui s'était rendu arbitre de la dispute qu'ils avaient eue ensemble à qui chanterait le mieux, et que le toreau étoit le pris de sa victoire:
cet Armille étoit fort remarquable pour ſa vanité;	cet Armille était fort remarquable pour sa vanité;
il n’auoit que l’apparence de bon eſprit, toutes ſes actions étoient pleines d’artifice, & l’ignorance étoit ce qu’il auoit de plus naturel, toutefois ſes paroles recherchées, & pronõcées auecque affectation en abuſoient pluſieurs qui ne prenans pas la peine de penetrer plus auant jugeoient auantageuſemant de ſa capacité;	il n'avait que l'apparence de bon esprit, toutes ses actions étaient pleines d'artifice, et l'ignorance était ce qu'il avait de plus naturel, toutefois ses paroles recherchées, et pronõcées avec affectation en abusaient plusieurs qui ne prenants pas la peine de pénétrer plus avant jugeaient avantageusemant de sa capacité;
l’affeterie de ſon entretien paſſoit pour éloquence, & la bonne opinion qu’il auoit de luymeſme luy tenoit lieu d’une ſçience tres-profonde:	l'afféterie de son entretien passait pour éloquence, et la bonne opinion qu'il avait de Seigne ur tenoit lieu d'une sience très-profonde:
chacun fut bien aiſe que l’on euſt abbaiſſé ſon arrogance, & d’une commune vois Ardemon fut prié de redire les vers qui luy auoient donné cet auentage deſſus ſon ennemy:	chacun fut bien aise que l'on eût abaissé son arrogance, et d'une commune vois Ardémon fut prié de redire les vers qui lui avaient donné cet aventage dessus son ennemi:
il ne put refuſer une choſe ſi juſte;	il ne put refuser une chose si juste;
c’eſt un nouueau trofée qu’il doit éleuer pour honnorer ſon triomphe, la gloire qui n’eſt point publiée demeure ſans éclat, & nous eſt inutile;	c'est un nouveau trofée qu'il doit élever pour honorer son triomphe, la gloire qui n'est point publiée demeure sans éclat, et nous est inutile;
les bergers ſe mirent en rond, & aſſis deſſus des gazons pour l’écouter, ils oüyrent ces paroles.	les bergers se mirent en rond, et assis dessus des gazons pour l'écouter, ils ouïrent ces paroles.
LES MOISSONNEVRS.	LES MOISSONNEURS.
La Ialouſie de Philene.	La Jalousie de Philène.
EGLOGVE IX.	ÉGLOGUE IX.
ARDEMON.	ARDEMON.
A campagne, les prez, les antres, les ruiſſeaux, LEt les ſombres foreſts retraites des oyſeaux;	À campagne, les prés, les antres, les ruisseaux, LEt les sombres forêts retraites des oiseaux;
Les deſerts où Diane exerce ſes myſteres;	Les déserts où Diane exerce ses mystères;
L’innocence qui régne en ces lieux ſolitaires,	L'innocence qui règne en ces lieux solitaires,
Et la paix qui florit dedans ce beau ſejour N’exentent point les cœurs des trauerſes d’Amour;	Et la paix qui florit dedans ce beau séjour N'exentent point les cœurs des traverses d'Amour;
Ce tyran des eſpris va meſme ſous les ondes Echauffer des Tritons les troupes vagabondes;	Ce tyran des épris va même sous les ondes Échauffer des Tritons les troupes vagabondes;
Rien ne peut éuiter la douceur de ſes coups;	Rien ne peut éviter la douceur de ses coups;
Les oyſeaux parmy l’air le ſeruent comme nous;	Les oiseaux parmi l'air le servent comme nous;
C’eſt par luy qu’icy bas toute choſe reſpire:	C'est par autre qu'ici bas toute chose respire:
Tout fléchit ſous ſes lois;	Tout fléchit sous ses lois;
tout connoiſt ſon Empire;	tout connaît son Empire;
Iadis au ſiecle d’or quand tout étoit commun, Que les biens à ſouhait enuironnoient chacun, Et que l’egalité de la nature humaine Exentoit les mortels de trauail, & de peine L’Amour ſans artifice étoit plein de douceur;	Jadis au siècle d'or quand tout était commun, Que les biens à souhait environnaient chacun, Et que l'égalité de la nature humaine Exentait les mortels de travail, et de peine L'Amour sans artifice était plein de douceur;
Chacun de ſon deſir ſe voyoit poſſeſſeur, Soit ſur le bord d’un fleuue, ou dedans un bocage;	Chacun de son désir se voyait possesseur, Soit sur le bord d'un fleuve, ou dedans un bocage;
Soit que l’obſcurité de quelque antre ſauuage Seruiſt à ſes plaiſirs, & le rendiſt heureux;	Soit que l'obscurité de quelque antre sauvage Servist à ses plaisirs, et le rendît heureux;
Rien ne trauerſoit lors le bien des Amoureux;	Rien ne traversait lors le bien des Amoureux;
Mais depuis que la fraude eſt Reyne de la terre;	Mais depuis que la fraude est Reine de la terre;
ue le pere & le fils ſe declarent la guerre, Et qu’on voit ſans pitié les peuples inhumains OZer dedans le meurtre enſanglanter leurs main, Il permet chaque jour que l’aſpre jalouſie Vienne des Amoureux troubler la fantaiſie;	Que le père et le fils se déclarent la guerre, Et qu'on voit sans pitié les peuples inhumains OZer dedans le montre ensanglanter leurs main, Il permet chaque jour que l'âpre jalousie Vienne des Amoureux troubler la fantaisie;
C’eſt de là que les Cieux voyent naiſtre icy bas Guerres, ſeditions, querelles, & combas;	C'est de là que les Cieux voient naître ici bas Guerres, séditions, querelles, et combas;
De là vint autrefois le pillage de Troye;	De là vint autrefois le pillage de Troie;
C’eſt une paßion qui nous priue de joye,	C'est une passion qui nous prive de joie,
Et tragique aux effets que ſa fureur produit Fait perir de langueur celuy qu’elle pourſuit, Et nourrit une rage en ſes chaudes entrailles;	Et tragique aux effets que sa fureur produit Fait périr de langueur celui qu'elle poursuit, Et nourrit une rage en ses chaudes entrailles;
Elle emplit l’uniuers de triſtes funerailles, Et les meilleurs amis touchez de ſon poiſon Font enſemble diuorce, & perdent la raiſon;	Elle emplit l'univers de tristes funérailles, Et les meilleurs amis touchés de son poison Font ensemble divorce, et perdent la raison;
Philene à ſon malheur en fit l’experience Lors que dans ſa fureur porté de violence, Il fit voir à quel point un Amoureux jalous Peut deſſus ſes riuaux étendre ſon courous.	Philène à son malheur en fit l'expérience Lors que dans sa fureur porté de violence, Il fit voir à quel point un Amoureux jalous Peut dessus ses rivaux étendre son courous.
Durant le chaud du jour quand dedans la prairie Deſſous la canicule on voit l’herbe fleſtrie, Et de ſoif languiſſante à terre ſe pancher, Et que les animaux vont l’ombrage chercher, De jeunes moiſſonneurs jettant gerbe ſur gerbe Au deuant du Soleil s’étoient mis deſſus l’herbe, Au bord du meſme champ qui les auoit laſſeZ Du grand nombre d’épics qu’ils auoient renuerſeZ;	Durant le chaud du jour quand dedans la prairie Dessous la canicule on voit l'herbe flétrie, Et de soif languissante à terre se pencher, Et que les animaux vont l'ombrage chercher, De jeunes moissonneurs jetant gerbe sur gerbe Au devant du Soleil s'étaient mis dessus l'herbe, Au bord du même champ qui les avait lasseZ Du grand nombre d'épics qu'ils avaient renuerseZ;
La terre leur ſeruoit, & de ſiege, & de table, Et commençoient d’y prendre un repas délectable, LorſqueThoinon ſuruint, Thoinon dõt l’œil vainqueur Triomphoit de Philene, & poſſedoit ſon cœur;	La terre leur servait, et de siège, et de table, Et commençaient d'y prendre un repas délectable, LorsqueThoinon survint, Thoinon dont l'œil vainqueur Triomphait de Philène, et possédait son cœur;
Cette Belle en riant s’approcha de la troupe Qui gaye fit tourner de main en main la coupe;	Cette Belle en riant s'approcha de la troupe Qui gaie fit tourner de main en main la coupe;
Philene toutefois deuint tout éperdu;	Philène toutefois devint tout éperdu;
Il voit un changemant qu’il n’a pas attendu;	Il voit un changemant qu'il n'a pas attendu;
Cette belle Thoinon dißimulant la flame, Et la ſincere amour qu'elle auoit dedans l’ame	Cette belle Thoinon dissimulant la flamme, Et la sincère amour qu'elle avait dedans l'âme
En careſſoit un autre, & prudente cherchoit De mettre en ſeureté le feu qu’elle cachoit;	En caressait un autre, et prudente cherchait De mettre en sûreté le feu qu'elle cachait;
C’étoit un moiſſonneur qui ſoupiroit pour elle, Et la trouuoit toujours inſenſible, & cruelle;	C'était un moissonneur qui soupirait pour elle, Et la trouvait toujours insensible, et cruelle;
Philene renfrogné tenoit les yeux ſur luy, Et ſe ſentant preßé d’un violent ennuy Il ſe trouble, il enrage, & paſlit de colere;	Philène renfrogné tenait les yeux sur lui, Et se sentant pressé d'un violent ennui Il se trouble, il enrage, et pâlit de colère;
Sa paßion s’augmente, & ne pouuant plus taire Le dépit de ſon cœur accablé de ſouci Ialous, & plein de fiel il ſe découure ainſi.	Sa passion s'augmente, et ne pouvant plus taire Le dépit de son cœur accablé de souci Jalous, et plein de fiel il se découvre ainsi.
Qui pourroit ſouffrir dauentage Que ton impertinent langage Rauiſt auec impunité Les heures que cette Beauté Deſtinoit pour un dont la grace D’autant te ſurmonte, & te paſſe Que ces beaux ſeigles vallent mieux Que le chardon qui dans ces lieux Tombe par fois ſous la faucille?	Qui pourrait souffrir daventage Que ton impertinent langage Ravit avec impunité Les heures que cette Beauté Destinait pour un dont la grâce D'autant te surmonte, et te passe Que ces beaux seigles valent mieux Que le chardon qui dans ces lieux Tombe par fois sous la faucille?
Veux-tu ſéduire cette fille?	Veux-tu séduire cette fille?
Si tu joüis de tes deſirs, Et ſi comblé de cent plaiſirs Cette Belle enfin te careſſe, Et ſe donne à toy pour maitreſſe, Luy promets-tu quelque autre fruit ue la pauureté qui te ſuit?	Si tu jouis de tes désirs, Et si comblé de cent plaisirs Cette Belle enfin te caresse, Et se donne à toi pour maîtresse, Lui promets-tu quelque autre fruit ue la pauvreté qui te suit?
Laiſſe une entrepriſe ſi vaine où tu perdras toujours tu peine;	Laisse une entreprise si vaine où tu perdras toujours tu peine;
Penſe que ton ſot entretien Près d’elle ne te ſert de rien;	Pense que ton sot entretien Près d'elle ne te sert de rien;
Inſensé retourne à l’ouurage, Et croy que c’eſt à ton dommage Qu'elle arreſte ſur toy les yeux.	Insensé retourne à l'ouvrage, Et crois que c'est à ton dommage Qu'elle arrête sur toi les yeux.
A peine il acheuoit ces mots injurieux, Le ſaiſit au collet pour vanger cet outrage;	À peine il achevait ces mots injurieux, Le saisit au collet pour venger cet outrage;
Tels que dans les pâtis au milieu des troupeaux On voit pleins de fureur combatre deux toreaux, Ces jeunes moiſſonneurs ardens en leur querelle Se donnerent la charge aux yeux de la pucelle, Qui juge du combat ne ſçauoit en ſon cœur Deſirer qui des deux demeureroit vainqueur;	Tels que dans les pâtis au milieu des troupeaux On voit pleins de fureur combattre deux toreaux, Ces jeunes moissonneurs ardents en leur querelle Se donnèrent la charge aux yeux de la pucelle, Qui juge du combat ne savait en son cœur Désirer qui des deux demeurerait vainqueur;
Cependant les amis de paroles s’aigrirent, Et prenans tous party furieux ſe batirent A grands coups de faucille, & de rudes cailloux Que le ſort leur complice offroit à leur couroux;	Cependant les amis de paroles s'aigrirent, Et prenants tous parti furieux se bâtirent À grands coups de faucille, et de rudes cailloux Que le sort leur complice offrait à leur courroux;
Le Soleil arriuant au bout de ſa carriere Laiſſa dedans les eaux abiſmer ſa lumiere, Deuant que le combat fuſt à ſa fin conduit;	Le Soleil arrivant au bout de sa carrière Laissa dedans les eaux abîmer sa lumière, Deuant que le combat fût à sa fin conduit;
Il deuint plus ſanglant dans l’horreur de la nuit;	Il devint plus sanglant dans l'horreur de la nuit;
Philene, & ſon riual deſſus le champ moururent;	Philène, et son rival dessus le champ moururent;
D’autres attenüeZ des playes qu’ils reçeurent Languirent quelque temps deuant que de mourir, Mais un ſemblable ſort les fit enfin perir, Et pas un ne reſta pour dire la nouuelle, Car meſme au landemain quand la lumiere appelle	D'autres atténuez des plaies qu'ils recevrent Languirent quelque temps devant que de mourir, Mais un semblable sort les fit enfin périr, Et pas un ne resta pour dire la nouvelle, Car même au landemain quand la lumière appelle
Les hommes au trauail, on vid parmy les morts La gentille Thoinon qui giſoit ſur le corps De ſon amy Philene, & paſle de viſage Auoit fait comme luy le funeſte voyage Des riues du Cocyte où le dueil, & les pleurs, Et les gemiſſemans aigriſſent les douleurs;	Les hommes au travail, on vit parmi les morts La gentille Thoin qui gît sur le corps De son ami Philène, et pâle de visage Avait fait comme lui le funeste voyage Des rives du Cocyte où le deuil, et les pleurs, Et les gémissemands aigrissent les douleurs;
Où l’air eſt toujours trouble, & l’eau ſale & bourbeuſe, Où la meilleure vie eſt beaucoup ennuyeuſe;	Où l'air est toujours trouble, et l'eau sale et bourbeuse, Où la meilleure vie est beaucoup ennuyeuse;
Où les plus belles fleurs ſont de mauuaiſe odeur;	Où les plus belles fleurs sont de mauvaise odeur;
Où tout eſt par excez, ſoit l’incroyable ardeur Des braſiers éternels qui brulent le coupable;	Où tout est par excès, soit l'incroyable ardeur Des brasiers éternels qui brûlent le coupable;
Soit des eſtangs glacez le froid inſuportable Qui punit l’auarice, & les großiers eſpris ui de l’amour des vers ne ſont jamais épris, Le monde s’étonna d’une telle auenture Qui ſeroit inconnuë à la race future, Si Pluton n’euſt enfin à Philene permis De la venir conter à l’un de ſes amis;	Soit des étangs glacés le froid insuportable Qui punit l'avarice, et les grossiers épris ui de l'amour des vers ne sont jamais épris, Le monde s'étonna d'une telle aventure Qui serait inconnue à la race future, Si Pluton n'eût enfin à Philène permis De la venir conter à l'un de ses amis;
Couuert de mainte playe, & cheminant à peine D’un coup dont ſon riual l’auoit bleßé dans l’aine, Triſte, greſle, défait, & debile en ſa vois N’étant plus que de nom ce qu’il fut autrefois, Il reuint une nuit de ces demeures ſombres Où l’infernal nocher paſſe toutes les ombres, Et ſoudain qu’il eut dit ce qui s’étoit paßé Ce fantoſme gémit, & des Parques preßé S’éuanoüit en l’air, & reduit en fumée Alla prendre aux enfers ſa place accouſtumée.	Couvert de mainte plaie, et cheminant à peine D'un coup dont son rival l'avait blevé dans l'aine, Triste, grêle, défait, et débile en sa vois N'étant plus que de nom ce qu'il fut autrefois, Il revint une nuit de ces demeures sombres Où l'infernal nocher passe toutes les ombres, Et soudain qu'il eut dit ce qui s'était paysé Ce fantôme gémit, et des Parques pressé Séuanoüit en 'air, et réduit en fumée Alla prendre aux enfers sa place accoutumée.
HACVN pareſſoit attentif aux dous accens de la vois d’Ardemon, & quand il finit, faiſant taire pareillemant auecque luy les foreſts que ſon chant auoit fait reſoner, déja le Soleil s’abaiſſoit, & demy-caché derriere la pointe d’une montagne dardoit quelques foibles rayons, & ne doroit plus que la cime des arbres;	HACUN paressait attentif aux dous accents de la vois d'Ardémon, et quand il finit, faisant taire pareillemant Seigne ur les forêts que son chant avait fait résoner, déjà le Soleil s'abaissait, et demi-caché derrière la pointe d'une montagne dardait quelques faibles rayons, et ne dorait plus que la cime des arbres;
en peu de temps les reſtes du jour ſe diſſiperent;	en peu de temps les restes du jour se dissipèrent;
les cigales ne ſe faiſoient plus oüir dans la campagne;	les cigales ne se faisaient plus ouïr dans la campagne;
les petis grillons amoureux des ombres de la nuit commençoient de chanter à leur tour, & déja tous les oyſeaux s’étoient retirez dans leurs vertes demeures, horſmis les chauue-ſouris qui ſe réueillant à l’heure que tous les autres ſe laiſſent charmer des douceurs du ſommeil prenoient plami de voler dans l’agreable ſilence des tenebres:	les petis grillons amoureux des ombres de la nuit commençaient de chanter à leur tour, et déjà tous les oiseaux s'étaient retirés dans leurs vertes demeures, hormis les chauve-souris qui se réueillant à l'heure que tous les autres se laissent charmer des douceurs du sommeil prenaient plami de voler dans l'agréable silence des ténèbres:
on prit congé de Menalque qui remettant Anaximene en la garde de ſon amy Tamaris retourna au petit pas dedans ſon antre ſolitaire.	on prit congé de Ménalque qui remettant Anaximène en la garde de son ami Tamaris retourna au petit pas dedans son antre solitaire.
Les bergers ſe retirerent en leurs hameaux auecque reſolution de continuer une ſi douce vie;	Les bergers se retirèrent en leurs hameaux auecque résolution de continuer une si douce vie;
mais la fortune enuieuſe de leurs plaiſirs, & ne pouuant ſouffrir que les hommes joüyſſent d’une ſi grande felicité hors l’étenduë de ſon empire, les voulut troubler en de ſi beaux exercices, & ne leur permit pas de s’y entretenir plus long-temps ſans eſtre interrompus;	mais la fortune envieuse de leurs plaisirs, et ne pouvant souffrir que les hommes joüyssent plus longtemps sans être interrompus l'étendue de son empire, les voulut troubler en de si beaux exercices, et ne leur permit pas de s'y entretenir plus longtemps sans être interrompus;
le temps du ſommeil étoit arriué, & la nuit auecque ſes aiſles humides auoit aſſoupy la plus grande partie des hommes, vous ne fuſtes pas du nombre, ô Aminte, la maladie qui a toujours les yeux ouuerts vous en empeſcha;	le temps du sommeil était arrivé, et la nuit avec ses ailes humides avait assoupi la plus grande partie des hommes, vous ne fûtes pas du nombre, ô Aminte, la maladie qui a toujours les yeux ouverts vous en empêcha;
une fiéure vous ſurprit, mais helas!	une fié vous surprit, mais hélas!
ce ne fut pas à vous ſeulemant qu’vlle fit reſſentir ſon ardeur, cette belle Ianette de qui le nom eſt écrit ſur l’écorce des arbriſſeaux, qui en croiſſant le porteront au deſſus des nuës, cette incomparable bergere que ſous le nom d’Iſis vous auez renduë ſi celebre dans nos foreſts fut auſſi atteinte du meſme mal, & comme les meſmes inclinations vous auoient liez deſſous le joug de l’Amour, les meſmes aſtres corrompirent vos humeurs, & une pareille indiſpoſition vous ayant priuez de ſanté fit languir auecque vous deſſus les riuages de Seine les paſſe-temps, & les plaiſirs qu’on auoit accouſtumé d’y prendre.	ce ne fut pas à vous seulemant qu'une fit ressentir son ardeur, cette belle Janette de qui le nom est écrit sur l'écorce des arbrisseaux, qui en croissant le porteront au dessus des nues, cette incomparable bergère que sous le nom d'Isis vous avez rendue si célèbre dans nos forêts fut aussi atteinte du même mal, et comme les mêmes inclinations vous avaient lié sous le joug de l'Amour, les mêmes astres corrompirent vos humeurs, et une pareille indisposition vous ayant privez de santé fit languir après vous dessus les rivages de Se les passeur, et les plaisirs on auoit accoustumé y prendre.
Fin du premier Liure.	Fin du premier Livre.
L’ENTRETIEN DES ILLVSTRES BERGERS.	L'ENTRETIEN DES ILLUSTRES BERGERS.
LIVRE SECOND.	LIURE SECOND.
EPENDANT le triſte Anaximene ne pouuant perdre l’idée des beautez de ſa Maitreſſe non plus que le deſir de s’en voir poſſeſſeur ſe repentit du long ſejour qu’il auoit fait en un pays ſi éloigné d’elle, & ſans prendre conſeil d’ailleurs que de la violence de ſa paſſion il partit ſi teerctemant que perſonne ne ſ’apperçeut de ſa fuitte;	ÉPENDANT le triste Anaximène ne pouvant perdre l'idée des beautés de sa Maîtresse non plus que le désir de s'en voir possesseur se repentit du long séjour qu'il avait fait en un pays si éloigné d'elle, et sans prendre conseil d'ailleurs que de la violence de sa passion il partit si teerctemant que personne ne s'aperçut de sa fuite;
pluſieurs eſtimerent qu’il s’étoit precipité, & qu’ennuyé de viure en de ſi grandes inquietudes il auroit terminé ſes jours par une mort violente;	plusieurs estimèrent qu'il s'était précipité, et qu'ennuyé de vivre en de si grandes inquiétudes il aurait terminé ses jours par une mort violente;
ſa perte apporta un étonnemant general à tous les bergers de la contrée, comme ſa perſeuerance à aimer ce qu’il ne voyoit plus, les auoit comblez d’admiration;	sa perte apporta un étonnemant général à tous les bergers de la contrée, comme sa persévérance à aimer ce qu'il ne voyait plus, les avait comblés d'admiration;
l’amitié qui recherche toujours le bien de ſon objet, à cauſe de luy-meſme;	l'amitié qui recherche toujours le bien de son objet, à cause de lui-même;
qui préfere à ſes propres intereſts les commoditez d’autruy;	qui préfère à ses propres intérêts les commodités d'autrui;
qui affermit la ſocieté des hommes, & qui tirant ſon eſtre de la conuenance que deux perſonnes ont à bien faire ſe conſerue par les actions honneſtes;	qui affermit la société des hommes, et qui tirant son amour de la convenance que deux personnes ont à bien faire se conserve par les actions honnêtes;
cette excellente compagne de la vertu qui adoucit les mœurs, & tempere la cruauté, & la rudeſſe des cœurs les plus ſauuages, ne permit pas à des perſonnes ſi bien nées de pareſtre inſenſibles en cet accident;	cette excellente compagne de la vertu qui adoucit les mœurs, et tempère la cruauté, et la rudesse des cœurs les plus sauvages, ne permit pas à des personnes si bien nées de paraître insensibles en cet accident;
tant de rares eſpris qui faiſoient que la demeure des antres ſolitaires étoit préferable à la ſuperbe affluence des villes, & que la ſimplicité des paſteurs valloit mieux que la ſplendeur & la magnificence des Princes, ces hommes illuſtres dy-je, que l’on peut juſtemant appeler les demy-dieux des bois, ſe virent tous diſpoſez d’aller après luy, & pas un d’eux n’auroit eſté exent de le chercher, ſi une partie ne fuſt demeurée auprès d’Aminte, qui partagea les bons offices que les amis communs s’efforcerent de rendre à l’un & à l’autre:	tant de rares épris qui faisaient que la demeure des antres solitaires était préférable à la superbe affluence des villes, et que la simplicité des pasteurs valait mieux que la splendeur et la magnificence des Princes, ces hommes illustres dis-je, que l'on peut justemant appeler les demi-dieux des bois, se virent tous disposez d'aller après lui, et pas un d'eux n'aurait été exent de le chercher, si une partie ne fût demeurée auprès d'Aminte, qui partagea les bons offices que les amis communs s'uns s' un s sun ' a autre:
Ergaſte & Cerilas ne s’éloignoient guere de ſa chambre, & le ſolliciterent ſi bien qu’il fut remis en peu de temps;	Ergaste et Cérilas ne s'éloignaient guère de sa chambre, et le sollicitèrent si bien qu'il fut remis en peu de temps;
un jour Cerilas voyant que ſon amy commençoit à ſe mieux porter, ſortit de la maiſon au meſme temps que l’Aurore paroiſſoit toute riante, & meſloit ſes lis & ſes rozes auecque l’azur du Ciel;	un jour Cérilas voyant que son ami commençait à se mieux porter, sortit de la maison au même temps que l'Aurore paraissait toute riante, et mêlait ses lis et ses rozes avec l'azur du Ciel;
les étoiles ne ſe pouuoient plus diſtinguer qu’à peine, & toutes effacées elles faiſoient hommage a une prus grande puiſſance que la leur;	les étoiles ne se pouvaient plus distinguer qu'à peine, et toutes effacées elles faisaient hommage à une prus grande puissance que la leur;
ce gentil berger étoit tranſporté d’aiſe, & la fraiſcheur de l’air luy faiſoit prendre un extreme plaiſir à la promenade, les oyſeaux réueillez au bruit de ſa muſette ſalüoient le nouueau jour, & les aloüettes attendoient auecque impatience le leuer du Soleil, pour ſeicher la moiteur de leurs aiſles que la rozée auoit moüillées;	ce gentil berger était transporté d'aise, et la fraîcheur de l'air lui taît prendre un extrême plaisir à la promenade, les oiseaux réveillez au bruit de sa musette salaient le nouveau jour, et les aloüettes attendaient a patience le lèver du Soleil, pour sévicher la moiteur de leurs aisles que la rozée avait mouillées;
la nature qui étoit comme aſſoupie dans les ombres de la nuit, ſembloit auſſi ſe réueiller au retour de ce bel aſtre;	la nature qui était comme assoupie dans les ombres de la nuit, semblait aussi se réveiller au retour de ce bel astre;
les fleurs s’ouuroient peu à peu, & à voir les prairies on euſt dit que les étoiles qui ne paroiſſoient plus dans les Cieux, fuſſent tombées icy bas pour embellir la terre de leurs dépoüilles;	les fleurs s'ouvraient peu à peu, et à voir les prairies on eût dit que les étoiles qui ne paraissaient plus dans les Cieux, fussent tombées ici bas pour embellir la terre de leurs dépoüilles;
Cerilas regardoit ces beautez naturelles auecque beaucoup de ſatisfaction du choix qu’il auoit fait d’une vie retirée dans la ſolitude des champs, & ſe ſentant agité des plus dous mouuemans qu’Apollon inſpire en l’eſprie de res rauoris, il commençoit de pro.	Cérilas regardait ces beautés naturelles avec beaucoup de satisfaction du choix qu'il avait fait d'une vie retirée dans la solitude des champs, et se sentant agité des plus dous mouvemants qu'Apollon inspire en l'éprie de rés avoris, il commençait de propolis,
Roncer quelques vers quand l’amoureux Alex is ſe vint preſenter à luy;	Roncer quelques vers quand l'amoureux Alex is se vint présenter à lui;
