PREFACE.	PRÉFACE.
tiõ, les Autheurs viẽnent lire leurs Pieces nouuelles, pour nous engager à les trouuer belles, & leur donner de la reputation, & ie vous laiſſe à penſer, ſ quand nous diſons quelque choſe, le Parterre oſe nous contredire.	tions, les Auteurs viennent lire leurs Pièces nouvelles, pour nous engager à les trouver belles, et leur donner de la réputation, et avec vous laisse à penser, s quand nous disons quelque chose, le Parterre ose nous contredire.
Pour moy, i’y ſuis fort exact;	Pour moi, j'y suis fort exact;
& quand i’ay promis à quelque Poëte, ie crie tous.	et quand j'ai promis à quelque Poète, je crie tous.
jours, voilà qui eſt beau, deuant que les chandelles ſoient allumées.	jours, voilà qui est beau, devant que les chandelles soient allumées.
MAGDELON.	MAGDELON.
Ne m’en parlez point, c’eſt vn admirable lieu que Paris;	Ne m'en parlez point, c'est un admirable lieu que Paris;
il s’y paſſe cent choſes tous les iours, qu’on ignore dans les Prouinces, quelque ſpirituelle qu’on puiſſe eſtre.	il s'y passe cent choses tous les jours, qu'on ignore dans les Provinces, quelque spirituelle qu'on puisse être.
CATHOS.	CATHOS.
C’eſt aſſez, puis que nous ſommes inſtruits, nous ferons noſtre deuoir de nous écrier comme il faut, ſur tout ce qu’on dira.	C'est assez, puis que nous sommes instruits, nous ferons notre devoir de nous écrier comme il faut, sur tout ce qu'on dira.
764	764
MASCARILLE.	MASCARILLE.
Ie ne ſçay ſi ie me trompe;	Je ne sais si belle me trompe;
mais vous auez toute ra mine d’auon fait quelque Comedie.	mais vous avez toute ra mine d'avon fait quelque Comédie.
MAGDELON.	MAGDELON.
Eh!	Eh!
il pourroit eſtre quelque choſe de ce que vous dites.	il pourrait être quelque chose de ce que vous dites.
MASCARILLE.	MASCARILLE.
Ah, ma foy, il faudra que nous la voyions.	Ah, ma foi, il faudra que nous la voyions.
Entre nous, i’en ay compoſé vne que ie veux faire repreſenter.	Entre nous, j'en ai composé une que tu veux faire représenter.
CATHOS.	CATHOS.
122,* quels Comediens la donne rez vous?	122,* quels Comédients la donne rez -vous?
MASCARILLE.	MASCARILLE.
Belle demande!	Belle demande!
aux grands Comediens;	aux grands Comédients;
il n’y a qu’eux qui ſoient capables de faire valoir les choſes;	il n'y a qu'eux qui soient capables de faire valoir les choses;
les autres ſont des ignorans, qui recitent comme l’on parle, ils ne ſçauent pas faire ronfler les Vers & s’arreſter au bel endroit;	les autres sont des ignorants, qui récitent comme l'on parle, ils ne savent pas faire ronfler les Vers et s'arrêter au bel endroit;
& le moyen de connoiſtre où eſt le beau Vers, ſi le Comedien ne s’y arreſte & ne vous auertit par là, qu’il faut faire le brou haha.	et le moyen de connaître où est le beau Vers, si le Comédien ne s'y arrête et ne vous avertit par là, qu'il faut faire le brou haha.
CATHOS.	CATHOS.
En effet, il y a maniere de faire ſentir aux Auditeurs les beautez d’vn Ouurage, & les choſes ne valent que ce qu’on les fait valoir.	En effet, il y a manière de faire sentir aux Auditeurs les beautés d'un Ouvrage, et les choses ne valent que ce qu'on les fait valoir.
MASCARILLE.	MASCARILLE.
Que vous ſemble de ma petite oye?	Que vous semble de ma petite oie?
la trouuez-vous congruante à l’habit?	la trouvez-vous congruante à l'habit?
CATHOS.	CATHOS.
Tout à fait.	Tout à fait.
MASCARILLE.	MASCARILLE.
Le ruban eſt bien choiſi.	Le ruban est bien choisi.
MAGDELON.	MAGDELON.
Furieuſement bien.	Furieusement bien.
C’eſt Perdrigeon tout pur.	C'est Perdrigeon tout pur.
MASCARIELE.	MASCARIELE.
ni Que dites-vous de mes canons?	ni Que dites-vous de mes canons?
MAGDELON.	MAGDELON.
Ils ont tout à fait bon air.	Ils ont tout à fait bon air.
MASCARILLE.	MASCARILLE.
Ie puis me vanter au moins qu’ils ont vn grand quartier plus que tous ceux du en larea	Je puis me vanter au moins qu'ils ont un grand quartier plus que tous ceux du en larea
MAGDELON.	MAGDELON.
Il faut auoüer que ie n’ay iamais veu porter ſi haut l’élegance de l’adjuſte ment.	Il faut auoüer que ici n'ai jamais vu porter si haut l'élégance de l'ajuste ment.
MASCARILLE.	MASCARILLE.
Attachez vn peu ſur ces gants, la reflexion de voſtre odorat.	Attachés un peu sur ces gants, la réflexion de votre odorat.
MAGDELON.	MAGDELON.
Ils ſentent terriblement hon.	Ils sentent terriblement hon.
CATHOS Ie n’ay iamais reſpiré vne odeur mieux conditionnée.	CATHOS Je n'ai jamais respiré une odeur mieux conditionnée.
MASCARILLE.	MASCARILLE.
Et celle-là?	Et celle-là?
MAGDELON.	MAGDELON.
Elle eſt tout à fait de qualité;	Elle est tout à fait de qualité;
le ſublime en eſt touché delicieuſement.	le sublime en est touché délicieusement.
MASCARILLE.	MASCARILLE.
vous ne me dites rien de mes plumes, comment les trouuez-vous?	vous ne me dites rien de mes plumes, comment les trouvez-vous?
CATHOS.	CATHOS.
Effroyablement belles.	Effroyablement belles.
MASCARILLE.	MASCARILLE.
Sçauez-vous que le brun me couſte vn Loüis d’or?	Savez-vous que le brun me coûte un Louis d'or?
Pour moy i’ay cette manie, de vouloir donner generalement, ſur tout ce qu’il y a de plus beau.	Pour moi j'ai cette manie, de vouloir donner généralement, sur tout ce qu'il y a de plus beau.
MAGDELON.	MAGDELON.
Ie vous aſſeure que nous ſimpat!	Je vous assure que nous simpat!
fons vous & moy, i’ay vne delicate furieuſe pour tout ce que ie porte:	fonds vous et moi, j'ai une délicate furieuse pour tout ce que personne porte:
iuſqu’à mes chauſſettes, ie ne puis rie ſouffrir qui ne ſoit de la bonne o drlele.	jusqu'à mes chaussettes, on ne puis rie souffrir qui ne soit de la bonne ô drèle.
24 L0M n0	24 L0M n0
MASCARILLE.	MASCARILLE.
s’écriant bruſquement.	s'écriant brusquement.
ian ed no Ahi, ahi, ahi, doucement;	jan ed nô Ahi, ahi, ahi, doucement;
Dieu m damne, Meſdames, c’eſt fort mal e vler;	Dieu m damne, Mesdames, c'est fort mal e ûler;
i'ay à me plaindre de voſtre pre cedé;	j'ai à me plaindre de votre pré dé;
cela n’eſt pas honneſte.	cela n'est pas honnête.
CATHOS.	CATHOS.
2 Qu’eſt-ce donc?	2 Qu'est-ce donc?
qu’auez-vous?	qu'avez-vous?
MASCARILLE.	MASCARILLE.
Quoy, toutes deux contre mon cœur en meſme temps?	Quoi, toutes deux contre mon cœur en même temps?
m’attaquer à droit & à gauche?	m'attaquer à droit et à gauche?
ah c’eſt contre le droict des gens, la partie n’eſt pas égale, & ie m’en vais crier au meurtre.	ah c'est contre le droit des gens, la partie n'est pas égale, et notre m'en vais crier au meurtre.
ATHOS.	ATHOS.
Il faut auoüer qu'il dit les choſes d’vne maniere particuliere.	Il faut auoüer qu'il dit les choses d'une manière particulière.
MAGDELON.	MAGDELON.
Il a vn tour admirable dans l’eſprit.	Il a un tour admirable dans l'esprit.
CATHOS.	CATHOS.
Vous auez plus de peur que de mal, & voſtre cœur crie auant qu’on l’écorche.	Vous avez plus de peur que de mal, et votre cœur crie avant qu'on l'écorche.
MASCARILLE.	MASCARILLE.
Comment diable!	Comment diable!
il eſt écorché depuis la teſte iuſqu’aux pieds.	il est écorché depuis la tête jusqu'aux pieds.
SCENE A.	SCÈNE A.
MAROTTE, MASCARILLI CATHOS, MAGDELON.	MAROTTE, MASCARILLI CATHOS, MAGDELON.
MAROTTE.	MAROTTE.
Adame, on demande à ve AVY voir.	Adame, on demande à ve AVY voir.
Qui?	Qui?
MAGDELON,	MAGDELON,
MAROTTE.	MAROTTE.
Le Vicomte de Iodelet.	Le Vicomte de Iodelet.
MASCARILLE.	MASCARILLE.
Le Vicomte de Iodelet?	Le Vicomte de Iodelet?
MAROTTE.	MAROTTE.
Oüy, Monfieur.	Oui, Monfieur.
CATHOS.	CATHOS.
Le connoiſſez-vous?	Le connaissez-vous?
MASCARILLE.	MASCARILLE.
C’eſt mon meiſleur amy.	C'est mon misleur ami.
MAGDELON.	MAGDELON.
Faittes entret viſtement.	Faites entret vitement.
MASCARILLE.	MASCARILLE.
Il y a quelque temps que nous ne nous ſommes veus, & ie ſuis rauy de de cette auanture.	Il y a quelque temps que nous ne nous sommes vus, et beau suis ravi de de cette aventure.
CATHOS.	CATHOS.
Le voicy.	Le voici.
E iij	 Ejà
SCENE XI.	SCÈNE XI.
IODELET, MASCARILLE, CATHOS, MAGDELON, MAROTTE.	JODELT, MASCARILLE, CATHOS, MAGDELON, MAROTTE.
MASCARILLE.	MASCARILLE.
A H Vicomte!	À H Vicomte!
IODELET.	JODELT.
s’embraſſant l’vn l’autre.	s'embrassant l'embrassant l'autre.
MASCARILLE.	MASCARILLE.
Que ie ſuis aiſe de te roncontrer!	Que ie suis aise de te roncontrer!
IODELET.	JODELT.
Que i’ay de ioye de te voir icy!	Que j'ai de joie de te voir ici!
MASCARILLE.	MASCARILLE.
Daiſe moy donc encore vil peu, ie téprie.	Daise -moi donc encore vil peu, je téprie.
MAGDELON.	MAGDELON.
Ma toute Bonne, nous commençons d’eitre connues, vona le beuu fronde qui prend le chemin de nous venir voir.	Ma toute Bonne, nous commençons d'éitre connues, von le bu fronde qui prend le chemin de nous venir voir.
MASCARILLE.	MASCARILLE.
Meſdames, agréez que ie vous preſente ce gentil homme cy.	Mesdames, agréez que je vous présente ce gentil homme cy.
Sur ma parole, il eſt digne d’eſtre connu de vous.	Sur ma parole, il est digne d'être connu de vous.
IODELET.	JODELT.
2d Il eſt iuſte de venir vous rendre ce qu’on vous doit, & vos attraits exi gent leurs droicts ſeigneuriaux ſur toutes ſortes de perſonnes.	2d Il est juste de venir vous rendre ce qu'on vous doit, et vos attraits exi gent leurs droits seigneuriaux sur toutes sortes de personnes.
MADGELON.	MADGELON.
21 C’eſt pouſſer vos ciuilitez juſqu’au derniers connns de hatene.	21 C'est pousser vos civilités jusqu'au derniers conns de hatène.
CATHOS.	CATHOS.
Cette iournée doit eſtre marquée dalio nortre Ahllanuen ;	Cette journée doit être marquée dalio nortre Ahllanuen ;
conine vn iournée bien heureuſe.	conine journée bien heureuse.
MAGDELON.	MAGDELON.
Allons, petit garçon, faut-il tousiours vous repeter les choſes?	Allons, petit garçon, faut-il toujours vous répéter les choses?
voyez vous pas qu’il faut le ſurcroiſt d’vn fauteüil?	voyez -vous pas qu'il faut le surcroît d'un fauteeuil?
MASCARILLE.	MASCARILLE.
Ne vous eſtennez pas de voir le Vi comte de la ſofte, il ne fait que ſortit d'vns d’vne maladie qui luy a rendu le viſage paſſe, comme vous le voyez.	Ne vous étennez pas de voir le Vi compte de la softe, il ne fait que sortit d'uns d'une maladie qui a a rendu le visage passe, comme vous le voyez.
IODELET.	JODELT.
Ce ſont fruits des veilles de la Cour, & des fatigues de la guerre.	Ce sont fruits des veilles de la Cour, et des fatigues de la guerre.
Sçauez-vous, Meſdames, que vous voyez dans le Vicomte vn des vaillans hommes du ſiecle?	Savez-vous, Mesdames, que vous voyez dans le Vicomte un des vaillants hommes du siècle?
c’eſt vn braue à trois poils.	c'est un brave à trois poils.
IODELET.	JODELT.
Vous ne m’en deuez rien, Marquis, & nous ſçauons ce que vous ſçauez faire auſſi.	Vous ne m'en devez rien, Marquis, et nous savons ce que vous savez faire aussi.
MASCARILLE.	MASCARILLE.
Il eſt vray que nous nous ſommes veus tous deux dans l’occaſion.	Il est vrai que nous nous sommes vus tous deux dans l'occasion.
IODELET.	JODELT.
Et dans des lieux où il faiſoit fort ehauu.	Et dans des lieux où il faisait fort ehauve,
MASCARILLE.	MASCARILLE.
Les regardant toutes deux.	Les regardant toutes deux.
Oüy, mais non pas ſi chaud qu’icy.	Oui, mais non pas si chaud qu'ici.
Hay, hay, hay.	Hais, haï, ha.
IODELET.	JODELT.
Noſtre connoiſſance s’eſt faite l’armée, & la premiere fois que nous nous viſmes, il commandoit vn Regiment de Caualerie ſur les Galeres de Malthe.	Notre connaissance s'est faite l'armée, et la première fois que nous nous vîmes, il commandait un Régiment de Cavalerie sur les Galères de Malte.
MASCARILLE.	MASCARILLE.
Il eſt vray;	Il est vrai;
mais vous eſtiez pourtant dans l’employ auant que i’y fuſſe, & ie me ſouuiens que ie n’eſtois que petit Officier encore, que vous commandiez deux mille Cheuaux.	mais vous étiez pourtant dans l'emploi avant que j'y fusse, et je me souviens que votre n'étais que petit Officier encore, que vous commandiez deux mille Chevaux.
IODELET.	JODELT.
La Guerre eſt vne belle choſe:	La Guerre est une belle chose:
mais ma foy, la Cour recompenle bien mal auiourd huy les gens de ſeruice comme nous.	mais ma foi, la Cour récompenle bien mal aujourd' hui les gens de service comme nous.
MASCARILLE.	MASCARILLE.
C’eſt ce qui fait que ie veux pendre Tepte adcroes	C'est ce qui fait que ici veux pendre Tépte adcroes
CATHOS.	CATHOS.
Pour moy i’ay vn furieux tendre pour les hommes d’épée.	Pour moi j'ai un furieux tendre pour les hommes d'épée.
MAGDELON.	MAGDELON.
Ie les ayme auſſi:	Je les aime aussi:
mais ie veux que l’Eſprit aſlaiſomſie la blauoure.	mais tu veux que l'Esprit aslaisomsie la blavoure.
MASCARILLE.	MASCARILLE.
Te ſouuient-il, Vicomte, de cette demy-lune, que nous emportâmes ſur les ennemis au Siege d’Arras?	Te souvient-il, Vicomte, de cette demi-lune, que nous emportâmes sur les ennemis au Siège d'Aras?
IODELET.	JODELT.
Que veux-tu dire auce ta demy-lune?	Que veux-tu dire auce ta demi-lune?
c’eſtoit bien vne lune toute entiere.	c'était bien une lune toute entière.
MASCARILLE.	MASCARILLE.
Ie penſe que tu as raiſon.	Je pense que tu as raison.
IODELET.	JODELT.
Il m’en doit bien ſouuenir, ma foy:	Il m'en doit bien souvenir, ma foi:
i’y fus bleſſé à la iambe d’vn coup de grenade, dont le porte encorc les marques.	j'y fus blessé à la jambe d'un coup de grenade, dont le porte encorc les marques.
Taſtez vn peu, de grace, vous ſentirez quelque coup, c’eſtoit-ſa.	Tâtez un peu, de grâce, vous sentirez quelque coup, c'était-sa.
CATHOS.	CATHOS.
Il eſt vray que la cicatrice eſt grande.	Il est vrai que la cicatrice est grande.
MASCARILLE.	MASCARILLE.
Donnez-moy vn peu voſtre main, & taſtez celuy-cy:	Donnez-moi un peu votre main, et tâtez celui-cy:
là, iuſtement au derriere de la teſte.	là, justement au derrière de la tête.
Y eſtes-vous?	Y Y-vous?
MAGDELON.	MAGDELON.
Ouy, ie ſens quelque choſe.	Oui, ie sens quelque chose.
MASCARILLE.	MASCARILLE.
C’eſt vn coup de Mouſquet que ie receus la derniere campagne que i’ay faite.	C'est un coup de Mousquet que je reçus la dernière campagne que j'ai faite.
IODELET.	JODELT.
v oley yhuatret m perça de part en part à l’attaque de Graueline.	v oleti yhuatret m perça de part en part à l'attaque de Graveline.
MASCARILLE.	MASCARILLE.
Mettant la main ſur le bouton de ſon haut de chauſſe.	Mettant la main sur le bouton de son haut de chausse.
Ie vais vous monſtrer vne furieuſe playe.	Je vais vous montrer une furieuse plaie.
MHODEReT.	MHODERT.
Il n’eſt pas neceſſaire, nous le croyons, ſans y regarder.	Il n'est pas nécessaire, nous le croyons, sans y regarder.
MASCARILLE.	MASCARILLE.
Ce ſont des marques honorables, quirent voir ce qu’on eſt.	Ce sont des marques honorables, quirent voir ce qu'on est.
CATHOS.	CATHOS.
Nous ne doutone point de ce que vous eſtes.	Nous ne doutone point de ce que vous êtes.
MASCARILLE.	MASCARILLE.
Vicomte, as-tu là ton Caroſſe?	Vicomte, as-tu là ton Carosse?
IODELET.	JODELT.
Pourquoy?	Pourquoi?
MASCARILLE.	MASCARILLE.
Nous menerions promener ces Dames hors des Portes, & leur donnerions vn cadeau.	Nous mènerions promener ces Dames hors des Portes, et leur donnerions un cadeau.
MAGDELON.	MAGDELON.
Nous ne ſçaurions ſortir auiourd’huy.	Nous ne saurions sortir aujourd'hui.
MASCARILLE.	MASCARILLE.
Ayons donc les violons pour dancer.	Ayons donc les violons pour dancer.
TODELET.	TODELT.
Ma foy c’eſt bien auiſé.	Ma foi c'est bien avisé.
MAGDELON.	MAGDELON.
Pour cela nous y conſentons;	Pour cela nous y consentons;
mais il faut donc quelque ſurcroiſt de compagnie.	mais il faut donc quelque surcroît de compagnie.
MASCARILLE.	MASCARILLE.
Hola Champagne, Picard, Bourguignon, Caſquaret, Baſque, la Verdure, Lorrain, Prouençal, la Violetre.	Hola Champagne, Picard, Bourguignon, Casquaret, Basque, la Verdure, Lorrain, Provençal, la Violetre.
Iau Dlable foiene tous les Laquais.	Jau Dlable faiène tous les Laquais.
Ie ne penſe pas qu’il y ait Gentil-homme en France plus mal ſeruy que moy.	Je ne pense pas qu'il y ait Gentilhomme en France plus mal servi que moi.
Ces canailles me laiſſent touſiours ſeul.	Ces canailles me laissent toujours seul.
MAGDELON.	MAGDELON.
Almanzor, dites aux gens de Monſieur, qu’ils aillent querir des Violons, & nous faites venir ces Meſſieurs, & ces Dames d’icy-prés, pour peupler la ſolitude de noſtre bal.	Almanzor, dites aux gens de Monsieur, qu'ils aillent quérir des Violons, et nous faites venir ces Messieurs, et ces Dames d'ici-près, pour peupler la solitude de notre bal.
MASCARILLE.	MASCARILLE.
Vicomte, que dis tu de ces yeux?	Vicomte, que dis -tu de ces yeux?
IODELET.	JODELT.
Nlais toy meme, Marquis que t’en ſemble!	Nlais toi -même, Marquis que t'en semble!
MASCARILLE.	MASCARILLE.
Moy, ie dis, que nos libertez auront peine à ſortir d’icy, les brayes nettes.	Moi, Seigneur dis, que nos libertés auront peine à sortir d'ici, les braies nettes.
Au moins, pour moy, ie reçois d’étranges ſecouſſes, & mon cœur ne tient plus qu’à vn filet.	Au moins, pour moi, ie reçois d'étranges secousses, et mon cœur ne tient plus qu'à un filet.
MAGDELON.	MAGDELON.
Que tout ce qu’il dit eſt naturel!	Que tout ce qu'il dit est naturel!
il tourne les choſes le plus agreablement du monde,	il tourne les choses le plus agréablement du monde,
CATHOS.	CATHOS.
Il eſt vray, qu’il fait vne furieuſe dépenſe en eſprit.	Il est vrai, qu'il fait une furieuse dépense en esprit.
MASCARILLE.	MASCARILLE.
Pour vous monſtrer que ie ſuis veritable, ie veux faire vn impromptu là deſſus.	Pour vous montrer que ici suis véritable, on veux faire un impromptu là -dessus.
CATHOS.	CATHOS.
Eh ie vous en coniure de toute la deuotion de mon cœur.	Eh encore vous en conjure de toute la dévotion de mon cœur.
Que nous oyons quelque choſe qu’on ait fait pour nous.	Que nous oyons quelque chose qu'on ait fait pour nous.
IODELET.	JODELT.
I’aurois enuie d’en faire autant:	J'aurais envie d'en faire autant:
mais ie me treuue vn peu incommodé de la veine Poëtique, pour la quantité des ſaignées que i’y ay faites ces iours paſſez.	mais personne me trouve un peu incommodé de la veine Poétique, pour la quantité des saignées que j'y ai faites ces jours passez.
MASCARILLE.	MASCARILLE.
Que diable eſt-cela?	Que diable est-cela?
ie fais toûiours bien le premier Vers:	Il fais toujours bien le premier Vers:
mais i’ay peine à faire les autres.	mais j'ai peine à faire les autres.
Ma foy, cecy eſt vn peu trop preſſe, ſe vous feray vn impromptu à loiſir, que vous trouuerez le plus beau du monde.	Ma foi, ceci est un peu trop presse, se vous ferai un impromptu à loisir, que vous trouverez le plus beau du monde.
IODELET.	JODELT.
Il a de l’eſprit comme vn Demon.	Il a de l'esprit comme un Démon.
MAGDELON.	MAGDELON.
Et du galant, & du bien tourné.	Et du galant, et du bien tourné.
MASCARILLE.	MASCARILLE.
Vicomte dy-moy vn peu, y a-t’il long-temps, que tu n’as veu la Comteſſe?	Vicomte dis-moi un peu, y a-t-il longtemps, que tu n'as vu la Comtesse?
IODELET.	JODELT.
Il y a plus de trois ſemaines que ie ne luy ay rendu viſite.	Il y a plus de trois semaines que je ne lui ai rendu visite.
MASCARILLE.	MASCARILLE.
Sçais-tu bien que le Duc m’eſt venu oin ce latin, ce lira voulu mener à la campagne, courir vn Cerf, auec luy?	Sais-tu bien que le Duc m'est venu oin ce latin, ce lira voulu mener à la campagne, courir un Cerf, auectaît?
MAGDELON.	MAGDELON.
Voicy nos amies, qui viennent.	Voici nos amies, qui viennent.
SCENE XII.	SCÈNE XII.
IODELET, MASCARILLE, CATHOS, MAGDELON, MAROTTE, LVCILE.	JODELT, MASCARILLE, CATHOS, MAGDELON, MAROTTE, LUCILE.
MAGDELON.	MAGDELON.
On Dieu, mes cheres, nous vous M demandons pardon.	On Dieu, mes chères, nous vous M demandons pardon.
Ces Meſſieurs ont eu fantaiſie de nous donner les ames des piez, & nous vous auons enuoyé querir pour templir les vuides de noſtre aſſemblée.	Ces Messieurs ont eu fantaisie de nous donner les âmes des pie, et nous vous avons envoyé quérir pour templir les vides de notre assemblée.
LVCILE.	LUCILE.
Vous nous auez obligées ſans doute,	Vous nous avez obligées sans doute,
MASCARILLE.	MASCARILLE.
Ce n’eſt icy qu’vn Bal à la haſte!	Ce n'est ici qu’ vn Bal à la hâte!
mais l’vn de ces iours nous vous en donnerons vn dans les formes.	mais l'un de ces jours nous vous en donnerons un dans les formes.
Les violons fontals venus ?	Les violons fontals venus ?
ALMANZOR.	ÀLMANZOR.
Ouy, Monſieur, ils ſont icy.	Oui, Monsieur, ils sont ici.
alIIe3.	alIIe3.
Allons donc, mes cheres, prenez place.	Allons donc, mes chères, prenez place.
MASCARILLE.	MASCARILLE.
Dançant luy ſeul comme par Prelude.	Dançant Seigneur seul comme par Prêlude.
La, ia, la, la, la, la, la, ia.	La, La, la, la, la, la, la, ja.
MAGDELON.	MAGDELON.
Il a tout à fait la taille élegante.	Il a tout à fait la taille élégante.
ATHOS.	ATHOS.
Et a la mine de dancer proprement.	Et à la mine de dancer proprement.
RIDICVLES.	RIDICULES.
MASCARILLE.	MASCARILLE.
Ayant pris Magdelon.	Ayant pris Magédelon.
Ma franchiſe va dancer la courante auſſi bien que mes piez.	Ma franchise va dancer la courante aussi bien que mes pieds.
En cadance, Violons, en cadance.	En cadance, Violons, en cadance.
O quels ignorans!	Ô quels ignorants!
il n’y a pas moyen de dancer auec eux.	il n'y a pas moyen de dancer avec eux.
Le Diable vous emporte, ne ſçautiezvous ioüer en me-ſure?	Le Diable vous emporte, ne sautiezvous jouer en me-sure?
La, la la, la, la, la, la, la?	La, la la, la, la, la, la, la?
Ferme, ô Violons de village.	Ferme, ô Violons de village.
IODELET.	JODELT.
Dançant en ſuite.	Dançant en suite.
Hola, ne preſſez pas ſi fort la cadance, ie ne fais que lortir de maladie.	Holà, ne pressez pas si fort la cadance, je ne fais que lortir de maladie.
SCENE XIII.	SCÈNE XIII.
DV CROISI, LA GRANGE MASCARILLE.	DU CROISY, LA GRANGE MASCARILLE.
LA GRANGE.	LA GRANGE.
H, ah', Coquins, que faites-vous A Iiey?	H, ah', Coquins, que faites-vous A y?
il’y a trois neures que nous vous cherchons.	il'y a trois neures que nous vous cherchons.
MASCARILLE.	MASCARILLE.
Se ſentant battre.	Se sentant battre.
Ahy, ahy, ahy, vous ne m’auiez pas dit, que les coups en ſeroient auſſi.	Ahi, ahi, ahi, vous ne m'aviez pas dit, que les coups en seraient aussi.
IODELET.	JODELT.
Ahy, ahy, hay.	Ahi, ahi, haï.
LA GRANGE.	LA GRANGE.
C’eſt bien à vous, infame que vous eſtes, à vouloir faire l’homme d’importance.	C'est bien à vous, infâme que vous êtes, à vouloir faire l'homme d'importance.
DV CROISI.	DU CROISY.
Voilà qui vous apprendra à vous connoiſtre.	Voilà qui vous apprendra à vous connaître.
Ils ſortent.	Ils sortent.
SCENE XIV.	SCÈNE XIV.
L CARILLE, IODELET CATHOS, MAGDELON.	 LARILLE, IODELET CATHOS, MAGDELON.
MAGDELON.	MAGDELON.
Ve veut donc dire cecy?	Ve veut donc dire ceci?
IODELET.	JODELT.
C’eſt vne gageure.	C'est une gageure.
CATHOS.	CATHOS.
Quoy, vous laiſſer battre de la ſorte	Quoi, vous laisser battre de la sorte
MASCARILLE.	MASCARILLE.
Mon Dieu, ie n’ay pas voulu faire ſemblant de rien:	Mon Dieu, Seigneur n'ai pas voulu faire semblant de rien:
car ie ſuis violent, & ie me ſerois emporté.	car tu suis violent, et ainsi me serais emporté.
MAGDELON.	MAGDELON.
Endurer vn affront comme celuy-là, en noltle prelence .	Endurer un affront comme celui-là, en noltle prêlence .
MASCARILLE.	MASCARILLE.
Ce n’eſt rien, ne laiſſons pas d’acheuer.	Ce n'est rien, ne laissons pas d'achever.
Nous nous connoiſſons il y a long temps, & entre amis on ne va pas ſe piquer, pour ſi peu de choſe.	Nous nous connaissons il y a long temps, et entre amis on ne va pas se piquer, pour si peu de chose.
SCENE XV.	SCÈNE XV.
DV CROISI, LA GRANGE.	DU CROISY, LA GRANGE.
MASCARILLE, IODELET.	MASCARILLE, JODELT.
MAGDELON, CATHOS.	MAGDELON, CATHOS.
LA GRANGE.	LA GRANGE.
I1loy jinaruuto, yous lle vous N Trirez pas de nous, ie vous promets.	I1loi jinaruto, yous lèle vous N Irez pas de nous, et vous promets.
Entrez, vous autres.	Entrez, vous autres.
MADGELON.	MADGELON.
Quelle eſt donc cette audace, de venir nous troubler de la ſorte, dans noſtre maiſon?	Quelle est donc cette audace, de venir nous troubler de la sorte, dans notre maison?
DV CROISI.	DU CROISY.
Comment, mes Dames, nous endurerons que nos laquais ſoient mieux receus que nous?	Comment, mes Dames, nous endurerons que nos quais soient mieux reçus que nous?
qu’ils viennent vous faire l’amour à nos dépens, & vous donnent le Bal?	qu'ils viennent vous faire l'amour à nos dépens, et vous donnent le Bal?
MAGDELON.	MAGDELON.
Vos laquais :	Vos laquais :
LA GRANGE.	LA GRANGE.
Ouy, nos laquais, & cela n’eſt ny beue, uj honneſte, de nous les débaucher, comme vous faites.	Oui, nos laquais, et cela n'est ni bue, uj honnête, de nous les débaucher, comme vous faites.
ſi liabEceNve O ciel, quelle inſolence!	si liabEceNve Ô ciel, quelle insolence!
LA GRANGE.	LA GRANGE.
Mais ils n’auront pas l’auantage de ſe ſeruir de nos habits, pour vous donner dans la veuë, & ſi vous les voulez milloryeu foru, miu loy pounſeurs beaux yeux.	Mais ils n'auront pas l'avantage de se servir de nos habits, pour vous donner dans la vue, et si vous les voulez millorieu forv, mive loi pounseurs beaux yeux.
Viſte qu’on les dépoüille ſur le champ.	Vite qu'on les dépouille sur le champ.
IODELET.	JODELT.
Adieu noſtre brauerie.	Adieu notre braverie.
MASCARILLE.	MASCARILLE.
Voila le Marquiſat & la Vicomté à bas.	Voilà le Marquisat et la Vicomté à bas.
DV CROISI.	DU CROISY.
Ha ha, coquins, vous auez l’audace d’aller ſur nos briſées.	Ha ha, coquins, vous avez l'audace d'aller sur nos brisées.
Vous irez chercher autre part dequoy vous rendre agreables aux yeux de vos belles, ie vous en aſſeure.	Vous irez chercher autre part dequoy vous rendre agréables aux yeux de vos belles, je vous en assure.
LA GRANGE.	LA GRANGE.
C’eſt trop que de nous ſupplanter & de nous ſupplanter auec nos propres habits.	C'est trop que de nous supplanter et de nous supplanter avec nos propres habits.
MASCARILLE.	MASCARILLE.
O fortune quelle eſt ton inconſtance	Ô fortune quelle est ton inconstance
DV CROISI.	DU CROISY.
vite qu’on ieur onte liqu'a la moindre choſe.	vite qu'on jeur onte liqu'a la moindre chose.
LA GRANGE.	LA GRANGE.
Q’on emporte toutes ces hardes, dépeſchez.	QU'on emporte toutes ces hardes, dépêchez.
Maintenant, mes Dames, et I’eſtat qu’ils ſont, vous pouuez continuer vos amours auec eux, tant qu’i vous plaira, nous vous laiſſerons toute ſorte de liberte pour cela, & nous vou proteſtons, Monſieur, & moy, qu nous n’en ſerons aucunement ialoux.	Maintenant, mes Dames, et J'état qu'ils sont, vous pouvez continuer vos amours avec eux, tant qu'y vous plaira, nous vous laisserons toute sorte de liberté pour cela, et nous vou protestons, Monsieur, et moi, qu nous 'en serons aucunement jaloux.
CATHOS.	CATHOS.
Ah quelle confuſion!	Ah quelle confusion!
MAGDELON.	MAGDELON.
