Source gallica.	Source galica.
Etle Ciel reprendra mon ame infortunée Pure comme elle eſtoit quand il me l'a donnée Luymeſme, & Baiazet peuuentvoir ſi ie ments Eux qui ſçauentma vie, & mes deportements.	Et Ciel reprendra mon âme infortunée Pure comme elle était quand il me l'a donnée Luymesme, et Baizet peuuentvoir Eux qui ments Eux qui sçauentma vie, et mes déportements.
BAIAZET.	BAIAZET.
En vain le Ciel & moy ſçauons voſtre innocence Si la terre & le Roy n’en ont pas connoiſſance, Les Rois quoy que d’vnſang le plus proche des Cieux N'ontpour voirdãs nos cœurs que de terreſtres yeux, G ii Et dans l’Eſtat qu’ils ſont & celuy que nous ſommes Nous commandent en Dieux mais nous tugent en hommes, Euitez, donc Seigneur vn danger apparent Contre qui l’innocence est vn mauuais garant Etie ne doute point ſi vous me voulez croire Que l’art des impoſteurs ne ſerue à voſtre gloire, 2 quel oertre cerre fllle dils tempo,, N’adioute vn nouueau luſtre à vos iours eſclatans.	En vain le Ciel et moi savons votre innocence Si la terre et le Roi n'en ont pas connaissance, Les Rois quoi que d'unsang le plus proche des Cieux N'ontpour voirdans nos cœurs que de terrestres yeux, G jiv Et dans l'Estat qu'ils sont et celui que nous sommes Nous commandent en Dieux mais nous tugent en hommes, Euitez, donc Seigneur danger apparent Contre qui l'innocence est un mauvais garant Éie ne doute point si vous me voulez croire Que l'art des imposteurs ne serve à votre gloire, 2 quel oertre cerre fllle dils tempo, Tadioute vn toujours lustre à vos iours esclatans à
MVSTAPHA.	MUSTAPHA.
Non braue Baiazet, quelque ſort qui m’attende I'yray trouuer le Roy, puis que le Roy me mande, A pres l’ordre receu de ſon commandement Lauance ſes ſoupçons par mon retardement, Et ſuiuant vos conſeils ie perds mon innocence Par le crime qui ſuit la deſobeyſſance.	Non brave Baiazet, quelque sort qui m'attende INOCirai Par le Roi, puis que le Roi me mande, À pres l'ordre reçu de son commandement Lavance ses soupçons par mon retardement, Et suivant vos conseils ie perds mon innocence Par le crime qui suit la désobéissance.
BAIAZET.	BAIAZET.
Seigneur que l’intereſt de tant de gens de bien Dont vous eſtes l’Amour, l’Eſpoir & le ſouſtien Vous faſſe au moins ſurſeoir ce voyage funeſte.	Seigneur que l'intérêt de tant de gens de bien Dont vous êtes l'Amour, l'Espoir et le soutien Vous fasse au moins surseoir ce voyage funeste.
MVSTAPHA.	MUSTAPHA.
Ie fay ce que ie doy, le Ciel, faſſe le reſte Mais que veut cette Eſclaue auecque ce mouchõir Qu'elle à ſemblé ietter pluſtoſt que laiſſer choir.	Je fais ce que Dieu dois, le Ciel, fasse le reste Mais que veut cette Esclave auecque ce mouchionir Qu'elle à semblé jeter plutôt que laisser choir.
BAIAZET.	BAIAZET.
Donnez le moy Soldat, n’auez vous point pris garde Qu'elle s’eſt retirée afin qu’on y regarde, C’eſt ſans doute vnaduis qu’elle vous veut donner Et le nœud que i’yvoy me le fait deuiner, AAn ocigneut tevuiein eſtpointcoup a, auanture C’eſt pourquoy haſtez vous d’en faire la lecture.	Donnez le moi Soldat, n'avez -vous point pris garde Qu'elle s'est retirée afin qu'on y regarde, C'est sans doute vnaduis qu'elle vous veut donner Et le nœud que j'yvoy me le fait deviner, AAn ocignut teviein estpointcoup à, aventure C'est pourquoi hâtez vous d'en faire la lecture.
Lettre d’Hermine à Muſtapha.	Lettre d'Hermine à Mustapha.
Rince vos ennemis braſſent voſtre treſpas heli Opuuo ſout ponvuuuno quove vous done, Afin que ce bien fait ne vous eſtonne pas En voicy le ſuiet qui n’eſt ſceu de perſonne:	Rince vos ennemis brassent votre trépas héli Opuo sout ponvuno quove vous donner, Afin que ce bien fait ne vous étonne pas En voici le sujet qui n'est su de personne:
La Chypre eſt mon pays, ce fut oumon bonheur Me fit choiren vos mains quand ie fus aſſeruie, Là vous priſtes le ſoin de me ſauuer l’honneur Et ie le prens icy de vous ſauuer la vie.	La Chypre est mon pays, ce fut oumon bonheur Me fit choiren vos mains quand ie fus asservie, Là vous prîtes le soin de me sauver l'honneur Et ainsi le prends ici de vous sauver la vie.
MVSTAPHA.	MUSTAPHA.
O Dieux ſecourez moy.	Ô Dieux secourez -moi.
BATAZET.	BATAZET.
Si vous le connoiſſez Et la terre & le Ciel vous ſecourent aſſez, Les conſeils, les aduis, vous pleuuent l’vn ſur l’autre Et bien loin d’empeſcher voſtre perte & la noſtre, Uous courez ais peril que l’on vous à montré.	Si vous le connaissez Et la terre et le Ciel vous secourent assez, Les conseils, les avis, vous pluent l'un sur l'autre Et bien loin d'empêcher votre perte et la vôtre, Uous courez ais péril que l'on vous à montré.
PAGE.	PAGE.
Seigneur, qu'à propos ie vous ay rencontré Retournez viſtes au Camp, ou s’eſpand M vn murnure De malheureux preſage, & de naiſſance obſcure Le bruit de voſtre mort dont vos Chefs ſont troublez Dans le grand Pauillon les auotr tpritlez, Mais le Conſeil tenu, la plus grande partie A reſté dans larmée, & l’autre en eſtſortie, Ceux-là pour ordonner, ceux-cy pours enquerir Et tous pourvous vanger, ou pour vous ſecourir, I'ay laiſſe les derniers dans la place du change Qui feront dans Alep, vne rumeur eſtrange, Si vous meſme Seigneur, ne courez au deuant A oin teun faire ſçamorr que coim eſtee dihanf.	Seigneur, qu'à propos on vous ai rencontré Retournez vîtes au Camp, ou s'épand M od murnure De malheureux présage, et de naissance obscure Le bruit de votre mort dont vos Chefs sont troublés Dans le grand Pavillon les auotr ès, Mais le Conseil tenu, la plus grande partie A resté dans larmée, et l'autre en estsortie, Ceux-là pour ordonner, ceux-cy pours enquérir Tous pour vous venger, ou pour vous secourir, C'ai laisse les derniers dans la place du change Qui feront dans Alepa place du étrange, Si vous même Seigneur, si vous mou rez A u de faire Ava que A estee dihanf.
MVSTAPHA.	MUSTAPHA.
Ah mon fidelle amy, donnez vous cette peine Allez les aſſeurer que leur frayeur eſt vaine Dites leur que ie vis.	Ah mon fidèle ami, donnez -vous cette peine Allez les assurer que leur frayeur est vaine Dites leur que On vis.
BAIAZET.	BAIAZET.
Ie leur dirois pluſtoſt Que ſi vous n’eſtes mort vous le ſerez bien toſt, Mais enfin quand i’irois penſez vour qu’ils me croyent?	Je leur dirais plutôt Que si vous n'êtes mort vous le serez bien tôt, Mais enfin quand j'irais pensez vour qu'ils me croient?
Il eſt beſoin pour vous & poureux qu’ils vous voyent Pour vous quitraingnes tant de vons rendre ſuſpect I Et poureux dont les cœurs demandent voſtre aspect.	Il est besoin pour vous et poureux qu'ils vous voient Pour vous quitraingnes tant de vons rendre suspect I Et poureux dont les cœurs demandent votre aspect.
MVSTAPHA.	MUSTAPHA.
O!	Ô!
Dieux le mal s’accroit pendant que ie conſulte Allons donc à la place apaiſer ce tumulte.	Dieux le mal s'accroît pendant que je consulte Allons donc à la place apaiser ce tumulte.
Et importun Acmat qui parle auec le u On o Roy S’ilſçait noſtre ſecret ne luy dit rien pour moy, Que ſi de ſes conſeils il forme vne machine Quide mon ennemy retarde la ruine, La Reyne à qui le Roy ne peut rien refuſer Est la machine außi qu’il luy faut oppoſer, La peur qui par mon artla rendu plus hardie Ua la faire reſoudre à quoy que ie luy die.	Et importun Acmat qui parle avec le u On ô Roi S'ilsçait notre secret ne porte dit rien pour moi, Que si de ses conseils il forme une machine Quide mon ennemi retarde la ruine, La Reine à qui le Roi ne peut rien refuser Est la machine aussi qu'il lui faut opposer, La peur qui par mon arta rendu plus hardie Ua la faire résoudre à quoi que A mis die.
S C 4 EN E III de y o minev, lourj ariuire chez la Reyne.	S Ç 4 EN E III de y ô mine, lourj arire chez la Reine.
SETEI I SOLTMAN, ACMAT,	SETEI I SOLTMAN, ACMAT,
2 SOLIMAN.	2 SOLIMAN.
2& & Dint point, le caractere est bien virifié D D’abord autant quevous, ie m’en ſuis Mu defié, Mais plus i’ouure les yeux plus i’y voy de lumiere Et laſeconde preuue aſſeure la premiere.	20 et Dint point, le caractère est bien virifié D 'abord autant quevous, quelque m'en suis Mu défié, Mais plus j'ouvre les yeux plus j'y vois de lumière Et laseconde preuve assure la première.
ACMAT.	ÀCAT.
Apres le iugement de U.	Après le jugement de V.
M.	M.
Ie n’oſe plus douter de cette verité, Mais pour tant de papiers cauec vostre licence) Ie doute que le Prince en a yt moins d’innocence La malice ennemie à ſemé ce poiſon Afin d’en infectervous & voſtre maiſon, Et perdre voſtre fils parces lettres maudites Luy qui perdrabien toſt ceux qui les ont eſcrites, H ii Si comme le deſſein il en à le pouuoir Que ſans l’appuy du voſtre il ne ſçauroit auoir.	Je n'ose plus douter de cette vérité, Mais pour tant de papiers cavec votre licence) Je doute que le Prince en a yt moins d'innocence La malice ennemie à semé ce poison Afin d'en infectervous et votre maison, Et perdre votre fils parées lettres maudites Lui qui perdrabien tôt ceux qui les ont écrites, H y Si comme le dessein il en a le pouvoir Que sans l'appui du vôtre il ne saurait avoir.
SOLIMAN.	SOLIMAN.
Pour vn esprit malſain, ou qui veut qu’on le flatte Cette explication eſt aſſez delicate, Non, pour moy qui veux voir, & mon mal & mon bien Mais ſuiüez voſtre ſens, & ie ſuiuray le mien, Quand il ſera venu, s’il à dequoy respondre Aux accuſations qui le peuuent confondre;	Pour un esprit malsain, ou qui veut qu'on le flatte Cette explication est assez délicate, Non, pour moi qui veux voir, et mon mal et mon bien Mais suivez votre sens, et et suiuray le mien, Quand il sera venu, s'il à dequoy répondre Aux accusation qui le peuvent confondre;
En ce cas (mais le Ciel ne nous ayme pas tant) Il eſt fils glorieux & moy Pere content 16 Ie luy confirmeray la charge qu’il excercez Et la commißion du voyage de Perſe Sinon ie ſçauray bien punir ſon attentat 1 - Par l’ordre des Maieurs, & les loix de l’Eſtat.	En ce cas (mais le Ciel ne nous aime pas tant) Il est fils glorieux et moi Père content 16 Je avait confirmerai la charge qu'il excercez Et la commion du voyage de Perse Sinon ie sçauray bien punir son attentat 1 - Par l'ordre des Majeurs, et les lois de l'État.
Sans que ſes partiſans, ny tous ces trente Princes Qui pour ſuiure ſon crime ont quité leurs Prouinces, Ny tout vn Camp gagné par ſa profuſion Le puiſſent garantir en cette occaßion.	Sans que ses partisans, ni tous ces trente Princes Qui pour suivre son crime ont quité leurs Provinces, Ny tout un Camp gagné par sa profusion Le puissent garantir en cette occassion.
SCETL RVDTAN, SVLIANE, IIERMINE.	SCETL RVDTAN, SVLIANE, IIERMINE.
P RVSTAN.	 PUSTAN.
Ce derniereffortemployez ie vous prie Tout ce que vous auez de force & d’induſtrie.	Ce dernièreffortemployez après vous prie Tout ce que vous avez de force et d'industrie.
EL SVLTANE.	ELLE SULTANE.
4 Le Ciel grand Empereur, aytſoin de vous garder Mais à quoy penſez vous?	4 Le Ciel grand Empereur, aitsoin de vous garder Mais à quoi pensez vous?
qu’auez vous à tarder?	qu'avez -vous à tarder?
Que vos iuſtes fureurs n’ont deſia mis en poudre Ce front qui ſur tout autre eſt digne de la foudre, Ce fils audacieux qui n'a que trop veſcu A pres les crimes noirs, dont il eſt conuaincus, Il à deſia conclu voſtre mort & la mienne Et vous eſtes encore à conſulter la ſienne, Que fait en ce danger voſtre cœur endormy Qu'il n'agit point du tout ou n’agit qu'a demy?	Que vos justes fureurs n'ont déjà mis en poudre Ce front qui sur tout autre est digne de la foudre, Ce fils audacieux qui n'a que trop vécu A pres les crimes noirs, dont il est convaincus, Il à déjà conclu votre mort et la mienne Et vous êtes encore à consulter la sienne, Que fait en ce danger votre cœur endormi Qu'il n'agit point du tout ou n'agit qu'a demi?
Dequoy vous ſert ce don de ſageſſe profonde Dont la vaſte eſtenduë embraſſe tant de monde,	Dequoy vous sert ce don de sagesse profonde Dont la vaste étendue embrasse tant de monde,
Luy qui vous fait preuoir les choſes de ſi loin Si pourles maux preſents il vous manque au beſoin?	Lui qui vous fait prévoir les choses de si loin Si pourles maux présents il vous manque au besoin?
Non, ie ne penſe pas qu'en ce forfait enorme L'Eſprit de Solimans aſſoupiſſe ous’endorme, Et que pour n'eſtre pas oblige d'y pouruoir Il faigne d’ignorer vn mal qu’on luy fait voir Puis que cette pareſſe, oucette indigne feinte Le feroientſoupçonner de foibleſſe, & de crainte, C’eſt qu’illuy reſte encore vn amour Paternel Qui luy parle enfaueur de ce fils criminel, Et le rend nonchalant à punir ſonoffence Sous l’espoir mal conçeu de ſa reſipicence, Mais croyez cher Seigneur qu’vn cœur ambitieux Ueut tomberaux Enfers ou s’eſleuer aux Cieux, Qu’ilfait deſon audace, ou ſon throſne, ou ſa tombe Amoureux du Fardeau, ſous lequel il ſuccombe, Sire, ſouuenez vous que des penſers pareils Ont rarement fait place à de ſages Conſeils, Et que ſi l’inſolent à ce coup vous eſchape Vous ne le verrez, plus, que ſon bras ne vous frape, Car quel autre que luy voudroit tremper ſes mains, Dans le ſang ſacré ſainct du meilleur des humains?	Non, Seigneur ne pense pas qu'en ce forfait en SA Esprit de Solimants assoupisse ous'endorme, Et que pour n'être pas oblige d'y pourvoir Il faigne d'ignorer un mal qu'on tu fait voir Puis que cette paresse, oucette indigne feinte Le feroientsoupçonner de faiblesse, et de crainte, C'est qu'illui reste encore un amour Paternel Qui lui parle enfaveur de ce fils criminel, Et le rend nonchalant à punir offense Sous l'espoir mal conçu de sa resipicence, Mais croyez cher Seigneur qu'un cœur ambitieux Ueut tomberaux Enfers ou esleuer aux Cieux, ilfait deson audace, ou son throsne, ou sa tombe Amoureux du Fardeau, sous lequel il succombe, Sire, souuenez vous que des pensers pareils Ont rarement fait place de sages Conseils, Et que si insolent ce coup vous eschape Vous ne le verrez, plus, que son bras ne vous frape, Car quel autre que lui voudroit tremper ses mains, Dans le sang sacré sainct du meilleur des humains?
ACMAT.	ÀCAT.
O mahuals diſtours.	Ô mahuals distours.
8.	8.
SOLYMAN.	SOLYMAN.
Ne pleurez plus Madame, Rendez à cela prez l’aſſeurance à voſtre ame I Juonntray vonorure, & tel qu'à l’aduenir I'en auraymoins ſuiet de craindre & de punir.	Ne pleurez plus Madame, Rendez à cela pré s'assurance à votre âme I Juonnerai vonorure, et tel qu'à l'avenir J'en auraimoins suiet de craindre et de punir.
RVOA ANR.	RVOA ANR.
L’affaire va tres-bien.	L'affaire va très-bien.
SOLIMAN.	SOLIMAN.
Auant que le iour paſſe On ſçaura qui des deux doit regnerſur la Thrace, Noradin la laiſſé qui venoit ſurſes pas Eſtra tot 19.	Avant que le jour passe On saura qui des deux doit régnersur la Thrace, Noradin la laissé qui venait surses pas Étra tôt 19.
HERMINE.	HERMINE.
Ie ne le penſe pas.	Je ne le pense pas.
SOLYMAN.	SOLYMAN.
Allez viuez en paix.	Allez vivez en paix.
VLTANE.	VLTANE.
Ah Seigneur l’apparence, Due putxe pourioit ene eſtre, oun eſt pas l'aſſeurance	Ah Seigneur l'apparence, Due putxe pourrait ene être, oun est pas l'assurance
ACETVE L SOLIMAN, ACMAT, RVSTAN,	ACETUE L OLIMAN, ACMAT, RUSTAN,
deEx RVSTAN.	deEx RUSTAN.
Eigneur à dire vray, la Reyne à bien raiſon Deſormais les Conſeils ne ſont plus de ſaiſon, Ou la choſe eſt viſible ou les preuues ſont claires Les conſultations ne ſont plus neceſſaires, Sire, faſſent les Dieux que ie puiſſe mentir Mais voſtre Maieſté pourroits'en repentir,	Eigneur à dire vrai, la Reine à bien raison Désormais les Conseils ne sont plus de saison, Ou la chose est visible ou les preuves sont claires Les consultations ne sont plus nécessaires, Sire, fassent les Dieux que sans puisse mentir Mais votre Majesté pourraits'en repentir,
*110 1*5.	*110 1*5.
2 ACMAT.	2 ACMAT.
En vne occaſion de pareille nature On ne peut proceder auec trop de meſure,	En une occasion de pareille nature On ne peut procéder avec trop de mesure,
Et Et quoy que vous diſiez les Conſeils violents Traiſnent le repentir pluſtoſt que les plus lents, Il s’agit en cecy d’vne teſte choiſié Apres celle du Roy, la plus chere à l’Aſie, D'vn Prince beau, vaillant, des bons touſiours ayme Redouté des meſchants & de tous eſtimé, Ils’agit de l’amour d’vne puiſſante armée De Soliman luy meſme, & de ſa renommée, Bref ils agit de tout, & ie ne penſe pas Qu'on y puiſſe apporter vn trop iuſte compas.	Et Et quoi que vous disiez les Conseils violents Traînent le repentir plutôt que les plus lents, Il s'agit en ceci d'une tête choisié Après celle du Roi, la plus chère à l'Asie, D'un Prince beau, vaillant, des bons toujours aime Redouté des méchants et de tous estimé, Ils’agit de l'amour d'une puissante armée De Soliman lui mesme, et de sa renommée, Bref ils agit de tout, et ainsi ne pense pas Qu'on y puisse apporter trop juste compas.
RVSTAN.	RUSTAN.
Acmat doreſnauantſi vous voulez bien faire Ou parte Sautrement ouſonge O uevous taire, En matiere d'Eſtat on prend' part au forfait Pourtrop pareſtre amy, de celuy qui l’a fait.	Acmat doresnavantsi vous voulez bien faire Ou parte Sautrement ousonge Ô uevous taire, En matière d'État on prend' part au forfait Pourtrop paraître ami, de celui qui l'a fait.
A CMAT:	À CMAT:
Ma foy, de qui trente ans ont fait l’experience Suffit pourmon eſtime, & pourma conſcience.	Ma foi, de qui trente ans ont fait l'expérience Suffit pourmon estime, et pourma conscience.
RVSTAN.	RUSTAN.
Mais le Roy cependant de puis vos beaux diſcours N'a rien fait que reſuer & ſouſpirer touſiours.	Mais le Roi cependant de puis vos beaux discours N'a rien fait que rêver et soupirer toujours.
Pagination incorrecte - date incorrecte NF Z 43-120-12	Pagination incorrecte - date incorrecte N Z 43-120-12
ACMAT.	ÀCAT.
Qu’il reſue, à la bonneheure, en ce peril extreſme Son meilleur Conſeiller, c'eſt ſon ſens, c’eſt luy meſme, Il eſt plus entendu ny que vous ny que moy Maiss il me vouloitcroire, il n'en croiroit que ſoy.	Qu'il rêve, à la bonneheure, en ce péril extrême Son meilleur Conseiller, c'est son sens, c'est a même, Il est plus entendu Au que vous Seigneur que moi Mais il me voulaitcroire, il n'en croirait que soi.
SOLIMAN.	SOLIMAN.
O Fils!	Ô Fils!
ô Fils!	ô Fils!
ô Dieux!	ô Dieux!
mais qu’eſt-ce que veut Obbr6.	mais qu'est-ce que veut Obr6.
Ce peuple curieux que le ſpectacle attire	Ce peuple curieux que le spectacle attire
RVSTAN.	RUSTAN.
Il ſuit vn priſonnier qui vient.	Il suit un prisonnier qui vient.
O4s SOLIMAN.	O4s SOLIMAN.
RVSTAN.	RUSTAN.
Le voila.	Le voilà.
SOLIMAN.	SOLIMAN.
Ie le voy, que peutce-eſtre?	Je le vois, que peut-être?
S TRCE VAE GIAFER, DESPINE, SOLIMAN, RVSTAN, ACMAT.	 SRCE VAE GIAFER, DESPINE, SOLIMAN, RUSTAN, ACMAT.
GIAFER.	GIAFER.
Mis, demeurez la Que le respect du Roy vous ſoit vne barriere Ieune homme aduancez vous.	Mis, demeurez la Que le respect du Roi vous soit une barrière Jeune homme avancez -vous.
DESPIME.	DÉPIME.
O!	Ô!
plaiſante carriere O!	plaisante carrière Ô!
belle occaſion pour courir a la mort.	belle occasion pour courir à la mort.
GIAFER.	GIAFER.
Sire, i’eſtois en garde à la porte du Fort Ou i’ay veu ce ieune homme, eſgaré, triſte, bleſme, Tel enfin qu'à vos yeux ilſe fait voirluy meſme Le ſoupçon que i’ay pris qu'il venoit de tenter Ou de faire vn forfait, me l’a fait arreſter,	Sire, j'étais en garde à la porte du Fort Ou j'ai vu ce jeune homme, égaré, triste, blême, Tel enfin qu'à vos yeux ilse fait voirlui même Le soupçon que j'ai pris qu'il venait de tenter Ou de faire un forfait, me l'a fait arrêter,
I ii D’abord nous n’auonsſceu non plus que d’vne Idole Luy tirer de la bouche vne ſeule parole, Enfin, long temps apres parſa confeßion Aaopodcumemerſun,e ue plus Eſpion.	I Ijà D'abord nous n'auonssceu non plus que d'une Idole Lui tirer de la bouche une seule parole, Enfin, long temps après parsa confession Aaopodcumemersun,é ue plus Espion.
SOLIMAN.	SOLIMAN.
Eſpion & Perſan?	Espion et Persan?
DESTINE.	DESTINE.
Ouy, ouy, ie le confeſſe.	Oui, oui, Seigneur le confesse.
ACMAT.	ÀCAT.
O!	Ô!
l’imprudent garçon!	l'imprudent garçon!
SOLIMAN.	SOLIMAN.
OojeSta nardieſſe.	OoujeSta nardiesse.
TAN.	TAN.
Ou pluſtoſt l’impudence.	Ou plutôt l'impudence.
SOLIMAN.	SOLIMAN.
Eſloignez vous Soldats, Ruſtan, approchez vous.	Éloignez -vous Soldats, Rûtan, approchez -vous.
ACMAT.	ÀCAT.
Puis qu’il parlent tout bas, Ie leur deuiens ſuspect, & tiens pour veritable Que le Pamuooje poruin	Puis qu'il parlent tout bas, Je leur deviens suspect, et tiens pour véritable Que le Pamuooje porvin
SOLIMAN.	SOLIMAN.
Uien, ça, vien miſerable Connois-tu ces papiers ce cachet & ce ſein, Tu rougis ne ments pas, tu le ferois en vain Reſpons, les connois tu?	Viens, ça, viens misérable Connais-tu ces papiers ce cachet et ce sein, Tu rougis ne mens pas, tu le ferais en vain Respons, les connais tu?
DESPINE.	DÉPINE.
Ie les doy trop conneſtre Ouy ie les connois bien, O!	Je les dois trop connaître Oui était les connais bien, Ô!
le laſche, ô!	le lâche, ô!
le traiſtre,	le traître,
RVSTAN.	RUSTAN.
Omioine,qu nemreuſemens ou voure ooouiſion Ie tire mon profit de ſa confuſion.	Omioine,qu nemreusements ou voure ooouision Je tire mon profit de sa confusion.
CCLEHAN.	CCLEHAN.
Et c’eſt à Muſtapha, que le paquet s’adreſſe?	Et c'est à Mustapha, que le paquet s'adresse?
O Ciel!	Ô Ciel!
DESPINE.	DÉPINE.
SOLIMAN.	SOLIMAN.
Que tardes-tu, veux tu que l’on te preſſe Parle au lieu de trembler, tu trembleras apres	Que tardes-tu, veux tu que l'on te presse Parle au lieu de trembler, tu trembleras après
RVSTAN.	RUSTAN.
Il pourroit à la fin le preſſer de ſi pres Qu'il me gaſteroit tout.	Il pourrait à la fin le presser de si pres Qu'il me gâterait tout.
I üj	I Juij
CEEVI ALVANTE.	CEUI ALVANTE.
VITT.	VITT.
&a Piite ſans conduite Helas en quel eſtat vous trouue-ie reduite,	eta Piite sans conduite Hélas en quel état vous trouve-je réduite,
SOLIMAN.	SOLIMAN.
Amtu faiu poin petoiboe uege tiuu toie voutronx Ettu n’en auras pas vn traitement plus doux, Reſpons ou les tourments.	Amtu faiu poin petoiboe uege ty toie voutronx Ettu n'en auras pas un traitement plus doux, Respons ou les tourments.
3	3
RVSTAN, Seigneur, ſans violence.	RUSTAN, Seigneur, sans violence.
Reçeuez, en l’adueu que vous fait ſon ſilence, Le malheureux qu’il eſt respond ence taiſant.	Recevez, en l'aveu que vous fait son silence, Le malheureux qu'il est répond ence taisant.
SOLIMAN.	SOLIMAN.
Bien donc ostez le moy cet obiet desplaiſant Et qu'vne prompte mortſoit le digne ſalaire, Que merite enuers moy ſon deſſein temeraire Tu mourras ſcelerat.	Bien donc ôtez le moi cet objet déplaisant Et qu'une prompte mortsait le digne salaire, Que mérite envers moi son dessein téméraire Tu mourras scélérat.
DE MAIRET,	DE MAIRET,
DESPINE.	DÉPINE.
Ie l’ay bienmerité.	Je l'ai bienmerité.
Ah Sire.	Ah Sire.
ALVANTE.	ÀLVANTE.
RVSTAN.	RUSTAN.
Et quoy, que veut ce vieillard'effronté.	Et quoi, que veut ce vieillard'effronté.
ALVANTE.	ÀLVANTE.
Dr Poυtεnoις at vouς on moment d’audiance Ie n'abuſerois pas de voſtre patience.	Dr Poυtεnoις at vouς pas moment d'audience Ie n'abuserais pas de votre patience.
Quel es-tu?	Quel es-tu?
1	1
ALVANTE.	ÀLVANTE.
Seruiteur de cet infortune Que vous auez vous meſme à la mort deſtiné.	Serviteur de cet infortune Que vous avez vous même à la mort destiné.
SOLYMAN.	SOLYMAN.
Et que demandes-tu?	Et que demandes-tu?
ALVANTE.	ÀLVANTE.
Ie demande ſa grace Utile & glorieuſe au grand Roy de la Thrace.	Je demande sa grâce Utile et glorieuse au grand Roi de la Thrace.
SOLIMAN.	SOLIMAN.
Il reſue le bon homme.	Il rêve le bon homme.
Cecy ce dit tous hauu	Ceci ce dit tous hauvre
RVSTANIl n'en faut pas douter	RUSTANIl n'en faut pas douter
ACMAT.	ÀCAT.
Seigneur a tout hazard vous deuriez l’eſcouter,	Seigneur a tout hasard vous devriez l'écouter,
SOLIMAN.	SOLIMAN.
* Av tocauuo quuurs y ,imtouuuut route choſe Aprens que ie chaſtie alors que l’on m’impoſe.	* tocauuo quuurs y ,imtouuuut route chose Aprens que ie * alors que l'on m'impose.
RVSTAN.	RUSTAN.
Voicy l’homme d’Oſman, mais le ſort ſoit loué Mafourbe eſt à couuert, l’autre à tout auoué.	Voici l'homme d'Osman, mais le sort soit loué Mafourbe est à couvert, l'autre à tout avoué.
ALVANTE.	ÀLVANTE.
Grand Roy, ce priſonnier eſt ſi cher à ſon Prince Qu'il le rachepteroit d’vne grande Prouince.	Grand Roi, ce prisonnier est si cher à son Prince Qu'il le rachepterait d'une grande Province.
DESTINE.	DESTINE.
Aluante, taiſez vous, ou parlez s’il vous plaiſi Mais laiſſez ma fortune en l’aßiette qu’elle eſt.	Alvante, taisez -vous, ou parlez s'il vous plaisi Mais laissez ma fortune en l'assette qu'elle est.
ALVANTE.	ÀLVANTE.
Bien plus, c’eſt que iamais la plus riche victoire Ne vous peut aportertamture frurt ieyue gioiré, Comme Comme l’humanité vous en fera venir Si vous luy pardonnez au lieu de le punir.	Bien plus, c'est que jamais la plus riche victoire Ne vous peut aportertamture frurt toujours gioiré, Comme Comme l'humanité vous en fera venir Si vous lui pardonnez au lieu de le punir.
Puis qu’ainſi vous rendrez ſi vous le voulez faire muimentcaounmmqemvotemd emoutaire;	Puis qu'ainsi vous rendrez si vous le voulez faire muimentcaounmmqemvotemd emoutaire;
SOLIMAN.	SOLIMAN.
Mais en fin, queleſt-il ?	Mais en fin, quelest-il ?
oſte nous de ſoucy.	ôte nous de souci.
ALVANTE.	ÀLVANTE.
Cette cy grand Monarque, & non plus cettuy-cy D’vn Roy tres malheureux, fille tres malheureuſe, Eſt la belle Deſpine aux armes ſi fameuſe, Voyez.	Cette cy grand Monarque, et non plus celui-cy D'un Roi très malheureux, fille très malheureuse, Est la belle Despine aux armes si fameuse, Voyez.
DESPINE.	DÉPINE.
Que faites vous?	Que faites -vous?
ALVANTE.	ÀLVANTE.
Ses beaux cheueux pendans Que le Jurban & tat reſſertoient au dedans.	Ses beaux cheveux pendants Que le Jurban et tat ressertaient au dedans.
d d Ou Aue mo Q zele iniurieux?	 d Ou Ve mo Y zele injurieux?
.	.
A'o nhu.	A'ô nu.
O merueilleux ſpectacle!	Ô merveilleux spectacle!
VSTAT N.	VSTAT N.
Or que fera le Ciel de ce nouueau miracle!	Or que fera le Ciel de ce nouveau miracle!
LE SOLY MAN	LE SOLI MAN
SOLIMAN.	SOLIMAN.
Mais toy qui tiens nos ſens, & nos yeux eſbahis Quelſort, ou quel deſſein t’ameine en mes pays?	Mais toi qui tiens nos sens, et nos yeux ébahis Quelsort, ou quel dessein t'amène en mes pays?
Aprens nouste fetret.	Apprends nouste fetret.
ALVANTE.	ÀLVANTE.
Ie vous l’apprendray Sire	Je vous l'apprendrai Sire
Eſcoute le pluſtoſt de moy qui le vay dire L'y viens pourespier, apprendre, & rendre vains Tes forces, tes conſeils, tes iniuſtes deſſeins En vn mot ſi le Ciel, m'auoit aſſez aymée Pour t’opprimer toy meſme aux yeux de ton Armée	Écoute le plustost de moi qui le vais dire L'y viens pourespier, apprendre, et rendre vains Tes forces, tes conseils, tes injustes desseins En un mot si le Ciel, m'avait assez aimée Pour t'opprimer toi -même aux yeux de ton Armée
ALVANTE.	ÀLVANTE.
