AILITI Maot.	ÀILITI Maot.
Madame, vous croyez la haine legitime, La priſe de Zama vous a coûté des pleurs, Du Prince vôtre Amant j’ay cauſé les malheurs, Et vous vout en plaignez du moins ſans vous contraindre, Il eſt d’autres malheurs dont on n’oſe ſe plaindre.	Madame, vous croyez la haine légitime, La prise de Zama vous a coûté des pleurs, Du Prince votre Amant j'ai causé les malheurs, Et vous vout en plaignez du moins sans vous contraindre, Il est d'autres malheurs dont on n'ose se plaindre.
ISPERIE.	ISPERIE.
Seroit-il des malheurs comparables aux ſiens?	Serait-il des malheurs comparables aux siens?
Tout prêts à nous unir par les plus beaux liens, Ce jeune Prince helas!	Tout prêts à nous unir par les plus beaux liens, Ce jeune Prince hélas!
attendoit la journée Qui devoit couronner un pompeux hymenée, Pardonnez-moy, Seigneur, ce triſte ſouvenir, De ma memoire encor je ne puis le bannir, C’eſt vous qui luy cauſez les malheurs de ſa vie, Etrant, infortunê, ſeparé d’Iſperie, Il nourit loin de moy d’inutiles regrets, Peut-eſtre ſes tourmens ne ſinitont jamais;	attendait la journée Qui devait couronner un pompeux hyménée, Pardonnez-moi, Seigneur, ce triste souvenir, De ma mémoire encor je ne puis le bannir, C'est vous qui lui causez les malheurs de sa vie, Etrant, infortuné, séparé d'Ispérie, Il nourit loin de moi d'inutiles regrets, Peut-être ses tourments ne sinitont jamais;
Si vous aimiet, Seigneur, vous ſçauriez par vousmême Dans quel afreux tourment eſt un cœur quand il aime, Et qu’il eſt ſeparé de l’objet de ſes vœux?	Si vous aimiet, Seigneur, vous sauriez par vousmême Dans quel afreux tourment est un cœur quand il aime, Et qu'il est séparé de l'objet de ses vœux?
Helas!	Hélas!
qu’il eſt à plaindre?	qu'il est à plaindre?
& qu’il eſt malheureux?	et qu'il est malheureux?
Que ſon triſte deſtin.	Que son triste destin.
SCIPION.	SCIPION.
Qu’il eſt digne d’envie!	Qu'il est digne d'envie!
Peut-on rien ajoûter au bonheur de ſa vie?	Peut-on rien ajouter au bonheur de sa vie?
Lucejus eſt choiſi pour eſtre vôtre époux, Alis peu cie cop, il taue comouttse dſus vôtre ame, Et bannir pour jamais cette inutile flâme.	Lucejus est choisi pour être votre époux, Alis peu cie op, il tave comoutse dsus votre âme, Et bannir pour jamais cette inutile flamme.
ISPERIE.	ISPERIE.
Moy!	Moi!
Seigneur?	Seigneur?
SCIPION.	SCIPION.
Ouy, pour vous Rome a d’autres deſſeins, Et puiſqu’il eſt enfin ennemy des Romains Cet Amant, qu’il combat contre la Republique, Tout s’opoſe à ſes vœux, raiſon, & politique, Pouroit- Poutoit-elle ſouffrir qu’il devint vôtre époux?	Oui, pour vous Rome a d'autres desseins, Et puisqu'il est enfin ennemi des Romains Cet Amant, qu'il combat contre la République, Tout s'oppose à ses vœux, raison, et politique, Pourait-à Poutait-elle souffrir qu'il devînt votre époux?
Et d’ailleurs cet hymen eſt indigne de vous.	Et d'ailleurs cet hymen est indigne de vous.
ISPERIE.	ISPERIE.
Lucejus eſt né Prince.	Lucejus est né Prince.
SCIPION.	SCIPION.
Et fuſt-il Roy, Madame, Il ne merite point une ſi belle flâme?	Et fût-il Roi, Madame, Il ne mérite point une si belle flamme?
Que vous connoiſſez peu le prix de vôtre eœur?	Que vous connaissez peu le prix de votre eœur?
Vous igaorez encor juſqu’à quel point d’hõneur.	Vous igaorez encor jusqu'à quel point d'honneur.
Non, à vôtre merite il n’eſt rien qui réponde, Il eſt trop au deſſus de tous les Rois du monde, Et poul Micuis louceula l'houueur de votle cholx, Il faut un des vainqueurs, un des maiſtres des Rois, En un mot, un Romain.	Non, à votre mérite il n'est rien qui réponde, Il est trop au dessus de tous les Rois du monde, Et poul Micuis louceula l'houueur de votle cholx, Il faut un des vainqueurs, un des maîtres des Rois, En un mot, un Romain.
ISPERIE.	ISPERIE.
ba grandeur, la fortune Cut faire impreſſion ſur une ame commune;	ba grandeur, la fortune Cut faire impression sur une âme commune;
Mais quoy!	Mais quoi!
tout ſon éclat mis dans ſon plus beau dout.	tout son éclat mis dans son plus beau dout.
N’ébloüit point un cœur éclairé par l’amour.	N'éblouit point un cœur éclairé par l'amour.
SCIPION.	SCIPION.
Quoy?	Quoi?
vous pouriez, Madame?	Vous pourriez, Madame?
ISPERIE.	ISPERIE.
Eh!	Eh!
Seigneur, que m’importe Que ces vainqueurs des Rois.	Seigneur, que m'importe Que ces vainqueurs des Rois.
Mais helas!	Mais hélas!
je m’emporte, e uois les ſeipecter, ce je iuis uans leuts fers;	je m'emporte, e utz les seipecter, je je us luant luts fers;
Qu’à leur gré les Romains gouvernent l’Univers, Tout doit fléchir ſous eux?	Qu'à leur gré les Romains gouvernent l'Univers, Tout doit fléchir sous eux?
Mais encor à quels titres Veuleut-ils de nos cœurs devenir les arbitres?	Mais encor à quels titres Veut-ils de nos cœurs devenir les arbitres?
CIPION.	CIPION.
Il faut juſtifier, Madame, leurs deſſeins, Et vous aprendre icy l’intereſt des Romains;	Il faut justifier, Madame, leurs desseins, Et vous apprendre ici l'intérêt des Romains;
C Pour readre ſa puiſſance & ſa gloire affetmie, Rome ne peut ſouffrit d’alliance ennemie, Syphax, ce.	Ç Con readre sa puissance et sa gloire affethie, Rome ne peut souffrit d'alliance ennemie, Syphax, ce.
Roy ſuperbe a payé chęrement La fatale douceur d’un tel eugagement:	Roi superbe a payé chuerrement La fatale douceur d'un tel eugagement:
Il eſtoit nôtre amy;	Il était notre ami;
mais de dangereux charmes Luy firent contre nous ſoudain prendre les armes, Sophon ſos luy plût, il devint ſon époux, LMidame, elle eſtoit belle, & moins belle que vous La fille d’Aſdrubal a donc ſȩù le détruire, Ec vient de luy coûter la vie avec l’Empite;	mais de dangereux charmes Lui firent contre nous soudain prendre les armes, Sophon sos Ah plût, il devint son époux, LMidame, elle était belle, et moins belle que vous La fille d'Asdrubal a donc sȩù le détruire, Ec vient de lui jours la vie avec l'Empite;
D’un Chef Cartaginois, du fameux Hyerbal Iſperie eſt la fille, & niéce d’Annibal, Plus charmante cent fois, plus redoutable encore, Et Rome fouffriroit quaud Lucejus l’adore, Qu’il unit à Cartage avee de tels liens Tout le peuple nombreux des Celtiberiens;	D'un Chef Carthaginais, du fameux Hyerbal Ispérie est la fille, et nièce d'Hannibal, Plus charmante cent fois, plus redoutable encore, Et Rome souffrirait quaud Lucejus l'adore, Qu'il unît à Carthage ave de tels liens Tout le peuple nombreux des Celtibériens;
Si Sophoniſbs ſeule a couté trois batailles, Combien coûcerlez-vous de ſang, de funerailles?	Si Sophonisbs seule a couté trois batailles, Combien coucerlez-vous de sang, de funérailles?
Vous pouriez ſoûlever vingt letiotot cuuemis, Unir Mandonius avecque Indibilis, Et ſuſcitant à Rome une éternelle guerre, Vos yeux pouroient contr’elle armer toute la terre.	Vous pourriez soulever vingt letiot cuémis, Unir Mandonius avec Indibilis, Et suscitant à Rome une éternelle guerre, Vos yeux pourraient contr'elle armer toute la terre.
ISPERIB.	ISPERIB.
Mais ſi la paix, Seigneur, par de plus doux projeto Pouvoit unir nu jour.	Mais si la paix, Seigneur, par de plus doux projeto Pouvait unir nu jour.
SCIPION.	SCIPION.
Madame, point de paix, Point d’accord, c’eſt euvain en former l’eſperaute, Il faut de Rome, il faut pourſuivre la vangeance, On me l’a confiée, & j’en dois prendre ſoin, Et ſi j’en erois mon cœur je la porteray loin, Ma dame, vous pleurez.	Madame, point de paix, Point d'accord, c'est eunain en former l'espéraute, Il faut de Rome, il faut poursuivre la vengeance, On me l'a confiée, et j'en dois prendre soin, Et si j'en erais mon cœur je la porterai loin, Ma dame, vous pleurez.
I	I
ISPERIE.	ISPERIE.
Il faut bien que je pleure, Puiſque par cet Atreſt vous voulez que je meure;	Il faut bien que je pleure, Puisque par cet Atrêt vous voulez que je meure;
Vous ſerez ſatisfait, cet ordre rigoureux Dans peu ſera perir deux Amans malheureux, Nous avions dans la paix encor quelque eſperance, Mais vous voulez de Rome achever la vangeance.	Vous serez satisfait, cet ordre rigoureux Dans peu sera périr deux Amants malheureux, Nous avions dans la paix encor quelque espérance, Mais vous voulez de Rome achever la vengeance.
Achevez-là, Seigneur, mais du moins le trépas, Au deſaut de la paix ne nous manqueta pas.	Achevez-la, Seigneur, mais du moins le trépas, Au désaut de la paix ne nous manqueta pas.
SCENE.	SCÈNE.
V	V
SCIPION ſeul.	SCIPION seul.
Lle ſort,juſte Ciel!	Lle sort,juste Ciel!
& ſes yeux pleins de larmee LAtteudriſſent mon cœur, & m’atrachent les ajmes, Je ſuis pret d’oublier ma glolre, mes ptojets, Et preſqu'en ce moment je conſens à la paix;	et ses yeux pleins de larmée LAteudrissent mon cœur, et m'atrachent les ajmes, Je suis prêt d'oublier ma glolère, mes ptojets, Et presqu'en ce moment je consens à la paix;
Ouy, puiſqu'elle le veut, il faut finir la guerre, En rendre un plein repos, un plein çalme à la terte;	Oui, puisqu'elle le veut, il faut finir la guerre, En rendre un plein repos, un plein çalme à la terte;
Mais quel triſte penſer me frape en ce moment?	Mais quel triste penser me frappe en ce moment?
Elle ne veut la paix que pour voir ſon Amant, Que pour combler ſes vœux d’un heuteux hymenée, Et j’en avancerois la fatale journée?	Elle ne veut la paix que pour voir son Amant, Que pour combler ses vœux d'un heuteux hyménée, Et j'en avancerais la fatale journée?
C’eſt donc pour Lucejus qu’elle aſpire à la paix:	C'est donc pour Lucejus qu'elle aspire à la paix:
Qu’elle l’aime grands Dieux!	Qu'elle l'aime grand Dieux!
grands Dieux que je le hais?	grands Dieux que je le hais?
Mais pourquoy ſon nom ſeul me fait-il de la peine?	Mais pourquoi son nom seul me fait-il de la peine?
D’où vient que Lucejus eſt l’objet de ma haine?	D'où vient que Lucejus est l'objet de ma haine?
e i D’où vieut que contre luy je me trouve animé?	Je me J'où vieut que contre lui je me trouve animé?
Dieux!	Dieux!
par quelles raiſons?	par quelles raisons?
Lucejus eſt aimé?	Lucejus est aimé?
Les voila ces raiſons?	Les voilà ces raisons?
& mon ame ſaiſie.	et mon âme saisie.
Ah!	Ah!
je te reconnois affreuſe jalouſie, Tu viens porter la haine & le trouble en mon cœui, Et tu me fais ſentir que l’amour eſt vainqueur, Dans quel temps?	je te reconnais affreuse jalousie, Tu viens porter la haine et le trouble en mon cœui, Et tu me fais sentir que l'amour est vainqueur, Dans quel temps?
dans le temps qu’Annibal va paroitre, Et que de mes tranſports je dois eſtre le malire, pouſſe des ſoûpirs, je m’égate, ah du moins De mes égaremens je n’ay point de témoins;	dans le temps qu'Hannibal va paraître, Et que de mes transports je dois être le malire, pousse des soupirs, je m'égate, ah du moins De mes égarements je n'ai point de témoins;
Mais dois-je ſuccomber au panchant qui m’ent tralue, Puniſſons Iſperie en voyant Erixene, Mépriſons ſes attraits, & peut-être en ce jour Qu'Erixene ſçaura détrujte cet amour:	Mais dois-je succomber au penchant qui m'ent tralue, Punissons Ispérie en voyant Erixène, Méprisons ses attraits, et peut-être en ce jour Qu'Érixène saura détrujte cet amour:
Je veux rendre un hommage éclatant à ſes charmes, Abandonnons des yeux toujours noyez de larmel, Tout le veut, la faiſon, la gloire, l'équité, Il faut par d’autre fers me mettre en liberté.	Je veux rendre un hommage éclatant à ses charmes, Abandonnons des yeux toujours noyez de larmel, Tout le veut, la saison, la gloire, l'équité, Il faut par d'autre fers me mettre en liberté.
ACTE III SCENE PREMIERE, ERIXENE, RARCE,	ACTE III SCÈNE PREMIÈRE, ERIXENE, RARCE,
BARCE'.	BARCE'.
Auipis que Scipion fait ranger ſon armée, Que pour en ſoûtenir l'éclat, la renommée Il en veut étaler la pompe à ſon rival, (Spectacle digne enſin des regards d’Aunibal) En attendant qu’icy nous le voyons paroltre, De grace, aprenez-moy ſi ce ſuperbe maltre, Ce fameux Scipion qui marchoit ſur vos pas A reudu les reſpects qu’il doit à vos apass Ouy, ſon front deſatmé de la fierté Romaine Sembloit le préparer à porter vôtre chaîne;	Auipis que Scipion fait ranger son armée, Que pour en soutenir l'éclat, la renommée Il en veut étaler la pompe à son rival, (Spectacle digne ensin des regards d'Aunibal) En attendant qu'ici nous le voyons paraître, De grâce, apprenez-moi si ce superbe maltre, Ce fameux Scipion qui marchait sur vos pas A udu les respects qu'il doit à vos appass Ouy, son front des front des fierté Romaine Semblait le préparer à porter votre chaîne;
Loin de vous par reſpect je n’ay pas entendu Aſſez diſtinctement cet nomage lemau;	Loin de vous par respect je n'ai pas entendu Assez distinctement cet nomage lemau;
Mais helas!	Mais hélas!
je vous vois les yeux pleins de triſteſſe, A cacher vos chagrins vous mettez vôtre adreſſe, Vous ne répondez rien, vous devorez vos pleurs Madame, & ce ſilence.	je vous vois les yeux pleins de tristesse, A cacher vos chagrins vous mettez votre adresse, Vous ne répondez rien, vous dévorez vos pleurs Madame, et ce silence.
ERIXENE.	ERIXENE.
Aprens tous mes malheur, C iij Barcé, puiſque tu veux que je t’en rende conte, Aprens ma paſſion, ma douleur, & ma-honte;	Apprends tous mes malheurs, Ç ij Aillé, puisque tu veux que je t'en rende compte, Apprends ma passion, ma douleur, et ma-honte;
Que les yeux d’une Amante helas I, ſont clairvoyans?	Que les yeux d'une Amante hélas I, sont clairvoyants?
’ay vû de Scipion les feux les plus ardans, Il m’eſt venu jrouver pour m’en faire un homage, Mais que ſon cœur ah Dieux!	V'ai vu de Scipion les feux les plus ardans, Il m'est venu jrouver pour m'en faire un hommage, Mais que son cœur ah Dieux!
démentoit ſon lan A lon diſcours conſhs, ſon air embaraſſé, ’ay vû qu’il me rendoit un homage forcé;	démentait son lan A lon discours conshs, son air embarrassé, 'ai vu qu'il me rendait un hommage forcé;
Au nom de Lucejus toute ſa jalouſie Me l’a fait voir remply des charmes d’Iſperie, Il la cherchoit encore en voulant me parler, ATuecouuoit uy ieu qu'il tâchoit de celer, Et ſon aveu pour moy d’une ſlame fatale M'a fait voir ſeuſement qu’il aimoir ma mavale.	Au nom de Lucejus toute sa jalousie Me l'a fait voir rempli des charmes d'Ispérie, Il la cherchait encore en voulant me parler, ATuecouuoit uy jeu qu'il tâchait de celer, Et son aveu pour moi d'une slâme fatale M'a fait voir seusement qu'il aimoir ma mavale.
BARCE.	BARCE.
Que dites-vous?	Que dites-vous?
ah Ciel!	ah Ciel!
ERIXENE.	ERIXENE.
Tout ce que j’ay trop vû, Ce que mon triſte cœur avoit déja prévû, Ouy, j’ay de mes malheurs l’affreuſe certitude, Et n’ay plus la douceur de mon inquietude;	Tout ce que j'ai trop vu, Ce que mon triste cœur avait déjà prévu, Oui, j'ai de mes malheurs l'affreuse certitude, Et n'ai plus la douceur de mon inquiétude;
Ce n’eſt pas qu’il n’ait fait d’inutiles eſfors Pour s’arracher luy-même à ſes premiert tranſports:	Ce n'est pas qu'il n'ait fait d'inutiles éfors Pour s'arracher Ah-même à ses premiert transports:
Je voyois qu’iltachoit de me rendre les armes, Qu’il vouloit tout entier ſe livrer à mes chatmes, Qu’il combattoit en vain contre un cœur mutiné Qui ſuivoit malgré luy ſon panchant obſtiné:	Je voyais qu'iltachait de me rendre les armes, Qu'il voulait tout entier se livrer à mes chatmes, Qu'il combattait en vain contre un cœur mutiné Qui suivait malgré sans son penchant obstiné:
En parlant d’Iſperie un dédain legitime Affectoit un mépris qui marquoit ſon eſtime, Il vouloit à mes yeux rabaiſſer ſes attraits, Mais les ſiens me ſembloient égarez & diſtraits:	En parlant d'Ispérie un dédain légitime Affectait un mépris qui marquait son estime, Il voulait à mes yeux rabaisser ses attraits, Mais les siens me semblaient égarés et distraits:
Il nommoit Iſperie, il nommoit Erixene, Il monttoit de l’amour, il marquoit de la hainé, Il s’eſſorcoit Barcé d’aimer & de haïr, Et ſon cœur en ſuſpens refuſoit d’obéïr.	Il nommait Ispérie, il nommait Erixène, Il montait de l'amour, il marquait de la hainé, Il s'essorcait Barcé d'aimer et de haïr, Et son cœur en suspens refusait d'obéir.
RARCÉ'.	RARC'.
Mais, Madame, aprés tout s’il adore Iſperie, Son ame d’un tel feu doit eſtre aſſez puuie, Elle aime Lucejut, & leurs cœurs embraſezPunitont Scipion de vos ſeux meprilez, Sa tendreſſe.	Mais, Madame, après tout s'il adore Ispérie, Son âme d'un tel feu doit être assez puvie, Elle aime Lucejut, et leurs cœurs embrasPunitont Scipion de vos seux meprilez, Sa tendresse.
ERIXENE.	ERIXENE.
Et pourquoy ſans deſſein de luy pllird Me ravit-elle un cœur à ſes vœux ſi contraire?	Et pourquoi sans dessein de belle pllird Me ravit-elle un cœur à ses vœux si contraire?
Ou pourquoy ce Heros s’eſt-il laiſſé charmer.	Ou pourquoi ce Héros s'est-il laissé charmer.
D’un objet qui ne peut & ne dolt pas l'aimer?	D'un objet qui ne peut et ne dolt pas l'aimer?
Quand il voit aujourd'huy la ſuperbe Erixene Soûpiret s & courir au devant de ſa chaîne:	Quand il voit aujourd'hui la superbe Erixène Soupiret s et courir au devant de sa chaîne:
Iſpetie eſt aimée q ah jalouſe fureur!	Ispétie est aimée q ah jalouse fureur!
De mon cruel deſtin vois-tu toute l’horreur?	De mon cruel destin vois-tu toute l'horreur?
Il faut pour me vangér d’une ardeur ſi fatale r;	Il faut pour me venger d'une ardeur si fatale ;
Qu’il en coûte des pleurs, du ſang à ina rivale, Et mon cœur irrité ſera plus ſatisfait Si je puis la punir du vol qu’elle m’a fait:	Qu'il en coûte des pleurs, du sang à ina rivale, Et mon cœur irrité sera plus satisfait Si je puis la punir du vol qu'elle m'a fait:
Mais pourquoy la punir d’un crime involontaire?	Mais pourquoi la punir d'un crime involontaire?
C’eſt ſans doute à regret qu’elle a trop ſçû luy Phasse 2 Pourois-je l’accabler de mon inimitié Quand ſon ſort & le mien ſont dignes de pitié;	C'est sans doute à regret qu'elle a trop su feu Phasse 2 Pourais-je l'accabler de mon inimitié Quand son sort et le mien sont dignes de pitié;
On l’adore, & ſa flâme eſt ailleurs allumée 2 Et moy, j’aime un ingrat ſans eſpoir d’eſtre aimée.	On l'adore, et sa flamme est ailleurs allumée 2 Et moi, j'aime un ingrat sans espoir d'être aimée.
BARCE'.	BARCE'.
Que vôtre cœur ſi fier rapelle ſa raiſon, Madame, ſoûtenez l’éclat de vôtre nom.	Que votre cœur si fier rappelle sa raison, Madame, soutenez l'éclat de votre nom.
SCENE II.	SCÈNE II.
OUIADE, ERIAENE, BARCE,	OÙIADE, ERIANE, BARCE,
LEPIDE Noibal dans ces lieux à l'inſtant va ſe rendre, A ASelpion ſult mes pas, Madame, &vlent l’attenn J’ay dû vous avertir.	LEPIDE Noibal dans ces lieux à l'instant va se rendre, A SElpion sult mes pas, Madame, etvlent l'attenn J'ai dû vous avertir.
ERIXENE.	ERIXENE.
Bareé, retirons-nous.	Bare, retirons-nous.
Lepide, c’eſt aſſes.	Lépide, c'est asses.
Deu dcs auus.	 D auus.
SCIPION, LEPIDE.	SCIPION, LEPIDE.
SCIPION.	SCIPION.
MEsdeſirs empteſſez Seront bien-tot remplis, & ſuivant mon attente Je vais voir Annibal, Lepide, en cette tentes ’ay pour le recevoir ſait ranger mes ſoldats, Sextus va par mon ordre au devant de ſes pas, Je tends tous les honneurs qu'on doit à ce grane homme, Et je vais ſoûtenir les interêts de Rome?	MEsdesirs emptessez Seront bientôt remplis, et suivant mon attente Je vais voir Hannibal, Lépide, en cette tentes aay pour le recevoir sait ranger mes soldats, Sextus va par mon ordre au devant de ses pas, Je tends tous les honneurs qu'on doit à ce grane homme, Et je vais soutenir les intérêts de Rome?
Il faut reprendre iey toute ma fermeté, Oublier les tranſports de mon cœur agité, J’en ay tougy cent fois, & j’y fus trop ſenſible, A l’aſpect d’Annibal je dois eſtre inſlexible, Et je veux aujourd’huy plein d’une noble ardeur Malgré ma paſſion luy découvrir le cœur Iy uu Roinaus, d'uu Comus, de qui n politique Ne ſonge qu’à ſa gloire & qu’à la Republique.	Il faut reprendre Hy toute ma fermeté, Oublier les transports de mon cœur agité, J'en ai tougi cent fois, et j'y fus trop sensible, À l'aspect d'Hannibal je dois être inslexible, Et je veux aujourd'hui plein d'une noble ardeur Malgré ma passion même découvrir le cœur y Roinaus, d' Comus, de qui politique Ne songe sa gloire et la Republique.
LEPIDE.	LÉPIDE.
Sur vous de l'Univers vous attachez les yeux, Seigneur, & vos ſuccés vous font des envieux, Quine peuvent ſouffrit ſans quelque jalouſie.	Sur vous de l'Univers vous attachez les yeux, Seigneur, et vos succès vous font des envieux, Quine peuvent souffrit sans quelque jalousie.
Le éours trop éclatant de vôtre illuſtre vie:	Le épours trop éclatant de votre illustre vie:
Je n’oſe qu’à regret en prononeer le nom, Mais j'y compte, Seigneur, Fabius & Caton, Qui ſouvent contre vous animez d’un faux zele Fatiguent le Senat d’une plainte éternelle.	Je n'ose qu'à regret en prononcer le nom, Mais j'y compte, Seigneur, Fabius et Caton, Qui souvent contre vous animez d'un faux zèle Fatiguent le Sénat d'une plainte éternelle.
SCIPION.	SCIPION.
Je le ſçais trop.	Je le sais trop.
Lepide, & toujours Fabiue Atenté contre moy des efforts ſuperſlus, Il vouloit empêcher mon voyage en Affrique, Mais c’eſt l’eſprit jaloux de chaque Republiquel, Qui craint ſes citoyens dés qu’ils font trop:	Lépide, et toujours Fabive Atenté contre moi des efforts superslus, Il voulait empêcher mon voyage en Afrique, Mais c'est l'esprit jaloux de chaque Républiquel, Qui craint ses citoyens dés qu'ils font trop:
ſa:	sa:
meux, La vertu des Heros eſt un crime chez eux, Et lorſqu’on s’agrandit avec trop de courage L’éclat des Conquerans leur donne de l’ombrage?	meux, La vertu des Héros est un crime chez eux, Et lorsqu'on s'agrandit avec trop de courage L'éclat des Conquérants leur donne de l'ombrage?
Caton & Fabius en ont conçû pour moy, Et peut-eſtre en ſecret jaloux de monemploy, A me nuire au Senat l’un & l’autre s’aplique, Mais il faut terminer cette guerte d’Affrique, C’eſt à moy de remplir la gloite de mon ſort, le n’écoûteray rien ſi l’on parle d’accord, Il faut que par mon bras Cartage ſoit punie, Il faut vaincre Annibal & la guerre eſt finie, Il vient, que ſon abord inſpire de reſpect, Aux Gardes.	Caton et Fabius en ont conçu pour moi, Et peut-être en secret jaloux de monemploi, À me nuire au Sénat l'un et l'autre s'applique, Mais il faut terminer cette guerte d'Afrique, C'est à moi de remplir la gloite de mon sort, le n'écouterai rien si l'on parle d'accord, Il faut que par mon bras Carthage soit punie, Il faut vaincre Hannibal et la guerre est finie, Il vient, que son abord inspire de respect, Aux Gardes.
AIIGZ.	AIIGZ.
SCENE IV.	SCÈNE IV.
ANMDAL, SCIION, AORICCAR, LEPIDE, Gardes.	ANMDAL, SCIION, AORICAR, LÉPIDE, Gardes.
ANNIBAL recarde quelque tempi Scipion ſans parler.	ANNIBAL recarde quelque tempi Scipion sans parler.
OI j'ay paru ſurpris à vôtre aſpect, Et ſi quelques momens j’ay gardé le ſilence, Seigneur, accuſez-en vôtre auguſte preſence;	ÔI j'ai paru surpris à votre aspect, Et si quelques moments j'ai gardé le silence, Seigneur, accusez-en votre auguste présence;
On ne peut regarder ſans admiration L’éclat, la majeſté du fameux Scipion, Et mon étonnement eſt qu’en un ſi jeune âge, Vous ayez fait trembler Annibal pour Cartage:	On ne peut regarder sans admiration L'éclat, la majesté du fameux Scipion, Et mon étonnement est qu'en un si jeune âge, Vous ayez fait trembler Hannibal pour Carthage:
Il s’eſſiet.	Il s'essiét.
Ouy, Seigneur, je l’avouë, aprenant vos exploits Pour elle j’ay paly pour la premiere fois;	Oui, Seigneur, je l'avoue, apprenant vos exploits Pour elle j'ai pâli pour la première fois;
ay quitté l’Italie encor toute fumante, Et dont pendant ſeize ans mon nom ſit l’épouvantes J’avois compté pour peu tant de ſiers Generaux Qui furent ſi long-temps mes trop foibles rivaux, Et les jours de Trebie, & ceux de Thraſymene, Qui me firent raiſon de la fierté Romaine M’avoient accoûtumé d’en être le vainqueur, Tant de proſperitez devoient m'enſler le cœur;	ai quitté l'Italie encor toute fumante, Et dont pendant seize ans mon nom sit l'épouvantes J'avais compté pour peu tant de siers Généraux Qui furent si longtemps mes trop faibles rivaux, Et les jours de Trébie, et ceux de Thrasymène, Qui me firent raison de la fierté Romaine M'avaient accoutumé d'en être le vainqueur, Tant de prospérités devaient m'ensler le cœur;
Mais, Seigneur, vous venez d’un courage herolque Délivrer l’Italie en attaquant l’Affrique, Sans m’avoir combatu je vois avec regret Que vôtre bras détruit ce que le mien a fait:	Mais, Seigneur, vous venez d'un courage héroque Délivrer l'Italie en attaquant l'Afrique, Sans m'avoir combattu je vois avec regret Que votre bras détruit ce que le mien a fait:
Mon retour en ces lieux eſt vôtre grand ouvrage, Pouonton Movo isomocuudee uugc;	Mon retour en ces lieux est votre grand ouvrage, Pouonton Movovovisomocuude uugc;
Et pour elle aujourd’huy par de juſtes projets Vous voyez Annibal vous demander la paix.	Et pour elle aujourd'hui par de justes projets Vous voyez Hannibal vous demander la paix.
SCIPION.	SCIPION.
Je ne m’attendois pas qu’un ſi grand Capitaine Vint iey deſarmé de colere & de haine, Qu’Annibal ſi long-temps couronné de lauriers, Le modelle & l’effroy des plus fameux Guerriers, Noutey fronque doujoule du icinde la viccone, Put raſlentir en luy le deſir de la gloire, Et qu’un Heros illuſtre aprés tant de haut faits Pût jamais ſe reſoudre à demander la paix.	Je ne m'attendais pas qu'un si grand Capitaine Vint suivi désarmé de colère et de haine, Qu'Hannibal si longtemps couronné de lauriers, Le modèle et l'effroi des plus fameux Guerriers, Noutey fronque doujoule du icinde la viccone, Put raslentir en était le désir de la gloire, Et qu'un Héros illustre après tant de haut faits Pût jamais se résoudre à demander la paix.
ANNIBAL.	ANNIBAL.
Je le veux, je le dois:	Je le veux, je le dois:
la fortune éclatante Qui fuc aſſez long-temps pour moy ferme & conſtante, Ne m’a point ébloüy;	la fortune éclatante Qui suc assez longtemps pour moi ferme et constante, Ne m'a point ébloui;
ſes inégalitez ’ont fait voir quelquefois ſes inſi lelitez, t bien qu’elle ait paru s’attacher à mes traces, es faveuis m’ont inſtruit bien moins que ſes diſgraces.	ses inégalités aont fait voir quelquefois ses insi lelités, t bien t'elle ait paru s'attacher à mes traces, es faveuis m'ont instruit bien moins que ses disgrâces.
Pour vous, Seigneur, je crains qu’un éternel bonheur Du deſſein de la paix n’éloigne vôtre cœur, Juſqu’icy la fortune à vos vœux fût fidelle, Vous n’avez point encor eſté trompé par elle, Commandant dans un âge où l’on doit obéïr Mille & mille ſuccés ont dû vous ébloüir!	Pour vous, Seigneur, je crains qu'un éternel bonheur Du dessein de la paix n'éloigne votre cœur, Jusqu'ici la fortune à vos vœux fût fidèle, Vous n'avez point encor été trompé par elle, Commandant dans un âge où l'on doit obéir Mille et mille succès ont dû vous éblouir!
La vertu, la valeur vous fût hereditaire, Vous vangeâtes d’abord vôtre oncle & vôtre pere, (Illuſtres monumens de vôtre pieté) Cecte même valeur avec rapidité Arracha de nos mains, reconquit les Eſpagnes, L’Affrique à vôtre bras a coûté deux campagnes, e viens d’y voir perir deux freres genereux, Qui rehauſſent l’éclat de vos exploits heureux:	La vertu, la valeur vous fut héréditaire, Vous vangeâtes d'abord votre oncle et votre père, (Illustres monuments de votre piété) Cecte même valeur avec rapidité Arracha de nos mains, reconquit les Espagnes, L'Afrique à votre bras a coûté deux campagnes, e viens d'y voir périr deux frères généreux, Qui rehaussent l'éclat de vos exploits heureux:
